cathode,dopant,voltage_V,x_atomic_frac,reaction_energy_eV_per_atom,forms_M_phosphate,reaction
NMC811,Sc,4.30,0.769231,-1.277786,1,0.4737 Li1Mn0.1Co0.1Ni0.8O2 + 0.5263 Li4.8Sc0.2P1S4.4Cl1.6 -> 3 Li + 0.1053 Sc(PO3)3 + 0.002477 PCl5 + 0.735 SCl + 0.104 P2S7 + 0.3789 NiS2 + 0.04737 CoS2 + 0.04737 MnCl2
NMC811,Sc,4.30,1.0,-1.115755,0,Li4.8Sc0.2P1S4.4Cl1.6 -> 4.8 Li + 0.01176 PCl5 + 0.9412 SCl + 0.4941 P2S7 + 0.2 ScCl3
NMC811,Sc,4.50,0.0,-0.299378,0,Li1Mn0.1Co0.1Ni0.8O2 -> Li + 0.1 Co(NiO2)2 + 0.1 Mn(Ni3O4)2 + 0.4 O2
NMC811,Sc,4.50,0.044776,-0.554697,0,0.9846 Li1Mn0.1Co0.1Ni0.8O2 + 0.01538 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.058 Li + 0.007692 Ni3(PO4)2 + 0.09846 CoNiO3 + 0.01231 Ni(ClO4)2 + 0.001538 Sc2(SO4)3 + 0.09846 Mn(Ni3O4)2 + 0.06308 NiSO4 + 0.2277 O2
NMC811,Sc,4.50,0.1,-0.875121,0,0.9643 Li1Mn0.1Co0.1Ni0.8O2 + 0.03571 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.136 Li + 0.01786 Ni3(PO4)2 + 0.09643 CoNiO3 + 0.02643 MnNiO3 + 0.02857 Ni(ClO4)2 + 0.003571 Sc2(SO4)3 + 0.07 Mn(Ni3O4)2 + 0.1464 NiSO4
NMC811,Sc,4.50,0.106796,-0.909751,0,0.9617 Li1Mn0.1Co0.1Ni0.8O2 + 0.03833 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.146 Li + 0.01916 Ni3(PO4)2 + 0.01059 MnNiO3 + 0.03066 Ni(ClO4)2 + 0.003833 Sc2(SO4)3 + 0.08557 Mn(Ni3O4)2 + 0.004181 Co23O32 + 0.1571 NiSO4
NMC811,Sc,4.50,0.145232,-1.100201,0,0.9464 Li1Mn0.1Co0.1Ni0.8O2 + 0.0536 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.204 Li + 0.0268 Ni3(PO4)2 + 0.03075 MnNiO3 + 0.00536 Sc2(SO4)3 + 0.06389 Mn(Ni3O4)2 + 0.004115 Co23O32 + 0.04288 NiCl2 + 0.2198 NiSO4
NMC811,Sc,4.50,0.146067,-1.104003,0,0.9461 Li1Mn0.1Co0.1Ni0.8O2 + 0.05394 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.205 Li + 0.02697 Ni3(PO4)2 + 0.0312 MnNiO3 + 0.005394 Sc2(SO4)3 + 0.0634 Mn(Ni3O4)2 + 0.04315 NiCl2 + 0.03154 Co3O4 + 0.2212 NiSO4
NMC811,Sc,4.50,0.148825,-1.11385,0,0.9449 Li1Mn0.1Co0.1Ni0.8O2 + 0.05507 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.209 Li + 0.02754 Ni3(PO4)2 + 0.005507 Sc2(SO4)3 + 0.06725 Mn(Ni3O4)2 + 0.01362 Mn2CoO4 + 0.04406 NiCl2 + 0.02696 Co3O4 + 0.2258 NiSO4
NMC811,Sc,4.50,0.151798,-1.124468,0,0.9437 Li1Mn0.1Co0.1Ni0.8O2 + 0.0563 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.214 Li + 0.00563 Sc2(SO4)3 + 0.07985 Mn(Ni3O4)2 + 0.02815 Co3(PO4)2 + 0.007259 Mn2CoO4 + 0.04504 NiCl2 + 0.0008889 Co3O4 + 0.2308 NiSO4
NMC811,Sc,4.50,0.151899,-1.124795,0,0.9437 Li1Mn0.1Co0.1Ni0.8O2 + 0.05634 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.214 Li + 0.005634 Sc2(SO4)3 + 0.08028 Mn(Ni3O4)2 + 0.02817 Co3(PO4)2 + 0.007042 Mn2CoO4 + 0.04507 NiCl2 + 0.2282 NiSO4 + 0.002817 CoSO4
NMC811,Sc,4.50,0.152284,-1.125967,0,0.9435 Li1Mn0.1Co0.1Ni0.8O2 + 0.0565 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.215 Li + 0.00565 Sc2(SO4)3 + 0.07514 Mn(Ni3O4)2 + 0.02825 Co3(PO4)2 + 0.009605 Mn2CoO4 + 0.02712 NiO + 0.0452 NiCl2 + 0.2316 NiSO4
NMC811,Sc,4.50,0.164634,-1.162563,0,0.9384 Li1Mn0.1Co0.1Ni0.8O2 + 0.06164 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.234 Li + 0.006164 Sc2(SO4)3 + 0.03082 Co3(PO4)2 + 0.00137 Mn2CoO4 + 0.0911 MnSO4 + 0.5397 NiO + 0.04932 NiCl2 + 0.1616 NiSO4
NMC811,Sc,4.50,0.164835,-1.163146,0,0.9383 Li1Mn0.1Co0.1Ni0.8O2 + 0.06173 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.235 Li + 0.006173 Sc2(SO4)3 + 0.03086 Co3(PO4)2 + 0.09383 MnSO4 + 0.5432 NiO + 0.04938 NiCl2 + 0.158 NiSO4 + 0.001235 CoSO4
NMC811,Sc,4.50,0.166667,-1.16529,0,0.9375 Li1Mn0.1Co0.1Ni0.8O2 + 0.0625 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.238 Li + 0.00625 Sc2(SO4)3 + 0.03125 Co3(PO4)2 + 0.001389 Ni3S2 + 0.09375 MnSO4 + 0.5361 NiO + 0.05 NiCl2 + 0.1597 NiSO4
NMC811,Sc,4.50,0.291829,-1.314747,0,0.8792 Li1Mn0.1Co0.1Ni0.8O2 + 0.1208 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.459 Li + 0.03108 Ni3(PO4)2 + 0.01208 Sc2(SO4)3 + 0.02931 Co3(PO4)2 + 0.1063 Ni3S2 + 0.08792 MnSO4 + 0.09662 NiCl2 + 0.1947 NiSO4
NMC811,Sc,4.50,0.315789,-1.340862,0,0.8667 Li1Mn0.1Co0.1Ni0.8O2 + 0.1333 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.507 Li + 0.06667 Ni3(PO4)2 + 0.04333 Co2NiS4 + 0.01333 Sc2(SO4)3 + 0.05667 Ni3S2 + 0.08667 MnSO4 + 0.1067 NiCl2 + 0.1733 NiSO4
NMC811,Sc,4.50,0.338182,-1.364335,0,0.8545 Li1Mn0.1Co0.1Ni0.8O2 + 0.1455 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.553 Li + 0.07277 Ni3(PO4)2 + 0.08545 Co(NiS2)2 + 0.01455 Sc2(SO4)3 + 0.008451 Ni3S2 + 0.08545 MnSO4 + 0.1164 NiCl2 + 0.1526 NiSO4
NMC811,Sc,4.50,0.339557,-1.365739,0,0.8537 Li1Mn0.1Co0.1Ni0.8O2 + 0.1463 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.556 Li + 0.07315 Ni3(PO4)2 + 0.08537 Co(NiS2)2 + 0.01463 Sc2(SO4)3 + 0.08537 MnSO4 + 0.002715 Ni9S8 + 0.117 NiCl2 + 0.1513 NiSO4
NMC811,Sc,4.50,0.34202,-1.368124,0,0.8523 Li1Mn0.1Co0.1Ni0.8O2 + 0.1477 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.561 Li + 0.07384 Ni3(PO4)2 + 0.007595 Ni3S4 + 0.08523 Co(NiS2)2 + 0.01477 Sc2(SO4)3 + 0.08523 MnSO4 + 0.1181 NiCl2 + 0.1489 NiSO4
NMC811,Sc,4.50,0.364267,-1.382919,0,0.8396 Li1Mn0.1Co0.1Ni0.8O2 + 0.1604 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.609 Li + 0.08018 Ni2P2O7 + 0.02257 Ni3S4 + 0.08396 Co(NiS2)2 + 0.01604 Sc2(SO4)3 + 0.08396 MnSO4 + 0.1283 NiCl2 + 0.1474 NiSO4
NMC811,Sc,4.50,0.379061,-1.391406,1,0.8309 Li1Mn0.1Co0.1Ni0.8O2 + 0.1691 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.643 Li + 0.03382 Ni2P2O7 + 0.03285 Ni3S4 + 0.03382 Sc(PO3)3 + 0.08309 Co(NiS2)2 + 0.08309 MnSO4 + 0.1353 NiCl2 + 0.1971 NiSO4
NMC811,Sc,4.50,0.38961,-1.397477,1,0.8246 Li1Mn0.1Co0.1Ni0.8O2 + 0.1754 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.667 Li + 0.04035 Ni3S4 + 0.03509 Sc(PO3)3 + 0.08246 Co(NiS2)2 + 0.03509 Ni(PO3)2 + 0.08246 MnSO4 + 0.1404 NiCl2 + 0.1982 NiSO4
NMC811,Sc,4.50,0.408377,-1.404942,1,0.8129 Li1Mn0.1Co0.1Ni0.8O2 + 0.1871 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.711 Li + 0.03741 Sc(PO3)3 + 0.08129 Co(NiS2)2 + 0.03741 Ni(PO3)2 + 0.08129 MnSO4 + 0.1158 NiS2 + 0.1496 NiCl2 + 0.1849 NiSO4
NMC811,Sc,4.50,0.44335,-1.417199,1,0.7902 Li1Mn0.1Co0.1Ni0.8O2 + 0.2098 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.797 Li + 0.04196 Sc(PO3)3 + 0.07902 CoS2 + 0.04196 Ni(PO3)2 + 0.07902 MnSO4 + 0.2636 NiS2 + 0.1678 NiCl2 + 0.1587 NiSO4
NMC811,Sc,4.50,0.50625,-1.431845,1,0.7453 Li1Mn0.1Co0.1Ni0.8O2 + 0.2547 Li4.8Sc0.2P1S4.4Cl1.6 -> 1.968 Li + 0.05094 Sc(PO3)3 + 0.2142 SO2 + 0.07453 CoS2 + 0.05094 Ni(PO3)2 + 0.07453 MnSO4 + 0.3415 NiS2 + 0.2038 NiCl2
NMC811,Sc,4.50,0.525974,-1.435689,1,0.73 Li1Mn0.1Co0.1Ni0.8O2 + 0.27 Li4.8Sc0.2P1S4.4Cl1.6 -> 2.026 Li + 0.054 Sc(PO3)3 + 0.287 SO2 + 0.073 CoS2 + 0.019 MnSO4 + 0.368 NiS2 + 0.216 NiCl2 + 0.054 Mn(PO3)2
NMC811,Sc,4.50,0.6,-1.442998,1,0.6667 Li1Mn0.1Co0.1Ni0.8O2 + 0.3333 Li4.8Sc0.2P1S4.4Cl1.6 -> 2.267 Li + 0.06667 Sc(PO3)3 + 0.3167 SCl + 0.1667 SO2 + 0.06667 CoS2 + 0.425 NiS2 + 0.1083 NiCl2 + 0.06667 Mn(PO3)2
NMC811,Sc,4.50,0.656934,-1.448226,1,0.6104 Li1Mn0.1Co0.1Ni0.8O2 + 0.3896 Li4.8Sc0.2P1S4.4Cl1.6 -> 2.481 Li + 0.07792 Sc(PO3)3 + 0.6234 SCl + 0.02597 SO2 + 0.06104 CoS2 + 0.01688 Ni(PO3)2 + 0.4714 NiS2 + 0.06104 Mn(PO3)2
NMC811,Sc,4.50,0.662651,-1.448013,1,0.6043 Li1Mn0.1Co0.1Ni0.8O2 + 0.3957 Li4.8Sc0.2P1S4.4Cl1.6 -> 2.504 Li + 0.07914 Sc(PO3)3 + 0.6331 SCl + 0.02014 SO2 + 0.06043 CoS2 + 0.4835 NiS2 + 0.01871 MnP4O11 + 0.04173 Mn(PO3)2
NMC811,Sc,4.50,0.670588,-1.446875,1,0.5957 Li1Mn0.1Co0.1Ni0.8O2 + 0.4043 Li4.8Sc0.2P1S4.4Cl1.6 -> 2.536 Li + 0.08085 Sc(PO3)3 + 0.6468 SCl + 0.05957 CoS2 + 0.4766 NiS2 + 0.02128 MnP4O11 + 0.0383 Mn(PO3)2 + 0.05957 S
NMC811,Sc,4.50,0.697297,-1.434165,1,0.5657 Li1Mn0.1Co0.1Ni0.8O2 + 0.4343 Li4.8Sc0.2P1S4.4Cl1.6 -> 2.651 Li + 0.08687 Sc(PO3)3 + 0.6949 SCl + 0.05657 CoS2 + 0.02828 P2S7 + 0.4525 NiS2 + 0.00202 MnP4O11 + 0.05455 Mn(PO3)2
NMC811,Sc,4.50,0.7,-1.432789,1,0.5625 Li1Mn0.1Co0.1Ni0.8O2 + 0.4375 Li4.8Sc0.2P1S4.4Cl1.6 -> 2.663 Li + 0.0875 Sc(PO3)3 + 0.6963 SCl + 0.0007353 PCl5 + 0.05625 CoS2 + 0.03088 P2S7 + 0.45 NiS2 + 0.05625 Mn(PO3)2
NMC811,Sc,4.50,0.769231,-1.392938,1,0.4737 Li1Mn0.1Co0.1Ni0.8O2 + 0.5263 Li4.8Sc0.2P1S4.4Cl1.6 -> 3 Li + 0.1053 Sc(PO3)3 + 0.735 SCl + 0.002477 PCl5 + 0.04737 CoS2 + 0.104 P2S7 + 0.3789 NiS2 + 0.04737 MnCl2
NMC811,Sc,4.50,1.0,-1.249088,0,Li4.8Sc0.2P1S4.4Cl1.6 -> 4.8 Li + 0.9412 SCl + 0.01176 PCl5 + 0.4941 P2S7 + 0.2 ScCl3
LiCoO2,Y,2.50,0.0,0.0,0,LiCoO2 -> LiCoO2
LiCoO2,Y,2.50,0.120482,-0.27574,0,0.04367 Li4.8Y0.2P1S4.4Cl1.6 + 0.9563 LiCoO2 -> 0.5808 Li + 0.9563 CoO + 0.04367 Li3PO4 + 0.004367 Y2O3 + 0.1921 Li2SO4 + 0.06987 LiCl
LiCoO2,Y,2.50,0.121951,-0.277409,1,0.04425 Li4.8Y0.2P1S4.4Cl1.6 + 0.9558 LiCoO2 -> 0.6018 Li + 0.9558 CoO + 0.0354 Li3PO4 + 0.00885 YPO4 + 0.1947 Li2SO4 + 0.0708 LiCl
LiCoO2,Y,2.50,0.43554,-0.580601,1,0.2046 Li4.8Y0.2P1S4.4Cl1.6 + 0.7954 LiCoO2 -> 0.5728 Li + 0.08838 Co9S8 + 0.1637 Li3PO4 + 0.04092 YPO4 + 0.1931 Li2SO4 + 0.3273 LiCl
LiCoO2,Y,2.50,0.504587,-0.602357,1,0.2535 Li4.8Y0.2P1S4.4Cl1.6 + 0.7465 LiCoO2 -> 0.7097 Li + 0.2488 Co3S4 + 0.2028 Li3PO4 + 0.05069 YPO4 + 0.1198 Li2SO4 + 0.4055 LiCl
LiCoO2,Y,2.50,0.581395,-0.607444,1,0.3165 Li4.8Y0.2P1S4.4Cl1.6 + 0.6835 LiCoO2 -> 0.8861 Li + 0.6835 CoS2 + 0.2532 Li3PO4 + 0.06329 YPO4 + 0.02532 Li2SO4 + 0.5063 LiCl
LiCoO2,Y,2.50,0.6,-0.595508,1,0.3333 Li4.8Y0.2P1S4.4Cl1.6 + 0.6667 LiCoO2 -> 0.9 Li + 0.6667 CoS2 + 0.2667 Li3PO4 + 0.06667 YPO4 + 0.5333 LiCl + 0.03333 LiS4
LiCoO2,Y,2.50,0.882353,-0.241184,1,0.7143 Li4.8Y0.2P1S4.4Cl1.6 + 0.2857 LiCoO2 -> 2.429 Li + 0.2857 P2S7 + 0.2857 CoS2 + 0.1429 YPO4 + 1.143 LiCl + 0.1429 LiS4
LiCoO2,Y,2.50,1.0,-0.063245,0,Li4.8Y0.2P1S4.4Cl1.6 -> 3 Li + 0.4 P2S7 + 0.2 YPS4 + 1.6 LiCl + 0.2 LiS4
LiCoO2,Y,3.50,0.0,-0.013345,0,LiCoO2 -> 0.5 Li + 0.5 Li(CoO2)2
LiCoO2,Y,3.50,0.084746,-0.36942,1,0.02994 Li4.8Y0.2P1S4.4Cl1.6 + 0.9701 LiCoO2 -> 0.7305 Li + 0.005988 YPO4 + 0.02395 Li3PO4 + 0.3234 Co3O4 + 0.1317 Li2SO4 + 0.0479 LiCl
LiCoO2,Y,3.50,0.088757,-0.385101,1,0.03145 Li4.8Y0.2P1S4.4Cl1.6 + 0.9686 LiCoO2 -> 0.7673 Li + 0.02516 LiCoPO4 + 0.006289 YPO4 + 0.3145 Co3O4 + 0.1384 Li2SO4 + 0.05031 LiCl
LiCoO2,Y,3.50,0.093168,-0.398739,1,0.03311 Li4.8Y0.2P1S4.4Cl1.6 + 0.9669 LiCoO2 -> 0.8079 Li + 0.02649 LiCoPO4 + 0.02649 CoCl2 + 0.006623 YPO4 + 0.3046 Co3O4 + 0.1457 Li2SO4
LiCoO2,Y,3.50,0.095541,-0.406081,1,0.03401 Li4.8Y0.2P1S4.4Cl1.6 + 0.966 LiCoO2 -> 0.8299 Li + 0.01361 Co3(PO4)2 + 0.02721 CoCl2 + 0.006803 YPO4 + 0.2993 Co3O4 + 0.1497 Li2SO4
LiCoO2,Y,3.50,0.111111,-0.451336,1,0.04 Li4.8Y0.2P1S4.4Cl1.6 + 0.96 LiCoO2 -> 0.976 Li + 0.016 Co3(PO4)2 + 0.032 CoCl2 + 0.088 Li2Co(SO4)2 + 0.008 YPO4 + 0.264 Co3O4
LiCoO2,Y,3.50,0.11236,-0.454948,0,0.04049 Li4.8Y0.2P1S4.4Cl1.6 + 0.9595 LiCoO2 -> 0.9879 Li + 0.004049 Y2(SO4)3 + 0.02024 Co3(PO4)2 + 0.03239 CoCl2 + 0.083 Li2Co(SO4)2 + 0.2611 Co3O4
LiCoO2,Y,3.50,0.132743,-0.513644,0,0.04854 Li4.8Y0.2P1S4.4Cl1.6 + 0.9515 LiCoO2 -> 1.184 Li + 0.004854 Y2(SO4)3 + 0.02427 Co3(PO4)2 + 0.03883 CoCl2 + 0.199 CoSO4 + 0.2136 Co3O4
LiCoO2,Y,3.50,0.164835,-0.603521,0,0.06173 Li4.8Y0.2P1S4.4Cl1.6 + 0.9383 LiCoO2 -> 1.235 Li + 0.5432 CoO + 0.006173 Y2(SO4)3 + 0.03086 Co3(PO4)2 + 0.04938 CoCl2 + 0.2531 CoSO4
LiCoO2,Y,3.50,0.310597,-0.763107,0,0.1306 Li4.8Y0.2P1S4.4Cl1.6 + 0.8694 LiCoO2 -> 1.496 Li + 0.03379 Co9S8 + 0.01306 Y2(SO4)3 + 0.06528 Co3(PO4)2 + 0.1045 CoCl2 + 0.265 CoSO4
LiCoO2,Y,3.50,0.34202,-0.785535,0,0.1477 Li4.8Y0.2P1S4.4Cl1.6 + 0.8523 LiCoO2 -> 1.561 Li + 0.09283 Co3S4 + 0.01477 Y2(SO4)3 + 0.07384 Co3(PO4)2 + 0.1181 CoCl2 + 0.2342 CoSO4
LiCoO2,Y,3.50,0.378151,-0.803293,0,0.1685 Li4.8Y0.2P1S4.4Cl1.6 + 0.8315 LiCoO2 -> 1.64 Li + 0.2472 CoS2 + 0.01685 Y2(SO4)3 + 0.08427 Co3(PO4)2 + 0.1348 CoCl2 + 0.1966 CoSO4
LiCoO2,Y,3.50,0.414747,-0.818121,1,0.1911 Li4.8Y0.2P1S4.4Cl1.6 + 0.8089 LiCoO2 -> 1.726 Li + 0.2994 CoS2 + 0.03822 Y(PO3)3 + 0.03822 Co3(PO4)2 + 0.1529 CoCl2 + 0.242 CoSO4
LiCoO2,Y,3.50,0.428571,-0.82333,1,0.2 Li4.8Y0.2P1S4.4Cl1.6 + 0.8 LiCoO2 -> 1.76 Li + 0.04 Co2P2O7 + 0.32 CoS2 + 0.04 Y(PO3)3 + 0.16 CoCl2 + 0.24 CoSO4
LiCoO2,Y,3.50,0.449251,-0.830523,1,0.2138 Li4.8Y0.2P1S4.4Cl1.6 + 0.7862 LiCoO2 -> 1.784 Li + 0.0285 LiCo(PO3)3 + 0.3539 CoS2 + 0.04276 Y(PO3)3 + 0.171 CoCl2 + 0.2328 CoSO4
LiCoO2,Y,3.50,0.48913,-0.842179,1,0.2419 Li4.8Y0.2P1S4.4Cl1.6 + 0.7581 LiCoO2 -> 1.69 Li + 0.03226 LiCo(PO3)3 + 0.4335 CoS2 + 0.04839 Y(PO3)3 + 0.1935 CoCl2 + 0.09879 Li2Co(SO4)2
LiCoO2,Y,3.50,0.516648,-0.84966,1,0.2627 Li4.8Y0.2P1S4.4Cl1.6 + 0.7373 LiCoO2 -> 1.62 Li + 0.03503 LiCo(PO3)3 + 0.4921 CoS2 + 0.05254 Y(PO3)3 + 0.2102 CoCl2 + 0.1716 Li2SO4
LiCoO2,Y,3.50,0.580645,-0.860832,1,0.3158 Li4.8Y0.2P1S4.4Cl1.6 + 0.6842 LiCoO2 -> 1.442 Li + 0.04211 LiCo(PO3)3 + 0.6421 CoS2 + 0.06316 Y(PO3)3 + 0.1053 Li2SO4 + 0.5053 LiCl
LiCoO2,Y,3.50,0.592885,-0.861847,1,0.3268 Li4.8Y0.2P1S4.4Cl1.6 + 0.6732 LiCoO2 -> 1.405 Li + 0.6732 CoS2 + 0.06536 Y(PO3)3 + 0.0915 Li2SO4 + 0.1307 LiPO3 + 0.5229 LiCl
LiCoO2,Y,3.50,0.666667,-0.855196,1,0.4 Li4.8Y0.2P1S4.4Cl1.6 + 0.6 LiCoO2 -> 2.28 Li + 0.56 SCl + 0.6 CoS2 + 0.08 Y(PO3)3 + 0.16 LiPO3 + 0.08 LiCl
LiCoO2,Y,3.50,0.672269,-0.853351,1,0.4061 Li4.8Y0.2P1S4.4Cl1.6 + 0.5939 LiCoO2 -> 2.391 Li + 0.599 SCl + 0.5939 CoS2 + 0.08122 Y(PO3)3 + 0.01015 PCl5 + 0.1523 LiPO3
LiCoO2,Y,3.50,0.769231,-0.786762,1,0.5263 Li4.8Y0.2P1S4.4Cl1.6 + 0.4737 LiCoO2 -> 3 Li + 0.09288 P2S7 + 0.7183 SCl + 0.4737 CoS2 + 0.1053 Y(PO3)3 + 0.02477 PCl5
LiCoO2,Y,3.50,1.0,-0.592121,0,Li4.8Y0.2P1S4.4Cl1.6 -> 4.8 Li + 0.4941 P2S7 + 0.9412 SCl + 0.01176 PCl5 + 0.2 YCl3
LiCoO2,Y,4.30,0.0,-0.17822,0,LiCoO2 -> Li + CoO2
LiCoO2,Y,4.30,0.087282,-0.599173,0,0.03089 Li4.8Y0.2P1S4.4Cl1.6 + 0.9691 LiCoO2 -> 1.117 Li + 0.02471 Co(ClO4)2 + 0.03354 Co23O32 + 0.1267 CoSO4 + 0.003089 Y2(SO4)3 + 0.01545 Co3(PO4)2
LiCoO2,Y,4.30,0.096953,-0.644464,0,0.03455 Li4.8Y0.2P1S4.4Cl1.6 + 0.9654 LiCoO2 -> 1.131 Li + 0.03356 Co23O32 + 0.1417 CoSO4 + 0.003455 Y2(SO4)3 + 0.01728 Co3(PO4)2 + 0.05528 ClO2
LiCoO2,Y,4.30,0.125749,-0.778428,0,0.04575 Li4.8Y0.2P1S4.4Cl1.6 + 0.9542 LiCoO2 -> 1.174 Li + 0.02876 Co23O32 + 0.1876 CoSO4 + 0.0366 CoCl2 + 0.004575 Y2(SO4)3 + 0.02288 Co3(PO4)2
LiCoO2,Y,4.30,0.132743,-0.809401,0,0.04854 Li4.8Y0.2P1S4.4Cl1.6 + 0.9515 LiCoO2 -> 1.184 Li + 0.199 CoSO4 + 0.03883 CoCl2 + 0.004854 Y2(SO4)3 + 0.02427 Co3(PO4)2 + 0.2136 Co3O4
LiCoO2,Y,4.30,0.164835,-0.906551,0,0.06173 Li4.8Y0.2P1S4.4Cl1.6 + 0.9383 LiCoO2 -> 1.235 Li + 0.2531 CoSO4 + 0.04938 CoCl2 + 0.5432 CoO + 0.006173 Y2(SO4)3 + 0.03086 Co3(PO4)2
LiCoO2,Y,4.30,0.310597,-1.100423,0,0.1306 Li4.8Y0.2P1S4.4Cl1.6 + 0.8694 LiCoO2 -> 1.496 Li + 0.265 CoSO4 + 0.1045 CoCl2 + 0.01306 Y2(SO4)3 + 0.06528 Co3(PO4)2 + 0.03379 Co9S8
LiCoO2,Y,4.30,0.34202,-1.130523,0,0.1477 Li4.8Y0.2P1S4.4Cl1.6 + 0.8523 LiCoO2 -> 1.561 Li + 0.2342 CoSO4 + 0.1181 CoCl2 + 0.01477 Y2(SO4)3 + 0.09283 Co3S4 + 0.07384 Co3(PO4)2
LiCoO2,Y,4.30,0.378151,-1.157233,0,0.1685 Li4.8Y0.2P1S4.4Cl1.6 + 0.8315 LiCoO2 -> 1.64 Li + 0.1966 CoSO4 + 0.1348 CoCl2 + 0.01685 Y2(SO4)3 + 0.2472 CoS2 + 0.08427 Co3(PO4)2
LiCoO2,Y,4.30,0.414747,-1.18127,1,0.1911 Li4.8Y0.2P1S4.4Cl1.6 + 0.8089 LiCoO2 -> 1.726 Li + 0.242 CoSO4 + 0.03822 Y(PO3)3 + 0.1529 CoCl2 + 0.2994 CoS2 + 0.03822 Co3(PO4)2
LiCoO2,Y,4.30,0.428571,-1.189997,1,0.2 Li4.8Y0.2P1S4.4Cl1.6 + 0.8 LiCoO2 -> 1.76 Li + 0.04 Co2P2O7 + 0.24 CoSO4 + 0.04 Y(PO3)3 + 0.16 CoCl2 + 0.32 CoS2
LiCoO2,Y,4.30,0.451128,-1.200382,1,0.2151 Li4.8Y0.2P1S4.4Cl1.6 + 0.7849 LiCoO2 -> 1.817 Li + 0.02151 CoP4O11 + 0.2366 CoSO4 + 0.04301 Y(PO3)3 + 0.172 CoCl2 + 0.3548 CoS2
LiCoO2,Y,4.30,0.564263,-1.245863,1,0.3015 Li4.8Y0.2P1S4.4Cl1.6 + 0.6985 LiCoO2 -> 2.146 Li + 0.03015 CoP4O11 + 0.1307 CoSO4 + 0.0603 Y(PO3)3 + 0.5377 CoS2 + 0.1206 SCl4
LiCoO2,Y,4.30,0.614334,-1.264867,1,0.3468 Li4.8Y0.2P1S4.4Cl1.6 + 0.6532 LiCoO2 -> 2.318 Li + 0.03468 CoP4O11 + 0.1503 SO2 + 0.06936 Y(PO3)3 + 0.6185 CoS2 + 0.1387 SCl4
LiCoO2,Y,4.30,0.669145,-1.280616,1,0.4027 Li4.8Y0.2P1S4.4Cl1.6 + 0.5973 LiCoO2 -> 2.53 Li + 0.04027 CoP4O11 + 0.01342 SO2 + 0.08054 Y(PO3)3 + 0.557 CoS2 + 0.6443 SCl
LiCoO2,Y,4.30,0.681818,-1.281039,1,0.4167 Li4.8Y0.2P1S4.4Cl1.6 + 0.5833 LiCoO2 -> 2.583 Li + 0.08333 YP5O14 + 0.5833 CoS2 + 0.6667 SCl
LiCoO2,Y,4.30,0.769231,-1.247368,1,0.5263 Li4.8Y0.2P1S4.4Cl1.6 + 0.4737 LiCoO2 -> 3 Li + 0.1053 Y(PO3)3 + 0.09288 P2S7 + 0.4737 CoS2 + 0.02477 PCl5 + 0.7183 SCl
LiCoO2,Y,4.30,1.0,-1.125455,0,Li4.8Y0.2P1S4.4Cl1.6 -> 4.8 Li + 0.4941 P2S7 + 0.01176 PCl5 + 0.9412 SCl + 0.2 YCl3
LiCoO2,Y,4.50,0.0,-0.244886,0,LiCoO2 -> Li + CoO2
LiCoO2,Y,4.50,0.087282,-0.670578,0,0.03089 Li4.8Y0.2P1S4.4Cl1.6 + 0.9691 LiCoO2 -> 1.117 Li + 0.02471 Co(ClO4)2 + 0.1267 CoSO4 + 0.01545 Co3(PO4)2 + 0.003089 Y2(SO4)3 + 0.03354 Co23O32
LiCoO2,Y,4.50,0.096953,-0.716404,0,0.03455 Li4.8Y0.2P1S4.4Cl1.6 + 0.9654 LiCoO2 -> 1.131 Li + 0.1417 CoSO4 + 0.01728 Co3(PO4)2 + 0.003455 Y2(SO4)3 + 0.03356 Co23O32 + 0.05528 ClO2
LiCoO2,Y,4.50,0.125749,-0.851974,0,0.04575 Li4.8Y0.2P1S4.4Cl1.6 + 0.9542 LiCoO2 -> 1.174 Li + 0.1876 CoSO4 + 0.02288 Co3(PO4)2 + 0.004575 Y2(SO4)3 + 0.02876 Co23O32 + 0.0366 CoCl2
