# Shi et al. Adv. Energy Mater. 2020, 10, 1902881 (DOI 10.1002/aenm.201902881) — main + SI figure readout. ALL y_value = DIGITIZED (not stated) except rows flagged 'check' (digitized vs stated). tools/litdb/shi2019_fig_digitize.py
figure,panel,series,x_name,x_value,x_unit,y_name,y_value,y_unit,flag,note,provenance
S1,S1b,"CAM-12/SE-8 (lambda 1.5), CAM:SE=80:15",box_point_index,2,-,active_ratio_theta,41.655,%,ok,세로축 라벨은 인쇄본 'f_CAM (%)' — 캡션상 active cathode ratio,digitized
S1,S1b,"CAM-12/SE-8 (lambda 1.5), CAM:SE=80:15",box_point_index,3,-,active_ratio_theta,46.0179,%,ok,세로축 라벨은 인쇄본 'f_CAM (%)' — 캡션상 active cathode ratio,digitized
S1,S1b,"CAM-12/SE-8 (lambda 1.5), CAM:SE=80:15",box_point_index,4,-,active_ratio_theta,49.3163,%,ok,세로축 라벨은 인쇄본 'f_CAM (%)' — 캡션상 active cathode ratio,digitized
S1,S1b,"CAM-12/SE-8 (lambda 1.5), CAM:SE=80:15",box_point_index,5,-,active_ratio_theta,44.9147,%,ok,세로축 라벨은 인쇄본 'f_CAM (%)' — 캡션상 active cathode ratio,digitized
S1,S1b,"CAM-12/SE-8 (lambda 1.5), CAM:SE=80:15",box_point_index,6,-,active_ratio_theta,44.9161,%,ok,세로축 라벨은 인쇄본 'f_CAM (%)' — 캡션상 active cathode ratio,digitized
S1,S1b,"CAM-12/SE-8 (lambda 1.5), CAM:SE=80:15",box_point_index,7,-,active_ratio_theta,45.0029,%,ok,세로축 라벨은 인쇄본 'f_CAM (%)' — 캡션상 active cathode ratio,digitized
S1,S1b,"CAM-12/SE-8 (lambda 1.5), CAM:SE=80:15",box_point_index,8,-,active_ratio_theta,46.2151,%,ok,세로축 라벨은 인쇄본 'f_CAM (%)' — 캡션상 active cathode ratio,digitized
S1,S1b,"CAM-12/SE-8 (lambda 1.5), CAM:SE=80:15",box_point_index,9,-,active_ratio_theta,47.1404,%,ok,세로축 라벨은 인쇄본 'f_CAM (%)' — 캡션상 active cathode ratio,digitized
S1,S1b,"CAM-12/SE-8 (lambda 1.5), CAM:SE=80:15",box_point_index,10,-,active_ratio_theta,46.8203,%,ok,세로축 라벨은 인쇄본 'f_CAM (%)' — 캡션상 active cathode ratio,digitized
S1,S1b,"CAM-12/SE-8 (lambda 1.5), CAM:SE=80:15",box_point_index,11,-,active_ratio_theta,45.5774,%,ok,세로축 라벨은 인쇄본 'f_CAM (%)' — 캡션상 active cathode ratio,digitized
S1,S1b,"CAM-12/SE-8 (lambda 1.5), CAM:SE=80:15",plateau(box ≥ 문턱),range,-,active_ratio_theta,44.9–47.1,%,summary,,digitized
S2,S2,"5 um CAM, f_CAM=60 wt%",lambda,0.4027,-,theta_CAM,0.3897,fraction,ok,,digitized
S2,S2,"5 um CAM, f_CAM=60 wt%",lambda,0.6238,-,theta_CAM,0.5964,fraction,ok,,digitized
S2,S2,"5 um CAM, f_CAM=60 wt%",lambda,0.9937,-,theta_CAM,0.8049,fraction,ok,,digitized
S2,S2,"5 um CAM, f_CAM=60 wt%",lambda,1.6659,-,theta_CAM,1.0004,fraction,ok,,digitized
S2,S2,"12 um CAM, f_CAM=60 wt%",lambda,0.4155,-,theta_CAM,0.3611,fraction,ok,,digitized
S2,S2,"12 um CAM, f_CAM=60 wt%",lambda,0.6265,-,theta_CAM,0.5625,fraction,ok,,digitized
S2,S2,"12 um CAM, f_CAM=60 wt%",lambda,0.9989,-,theta_CAM,0.7848,fraction,ok,,digitized
S2,S2,"12 um CAM, f_CAM=60 wt%",lambda,1.6673,-,theta_CAM,0.9783,fraction,ok,,digitized
S2,S2,"12 um CAM, f_CAM=60 wt%",lambda,3.3325,-,theta_CAM,0.9946,fraction,ok,,digitized
S2,S2,"5 um CAM, f_CAM=60 wt%",lambda,3.333,-,theta_CAM,~1.00,fraction,occluded,12 µm 삼각 뒤 — 육안 1.00,digitized
check,3d,theta=98%,x,75.0,,digitized_vs_stated,2.05 vs 2.1,,check,"본문 p.5 'λmin = 2.1' (75 wt%, 98 %)",check
check,3a,lambda=1.67,x,80.0,,digitized_vs_stated,0.499 vs 0.52,,check,"본문 p.5 Fig 4b θ=52 % (80 wt%, λ 1.67) — 다른 시뮬 세트",check
check,5b,Exp,x,8.0,,digitized_vs_stated,76.1 vs 75.0,,check,본문 p.5 '≈75 mAh/g' (8 µm LPS),check
check,5b,Exp,x,5.0,,digitized_vs_stated,123 vs 125.0,,check,본문 p.5 '≈125 mAh/g' (5 µm LPS),check
