t_ps,comp1_600K,comp1_800K,comp1_1000K,modelc_600K,modelc_800K,modelc_1000K
1.650000000000000000e+01,1.092319999999999958e+01,9.599389999999999645e+00,1.959369999999999834e+01,1.021899999999999942e+01,3.056680000000000064e+01,4.442369999999999663e+01
1.660000000000000142e+01,1.084239999999999959e+01,1.100220000000000020e+01,1.989890000000000114e+01,1.068950000000000067e+01,3.030099999999999838e+01,4.453629999999999711e+01
1.669999999999999929e+01,1.042290000000000028e+01,1.013490000000000002e+01,2.061809999999999832e+01,1.026999999999999957e+01,3.052759999999999962e+01,4.484709999999999752e+01
1.680000000000000071e+01,1.027399999999999913e+01,1.014160000000000039e+01,2.159890000000000043e+01,9.818009999999999238e+00,3.165940000000000154e+01,4.595170000000000243e+01
1.689999999999999858e+01,1.090970000000000084e+01,1.071729999999999983e+01,2.138260000000000005e+01,9.744210000000000704e+00,3.204639999999999844e+01,4.911970000000000169e+01
1.700000000000000000e+01,1.063770000000000060e+01,1.048820000000000086e+01,1.958340000000000103e+01,9.615959999999999397e+00,3.211639999999999873e+01,4.829769999999999897e+01
1.710000000000000142e+01,1.064559999999999995e+01,1.058099999999999952e+01,1.984179999999999922e+01,9.656100000000000350e+00,3.141580000000000084e+01,5.135070000000000334e+01
1.719999999999999929e+01,1.031290000000000084e+01,9.839140000000000441e+00,2.094350000000000023e+01,1.029739999999999966e+01,2.994150000000000134e+01,5.294360000000000355e+01
1.730000000000000071e+01,9.753330000000000055e+00,9.962650000000000006e+00,2.207189999999999941e+01,9.973890000000000811e+00,2.817719999999999914e+01,5.485699999999999932e+01
1.739999999999999858e+01,9.936759999999999593e+00,1.092960000000000065e+01,2.169519999999999982e+01,1.063649999999999984e+01,3.085989999999999966e+01,5.298469999999999658e+01
1.750000000000000000e+01,9.326159999999999783e+00,1.163669999999999938e+01,2.262049999999999983e+01,1.058280000000000065e+01,3.183409999999999940e+01,5.298760000000000048e+01
1.760000000000000142e+01,9.776089999999999947e+00,1.241649999999999920e+01,2.507519999999999882e+01,1.064470000000000027e+01,3.382900000000000063e+01,5.373700000000000188e+01
1.769999999999999929e+01,1.014259999999999984e+01,1.177640000000000065e+01,2.612500000000000000e+01,1.082659999999999911e+01,3.387409999999999854e+01,5.366270000000000095e+01
1.780000000000000071e+01,9.202450000000000685e+00,1.213879999999999981e+01,2.534919999999999973e+01,1.120930000000000071e+01,3.412409999999999854e+01,5.532650000000000290e+01
1.789999999999999858e+01,9.690609999999999502e+00,1.187470000000000070e+01,2.538129999999999953e+01,1.092609999999999992e+01,3.427289999999999992e+01,5.609669999999999845e+01
1.800000000000000000e+01,1.035960000000000036e+01,1.190850000000000009e+01,2.546499999999999986e+01,1.086410000000000053e+01,3.416579999999999728e+01,5.370530000000000115e+01
1.810000000000000142e+01,1.007929999999999993e+01,1.287079999999999913e+01,2.655480000000000018e+01,1.109999999999999964e+01,3.190340000000000131e+01,5.481360000000000099e+01
1.819999999999999929e+01,1.088349999999999973e+01,1.283719999999999928e+01,2.508640000000000114e+01,1.023709999999999987e+01,3.090919999999999845e+01,5.110379999999999967e+01
1.830000000000000071e+01,1.133419999999999916e+01,1.189049999999999940e+01,2.418759999999999977e+01,1.066169999999999973e+01,3.134430000000000049e+01,5.311280000000000001e+01
1.839999999999999858e+01,1.186829999999999963e+01,1.114809999999999945e+01,2.340559999999999974e+01,1.015579999999999927e+01,3.177130000000000010e+01,5.369689999999999941e+01
1.850000000000000000e+01,1.150980000000000025e+01,1.165060000000000073e+01,2.531850000000000023e+01,1.053950000000000031e+01,3.287219999999999942e+01,5.407750000000000057e+01
1.860000000000000142e+01,1.170320000000000071e+01,1.230269999999999975e+01,2.392310000000000159e+01,1.171630000000000038e+01,3.246909999999999741e+01,5.419579999999999842e+01
1.869999999999999929e+01,1.218560000000000088e+01,1.295320000000000071e+01,2.534840000000000160e+01,1.019839999999999947e+01,3.191319999999999979e+01,5.347849999999999682e+01
1.880000000000000071e+01,1.266339999999999932e+01,1.293759999999999977e+01,2.475479999999999947e+01,1.081370000000000076e+01,3.220150000000000290e+01,5.386480000000000246e+01
1.889999999999999858e+01,1.228110000000000035e+01,1.293180000000000085e+01,2.351760000000000161e+01,1.036480000000000068e+01,3.262630000000000052e+01,5.543489999999999895e+01
1.900000000000000000e+01,1.258189999999999920e+01,1.357750000000000057e+01,2.270159999999999911e+01,1.084229999999999983e+01,3.313259999999999650e+01,5.611189999999999856e+01
1.910000000000000142e+01,1.204039999999999999e+01,1.366029999999999944e+01,2.256269999999999953e+01,1.134960000000000058e+01,3.468180000000000263e+01,6.081600000000000250e+01
1.919999999999999929e+01,1.246110000000000007e+01,1.393019999999999925e+01,2.347719999999999985e+01,1.134329999999999927e+01,3.340709999999999980e+01,6.068610000000000326e+01
1.930000000000000071e+01,1.256220000000000070e+01,1.324569999999999936e+01,2.475860000000000127e+01,1.162679999999999936e+01,3.429760000000000275e+01,5.939629999999999654e+01
1.939999999999999858e+01,1.278069999999999951e+01,1.284220000000000006e+01,2.536039999999999850e+01,1.095870000000000033e+01,3.267260000000000275e+01,5.905140000000000100e+01
1.950000000000000000e+01,1.221320000000000050e+01,1.317510000000000048e+01,2.359110000000000085e+01,1.085970000000000013e+01,3.182829999999999870e+01,5.920439999999999969e+01
1.960000000000000142e+01,1.181620000000000026e+01,1.370940000000000047e+01,2.412199999999999989e+01,1.129690000000000083e+01,3.261220000000000141e+01,6.076619999999999777e+01
1.969999999999999929e+01,1.254030000000000022e+01,1.415629999999999988e+01,2.389989999999999881e+01,1.059050000000000047e+01,3.232620000000000005e+01,6.307030000000000314e+01
1.980000000000000071e+01,1.226280000000000037e+01,1.304279999999999973e+01,2.454380000000000095e+01,9.644740000000000535e+00,3.242320000000000135e+01,6.353459999999999752e+01
1.989999999999999858e+01,1.316810000000000080e+01,1.313499999999999979e+01,2.412079999999999913e+01,9.863789999999999836e+00,3.300000000000000000e+01,6.321549999999999869e+01
2.000000000000000000e+01,1.331179999999999986e+01,1.311839999999999939e+01,2.541819999999999879e+01,1.006630000000000003e+01,3.369989999999999952e+01,6.172279999999999944e+01
2.010000000000000142e+01,1.368929999999999936e+01,1.436529999999999951e+01,2.401429999999999865e+01,1.019270000000000032e+01,3.378079999999999927e+01,6.123049999999999926e+01
2.019999999999999929e+01,1.363410000000000011e+01,1.423770000000000024e+01,2.455020000000000024e+01,1.065360000000000085e+01,3.363839999999999719e+01,6.268359999999999843e+01
2.030000000000000071e+01,1.405910000000000082e+01,1.425099999999999945e+01,2.499210000000000065e+01,1.032579999999999920e+01,3.483769999999999811e+01,6.346869999999999834e+01
2.039999999999999858e+01,1.378560000000000052e+01,1.454989999999999917e+01,2.486049999999999827e+01,1.089039999999999964e+01,3.352590000000000003e+01,6.216129999999999711e+01
2.050000000000000000e+01,1.366830000000000034e+01,1.513749999999999929e+01,2.375319999999999965e+01,1.120509999999999984e+01,3.255720000000000169e+01,6.564849999999999852e+01
2.060000000000000142e+01,1.359919999999999973e+01,1.499360000000000070e+01,2.483930000000000149e+01,1.073179999999999978e+01,3.506560000000000343e+01,6.186280000000000001e+01
2.069999999999999929e+01,1.420330000000000048e+01,1.522830000000000084e+01,2.488479999999999848e+01,1.027650000000000041e+01,3.474080000000000013e+01,6.182050000000000267e+01
2.080000000000000071e+01,1.373700000000000010e+01,1.454749999999999943e+01,2.432469999999999999e+01,1.000890000000000057e+01,3.515619999999999834e+01,6.290250000000000341e+01
2.089999999999999858e+01,1.293660000000000032e+01,1.515300000000000047e+01,2.574060000000000059e+01,1.003110000000000035e+01,3.406309999999999860e+01,6.027389999999999759e+01
2.100000000000000000e+01,1.358740000000000059e+01,1.570030000000000037e+01,2.466310000000000002e+01,9.985960000000000392e+00,3.432430000000000092e+01,5.966109999999999758e+01
2.110000000000000142e+01,1.377580000000000027e+01,1.578289999999999971e+01,2.631200000000000117e+01,9.673189999999999955e+00,3.507030000000000314e+01,6.087310000000000088e+01
2.119999999999999929e+01,1.381060000000000088e+01,1.440509999999999913e+01,2.490419999999999945e+01,9.823579999999999757e+00,3.558850000000000335e+01,6.109620000000000317e+01
2.130000000000000071e+01,1.391269999999999918e+01,1.273380000000000045e+01,2.441390000000000171e+01,9.661929999999999907e+00,3.589159999999999684e+01,6.282860000000000156e+01
2.139999999999999858e+01,1.361829999999999963e+01,1.308600000000000030e+01,2.429370000000000118e+01,1.001009999999999955e+01,3.551550000000000296e+01,6.300150000000000006e+01
2.150000000000000000e+01,1.414830000000000076e+01,1.334270000000000067e+01,2.585040000000000049e+01,9.406349999999999767e+00,3.529849999999999710e+01,6.415800000000000125e+01
2.160000000000000142e+01,1.427810000000000024e+01,1.477289999999999992e+01,2.397629999999999839e+01,9.877829999999999444e+00,3.476639999999999731e+01,6.411520000000000152e+01
2.169999999999999929e+01,1.380509999999999948e+01,1.408019999999999960e+01,2.436139999999999972e+01,9.672850000000000392e+00,3.584159999999999968e+01,6.468789999999999907e+01
2.180000000000000071e+01,1.288279999999999959e+01,1.437880000000000003e+01,2.552100000000000080e+01,1.101549999999999940e+01,3.683990000000000009e+01,6.601619999999999777e+01
2.189999999999999858e+01,1.337989999999999924e+01,1.389470000000000027e+01,2.745299999999999940e+01,1.079840000000000089e+01,3.561740000000000350e+01,6.523269999999999413e+01
2.200000000000000000e+01,1.374729999999999919e+01,1.458239999999999981e+01,2.636019999999999897e+01,1.058699999999999974e+01,3.536469999999999914e+01,6.582710000000000150e+01
2.210000000000000142e+01,1.350820000000000043e+01,1.480829999999999913e+01,2.613230000000000075e+01,1.047979999999999912e+01,3.616429999999999723e+01,6.502679999999999438e+01
2.219999999999999929e+01,1.286239999999999917e+01,1.481349999999999945e+01,2.546170000000000044e+01,1.068720000000000070e+01,3.765800000000000125e+01,6.333449999999999847e+01
2.230000000000000071e+01,1.293099999999999916e+01,1.536979999999999968e+01,2.745609999999999928e+01,1.076500000000000057e+01,3.610459999999999781e+01,6.353690000000000282e+01
2.239999999999999858e+01,1.319519999999999982e+01,1.392919999999999980e+01,2.749269999999999925e+01,1.039639999999999986e+01,3.659170000000000300e+01,6.509029999999999916e+01
2.250000000000000000e+01,1.329659999999999975e+01,1.403650000000000020e+01,2.704489999999999839e+01,1.026120000000000054e+01,3.587180000000000035e+01,6.612520000000000664e+01
2.260000000000000142e+01,1.299249999999999972e+01,1.390269999999999939e+01,2.789199999999999946e+01,1.155199999999999960e+01,3.789650000000000318e+01,6.352199999999999847e+01
2.269999999999999929e+01,1.349409999999999954e+01,1.333510000000000062e+01,2.648900000000000077e+01,1.068379999999999974e+01,3.682750000000000057e+01,6.547039999999999793e+01
2.280000000000000071e+01,1.314809999999999945e+01,1.325549999999999962e+01,2.663599999999999923e+01,1.187209999999999965e+01,3.574380000000000024e+01,6.328359999999999985e+01
2.289999999999999858e+01,1.254519999999999946e+01,1.381489999999999974e+01,2.580130000000000123e+01,1.115620000000000012e+01,3.566490000000000293e+01,6.373319999999999652e+01
2.300000000000000000e+01,1.322879999999999967e+01,1.371909999999999918e+01,2.549330000000000140e+01,1.194880000000000031e+01,3.762599999999999767e+01,6.481850000000000023e+01
2.310000000000000142e+01,1.289150000000000063e+01,1.233440000000000047e+01,2.591390000000000171e+01,1.170860000000000056e+01,3.891850000000000165e+01,6.438309999999999889e+01
2.319999999999999929e+01,1.316769999999999996e+01,1.349009999999999998e+01,2.660099999999999909e+01,1.227100000000000080e+01,3.960040000000000049e+01,6.255409999999999826e+01
2.330000000000000071e+01,1.257840000000000025e+01,1.409029999999999916e+01,2.606019999999999825e+01,1.214250000000000007e+01,4.102770000000000294e+01,6.279110000000000014e+01
2.339999999999999858e+01,1.291469999999999985e+01,1.401539999999999964e+01,2.769559999999999889e+01,1.155150000000000077e+01,3.972319999999999851e+01,6.095380000000000109e+01
2.350000000000000000e+01,1.298569999999999958e+01,1.374649999999999928e+01,2.776480000000000103e+01,1.240690000000000026e+01,3.974539999999999651e+01,6.311240000000000094e+01
2.360000000000000142e+01,1.231589999999999918e+01,1.423070000000000057e+01,2.777009999999999934e+01,1.192740000000000045e+01,4.052069999999999794e+01,6.229670000000000130e+01
2.369999999999999929e+01,1.239320000000000022e+01,1.468679999999999986e+01,2.791590000000000060e+01,1.183189999999999920e+01,4.023279999999999745e+01,6.226619999999999777e+01
2.380000000000000071e+01,1.295519999999999960e+01,1.556150000000000055e+01,2.830460000000000065e+01,1.232729999999999926e+01,4.142450000000000188e+01,6.141680000000000206e+01
2.389999999999999858e+01,1.265169999999999995e+01,1.500949999999999918e+01,2.717500000000000071e+01,1.185549999999999926e+01,3.949080000000000013e+01,6.469780000000000086e+01
2.400000000000000000e+01,1.227200000000000024e+01,1.424430000000000085e+01,2.731190000000000140e+01,1.256429999999999936e+01,3.925419999999999732e+01,6.778060000000000684e+01
2.410000000000000142e+01,1.158610000000000007e+01,1.493500000000000050e+01,2.843499999999999872e+01,1.272550000000000026e+01,3.948469999999999658e+01,6.650140000000000384e+01
2.419999999999999929e+01,1.199380000000000024e+01,1.549290000000000056e+01,2.929410000000000025e+01,1.226430000000000042e+01,3.865699999999999648e+01,6.835660000000000025e+01
2.430000000000000071e+01,1.187790000000000035e+01,1.472039999999999971e+01,2.884809999999999874e+01,1.288589999999999947e+01,4.016960000000000264e+01,7.120730000000000359e+01
2.439999999999999858e+01,1.242309999999999981e+01,1.472620000000000040e+01,2.772990000000000066e+01,1.278250000000000064e+01,4.015979999999999706e+01,6.843930000000000291e+01
2.450000000000000000e+01,1.201319999999999943e+01,1.551200000000000045e+01,2.993100000000000094e+01,1.196369999999999933e+01,4.047319999999999851e+01,6.910479999999999734e+01
2.460000000000000142e+01,1.200019999999999953e+01,1.568009999999999948e+01,2.846590000000000131e+01,1.202950000000000053e+01,4.000489999999999924e+01,7.211929999999999552e+01
2.469999999999999929e+01,1.181140000000000079e+01,1.561860000000000070e+01,3.084090000000000131e+01,1.256000000000000050e+01,3.983559999999999945e+01,7.251120000000000232e+01
2.480000000000000071e+01,1.203570000000000029e+01,1.746199999999999974e+01,2.909250000000000114e+01,1.288599999999999923e+01,3.829899999999999949e+01,7.110660000000000025e+01
2.489999999999999858e+01,1.221000000000000085e+01,1.676350000000000051e+01,2.973280000000000101e+01,1.250680000000000014e+01,3.916559999999999775e+01,7.069400000000000261e+01
2.500000000000000000e+01,1.189680000000000071e+01,1.657770000000000010e+01,2.937940000000000040e+01,1.312749999999999950e+01,3.783539999999999992e+01,7.135060000000000002e+01
2.510000000000000142e+01,1.149830000000000041e+01,1.633920000000000172e+01,3.055339999999999989e+01,1.281290000000000084e+01,3.738329999999999842e+01,7.140770000000000550e+01
2.519999999999999929e+01,1.152590000000000003e+01,1.714620000000000033e+01,3.134990000000000165e+01,1.338649999999999984e+01,3.932990000000000208e+01,6.965640000000000498e+01
2.530000000000000071e+01,1.052299999999999969e+01,1.633459999999999823e+01,3.121259999999999835e+01,1.395129999999999981e+01,3.795270000000000010e+01,7.245810000000000173e+01
2.539999999999999858e+01,1.154809999999999981e+01,1.638269999999999982e+01,3.057929999999999993e+01,1.376449999999999996e+01,3.788850000000000051e+01,7.282850000000000534e+01
2.550000000000000000e+01,1.192880000000000074e+01,1.688970000000000127e+01,3.191329999999999956e+01,1.405000000000000071e+01,3.649049999999999727e+01,7.221210000000000662e+01
2.560000000000000142e+01,1.156429999999999936e+01,1.652439999999999998e+01,3.350769999999999982e+01,1.522879999999999967e+01,4.130120000000000147e+01,6.958150000000000546e+01
2.569999999999999929e+01,1.156680000000000064e+01,1.646239999999999881e+01,3.503960000000000008e+01,1.457010000000000005e+01,4.086659999999999826e+01,7.164830000000000609e+01
2.580000000000000071e+01,1.183799999999999919e+01,1.619910000000000139e+01,3.481850000000000023e+01,1.453430000000000000e+01,3.974600000000000222e+01,7.201040000000000418e+01
2.589999999999999858e+01,1.155770000000000053e+01,1.604769999999999897e+01,3.462089999999999890e+01,1.373049999999999926e+01,3.982319999999999993e+01,7.217400000000000659e+01
2.600000000000000000e+01,1.102449999999999974e+01,1.748069999999999879e+01,3.304869999999999663e+01,1.478359999999999985e+01,3.917280000000000229e+01,7.029130000000000678e+01
2.610000000000000142e+01,1.110950000000000060e+01,1.657369999999999877e+01,3.124210000000000065e+01,1.428100000000000058e+01,4.131410000000000338e+01,6.926370000000000005e+01
2.619999999999999929e+01,1.073949999999999960e+01,1.697939999999999827e+01,2.965259999999999962e+01,1.393769999999999953e+01,4.135620000000000118e+01,7.213309999999999889e+01
2.630000000000000071e+01,1.121710000000000029e+01,1.690050000000000097e+01,2.785670000000000002e+01,1.303459999999999930e+01,4.316190000000000282e+01,7.364220000000000255e+01
2.639999999999999858e+01,1.110120000000000040e+01,1.558450000000000024e+01,2.713479999999999848e+01,1.294069999999999965e+01,4.257869999999999777e+01,7.500440000000000396e+01
2.650000000000000000e+01,1.225810000000000066e+01,1.592769999999999975e+01,2.834979999999999833e+01,1.372630000000000017e+01,4.092450000000000188e+01,7.552160000000000650e+01
2.660000000000000142e+01,1.199530000000000030e+01,1.580259999999999998e+01,2.880349999999999966e+01,1.289279999999999937e+01,4.095009999999999906e+01,7.515869999999999607e+01
2.669999999999999929e+01,1.228640000000000043e+01,1.582939999999999969e+01,3.009219999999999828e+01,1.301980000000000004e+01,4.110600000000000165e+01,7.605649999999999977e+01
2.680000000000000071e+01,1.255480000000000018e+01,1.687750000000000128e+01,3.081800000000000139e+01,1.256620000000000026e+01,4.166270000000000095e+01,7.545069999999999766e+01
2.689999999999999858e+01,1.184169999999999945e+01,1.681820000000000093e+01,3.035910000000000153e+01,1.275960000000000072e+01,4.080570000000000164e+01,7.523390000000000555e+01
2.700000000000000000e+01,1.168249999999999922e+01,1.640889999999999915e+01,3.068669999999999831e+01,1.304940000000000033e+01,4.084909999999999997e+01,7.849930000000000518e+01
2.710000000000000142e+01,1.191080000000000005e+01,1.735610000000000142e+01,2.927090000000000103e+01,1.178190000000000026e+01,4.118030000000000257e+01,7.627670000000000528e+01
2.719999999999999929e+01,1.138429999999999964e+01,1.602299999999999969e+01,3.011939999999999884e+01,1.297400000000000020e+01,4.037969999999999970e+01,7.881189999999999429e+01
2.730000000000000071e+01,1.122269999999999968e+01,1.628150000000000119e+01,3.075440000000000040e+01,1.340850000000000009e+01,4.038750000000000284e+01,7.684170000000000300e+01
2.739999999999999858e+01,1.135309999999999953e+01,1.698509999999999920e+01,3.203309999999999746e+01,1.271490000000000009e+01,4.134859999999999758e+01,7.877570000000000050e+01
2.750000000000000000e+01,1.136250000000000071e+01,1.762590000000000146e+01,3.258129999999999882e+01,1.268069999999999986e+01,4.233679999999999666e+01,7.849410000000000309e+01
2.760000000000000142e+01,1.091939999999999955e+01,1.828689999999999927e+01,3.199459999999999837e+01,1.305550000000000033e+01,4.140930000000000177e+01,7.890999999999999659e+01
2.769999999999999929e+01,1.113189999999999991e+01,1.856459999999999866e+01,3.195899999999999963e+01,1.391949999999999932e+01,4.434140000000000015e+01,7.928969999999999629e+01
2.780000000000000071e+01,1.120930000000000071e+01,1.886629999999999896e+01,3.277080000000000126e+01,1.429090000000000060e+01,4.474130000000000251e+01,7.878470000000000084e+01
2.789999999999999858e+01,1.078850000000000087e+01,1.928819999999999979e+01,3.314540000000000219e+01,1.332349999999999923e+01,4.443880000000000052e+01,7.991110000000000468e+01
2.800000000000000000e+01,1.113349999999999973e+01,1.923010000000000019e+01,3.420969999999999800e+01,1.280480000000000018e+01,4.370980000000000132e+01,8.142029999999999745e+01
2.810000000000000142e+01,1.121410000000000018e+01,1.943189999999999884e+01,3.356710000000000349e+01,1.211480000000000068e+01,4.247650000000000148e+01,8.218649999999999523e+01
2.819999999999999929e+01,1.116290000000000049e+01,1.910709999999999908e+01,3.291369999999999862e+01,1.202519999999999989e+01,4.242530000000000001e+01,8.010960000000000036e+01
2.830000000000000071e+01,1.164969999999999928e+01,1.762249999999999872e+01,3.282829999999999870e+01,1.260599999999999987e+01,4.200529999999999831e+01,8.215000000000000568e+01
2.839999999999999858e+01,1.147450000000000081e+01,1.700159999999999982e+01,3.264699999999999847e+01,1.303470000000000084e+01,4.307600000000000051e+01,8.540179999999999438e+01
2.850000000000000000e+01,1.200450000000000017e+01,1.702420000000000044e+01,3.444519999999999982e+01,1.302929999999999922e+01,4.264939999999999998e+01,8.771829999999999927e+01
2.860000000000000142e+01,1.187240000000000073e+01,1.745609999999999928e+01,3.791310000000000002e+01,1.321180000000000021e+01,4.108720000000000283e+01,8.158910000000000196e+01
2.869999999999999929e+01,1.223809999999999931e+01,1.733549999999999969e+01,3.616429999999999723e+01,1.338310000000000066e+01,4.001330000000000098e+01,8.285410000000000252e+01
2.880000000000000071e+01,1.214010000000000034e+01,1.729779999999999873e+01,3.430689999999999884e+01,1.297000000000000064e+01,4.034799999999999898e+01,8.563460000000000605e+01
2.889999999999999858e+01,1.170780000000000065e+01,1.791720000000000113e+01,3.577199999999999847e+01,1.278309999999999924e+01,4.173570000000000135e+01,8.651970000000000027e+01
2.900000000000000000e+01,1.222789999999999999e+01,1.732590000000000074e+01,3.455769999999999698e+01,1.385479999999999912e+01,4.406459999999999866e+01,8.721479999999999677e+01
2.910000000000000142e+01,1.214550000000000018e+01,1.755959999999999965e+01,3.323640000000000327e+01,1.252020000000000088e+01,4.544709999999999894e+01,8.567889999999999873e+01
2.919999999999999929e+01,1.265659999999999918e+01,1.692239999999999966e+01,3.373590000000000089e+01,1.293149999999999977e+01,4.131170000000000186e+01,8.509449999999999648e+01
2.930000000000000071e+01,1.272300000000000075e+01,1.822599999999999909e+01,3.422899999999999920e+01,1.150350000000000072e+01,4.357620000000000005e+01,8.382620000000000005e+01
2.939999999999999858e+01,1.261669999999999980e+01,1.712669999999999959e+01,3.414439999999999742e+01,1.208189999999999920e+01,4.429500000000000171e+01,8.172750000000000625e+01
2.950000000000000000e+01,1.288930000000000042e+01,1.663500000000000156e+01,3.410199999999999676e+01,1.133140000000000036e+01,4.396139999999999759e+01,8.520969999999999800e+01
2.960000000000000142e+01,1.284929999999999950e+01,1.678200000000000003e+01,3.394859999999999900e+01,1.314049999999999940e+01,4.338969999999999771e+01,8.505530000000000257e+01
2.969999999999999929e+01,1.346429999999999971e+01,1.667239999999999966e+01,3.398349999999999937e+01,1.274390000000000001e+01,4.210750000000000171e+01,8.786220000000000141e+01
2.980000000000000071e+01,1.411209999999999987e+01,1.696259999999999835e+01,3.445490000000000208e+01,1.264680000000000071e+01,4.122059999999999746e+01,8.786239999999999384e+01
2.989999999999999858e+01,1.456300000000000061e+01,1.761820000000000164e+01,3.484989999999999810e+01,1.377430000000000021e+01,4.149889999999999901e+01,8.898460000000000036e+01
3.000000000000000000e+01,1.433039999999999914e+01,1.701589999999999847e+01,3.318900000000000006e+01,1.393629999999999924e+01,4.221350000000000335e+01,8.867010000000000502e+01
3.010000000000000142e+01,1.397509999999999941e+01,1.708249999999999957e+01,3.452980000000000160e+01,1.340869999999999962e+01,4.165460000000000207e+01,9.166639999999999588e+01
3.019999999999999929e+01,1.379860000000000042e+01,1.673620000000000019e+01,3.488790000000000191e+01,1.386059999999999981e+01,4.266409999999999769e+01,9.184709999999999752e+01
3.030000000000000071e+01,1.339409999999999989e+01,1.619750000000000156e+01,3.467119999999999891e+01,1.369549999999999912e+01,4.257200000000000273e+01,9.140850000000000364e+01
3.039999999999999858e+01,1.410790000000000077e+01,1.685300000000000153e+01,3.531159999999999854e+01,1.371720000000000006e+01,4.172630000000000194e+01,9.159329999999999927e+01
3.050000000000000000e+01,1.357590000000000074e+01,1.710439999999999827e+01,3.475880000000000081e+01,1.436439999999999984e+01,4.208509999999999707e+01,8.954219999999999402e+01
3.060000000000000142e+01,1.353369999999999962e+01,1.774149999999999849e+01,3.231089999999999662e+01,1.475699999999999967e+01,4.316599999999999682e+01,9.064600000000000080e+01
3.069999999999999929e+01,1.312180000000000035e+01,1.810219999999999985e+01,3.383859999999999957e+01,1.410999999999999943e+01,4.472529999999999717e+01,9.056850000000000023e+01
3.080000000000000071e+01,1.284469999999999956e+01,1.811980000000000146e+01,3.417459999999999809e+01,1.426159999999999961e+01,4.410159999999999769e+01,9.169259999999999877e+01
3.089999999999999858e+01,1.290000000000000036e+01,1.772279999999999944e+01,3.222240000000000038e+01,1.389070000000000071e+01,4.187910000000000110e+01,9.207800000000000296e+01
3.100000000000000000e+01,1.300789999999999935e+01,1.752580000000000027e+01,3.421009999999999707e+01,1.339090000000000025e+01,4.174900000000000233e+01,9.333859999999999957e+01
3.110000000000000142e+01,1.343410000000000082e+01,1.669190000000000040e+01,3.410600000000000165e+01,1.364669999999999916e+01,4.022820000000000107e+01,9.357850000000000534e+01
3.119999999999999929e+01,1.320609999999999928e+01,1.734120000000000061e+01,3.305060000000000286e+01,1.501580000000000048e+01,4.067690000000000339e+01,9.463620000000000232e+01
3.130000000000000071e+01,1.291370000000000040e+01,1.644129999999999825e+01,3.320120000000000005e+01,1.478790000000000049e+01,4.223329999999999984e+01,9.311950000000000216e+01
3.139999999999999858e+01,1.273629999999999995e+01,1.671079999999999899e+01,3.399989999999999668e+01,1.453350000000000009e+01,4.001599999999999824e+01,9.251380000000000337e+01
3.150000000000000000e+01,1.294539999999999935e+01,1.727880000000000038e+01,3.598539999999999850e+01,1.546129999999999960e+01,4.070640000000000214e+01,9.440479999999999450e+01
3.160000000000000142e+01,1.370390000000000086e+01,1.580170000000000030e+01,3.606920000000000215e+01,1.640739999999999910e+01,4.139730000000000132e+01,9.452160000000000650e+01
3.169999999999999929e+01,1.308409999999999940e+01,1.732809999999999917e+01,3.616980000000000217e+01,1.628740000000000165e+01,4.192649999999999721e+01,9.444480000000000075e+01
3.180000000000000071e+01,1.308409999999999940e+01,1.665840000000000032e+01,3.799779999999999802e+01,1.524670000000000059e+01,4.353509999999999991e+01,9.292329999999999757e+01
3.189999999999999858e+01,1.235810000000000031e+01,1.684850000000000136e+01,3.778470000000000084e+01,1.539259999999999984e+01,4.248649999999999949e+01,9.317040000000000077e+01
3.200000000000000000e+01,1.273080000000000034e+01,1.733650000000000091e+01,3.886699999999999733e+01,1.592960000000000065e+01,4.207840000000000202e+01,9.115860000000000696e+01
3.210000000000000142e+01,1.299220000000000041e+01,1.788139999999999930e+01,3.831839999999999691e+01,1.677359999999999829e+01,4.394939999999999714e+01,9.088519999999999754e+01
3.220000000000000284e+01,1.283489999999999931e+01,1.650989999999999824e+01,3.730040000000000333e+01,1.664570000000000149e+01,4.255859999999999843e+01,9.253270000000000550e+01
3.229999999999999716e+01,1.290019999999999989e+01,1.651219999999999999e+01,3.781110000000000326e+01,1.680339999999999989e+01,4.343939999999999912e+01,9.200749999999999318e+01
3.239999999999999858e+01,1.258820000000000050e+01,1.732100000000000151e+01,3.777129999999999654e+01,1.669620000000000104e+01,4.422189999999999799e+01,9.115120000000000289e+01
3.250000000000000000e+01,1.330690000000000062e+01,1.862770000000000081e+01,3.789929999999999666e+01,1.692220000000000013e+01,4.329849999999999710e+01,9.190099999999999625e+01
3.260000000000000142e+01,1.324230000000000018e+01,1.714480000000000004e+01,3.704379999999999740e+01,1.748699999999999832e+01,4.442929999999999779e+01,9.012350000000000705e+01
3.270000000000000284e+01,1.391200000000000081e+01,1.609349999999999881e+01,3.853589999999999804e+01,1.727830000000000155e+01,4.367810000000000059e+01,9.217390000000000327e+01
3.279999999999999716e+01,1.299799999999999933e+01,1.620639999999999858e+01,3.777499999999999858e+01,1.720880000000000010e+01,4.296249999999999858e+01,9.594310000000000116e+01
3.289999999999999858e+01,1.326179999999999914e+01,1.564460000000000051e+01,3.930599999999999739e+01,1.795339999999999847e+01,4.227369999999999806e+01,9.152049999999999841e+01
3.300000000000000000e+01,1.351549999999999940e+01,1.532460000000000022e+01,3.939730000000000132e+01,1.845990000000000109e+01,4.296520000000000294e+01,9.059539999999999793e+01
