# RAW values for Origin's Histogram tool (Statistics > Histogram).,
"# One value per structure: |screen_dV_over_V0| x 100, in percent.",
# Two columns of different length - blanks at the bottom of the shorter one are normal.,
"# In Origin: select BOTH columns > Plot > Statistics > Histogram, then set Bin Size = 2.",
"# ** Do NOT use this file with a Column chart, and do NOT use the pre-binned file with Histogram. **",
dV_pct_kept,dV_pct_dropped
16.956,
16.972,
16.981,
16.981,
16.985,
16.994,
16.995,
16.995,
17.006,
17.006,
17.006,
17.008,
17.011,
17.011,
17.011,
17.020,
17.021,
17.021,
17.021,
17.021,
17.022,
17.022,
17.023,
17.024,
17.051,
17.055,
17.064,
17.064,
17.065,
17.076,
17.076,
17.089,
17.091,
17.095,
17.095,
17.096,
17.098,
17.098,
17.105,
17.114,
17.118,
17.120,
17.122,
17.135,
17.136,
17.138,
17.139,
17.175,
17.175,
17.175,
17.182,
17.183,
17.184,
17.184,
17.184,
17.184,
17.205,
17.205,
17.211,
17.216,
17.216,
17.217,
17.220,
17.221,
17.257,
17.257,
17.258,
17.258,
17.274,
17.279,
17.285,
17.288,
17.296,
17.304,
17.308,
17.310,
17.310,
17.348,
17.348,
17.348,
17.383,
17.384,
17.394,
17.396,
17.402,
17.405,
17.406,
17.429,
17.437,
17.440,
17.441,
17.448,
17.449,
17.449,
17.449,
17.450,
17.450,
17.461,
17.540,
17.553,
17.573,
17.581,
17.581,
17.582,
17.604,
17.634,
17.636,
17.645,
17.650,
17.651,
17.651,
17.660,
17.676,
17.691,
17.697,
17.708,
17.708,
17.709,
17.729,
17.731,
17.735,
17.736,
17.743,
17.745,
17.745,
17.746,
17.762,
17.765,
17.765,
17.770,
17.781,
17.787,
17.832,
17.832,
17.833,
17.839,
17.842,
17.843,
17.843,
17.850,
17.854,
17.855,
17.855,
17.861,
17.871,
17.873,
17.877,
17.877,
17.899,
17.907,
17.909,
17.915,
17.916,
17.917,
17.922,
17.967,
17.973,
17.974,
17.975,
17.977,
17.977,
17.977,
17.977,
17.978,
17.980,
17.983,
17.989,
17.991,
17.998,
17.999,
17.999,
17.999,
18.021,
18.022,
18.026,
18.033,
18.034,
18.035,
18.041,
18.041,
18.043,
18.046,
18.048,
18.054,
18.058,
18.058,
18.059,
18.059,
18.060,
18.060,
18.065,
18.066,
18.071,
18.075,
18.104,
18.148,
18.153,
18.179,
18.194,
18.194,
18.194,
18.196,
18.215,
18.216,
18.249,
18.251,
18.253,
18.253,
18.256,
18.258,
18.272,
18.273,
18.274,
18.280,
18.281,
18.282,
18.291,
18.312,
18.318,
18.319,
18.324,
18.333,
18.355,
18.357,
18.357,
18.357,
18.358,
18.360,
18.364,
18.368,
18.368,
18.387,
18.396,
18.397,
18.397,
18.403,
18.413,
18.420,
18.423,
18.433,
18.438,
18.442,
18.445,
18.453,
18.456,
18.460,
18.460,
18.463,
18.463,
18.463,
18.465,
18.468,
18.470,
18.470,
18.471,
18.480,
18.492,
18.506,
18.517,
18.546,
18.546,
18.546,
18.557,
18.557,
18.557,
18.575,
18.591,
18.597,
18.598,
18.638,
18.639,
18.640,
18.640,
18.641,
18.642,
18.642,
18.642,
18.658,
18.658,
18.658,
18.695,
18.696,
18.696,
18.696,
18.696,
18.720,
18.720,
18.720,
18.737,
18.747,
18.791,
18.791,
18.791,
18.839,
18.846,
18.846,
18.846,
18.846,
18.846,
18.846,
18.847,
18.855,
18.911,
18.913,
18.914,
18.938,
18.938,
18.938,
18.940,
18.941,
18.952,
18.956,
18.957,
18.957,
18.958,
18.962,
18.962,
18.963,
18.965,
18.973,
18.977,
18.977,
18.977,
18.977,
18.977,
18.977,
18.979,
18.979,
18.980,
18.980,
18.983,
18.984,
18.994,
18.994,
18.999,
19.006,
19.038,
19.053,
19.053,
19.055,
19.060,
19.060,
19.060,
19.096,
19.097,
19.097,
19.104,
19.105,
19.105,
19.108,
19.109,
19.109,
19.129,
19.130,
19.134,
19.139,
19.142,
19.147,
19.148,
19.150,
19.153,
19.154,
19.161,
19.161,
19.161,
19.164,
19.165,
19.168,
19.184,
19.185,
19.185,
19.189,
19.252,
19.258,
19.260,
19.272,
19.272,
19.272,
19.272,
19.272,
19.293,
19.294,
19.317,
19.323,
19.343,
19.343,
19.343,
19.347,
19.349,
19.350,
19.354,
19.355,
19.376,
19.382,
19.408,
19.412,
19.421,
19.422,
19.422,
19.422,
19.435,
19.435,
19.436,
19.446,
19.452,
19.455,
19.455,
19.455,
19.460,
19.466,
19.469,
19.469,
19.482,
19.483,
19.484,
19.486,
19.486,
19.486,
19.486,
19.487,
19.488,
19.491,
19.491,
19.535,
19.546,
19.549,
19.550,
19.551,
19.559,
19.560,
19.560,
19.571,
19.584,
19.585,
19.600,
19.601,
19.603,
19.605,
19.610,
19.614,
19.614,
19.616,
19.621,
19.621,
19.624,
19.626,
19.636,
19.638,
19.640,
19.643,
19.645,
19.652,
19.664,
19.664,
19.666,
19.689,
19.691,
19.693,
19.693,
19.707,
19.711,
19.713,
19.714,
19.715,
19.736,
19.752,
19.754,
19.759,
19.761,
19.764,
19.791,
19.802,
19.809,
19.817,
19.819,
19.819,
19.819,
19.820,
19.821,
19.870,
19.870,
19.870,
19.872,
19.873,
19.884,
19.897,
19.914,
19.947,
19.952,
19.955,
19.957,
19.957,
19.957,
19.959,
19.961,
19.964,
19.967,
19.969,
19.970,
19.980,
19.988,
19.990,
19.991,
19.991,
19.997,
20.036,
20.037,
20.038,
20.049,
20.051,
20.051,
20.092,
20.101,
20.101,
20.114,
20.114,
20.114,
20.115,
20.123,
20.123,
20.124,
20.148,
20.149,
20.177,
20.178,
20.186,
20.191,
20.195,
20.196,
20.204,
20.240,
20.240,
20.252,
20.252,
20.253,
20.253,
20.253,
20.253,
20.253,
20.253,
20.262,
20.304,
20.317,
20.328,
20.367,
20.367,
20.367,
20.382,
20.403,
20.409,
20.409,
20.409,
20.415,
20.422,
20.446,
20.457,
20.475,
20.477,
20.478,
20.493,
20.495,
20.495,
20.496,
20.506,
20.508,
20.508,
20.514,
20.519,
20.536,
20.536,
20.536,
20.558,
20.563,
20.563,
20.564,
20.564,
20.564,
20.564,
20.564,
20.587,
20.587,
20.667,
20.684,
20.687,
20.696,
20.706,
20.706,
20.714,
20.744,
20.747,
20.747,
20.751,
20.752,
20.756,
20.762,
20.762,
20.771,
20.777,
20.791,
20.812,
20.814,
20.815,
20.834,
20.844,
20.844,
20.851,
20.905,
20.905,
20.905,
20.919,
20.927,
20.935,
20.950,
20.952,
20.952,
20.981,
21.008,
21.010,
21.021,
21.044,
21.076,
21.094,
21.170,
21.183,
21.232,
21.264,
21.264,
21.264,
21.265,
21.293,
21.293,
21.294,
21.315,
21.316,
21.328,
21.343,
21.374,
21.380,
21.382,
21.386,
21.391,
21.395,
21.430,
21.444,
21.532,
21.535,
21.535,
21.539,
21.552,
21.553,
21.554,
21.558,
21.559,
21.564,
21.586,
21.590,
21.598,
21.599,
21.599,
21.601,
21.602,
21.618,
21.619,
21.628,
21.632,
21.632,
21.632,
21.632,
21.632,
21.641,
21.651,
21.661,
21.702,
21.744,
21.745,
21.753,
21.754,
21.754,
21.754,
21.863,
21.864,
21.864,
21.882,
21.884,
21.896,
21.896,
21.897,
21.905,
21.906,
21.907,
21.918,
21.924,
21.926,
22.086,
22.106,
22.164,
22.164,
22.164,
22.165,
22.165,
22.167,
22.184,
22.184,
22.184,
22.190,
22.208,
22.210,
22.211,
22.213,
22.214,
22.214,
22.232,
22.232,
22.232,
22.232,
22.233,
22.233,
22.233,
22.233,
22.276,
22.285,
22.383,
22.405,
22.405,
22.406,
22.429,
22.473,
22.486,
22.537,
22.571,
22.572,
22.572,
22.608,
22.621,
22.661,
22.661,
22.662,
22.664,
22.678,
22.681,
22.683,
22.725,
22.732,
22.747,
22.747,
22.747,
22.762,
22.782,
22.789,
22.790,
22.791,
22.855,
22.855,
22.863,
22.893,
22.912,
22.968,
22.971,
22.973,
22.996,
22.996,
22.996,
23.104,
23.113,
23.115,
23.116,
23.118,
23.125,
23.125,
23.125,
23.138,
23.157,
23.186,
23.186,
23.193,
23.203,
23.209,
23.210,
23.220,
23.306,
23.312,
23.348,
23.361,
23.361,
23.363,
23.364,
23.364,
23.376,
23.521,
23.542,
23.543,
23.543,
23.543,
23.551,
23.569,
23.576,
23.633,
23.633,
23.706,
23.714,
23.745,
23.771,
23.771,
23.771,
23.772,
23.774,
23.786,
23.856,
23.974,
23.985,
23.988,
23.990,
24.054,
24.054,
24.054,
24.103,
24.116,
24.123,
24.124,
24.127,
24.135,
24.136,
24.138,
24.140,
24.338,
24.339,
24.353,
24.400,
24.443,
24.458,
24.467,
24.512,
24.512,
24.513,
24.519,
24.519,
24.519,
24.536,
24.595,
24.597,
24.602,
24.724,
24.731,
24.886,
24.899,
24.908,
24.921,
24.925,
24.974,
24.975,
24.982,
