# Zhu & Mo, "Materials Design Principles for Air-Stable Lithium/Sodium Solid Electrolytes",
#   Angew. Chem. Int. Ed. 2020, 59, 17472-17476.  DOI 10.1002/anie.202007621
#   SOURCE FILE: anie_202007621_sm_miscellaneous_information.xlsx (SI spreadsheet), 전수 전사 2026-08-05.
#
# !! 이것은 문헌 소환값이다. 우리(Yonghoon-DEM-DFT) 계산이 아니다. !!
#   우리 db 절대값(db/properties/*.json, ESW/gap/sigma 등)과 같은 표·같은 축에 넣지 말 것.
#   인용할 때는 반드시 (a) 출처 (b) 계산 수준 (c) 부분압 조건을 함께 적는다.
#
# 계산 수준 (SI Methods):
#   - 고체 대부분 = Materials Project 형성에너지 직접 소환 (GGA-PBE + MP anion correction),
#     엔트로피/PV 항 무시. 대상은 MP convex hull 위 50 meV/atom 이내 화합물 전부(준안정 포함).
#   - 자체 DFT 4종만: Li3AsS4, Na3AsS4 (enargite-type Pmn2_1), Li3YCl6, Li2ZrCl6 (P-31m).
#     VASP + PAW, GGA-PBE, ecut 520 eV, pseudo Li_sv/Na_pv/P/S. k-mesh 미기재. entry id 칸이 빈 행이 이들.
#   - hydroxide 고체 19종 = NIST-JANAF 실험 표준생성엔탈피 (보정 스킴 없음).
#   - 기체 H2O/H2S/HCl = NIST-JANAF 실험 엔탈피+엔트로피, T = 300 K.
#   - 부분압 보정 dmu(x) = kB*T*ln(x);  preset: x(H2O)=0.1% (=300 K RH ~3%), x(H2S)=x(HCl)=1 ppm.
#   - 대표 가수분해 반응 = H2O 당 정규화 후 최저 dG 반응 (tracer-H2O 극한). SI Step 1-4 알고리즘.
#   -> DFT(고체) + 실험(기체/수산화물) 혼합 스킴. 절대값은 ~0.1 eV급 스킴 의존성 예상.
#
# !! 염화물 부분압 규약 불일치 (우리가 전사 중 발견, 2026-08-05) !!
#   Excel 의 sulfide 시트는 SI 본문값과 일치한다 (Li2S 0.225 = SI eq.(1); Li3PS4 -0.594 vs 본문 -0.608).
#   그러나 chloride 시트(M-Cl / Li-M-Cl / Na-M-Cl)는 SI 본문 이성분 식과 어긋난다:
#     Excel LiCl 1.335 vs SI 본문 +0.977 / Excel NaCl 1.880 vs SI 본문 +1.532.
#   차이 = 0.357 eV = kB*T*ln(1e6) @300 K = HCl 1 ppm 보정항, HCl 1개당.
#   교차검증 3건: (i) Fig 1 의 LiCl->LiOH 경계까지 거리가 0.977 로 읽힌다 (SI 본문 규약),
#                (ii) Fig S1 의 LiCl/NaCl 점선 기준선도 0.98/1.53 에 그려져 있다 (SI 본문 규약),
#                (iii) 그런데 Fig S1 의 LiCl/NaCl *데이터 점* 과 Fig 3c 의 14종은 Excel 값과 정확히 일치.
#   => 논문의 chloride 산점도/표는 HCl 1 ppm 보정을 빠뜨린 것으로 보인다 (H2O 0.1% 보정은 들어가 있음).
#      같은 그림(Fig S1) 안에서 기준선과 데이터 점의 규약이 다르다.
#   조치: 원본값을 'as_published' 로 그대로 두고, 우리가 유도한 preset 환산값을 별도 열로 병기한다.
#     dG_preset_corrected_OURS = dG_as_published - 0.35714 * n_gas_per_H2O   (chloride only)
#     sulfide 는 보정 0 (이미 preset).  ⚠ 이 환산은 우리 추론이다 - 논문이 제시한 값이 아니다.
#     인용 시 어느 열을 썼는지 반드시 밝힐 것.
#
# THIS FILE: SI xlsx 시트 'Li-M-S'(52) + 'Na-M-S'(65) + 'Li-M-Cl'(14) + 'Na-M-Cl'(39) = 170 행.
#   각 행에 0 V 환원 / 4.5 V 산화 / 가수분해가 함께 들어 있다 (원본 시트 구조 그대로 보존).
#
# ★ 본문에 없는 것 2가지가 이 시트에 있다 (2026-08-05 확인):
#   (1) 4.5 V 산화 반응식 + 반응에너지 - 논문 본문은 0 V(환원)만 논의한다.
#   (2) cathodic_limit_V / anodic_limit_V = 전기화학 안정성 창(ESW) 양끝, V vs Li/Li+ (또는 Na/Na+).
#       우리 grand-potential ESW 와 같은 방법(ref [1] Zhu/He/Mo 2015 ACS AMI · 2016 JMCA)의 산출물.
#       ⚠ 그래도 우리 ESW 값과 한 표에 넣지 말 것 - 그들은 MP-GGA ordered 상, 우리는 우리 구조/조건.
#
# 열 정의:
#   source_sheet / alkali / anion    원본 시트와 계열
#   row_in_sheet                     원본 시트 행 번호 (전사 대조용)
#   compound / cation / mp_entry_id  원본 그대로. n/a_own_DFT = 저자 자체 DFT (Li3AsS4/Na3AsS4/Li3YCl6/Li2ZrCl6)
#   reaction_0V / dE_0V_eV_per_alkali    Li(Na) 금속 접촉(0 V) 환원분해. eV per alkali. 음수 클수록 음극에서 잘 분해
#   reaction_4p5V / dE_4p5V_eV_per_alkali  4.5 V 탈리튬 산화분해. eV per alkali. (본문 미논의)
#   cathodic_limit_V / anodic_limit_V      ESW 하한/상한, V vs Li/Li+ (Na 시트는 vs Na/Na+)
#   hydrolysis_reaction .. dG_hyd_*        CSV 1 과 동일 정의 (아래 주의 동일)
#   dG_hyd_eV_per_H2O_as_published   ★ 논문 값 그대로
#   dG_hyd_eV_per_H2O_preset_OURS    ★★ 우리 유도값 (chloride 만 -0.35714*n_HCl) - 논문 값 아님
#
source_sheet,alkali,anion,row_in_sheet,compound,cation,mp_entry_id,reaction_0V,dE_0V_eV_per_alkali,reaction_4p5V,dE_4p5V_eV_per_alkali,cathodic_limit_V,anodic_limit_V,hydrolysis_reaction,gas_product,n_gas_per_H2O,h2o_coeff_check,dG_hyd_eV_per_H2O_as_published,preset_correction_eV_OURS,dG_hyd_eV_per_H2O_preset_OURS
Li-M-S,Li,S,45,Li3AsS3,As3+,mp-28471,0.1667 Li3AsS3 + Li -> 0.5 Li2S + 0.1667 Li3As,-1.396,0.3333 Li3AsS3 -> 0.3333 AsS2 + 0.3333 S + Li,-2.227,1.658,2.224,0.8333 Li3AsS3 + H2O -> 0.5 H2S + 0.5 Li3AsS4 + 0.3333 As + LiHO,H2S,0.5,1.0,-0.237,0.0,-0.237
Li-M-S,Li,S,46,Li3AsS4,As5+,n/a_own_DFT,0.125 Li3AsS4 + Li -> 0.5 Li2S + 0.125 Li3As,-1.392,0.3333 Li3AsS4 -> 0.3333 AsS2 + 0.6667 S + Li,-1.636,1.658,2.79,0.2353 Li3AsS4 + H2O -> 0.7941 H2S + 0.1471 Li2SO4 + 0.2353 As + 0.4118 LiHO,H2S,0.7941,1.0,0.434,0.0,0.434
Li-M-S,Li,S,47,Li7P3S11,P5+,mp-641703,0.04167 Li7P3S11 + Li -> 0.4583 Li2S + 0.125 Li3P,-1.463,0.1429 Li7P3S11 -> 0.2143 P2S7 + 0.07143 S + Li,-2.219,2.291,2.32,0.1071 Li7P3S11 + H2O -> H2S + 0.03571 P2S5 + 0.25 Li3PO4,H2S,1.0,1.0,-0.65,0.0,-0.65
Li-M-S,Li,S,48,Li3PS4,P5+,mp-985583,0.125 Li3PS4 + Li -> 0.5 Li2S + 0.125 Li3P,-1.416,0.3333 Li3PS4 -> 0.1667 P2S7 + 0.1667 S + Li,-2.095,1.708,2.369,0.25 Li3PS4 + H2O -> H2S + 0.25 Li3PO4,H2S,1.0,1.0,-0.594,0.0,-0.594
Li-M-S,Li,S,49,Li7PS6,P5+,mp-1211324,0.125 Li7PS6 + Li -> 0.75 Li2S + 0.125 Li3P,-1.46,0.1429 Li7PS6 -> 0.07143 P2S7 + 0.3571 S + Li,-2.224,1.708,2.129,0.25 Li7PS6 + H2O -> H2S + 0.25 Li3PO4 + 0.5 Li2S,H2S,1.0,1.0,-0.682,0.0,-0.682
Li-M-S,Li,S,50,Li2WS4,W6+,mp-753195,0.1667 Li2WS4 + Li -> 0.6667 Li2S + 0.1667 W,-1.676,0.5 Li2WS4 -> 0.5 WS2 + S + Li,-2.215,2.129,3.234,Li2WS4 + H2O -> H2S + 0.25 Li2SO4 + WS2 + 0.75 Li2S,H2S,1.0,1.0,-0.602,0.0,-0.602
Li-M-S,Li,S,51,Li3AuS2,Au+,mp-15999,0.2105 Li3AuS2 + Li -> 0.4211 Li2S + 0.05263 Li15Au4,-0.728,0.3333 Li3AuS2 -> 0.1667 Au2S + 0.5 S + Li,-2.195,1.782,2.164,0.3077 Li3AuS2 + H2O -> 0.5769 H2S + 0.03846 Li2SO4 + 0.3077 Au + 0.8462 LiHO,H2S,0.5769,1.0,0.241,0.0,0.241
Li-M-S,Li,S,52,LiAuS,Au+,mp-29829,0.2105 LiAuS + Li -> 0.2105 Li2S + 0.05263 Li15Au4,-0.74,LiAuS -> 0.5 Au2S + 0.5 S + Li,-2.179,1.902,2.191,2.75 LiAuS + H2O -> H2S + 0.75 Li3AuS2 + 0.25 Li2SO4 + 2 Au,H2S,1.0,1.0,0.167,0.0,0.167
Na-M-S,Na,S,1,KNaS,K+,mp-28383,KNaS + Na -> Na2S + K,0.01,KNaS -> KS + Na,-3.142,-0.01,1.358,0.5 KNaS + H2O -> 0.5 H2S + 0.5 NaHO + 0.5 KHO,H2S,0.5,1.0,0.426,0.0,0.426
Na-M-S,Na,S,2,NaLiS,Li+,mp-8452,NaLiS + Na -> Na2S + Li,0.417,NaLiS -> 0.1429 LiS4 + 0.4286 Li2S + Na,-2.751,-0.417,1.581,NaLiS + H2O -> 0.5 H2S + 0.5 Na2S + LiHO,H2S,0.5,1.0,0.244,0.0,0.244
Na-M-S,Na,S,3,NaLaS2,La3+,mp-1220714,0.3333 NaLaS2 + Na -> 0.6667 Na2S + 0.3333 La,0.329,NaLaS2 -> LaS2 + Na,-2.679,0.128,1.821,NaLaS2 + H2O -> H2S + 0.5 La2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.199,0.0,0.199
Na-M-S,Na,S,4,NaTbS2,Tb3+,mp-999126,0.3333 NaTbS2 + Na -> 0.6667 Na2S + 0.3333 Tb,0.316,NaTbS2 -> TbS2 + Na,-2.312,-0.145,2.188,NaTbS2 + H2O -> H2S + 0.5 Tb2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.112,0.0,0.112
Na-M-S,Na,S,5,NaCe5S8,Ce3+,mp-37496,0.06667 NaCe5S8 + Na -> 0.5333 Na2S + 0.3333 Ce,0.094,NaCe5S8 -> CeS2 + 2 Ce2S3 + Na,-2.83,0.96,1.835,0.25 NaCe5S8 + H2O -> H2S + 0.25 NaCeS2 + 0.5 Ce2SO2,H2S,1.0,1.0,-0.257,0.0,-0.257
Na-M-S,Na,S,6,NaCeS2,Ce3+,mp-1221073,0.3333 NaCeS2 + Na -> 0.6667 Na2S + 0.3333 Ce,0.193,NaCeS2 -> CeS2 + Na,-2.665,0.301,1.835,NaCeS2 + H2O -> H2S + 0.5 Ce2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.114,0.0,0.114
Na-M-S,Na,S,7,NaPrS2,Pr3+,mp-1220912,0.3333 NaPrS2 + Na -> 0.6667 Na2S + 0.3333 Pr,0.23,NaPrS2 -> PrS2 + Na,-2.6,0.131,1.9,NaPrS2 + H2O -> H2S + 0.5 Pr2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.244,0.0,0.244
Na-M-S,Na,S,8,NaNdS2,Nd3+,mp-999470,0.3333 NaNdS2 + Na -> 0.6667 Na2S + 0.3333 Nd,0.248,NaNdS2 -> NdS2 + Na,-2.55,0.094,1.95,NaNdS2 + H2O -> H2S + 0.5 Nd2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.221,0.0,0.221
Na-M-S,Na,S,9,NaSmS2,Sm3+,mp-999455,0.3333 NaSmS2 + Na -> 0.6667 Na2S + 0.3333 Sm,0.256,NaSmS2 -> SmS2 + Na,-2.519,0.067,1.981,NaSmS2 + H2O -> H2S + 0.5 Sm2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.118,0.0,0.118
Na-M-S,Na,S,10,NaGdS2,Gd3+,mp-8260,0.3333 NaGdS2 + Na -> 0.6667 Na2S + 0.3333 Gd,0.318,NaGdS2 -> GdS2 + Na,-2.333,-0.043,2.166,NaGdS2 + H2O -> H2S + 0.5 Gd2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.234,0.0,0.234
Na-M-S,Na,S,11,NaDyS2,Dy3+,mp-999490,0.3333 NaDyS2 + Na -> 0.6667 Na2S + 0.3333 Dy,0.321,NaDyS2 -> DyS2 + Na,-2.096,-0.194,2.334,NaDyS2 + H2O -> H2S + 0.5 Dy2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.098,0.0,0.098
Na-M-S,Na,S,12,NaYS2,Y3+,mp-10226,0.3333 NaYS2 + Na -> 0.6667 Na2S + 0.3333 Y,0.324,NaYS2 -> 0.5 Y2S3 + 0.5 S + Na,-2.027,-0.196,2.328,NaYS2 + H2O -> H2S + 0.5 Y2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.204,0.0,0.204
Na-M-S,Na,S,13,NaHoS2,Ho3+,mp-5694,0.3333 NaHoS2 + Na -> 0.6667 Na2S + 0.3333 Ho,0.324,NaHoS2 -> HoS2 + Na,-2.057,-0.243,2.346,NaHoS2 + H2O -> H2S + 0.5 Ho2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.083,0.0,0.083
Na-M-S,Na,S,14,NaErS2,Er3+,mp-3613,0.3333 NaErS2 + Na -> 0.6667 Na2S + 0.3333 Er,0.326,NaErS2 -> ErS2 + Na,-2.181,-0.29,2.319,NaErS2 + H2O -> H2S + 0.5 Er2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.066,0.0,0.066
Na-M-S,Na,S,15,NaTmS2,Tm3+,mp-9076,0.3333 NaTmS2 + Na -> 0.6667 Na2S + 0.3333 Tm,0.329,NaTmS2 -> 0.1 Tm10S19 + 0.1 S + Na,-2.125,-0.329,2.339,NaTmS2 + H2O -> H2S + 0.5 Tm2SO2 + 0.5 Na2S,H2S,1.0,1.0,0.031,0.0,0.031
Na-M-S,Na,S,16,Na2ZrS3,Zr4+,mp-1210267,0.25 Na2ZrS3 + Na -> 0.75 Na2S + 0.25 Zr,-0.243,0.5 Na2ZrS3 -> 0.5 ZrS3 + Na,-2.564,0.39,1.936,0.5 Na2ZrS3 + H2O -> H2S + 0.5 Na2S + 0.5 ZrO2,H2S,1.0,1.0,0.045,0.0,0.045
Na-M-S,Na,S,17,NaScS2,Sc3+,mp-999460,0.3333 NaScS2 + Na -> 0.6667 Na2S + 0.3333 Sc,0.182,NaScS2 -> 0.5 Sc2S3 + 0.5 S + Na,-2.051,-0.035,2.298,0.6667 NaScS2 + H2O -> H2S + 0.3333 Na2S + 0.3333 Sc2O3,H2S,1.0,1.0,0,0.0,0.0
Na-M-S,Na,S,18,Na3TaS4,Ta5+,mp-1202226,0.2 Na3TaS4 + Na -> 0.8 Na2S + 0.2 Ta,-0.735,0.3333 Na3TaS4 -> 0.3333 TaS3 + 0.3333 S + Na,-2.334,0.998,2.029,0.3333 Na3TaS4 + H2O -> H2S + 0.3333 Na2S + 0.3333 NaTaO3,H2S,1.0,1.0,-0.093,0.0,-0.093
Na-M-S,Na,S,19,NaTiS2,Ti3+,mp-7942,0.3333 NaTiS2 + Na -> 0.6667 Na2S + 0.3333 Ti,-0.343,NaTiS2 -> TiS2 + Na,-2.924,0.753,1.409,2 NaTiS2 + H2O -> H2S + Na2TiS2O + TiS,H2S,1.0,1.0,-0.108,0.0,-0.108
Na-M-S,Na,S,20,Na2Mn2S3,Mn2+,mp-28079,0.25 Na2Mn2S3 + Na -> 0.75 Na2S + 0.5 Mn,-1.008,0.5 Na2Mn2S3 -> 0.5 MnS + 0.5 MnS2 + Na,-3.082,1.11,1.418,0.6 Na2Mn2S3 + H2O -> H2S + 0.2 Na6MnS4 + MnO,H2S,1.0,1.0,0.195,0.0,0.195
Na-M-S,Na,S,21,Na6MnS4,Mn2+,mp-5055,0.5 Na6MnS4 + Na -> 2 Na2S + 0.5 Mn,-0.839,0.1667 Na6MnS4 -> 0.1667 MnS2 + 0.3333 S + Na,-2.74,0.839,1.541,0.125 Na6MnS4 + H2O -> 0.5 H2S + 0.125 Mn(HO)2 + 0.75 NaHO,H2S,0.5,1.0,0.418,0.0,0.418
Na-M-S,Na,S,22,Na3NbS4,Nb5+,mp-1196173,0.2 Na3NbS4 + Na -> 0.8 Na2S + 0.2 Nb,-0.805,0.3333 Na3NbS4 -> 0.3333 NbS3 + 0.3333 S + Na,-2.414,1.226,1.875,0.3333 Na3NbS4 + H2O -> H2S + 0.3333 NaNbO3 + 0.3333 Na2S,H2S,1.0,1.0,0.164,0.0,0.164
Na-M-S,Na,S,23,Na3AlS3,Al3+,mp-560538,0.3333 Na3AlS3 + Na -> Na2S + 0.3333 Al,-0.423,0.3333 Na3AlS3 -> 0.1667 Al2S3 + 0.5 S + Na,-2.329,0.423,1.951,0.6667 Na3AlS3 + H2O -> H2S + Na2S + 0.3333 Al2O3,H2S,1.0,1.0,-0.306,0.0,-0.306
Na-M-S,Na,S,24,Na3VS4,V5+,mp-29143,0.2 Na3VS4 + Na -> 0.8 Na2S + 0.2 V,-0.895,0.3333 Na3VS4 -> 0.3333 VS2 + 0.6667 S + Na,-2.211,1.097,2.012,0.2222 Na3VS4 + H2O -> 0.8333 H2S + 0.2222 NaVO2 + 0.05556 Na2SO4 + 0.3333 NaHO,H2S,0.8333,1.0,0.511,0.0,0.511
Na-M-S,Na,S,25,Na2Zn2S3,Zn2+,mp-1094107,0.2407 Na2Zn2S3 + Na -> 0.03704 NaZn13 + 0.7222 Na2S,-0.763,0.5 Na2Zn2S3 -> 0.5 ZnS2 + 0.5 ZnS + Na,-2.571,0.832,1.64,0.5 Na2Zn2S3 + H2O -> 0.5 H2S + ZnS + NaHO,H2S,0.5,1.0,0.479,0.0,0.479
Na-M-S,Na,S,26,Na4Zn3S5,Zn2+,mp-1024070,0.1605 Na4Zn3S5 + Na -> 0.03704 NaZn13 + 0.8025 Na2S,-0.758,0.25 Na4Zn3S5 -> 0.5 ZnS2 + 0.25 ZnS + Na,-2.579,0.832,1.618,Na4Zn3S5 + H2O -> 0.5 H2S + 1.5 Na2Zn2S3 + NaHO,H2S,0.5,1.0,0.447,0.0,0.447
Na-M-S,Na,S,27,Na2ZnS2,Zn2+,mp-1024067,0.4815 Na2ZnS2 + Na -> 0.03704 NaZn13 + 0.963 Na2S,-0.74,0.5 Na2ZnS2 -> 0.5 ZnS2 + Na,-2.579,0.812,1.618,Na2ZnS2 + H2O -> 0.5 H2S + 0.5 Na2Zn2S3 + NaHO,H2S,0.5,1.0,0.463,0.0,0.463
Na-M-S,Na,S,28,Na6ZnS4,Zn2+,mp-8389,0.4815 Na6ZnS4 + Na -> 0.03704 NaZn13 + 1.926 Na2S,-0.671,0.1667 Na6ZnS4 -> 0.1667 ZnS2 + 0.3333 S + Na,-2.59,0.671,1.604,0.25 Na6ZnS4 + H2O -> 0.5 H2S + 0.25 Na2ZnS2 + NaHO,H2S,0.5,1.0,0.452,0.0,0.452
Na-M-S,Na,S,29,NaCrS2,Cr3+,mp-5693,0.3333 NaCrS2 + Na -> 0.6667 Na2S + 0.3333 Cr,-0.877,NaCrS2 -> CrS2 + Na,-2.152,0.877,2.067,0.5 NaCrS2 + H2O -> H2S + 0.5 NaCrO2,H2S,1.0,1.0,0.402,0.0,0.402
Na-M-S,Na,S,30,Na6Cd7S10,Cd2+,mp-1220798,0.02857 Na6Cd7S10 + Na -> 0.2857 Na2S + 0.2 Na3Cd,-0.434,0.1667 Na6Cd7S10 -> 0.5 CdS2 + 0.6667 CdS + Na,-2.796,0.965,1.547,0.1667 Na6Cd7S10 + H2O -> 0.5 H2S + 1.167 CdS + NaHO,H2S,0.5,1.0,0.368,0.0,0.368
Na-M-S,Na,S,31,NaIn3S5,In3+,mp-1195769,0.06667 NaIn3S5 + Na -> 0.3333 Na2S + 0.2 Na2In,-0.734,NaIn3S5 -> 1.5 In2S3 + 0.5 S + Na,-2.137,1.771,2.216,0.3333 NaIn3S5 + H2O -> H2S + 0.3333 NaInS2 + 0.3333 In2O3,H2S,1.0,1.0,0.592,0.0,0.592
Na-M-S,Na,S,32,NaInS2,In3+,mp-20289,0.2 NaInS2 + Na -> 0.4 Na2S + 0.2 Na2In,-0.664,NaInS2 -> 0.5 In2S3 + 0.5 S + Na,-2.117,1.138,2.216,0.4 NaInS2 + H2O -> 0.8 H2S + 0.2 In2O3 + 0.4 NaHO,H2S,0.8,1.0,0.732,0.0,0.732
Na-M-S,Na,S,33,Na3InS3,In3+,mp-29375,0.2 Na3InS3 + Na -> 0.6 Na2S + 0.2 Na2In,-0.62,0.3333 Na3InS3 -> 0.1667 In2S3 + 0.5 S + Na,-2.386,1.005,1.704,0.5 Na3InS3 + H2O -> 0.5 H2S + 0.5 NaInS2 + NaHO,H2S,0.5,1.0,0.527,0.0,0.527
Na-M-S,Na,S,34,Na5InS4,In3+,mp-29376,0.2 Na5InS4 + Na -> 0.8 Na2S + 0.2 Na2In,-0.602,0.2 Na5InS4 -> 0.1 In2S3 + 0.5 S + Na,-2.466,0.887,1.615,0.5 Na5InS4 + H2O -> 0.5 H2S + 0.5 Na3InS3 + NaHO,H2S,0.5,1.0,0.46,0.0,0.46
Na-M-S,Na,S,35,Na4Ga2S5,Ga3+,mp-28773,0.1413 Na4Ga2S5 + Na -> 0.02174 Na7Ga13 + 0.7065 Na2S,-0.77,0.25 Na4Ga2S5 -> 0.25 Ga2S3 + 0.5 S + Na,-2.275,0.938,2.019,0.1667 Na4Ga2S5 + H2O -> 0.8333 H2S + 0.3333 NaGaO2 + 0.3333 NaHO,H2S,0.8333,1.0,0.525,0.0,0.525
Na-M-S,Na,S,36,Na3GaS3,Ga3+,mp-561130,0.2826 Na3GaS3 + Na -> 0.02174 Na7Ga13 + 0.8478 Na2S,-0.749,0.3333 Na3GaS3 -> 0.1667 Ga2S3 + 0.5 S + Na,-2.369,0.792,1.654,Na3GaS3 + H2O -> 0.5 H2S + 0.5 Na4Ga2S5 + NaHO,H2S,0.5,1.0,0.489,0.0,0.489
Na-M-S,Na,S,37,Na2Cu4S3,Cu+,mp-17625,0.25 Na2Cu4S3 + Na -> 0.75 Na2S + Cu,-1.281,0.5 Na2Cu4S3 -> 0.1667 Cu7S4 + 0.8333 CuS + Na,-2.843,1.318,1.717,1.75 Na2Cu4S3 + H2O -> H2S + Na3(CuS)4 + 0.25 Na2SO4 + 3 Cu,H2S,1.0,1.0,0.106,0.0,0.106
Na-M-S,Na,S,38,Na4Cu2S3,Cu+,mp-28789,0.5 Na4Cu2S3 + Na -> 1.5 Na2S + Cu,-1.114,0.25 Na4Cu2S3 -> 0.25 CuS2 + 0.25 CuS + Na,-2.818,1.114,1.562,0.3571 Na4Cu2S3 + H2O -> 0.5 H2S + 0.1429 Na3(CuS)4 + 0.1429 Cu + NaHO,H2S,0.5,1.0,0.484,0.0,0.484
Na-M-S,Na,S,39,Na2Si2S5,Si4+,mp-18104,0.1 Na2Si2S5 + Na -> 0.2 NaSi + 0.5 Na2S,-0.786,0.5 Na2Si2S5 -> SiS2 + 0.5 S + Na,-2.134,0.974,2.194,0.25 Na2Si2S5 + H2O -> H2S + 0.25 Na2S + 0.5 SiO2,H2S,1.0,1.0,-0.599,0.0,-0.599
Na-M-S,Na,S,40,Na3AgS2,Ag+,mp-9634,0.6667 Na3AgS2 + Na -> 0.3333 NaAg2 + 1.333 Na2S,-0.901,0.3333 Na3AgS2 -> 0.1667 Ag2S + 0.5 S + Na,-2.522,1.197,1.679,0.3077 Na3AgS2 + H2O -> 0.5769 H2S + 0.03846 Na2SO4 + 0.3077 Ag + 0.8462 NaHO,H2S,0.5769,1.0,0.45,0.0,0.45
Na-M-S,Na,S,41,NaAg3S2,Ag+,mp-16992,0.2222 NaAg3S2 + Na -> 0.3333 NaAg2 + 0.4444 Na2S,-1.066,NaAg3S2 -> 1.5 Ag2S + 0.5 S + Na,-2.39,1.566,1.874,0.6875 NaAg3S2 + H2O -> H2S + 0.0625 Na3AgS2 + 0.25 Na2SO4 + 2 Ag,H2S,1.0,1.0,0.127,0.0,0.127
Na-M-S,Na,S,42,Na4Sn3S8,Sn4+,mp-29626,0.04301 Na4Sn3S8 + Na -> 0.03226 Na15Sn4 + 0.3441 Na2S,-0.726,0.25 Na4Sn3S8 -> 0.75 SnS2 + 0.5 S + Na,-2.315,1.729,1.969,0.5 Na4Sn3S8 + H2O -> H2S + 0.25 Na6Sn2S7 + 0.25 Na2SO4 + SnS,H2S,1.0,1.0,0.258,0.0,0.258
Na-M-S,Na,S,43,Na6Sn2S7,Sn4+,mp-4907,0.06452 Na6Sn2S7 + Na -> 0.03226 Na15Sn4 + 0.4516 Na2S,-0.667,0.1667 Na6Sn2S7 -> 0.3333 SnS2 + 0.5 S + Na,-2.338,1.701,1.917,1.75 Na6Sn2S7 + H2O -> H2S + 0.25 Na2SO4 + 2.5 Na4SnS4 + SnS,H2S,1.0,1.0,0.286,0.0,0.286
Na-M-S,Na,S,44,Na4SnS4,Sn4+,mp-29628,0.129 Na4SnS4 + Na -> 0.03226 Na15Sn4 + 0.5161 Na2S,-0.633,0.25 Na4SnS4 -> 0.25 SnS2 + 0.5 S + Na,-2.345,1.034,1.903,0.2222 Na4SnS4 + H2O -> 0.6111 H2S + 0.05556 Na2SO4 + 0.2222 SnS + 0.7778 NaHO,H2S,0.6111,1.0,0.593,0.0,0.593
Na-M-S,Na,S,45,Na2HgS2,Hg2+,mp-28858,0.2143 Na2HgS2 + Na -> 0.4286 Na2S + 0.07143 Na8Hg3,-0.7,0.5 Na2HgS2 -> 0.1667 HgS4 + 0.3333 HgS + Na,-2.495,1.3,1.786,0.4 Na2HgS2 + H2O -> 0.7 H2S + 0.1 Na2SO4 + 0.4 Hg + 0.6 NaHO,H2S,0.7,1.0,0.421,0.0,0.421
Na-M-S,Na,S,46,Na2Hg3S4,Hg2+,mp-505121,0.07143 Na2Hg3S4 + Na -> 0.2857 Na2S + 0.07143 Na8Hg3,-0.749,0.5 Na2Hg3S4 -> 0.1667 HgS4 + 1.333 HgS + Na,-2.483,1.644,1.809,0.375 Na2Hg3S4 + H2O -> H2S + 0.125 Na2HgS2 + 0.25 Na2SO4 + Hg,H2S,1.0,1.0,0.169,0.0,0.169
Na-M-S,Na,S,47,Na2Ge2S5,Ge4+,mp-18568,0.1 Na2Ge2S5 + Na -> 0.5 Na2S + 0.2 NaGe,-1.057,0.5 Na2Ge2S5 -> GeS2 + 0.5 S + Na,-2.153,1.734,2.171,0.35 Na2Ge2S5 + H2O -> H2S + 0.25 Na2GeS3 + 0.05 Na4Ge9O20,H2S,1.0,1.0,0.415,0.0,0.415
Na-M-S,Na,S,48,Na2GeS3,Ge4+,mp-4068,0.2 Na2GeS3 + Na -> 0.6 Na2S + 0.2 NaGe,-0.978,0.5 Na2GeS3 -> 0.5 GeS2 + 0.5 S + Na,-2.195,1.562,2.066,0.3333 Na2GeS3 + H2O -> H2S + 0.3333 Na2GeO3,H2S,1.0,1.0,0.441,0.0,0.441
Na-M-S,Na,S,49,Na6Ge2S7,Ge4+,mp-27752,0.1 Na6Ge2S7 + Na -> 0.7 Na2S + 0.2 NaGe,-0.923,0.1667 Na6Ge2S7 -> 0.3333 GeS2 + 0.5 S + Na,-2.247,1.072,1.922,0.125 Na6Ge2S7 + H2O -> 0.875 H2S + 0.25 Na2GeO3 + 0.25 NaHO,H2S,0.875,1.0,0.504,0.0,0.504
Na-M-S,Na,S,50,NaBiS2,Bi3+,mp-1221125,0.1667 NaBiS2 + Na -> 0.3333 Na2S + 0.1667 Na3Bi,-0.825,NaBiS2 -> BiS2 + Na,-2.29,1.147,2.21,0.5714 NaBiS2 + H2O -> 0.9286 H2S + 0.2143 Na2SO4 + 0.5714 Bi + 0.1429 NaHO,H2S,0.9286,1.0,0.689,0.0,0.689
