"# lpsocl element PDOS normalized. _perTOT = /total atoms (62); _perEL = /count {'Li': 27, 'P': 5, 'S': 21, 'O': 1, 'Cl': 8}"
E_minus_VBM,Li_perTOT,P_perTOT,S_perTOT,Cl_perTOT,O_perTOT,Li_perEL,P_perEL,S_perEL,Cl_perEL,O_perEL
6.7400,0.39189,0.01477,0.06542,0.01965,0.00178,0.89989,0.18312,0.19313,0.15232,0.11035
6.7600,0.39392,0.01459,0.06502,0.01958,0.00171,0.90455,0.18089,0.19198,0.15178,0.10616
6.7800,0.39720,0.01448,0.06493,0.01955,0.00167,0.91209,0.17961,0.19170,0.15154,0.10326
6.8000,0.40224,0.01452,0.06522,0.01958,0.00165,0.92365,0.18002,0.19255,0.15175,0.10205
6.8200,0.40889,0.01470,0.06582,0.01965,0.00166,0.93894,0.18224,0.19433,0.15231,0.10269
6.8400,0.41687,0.01499,0.06662,0.01976,0.00169,0.95726,0.18588,0.19668,0.15313,0.10500
6.8600,0.42589,0.01534,0.06749,0.01991,0.00175,0.97797,0.19022,0.19924,0.15427,0.10840
6.8800,0.43550,0.01568,0.06833,0.02011,0.00181,1.00004,0.19439,0.20173,0.15583,0.11192
6.9000,0.44480,0.01592,0.06903,0.02036,0.00185,1.02138,0.19747,0.20379,0.15782,0.11454
6.9200,0.45235,0.01603,0.06946,0.02064,0.00186,1.03874,0.19877,0.20506,0.15999,0.11558
6.9400,0.45666,0.01597,0.06951,0.02088,0.00185,1.04864,0.19806,0.20522,0.16179,0.11495
6.9600,0.45675,0.01578,0.06916,0.02099,0.00183,1.04884,0.19565,0.20417,0.16264,0.11317
6.9800,0.45275,0.01550,0.06845,0.02092,0.00179,1.03964,0.19222,0.20208,0.16212,0.11110
7.0000,0.44600,0.01521,0.06753,0.02068,0.00177,1.02416,0.18858,0.19938,0.16028,0.10971
7.0200,0.43877,0.01496,0.06662,0.02035,0.00177,1.00755,0.18549,0.19668,0.15771,0.10966
7.0400,0.43345,0.01480,0.06594,0.02004,0.00179,0.99532,0.18351,0.19467,0.15533,0.11113
7.0600,0.43159,0.01475,0.06567,0.01987,0.00183,0.99105,0.18288,0.19387,0.15397,0.11377
7.0800,0.43333,0.01480,0.06583,0.01987,0.00188,0.99506,0.18352,0.19436,0.15398,0.11684
7.1000,0.43734,0.01491,0.06629,0.02000,0.00193,1.00425,0.18492,0.19571,0.15502,0.11949
7.1200,0.44151,0.01503,0.06680,0.02017,0.00195,1.01384,0.18637,0.19721,0.15633,0.12106
7.1400,0.44412,0.01510,0.06714,0.02028,0.00196,1.01983,0.18729,0.19822,0.15718,0.12130
7.1600,0.44454,0.01513,0.06725,0.02029,0.00195,1.02079,0.18757,0.19855,0.15727,0.12060
7.1800,0.44326,0.01512,0.06720,0.02023,0.00193,1.01785,0.18752,0.19840,0.15677,0.11974
7.2000,0.44131,0.01513,0.06711,0.02015,0.00193,1.01337,0.18755,0.19813,0.15615,0.11954
7.2200,0.43959,0.01515,0.06706,0.02011,0.00194,1.00944,0.18780,0.19799,0.15584,0.12034
7.2400,0.43846,0.01517,0.06706,0.02013,0.00196,1.00682,0.18807,0.19800,0.15602,0.12180
7.2600,0.43752,0.01516,0.06704,0.02018,0.00198,1.00466,0.18798,0.19792,0.15641,0.12305
7.2800,0.43596,0.01510,0.06687,0.02018,0.00199,1.00109,0.18718,0.19743,0.15643,0.12315
7.3000,0.43322,0.01497,0.06649,0.02007,0.00196,0.99480,0.18561,0.19630,0.15556,0.12158
7.3200,0.42962,0.01480,0.06593,0.01985,0.00191,0.98653,0.18354,0.19466,0.15380,0.11850
7.3400,0.42632,0.01463,0.06538,0.01957,0.00185,0.97896,0.18142,0.19302,0.15168,0.11465
7.3600,0.42457,0.01449,0.06502,0.01935,0.00179,0.97495,0.17964,0.19195,0.14995,0.11084
7.3800,0.42498,0.01438,0.06498,0.01924,0.00173,0.97588,0.17836,0.19184,0.14910,0.10756
7.4000,0.42739,0.01433,0.06528,0.01925,0.00169,0.98142,0.17764,0.19272,0.14918,0.10500
7.4200,0.43121,0.01432,0.06583,0.01934,0.00166,0.99018,0.17753,0.19436,0.14986,0.10317
7.4400,0.43551,0.01436,0.06650,0.01944,0.00164,1.00006,0.17802,0.19632,0.15067,0.10199
7.4600,0.43916,0.01443,0.06709,0.01950,0.00163,1.00844,0.17896,0.19807,0.15115,0.10126
7.4800,0.44106,0.01453,0.06745,0.01948,0.00162,1.01281,0.18012,0.19913,0.15097,0.10062
7.5000,0.44055,0.01461,0.06748,0.01936,0.00161,1.01164,0.18120,0.19923,0.15001,0.09982
7.5200,0.43733,0.01466,0.06713,0.01913,0.00159,1.00424,0.18183,0.19820,0.14827,0.09879
7.5400,0.43094,0.01463,0.06629,0.01878,0.00157,0.98956,0.18144,0.19572,0.14555,0.09747
7.5600,0.42022,0.01445,0.06474,0.01824,0.00154,0.96495,0.17919,0.19115,0.14135,0.09556
7.5800,0.40326,0.01404,0.06215,0.01741,0.00149,0.92600,0.17410,0.18350,0.13491,0.09241
7.6000,0.37787,0.01333,0.05819,0.01620,0.00141,0.86771,0.16527,0.17180,0.12552,0.08726
7.6200,0.34264,0.01227,0.05267,0.01456,0.00128,0.78681,0.15218,0.15549,0.11281,0.07962
7.6400,0.29797,0.01088,0.04568,0.01253,0.00112,0.68423,0.13496,0.13486,0.09711,0.06957
7.6600,0.24671,0.00924,0.03770,0.01026,0.00093,0.56651,0.11460,0.11130,0.07953,0.05791
7.6800,0.19365,0.00749,0.02948,0.00797,0.00074,0.44467,0.09284,0.08703,0.06175,0.04587
7.7000,0.14401,0.00578,0.02182,0.00587,0.00056,0.33069,0.07169,0.06442,0.04546,0.03470
7.7200,0.10178,0.00427,0.01534,0.00411,0.00041,0.23373,0.05292,0.04528,0.03188,0.02529
7.7400,0.06877,0.00303,0.01030,0.00277,0.00029,0.15791,0.03752,0.03042,0.02145,0.01792
7.7600,0.04472,0.00207,0.00667,0.00180,0.00020,0.10269,0.02569,0.01968,0.01397,0.01247
7.7800,0.02818,0.00138,0.00419,0.00115,0.00014,0.06470,0.01709,0.01236,0.00889,0.00858
7.8000,0.01734,0.00090,0.00258,0.00072,0.00010,0.03982,0.01113,0.00761,0.00558,0.00590
7.8200,0.01057,0.00058,0.00158,0.00045,0.00007,0.02427,0.00723,0.00465,0.00349,0.00414
7.8400,0.00654,0.00039,0.00098,0.00029,0.00005,0.01502,0.00481,0.00290,0.00222,0.00305
7.8600,0.00425,0.00027,0.00064,0.00019,0.00004,0.00976,0.00338,0.00190,0.00147,0.00239
7.8800,0.00297,0.00021,0.00045,0.00013,0.00003,0.00681,0.00255,0.00134,0.00103,0.00198
7.9000,0.00223,0.00016,0.00034,0.00010,0.00003,0.00511,0.00203,0.00102,0.00077,0.00169
7.9200,0.00176,0.00014,0.00027,0.00008,0.00002,0.00405,0.00168,0.00081,0.00060,0.00146
7.9400,0.00143,0.00011,0.00022,0.00006,0.00002,0.00329,0.00140,0.00066,0.00048,0.00125
7.9600,0.00117,0.00009,0.00018,0.00005,0.00002,0.00270,0.00117,0.00054,0.00038,0.00106
7.9800,0.00096,0.00008,0.00015,0.00004,0.00001,0.00221,0.00097,0.00045,0.00031,0.00089
8.0000,0.00079,0.00006,0.00012,0.00003,0.00001,0.00182,0.00080,0.00037,0.00025,0.00073
