name,dopant,cation_site,anion_site,concentration,charge_compensation,n_fu_actual,screen_de_per_atom,screen_dV_over_V0,screen_converged,tier2_li_li_disorder_std,tier2_li_li_disorder_mean,tier2_dopant_blocking_fraction,tier2_lattice_angle_dev_deg,tier2_lattice_aspect_ratio,bvs_li_mean,bvs_li_std,bvs_li_proxy_score,migration_volume_fraction,li_mobility_score,anneal_delta_E_meV,anneal_E_post_per_atom,anneal_dV_pct,anneal_converged,eos_B0_GPa,eos_V0_per_atom,eos_Bp,eos_r2,eos_fit_quality_ok,eos_fit_quality_reason,elastic_B_hill_GPa,elastic_G_hill_GPa,elastic_E_young_GPa,elastic_pugh_GoverB,elastic_poisson_nu,sigma_300K_S_cm_NE,sigma_md_Ea_eV,sigma_md_D_300K_cm2s,sigma_md_fit_R2,sigma_md_n_T_points,wad_J_m2_mean,wad_J_m2_std,wad_n_seeds,wad_n_lbfgs_ok,wad_ncm_nx,wad_area_mismatch_pct,sigma_md_sanity_warnings_count,wad_lbfgs_ok_fraction,wad_area_mismatch_severity,rerank_de_pre_anneal,rerank_de_post_anneal,rerank_delta_E_anneal_meV,combined_score,rank_combined,rank_stability_all,axis_set,scored_on,cascade,family,n_scored_in_cascade,combined_score_is_informative,composition_Ag,composition_Al,composition_B,composition_Ba,composition_Br,composition_Ca,composition_Cl,composition_Co,composition_Cr,composition_Cu,composition_F,composition_Fe,composition_Ga,composition_Gd,composition_Ge,composition_Hf,composition_I,composition_In,composition_La,composition_Li,composition_Mg,composition_Mn,composition_Mo,composition_N,composition_Na,composition_Nb,composition_Nd,composition_Ni,composition_O,composition_P,composition_S,composition_Sb,composition_Sc,composition_Si,composition_Sm,composition_Sn,composition_Sr,composition_Ta,composition_Ti,composition_V,composition_W,composition_Y,composition_Zn,composition_Zr
GeS2_x100_cP4baCl4d_s02,GeS2,P_4b,Cl_4d,0.25,compound_set,4,-0.4031913453609488,-0.17174536345301153,True,0.18283059005707397,2.8614439525098785,0.28,2.012571478487713,1.0344358859369394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,6,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,False,,,,,,,2,,,,,,,,1,,,,,25,,,,,,,,,,3,22,,,,,,,,,,,,,
GeS2_x100_cP4baCl4d_s03,GeS2,P_4b,Cl_4d,0.25,compound_set,4,-0.3692204304569784,-0.1797803726907784,True,0.21661712808433284,2.8990623374940303,0.32,1.2161822538474354,1.073389453319751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,False,,,,,,,2,,,,,,,,1,,,,,25,,,,,,,,,,3,22,,,,,,,,,,,,,
GeS2_x100_cP4baCl4d_s04,GeS2,P_4b,Cl_4d,0.25,compound_set,4,-0.4324241901075836,-0.19707084727459936,True,0.254723396074184,2.9880546749217687,0.28,1.4214002174774005,1.0817901134990446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,3,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,False,,,,,,,2,,,,,,,,1,,,,,25,,,,,,,,,,3,22,,,,,,,,,,,,,
GeS2_x100_cP4baS16e_s00,GeS2,P_4b,S_16e,0.25,compound_set,4,-0.38021353552751913,-0.07522535916358661,True,0.1590898942695912,3.018176211299222,0.28,1.5835699981630462,1.2012468874097595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,8,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,False,,,,,,,4,,,,,,,,1,,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
GeS2_x100_cP4baS16e_s01,GeS2,P_4b,S_16e,0.25,compound_set,4,-0.3724846923839533,-0.10043348382193389,True,0.18583367786581745,2.995605496831044,0.24,0.9542694621892497,1.0785261855241504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,11,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,False,,,,,,,4,,,,,,,,1,,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
GeS2_x100_cP4baS16e_s02,GeS2,P_4b,S_16e,0.25,compound_set,4,-0.37248283610296395,-0.10043948901251669,True,0.18585159798233816,2.995605305820849,0.24,0.9542618591055287,1.0785388864468497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,False,,,,,,,4,,,,,,,,1,,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
GeS2_x100_cP4baS16e_s03,GeS2,P_4b,S_16e,0.25,compound_set,4,-0.3964466264612887,-0.18940060473017084,True,0.1836957367158824,2.914284307363041,0.28,1.9356954353579559,1.0659917847872742,1.0135217363780096,0.10495487539890887,0.8829425603798124,0.127104,1.2642545603798125,-782.1211781113268,-4.120096714120683,-4.7889630054198475,True,23.15101411198692,19.33251551890811,5.262728205799166,0.9996335356793508,True,OK,35.1590182195533,24.617579379225614,59.8777140567607,0.7001782366475414,0.21615763138943223,,,,,,,,,,,,0,,,-0.3964466264612887,-0.43031546896557904,-782.1211781113267,0.47781131310516345,2,4,stability+modulus+mobility,measured_subset_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,True,,,,,,,4,,,,,,,,1,,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
GeS2_x100_cP4baS16e_s04,GeS2,P_4b,S_16e,0.25,compound_set,4,-0.3724848043569353,-0.10044358914339194,True,0.1858839656223429,2.9956225892486916,0.24,0.9543431138053993,1.0785474422508334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,10,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,False,,,,,,,4,,,,,,,,1,,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
GeS2_x100_cP4baS4a_s00,GeS2,P_4b,S_4a,0.25,compound_set,4,-0.3802145434843953,-0.07522715752024545,True,0.15909432338932872,3.0181801498746266,0.28,1.5835344863545173,1.2012472923101494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,7,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,False,,,,,,,4,,,,,,,,1,,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
GeS2_x100_cP4baS4a_s01,GeS2,P_4b,S_4a,0.25,compound_set,4,-0.37248528215500043,-0.10043784321077227,True,0.18587636832812976,2.9956143758497094,0.24,0.9543785257150894,1.0785339839342847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,9,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,False,,,,,,,4,,,,,,,,1,,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
GeS2_x100_cP4baS4a_s02,GeS2,P_4b,S_4a,0.25,compound_set,4,-0.37248303334344657,-0.10044074660022104,True,0.1858619171693487,2.9956081738970233,0.24,0.9542209680751738,1.078541866996316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,12,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,False,,,,,,,4,,,,,,,,1,,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
GeS2_x100_cP4baS4a_s03,GeS2,P_4b,S_4a,0.25,compound_set,4,-0.39644464550471037,-0.18938249992564715,True,0.183743986814096,2.914284904652037,0.28,1.936316164222818,1.0660193930540116,1.0347211483195489,0.08829058099540439,0.8800538210430073,0.113856,1.2216218210430072,-804.7615705510444,-4.142737087356459,-5.590338802145135,True,26.623476310229123,18.953899863961258,9.729588665637086,0.995554493105726,True,OK,32.886054732121124,24.73452839762191,59.32919801016996,0.7521281770982005,0.19931936959578614,,,,,,,,,,,,0,,,-0.39644464550471037,-0.45295584220135554,-804.7615705510447,0.6807310812493221,1,1,stability+modulus+mobility,measured_subset_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,True,,,,,,,4,,,,,,,,1,,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
GeS2_x100_cP4baS4a_s04,GeS2,P_4b,S_4a,0.25,compound_set,4,-0.37248300543771906,-0.10046248658749235,True,0.18591744643832142,2.995573781018693,0.24,0.9544727882492838,1.0785704064847739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,13,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,GeS2_x010,multi_category_2026_05_26_v23,3,False,,,,,,,4,,,,,,,,1,,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
HfCl4_x020_cLi24gaCl4d_s00,HfCl4,Li_24g,Cl_4d,0.25,compound_set,4,-0.6462704550283997,-0.1136330780574819,True,0.17169436087046622,3.0994170054689,0.3,0.6971630959286437,1.0726878202731647,0.9470193061131953,0.11149544513269574,0.841430967028848,0.131776,1.2367589670288481,-835.0237503985868,-4.3671071193977955,-4.7791744616271234,True,15.817428995597984,20.63670350345375,4.362255696987887,0.9997225503378309,True,OK,26.694456163450063,21.36296655131509,50.59280815832344,0.8002772718241465,0.18412412519573448,,,,,,,,,,,,0,,,-0.6462704550283997,-0.6773259409140686,-835.0237503985869,0.7,1,1,stability+modulus+mobility,measured_subset_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,True,,,,,,,4,,,,,,,,,1,,,,20,,,,,,,,,,4,20,,,,,,,,,,,,,
HfCl4_x020_cLi24gaCl4d_s01,HfCl4,Li_24g,Cl_4d,0.25,compound_set,4,-0.6254481858729037,0.007905605982783696,True,0.22663777524686904,3.1564780751156616,0.3,2.0529838143923227,1.0328505782645836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,20,,,,,,,,,,4,20,,,,,,,,,,,,,
HfCl4_x020_cLi24gaCl4d_s02,HfCl4,Li_24g,Cl_4d,0.25,compound_set,4,-0.5400131203132319,0.05732363523084184,True,0.34071533613062255,3.1216301575808942,0.4,2.1965573964859817,1.04978821293765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,9,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,20,,,,,,,,,,4,20,,,,,,,,,,,,,
HfCl4_x020_cLi24gaCl4d_s03,HfCl4,Li_24g,Cl_4d,0.25,compound_set,4,-0.6360646902529656,-0.09309231398819362,True,0.29250915207865963,3.116908922925538,0.2,0.23806382553243063,1.061936799405278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,20,,,,,,,,,,4,20,,,,,,,,,,,,,
HfCl4_x020_cLi24gaCl4d_s04,HfCl4,Li_24g,Cl_4d,0.25,compound_set,4,-0.6339854410396923,-0.09369047525175359,True,0.24067223202290447,3.153016797575407,0.2,2.7506260479486304,1.0387302937693934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,3,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,20,,,,,,,,,,4,20,,,,,,,,,,,,,
HfCl4_x020_cLi24gaS4a_s00,HfCl4,Li_24g,S_4a,0.25,compound_set,4,-0.5332868361055536,-0.03983164591174475,True,0.19394311841689446,3.1880889015783307,0.2,0.9989554374322361,1.0557066566770403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,12,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,20,,,,,,,,,,4,16,,,,,,,,,,,,,
HfCl4_x020_cLi24gaS4a_s01,HfCl4,Li_24g,S_4a,0.25,compound_set,4,-0.55465836591967,-0.08375364710927816,True,0.31373642549833153,3.1974148767989834,0.3,1.2690849047791635,1.1428690153054262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,6,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,20,,,,,,,,,,4,16,,,,,,,,,,,,,
HfCl4_x020_cLi24gaS4a_s02,HfCl4,Li_24g,S_4a,0.25,compound_set,4,-0.5582083518040926,-0.0648529463172641,True,0.2830588968119931,3.185175632688808,0.2,5.084256361554423,1.1903842788207448,0.966597390085829,0.10940008147535595,0.8608515568565729,0.13312,1.2602115568565728,-709.7074959548703,-4.253963641838498,-3.3318601654645272,True,17.854845033085848,21.12812094976649,10.589737191325415,0.9977650729740486,True,OK,21.41060435313444,17.429809516198688,41.12880314626407,0.8140736818410744,0.17984086710874062,,,,,,,,,,,,0,,,-0.5582083518040926,-0.5641824633547707,-709.7074959548709,0.2738386783756077,4,5,stability+modulus+mobility,measured_subset_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,True,,,,,,,8,,,,,,,,,1,,,,20,,,,,,,,,,4,16,,,,,,,,,,,,,
HfCl4_x020_cLi24gaS4a_s03,HfCl4,Li_24g,S_4a,0.25,compound_set,4,-0.5430737807954436,-0.15307993766355674,True,0.2194710321588139,3.163175324774029,0.25,2.596676978862003,1.0265422797617296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,8,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,20,,,,,,,,,,4,16,,,,,,,,,,,,,
HfCl4_x020_cLi24gaS4a_s04,HfCl4,Li_24g,S_4a,0.25,compound_set,4,-0.5480110144062809,-0.08112621007734158,True,0.2772214984554554,3.217138078015939,0.2,1.0815025059970247,1.050315078252161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,7,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,20,,,,,,,,,,4,16,,,,,,,,,,,,,
HfCl4_x020_cP4baCl4d_s00,HfCl4,P_4b,Cl_4d,0.25,compound_set,4,-0.5336543269169058,-0.12122769666341712,True,0.17680577451376617,3.000292663194251,0.24,1.5792810345309822,1.1353661845779959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,11,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
HfCl4_x020_cP4baCl4d_s01,HfCl4,P_4b,Cl_4d,0.25,compound_set,4,-0.5244946024444803,-0.08797218632964951,True,0.20847068798600557,2.951649388063237,0.32,1.5531303061854351,1.0850486040940819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,13,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
HfCl4_x020_cP4baCl4d_s02,HfCl4,P_4b,Cl_4d,0.25,compound_set,4,-0.5243149372693998,-0.08599593614732415,True,0.20993374386799626,2.950548381579895,0.32,1.5652789322848975,1.086128561953506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
HfCl4_x020_cP4baCl4d_s03,HfCl4,P_4b,Cl_4d,0.25,compound_set,4,-0.5491171452073469,-0.13501405110376918,True,0.12942567694872698,2.8362939030779852,0.28,1.1589787898091797,1.090888489104507,0.9800623991603483,0.09788761401421264,0.884126429321497,0.13952,1.302686429321497,-827.3835473110671,-4.223582382696219,-1.7972461955294714,True,16.307510873676318,19.817525629926195,5.942893520919234,0.9984949685238533,True,OK,29.99930838134174,18.79537940615694,46.64474038662795,0.626527090799428,0.24085657912678782,,,,,,,,,,,,0,,,-0.5491171452073469,-0.5338012042124922,-827.3835473110669,0.5794354665457726,2,10,stability+modulus+mobility,measured_subset_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,True,,,,,,,4,,,,,,,,,1,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
HfCl4_x020_cP4baCl4d_s04,HfCl4,P_4b,Cl_4d,0.25,compound_set,4,-0.5243161690222089,-0.08600575270486988,True,0.2099392290880684,2.9505451734182806,0.32,1.5652945202239357,1.086127896368777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
HfCl4_x020_cP4baS4a_s00,HfCl4,P_4b,S_4a,0.25,compound_set,4,-0.4309728823023833,-0.11648191824547052,True,0.2094955913115651,2.917695354281879,0.24,1.0438479906190479,1.1030003388838452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,17,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,25,,,,,,,,,,3,16,,,,,,,,,,,,,
HfCl4_x020_cP4baS4a_s01,HfCl4,P_4b,S_4a,0.25,compound_set,4,-0.39138472044589756,-0.16673960874366256,True,0.2220091849194533,2.955048813583353,0.24,1.9123346348675037,1.1399704236937451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,19,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,25,,,,,,,,,,3,16,,,,,,,,,,,,,
HfCl4_x020_cP4baS4a_s02,HfCl4,P_4b,S_4a,0.25,compound_set,4,-0.42791203163317393,-0.20408946161697414,True,0.2681323746922038,3.010404952350036,0.28,0.4221205243679266,1.1016174706916608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,18,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,25,,,,,,,,,,3,16,,,,,,,,,,,,,
HfCl4_x020_cP4baS4a_s03,HfCl4,P_4b,S_4a,0.25,compound_set,4,-0.37747179180998236,-0.19549229904449794,True,0.2863818625932861,2.944989338737871,0.24,1.1578642525375342,1.0955394409391614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,20,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,25,,,,,,,,,,3,16,,,,,,,,,,,,,
HfCl4_x020_cP4baS4a_s04,HfCl4,P_4b,S_4a,0.25,compound_set,4,-0.44868759217857024,-0.14937066151785888,True,0.22232472082320087,2.962779504723369,0.2,2.4747361065666995,1.0604924378118294,0.9991523587632978,0.10771463100136919,0.8915290311249615,0.126464,1.2709210311249615,-812.5219353642228,-4.172770381289361,-1.2347525257654155,True,17.200643012580734,20.19733517707087,10.46336403122182,0.9998430505764367,True,OK,27.1981709334226,18.670447208473824,45.58140880739562,0.6864596613565127,0.2206833692421654,,,,,,,,,,,,0,,,-0.44868759217857024,-0.48298920280563395,-812.5219353642228,0.29659634556541353,3,16,stability+modulus+mobility,measured_subset_stability+modulus+mobility,HfCl4_x002,multi_category_2026_05_26_v23,4,True,,,,,,,8,,,,,,,,,1,,,,25,,,,,,,,,,3,16,,,,,,,,,,,,,
HfCl4_x050_cLi24gaCl4d_s00,HfCl4,Li_24g,Cl_4d,0.25,compound_set,4,-0.6462710962270344,-0.11363762688604573,True,0.17169902302320894,3.0994058785723984,0.3,0.697073637393619,1.072687231388306,0.9747576707956711,0.09356726352240506,0.8835522629418467,0.134016,1.2856002629418466,-797.7276731639354,-4.329811063800237,-3.0246366680347134,True,19.77051604016122,21.356022771125097,3.7894593664593503,0.9999537259528064,True,OK,26.92252592386216,20.531566813077376,49.11053077931341,0.7626166605296012,0.19597620645378463,,,,,,,,,,,,0,,,-0.6462710962270344,-0.6400297839841742,-797.7276731639354,0.789305381896167,1,1,stability+modulus+mobility,measured_subset_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,True,,,,,,,4,,,,,,,,,1,,,,20,,,,,,,,,,4,20,,,,,,,,,,,,,
HfCl4_x050_cLi24gaCl4d_s01,HfCl4,Li_24g,Cl_4d,0.25,compound_set,4,-0.625448102823912,0.007904472531322168,True,0.22663956448862446,3.1564825106023493,0.3,2.053045431593155,1.0328505145463107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,20,,,,,,,,,,4,20,,,,,,,,,,,,,
HfCl4_x050_cLi24gaCl4d_s02,HfCl4,Li_24g,Cl_4d,0.25,compound_set,4,-0.5400132666174362,0.057323768379806066,True,0.3407138809177883,3.1216270677612052,0.4,2.196645628708077,1.0497903790629086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,9,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,20,,,,,,,,,,4,20,,,,,,,,,,,,,
HfCl4_x050_cLi24gaCl4d_s03,HfCl4,Li_24g,Cl_4d,0.25,compound_set,4,-0.6360645224947512,-0.09309223667632391,True,0.29250216830476544,3.11690574469338,0.2,0.2380577944889164,1.061936507161809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,20,,,,,,,,,,4,20,,,,,,,,,,,,,
HfCl4_x050_cLi24gaCl4d_s04,HfCl4,Li_24g,Cl_4d,0.25,compound_set,4,-0.6339770622207026,-0.09366217951366329,True,0.24066704254637233,3.152967830796199,0.2,2.749948200629424,1.038736504572985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,3,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,20,,,,,,,,,,4,20,,,,,,,,,,,,,
HfCl4_x050_cLi24gaS4a_s00,HfCl4,Li_24g,S_4a,0.25,compound_set,4,-0.533286608574866,-0.039833724033134,True,0.19393837295964972,3.1880808504838063,0.2,0.998925157721316,1.0557053347032959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,11,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,20,,,,,,,,,,4,16,,,,,,,,,,,,,
HfCl4_x050_cLi24gaS4a_s01,HfCl4,Li_24g,S_4a,0.25,compound_set,4,-0.5546574690995754,-0.08374794823569046,True,0.31372116177234094,3.1974054049221072,0.3,1.269160508435051,1.1428721782236733,0.9784242847207203,0.12091893612865048,0.860114261129855,0.131072,1.2533302611298551,-704.2645972382102,-4.254086584563509,-3.7194270995247067,True,16.47604232495664,21.154157303695065,3.2446382340761626,0.9994031316052167,True,OK,26.50924060632319,17.6368062751766,43.3063912542731,0.6653078651739927,0.22772770133631992,,,,,,,,,,,,0,,,-0.5546574690995754,-0.5643053047474456,-704.2645972382098,0.1992469469531205,4,5,stability+modulus+mobility,measured_subset_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,True,,,,,,,8,,,,,,,,,1,,,,20,,,,,,,,,,4,16,,,,,,,,,,,,,
HfCl4_x050_cLi24gaS4a_s02,HfCl4,Li_24g,S_4a,0.25,compound_set,4,-0.54562261313415,-0.023079145224752934,True,0.2346192698105238,3.1978385710744726,0.15,5.667941228494587,1.1364287191976956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,7,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,20,,,,,,,,,,4,16,,,,,,,,,,,,,
HfCl4_x050_cLi24gaS4a_s03,HfCl4,Li_24g,S_4a,0.25,compound_set,4,-0.5425302560055942,-0.15178117310626954,True,0.2219080345594402,3.1639902509806355,0.25,2.590252288785522,1.027076919830458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,8,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,20,,,,,,,,,,4,16,,,,,,,,,,,,,
HfCl4_x050_cLi24gaS4a_s04,HfCl4,Li_24g,S_4a,0.25,compound_set,4,-0.548016084772136,-0.08116814105346966,True,0.27741650396367823,3.2172613740161027,0.2,1.084507776713263,1.0503380964433457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,6,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,False,,,,,,,8,,,,,,,,,1,,,,20,,,,,,,,,,4,16,,,,,,,,,,,,,
HfCl4_x050_cP4baCl4d_s00,HfCl4,P_4b,Cl_4d,0.25,compound_set,4,-0.5336508559429727,-0.12123467738867216,True,0.1767747572703004,3.0002997133609046,0.24,1.5795203609026134,1.1353482615780193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,10,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
HfCl4_x050_cP4baCl4d_s01,HfCl4,P_4b,Cl_4d,0.25,compound_set,4,-0.5244942836675146,-0.08796503297552176,True,0.20847810534916195,2.951657816168904,0.32,1.553303017890108,1.0850580504921075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,13,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,HfCl4_x005,multi_category_2026_05_26_v23,4,False,,,,,,,4,,,,,,,,,1,,,,25,,,,,,,,,,3,20,,,,,,,,,,,,,
