formula,run_type,mp_anion_correction,mp_e_form_uncorrected,omat_e_form_uncorrected,mp_e_form_corrected,omat_e_form_corrected,omat_anion_correction,mp_ggau_correction,omat_ggau_correction,exp_energy,uncertainty
GeS,GGA,-0.2515,-0.2501575228124997,-0.26011359296874925,-0.5016575228124998,-0.5036135929687493,-0.2435,0.0,0.0,-0.39436046042077566,0.023837820209402998
GeS2,GGA,-0.3353333333333333,-0.3252296543055561,-0.3293588745138894,-0.6605629876388895,-0.6540255411805558,-0.32466666666666666,0.0,0.0,-0.5420513030225117,0.04352993255630113
GeSe,GGA,-0.236,-0.215683437421875,-0.22312745140625,-0.4516834374218748,-0.4601274514062501,-0.237,0.0,0.0,,
GeSe2,GGA,-0.31466666666666665,-0.2578136365625004,-0.2621641340972229,-0.5724803032291672,-0.578164134097223,-0.316,0.0,0.0,,
GeTe,GGA,-0.211,-0.09222187749999966,-0.10334778583333382,-0.3032218774999995,-0.31234778583333345,-0.209,0.0,0.0,,
H2,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
H2WO4,GGA+U,-0.3925714285714286,-0.7284450078571426,-0.7425622021428566,-1.7550164364285712,-1.739990773571428,-0.376,-0.634,-0.6214285714285713,,
He,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hf,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hg,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ho,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
I,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
In,GGA,0.0,0.0,2.9605947323337506e-16,0.0,2.9605947323337506e-16,0.0,0.0,0.0,,
Ir,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
K,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
K2CO3,GGA,-0.34349999999999997,-1.7738924255833333,-1.7804899906666662,-2.117392425583333,-2.1094899906666655,-0.329,0.0,0.0,,
K2CrO4,GGA+U,-0.3925714285714286,-1.3865492437142852,-1.4039363494999992,-2.0646921008571426,-2.0705077780714283,-0.376,-0.2855714285714286,-0.29057142857142854,-2.058492014728757,0.006218561793757305
K2O,GGA,-0.229,-1.0188575836666665,-1.0206714563333332,-1.247857583666666,-1.2400047896666664,-0.21933333333333335,0.0,0.0,-1.25466739177813,
K2O2,GGA,-0.2325,-1.0629442415000003,-1.0655314860000002,-1.2954442415000003,-1.2820314860000002,-0.2165,0.0,0.0,-1.2846615881633525,
K2S,GGA,-0.16766666666666666,-1.0550110330416669,-1.0560030274791667,-1.2226776997083337,-1.2183363608125,-0.16233333333333333,0.0,0.0,-1.3010613175161116,0.04352993255630113
K2SO4,GGA,-0.46442857142857147,-1.8853136630892853,-1.888699027491071,-2.3497422345178562,-2.3342704560624994,-0.44557142857142856,0.0,0.0,,
K2Si2O5,GGA,-0.3816666666666667,-2.5236892890000004,-2.5276815128518515,-2.9053559556666673,-2.8932370684074074,-0.3655555555555556,0.0,0.0,,
K2Si4O9,GGA,-0.41220000000000007,-2.654845034733334,-2.659061594266667,-3.0670450347333342,-3.0538615942666665,-0.39480000000000004,0.0,0.0,-2.9820076654997525,0.01043336478730392
K2SiO3,GGA,-0.3435,-2.3315460797500003,-2.3333385562222215,-2.675046079750001,-2.6623385562222217,-0.329,0.0,0.0,,
K2WO4,GGA+U,-0.3925714285714286,-1.2357774430000004,-1.2379910341428573,-2.262348871571429,-2.235419605571429,-0.376,-0.634,-0.6214285714285713,,
K3AlF6,GGA,-0.2772,-3.1509971998000004,-3.1628679797,-3.4281971997999996,-3.4244679797,-0.2616,0.0,0.0,-3.447467015762487,0.0143026921256418
K3PO4,GGA,-0.3435,-2.196955202791667,-2.200289153130952,-2.5404552027916667,-2.529289153130952,-0.329,0.0,0.0,,
KAlCl4,GGA,-0.4093333333333333,-1.7589941080000002,-1.7636191515833335,-2.1683274413333335,-2.16228581825,-0.39866666666666667,0.0,0.0,-2.067015392679407,
KBr,GGA,-0.267,-1.7616844302499999,-1.8597830585000001,-2.02868443025,-2.0182830585000002,-0.1585,0.0,0.0,-2.0407143310483655,
KCN,GGA,-0.12033333333333333,-0.2687600793333331,-0.2819484573333331,-0.3890934126666667,-0.38328179066666596,-0.10133333333333333,0.0,0.0,,
KCl,GGA,-0.307,-1.9512342415,-1.95138147225,-2.2582342415,-2.25038147225,-0.299,0.0,0.0,-2.2625200659620326,0.002072853931252435
KClO3,GGA,-0.4122,-0.7407485901000002,-0.7461050883999996,-1.1529485901,-1.1409050883999996,-0.39480000000000004,0.0,0.0,,
KClO4,GGA,-0.458,-0.6287022392499999,-0.6316667303333331,-1.08670223925,-1.070333397,-0.4386666666666667,0.0,0.0,,
KF,GGA,-0.231,-2.7049205227499997,-2.7126175935000005,-2.9359205227499996,-2.9306175935000005,-0.218,0.0,0.0,-2.9465,
KFeO2,GGA+U,-0.3435,-0.8296028452812507,-0.8349631495625003,-1.7371028452812505,-1.7699631495625,-0.329,-0.564,-0.606,-1.7880189305878442,
KH,GGA,-0.0895,-0.18844476900000018,-0.1869463360000001,-0.2779447690000003,-0.2734463360000001,-0.0865,0.0,0.0,-0.2995273930659768,0.0010364269656262175
KHO,GGA,-0.229,-1.3226044559999999,-1.3264645456666664,-1.5516044559999997,-1.5457978789999995,-0.21933333333333335,0.0,0.0,,
KI,GGA,-0.1895,-1.490962044,-1.572192876,-1.6804620439999998,-1.6691928759999999,-0.097,0.0,0.0,-1.6992220101441833,
KNO3,GGA,-0.4122,-1.0144893161,-1.0180084743999998,-1.4266893160999998,-1.4128084743999998,-0.39480000000000004,0.0,0.0,,
KO2,GGA,-0.10733333333333334,-0.8798238076666666,-0.8831902389999998,-0.9871571409999996,-0.9845235723333333,-0.10133333333333333,0.0,0.0,-0.9828782390688628,0.008636891380218477
Kr,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
La,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Li,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Li2BeF4,GGA,-0.264,-3.102127096428572,-3.125091117023809,-3.3661270964285714,-3.3742339741666663,-0.24914285714285717,0.0,0.0,-3.366299978254445,
Li2CO3,GGA,-0.34349999999999997,-1.9049518902777773,-1.9287517413888888,-2.2484518902777775,-2.2577517413888892,-0.329,0.0,0.0,,
Li2O,GGA,-0.229,-1.8325979138888886,-1.8651972844444444,-2.0615979138888885,-2.084530617777778,-0.21933333333333335,0.0,0.0,-2.065598942493051,0.0034547565520873912
Li2O2,GGA,-0.2325,-1.4176702366666665,-1.4425601245833333,-1.6501702366666664,-1.6590601245833332,-0.2165,0.0,0.0,-1.639163658553558,
Li2S,GGA,-0.16766666666666666,-1.3360981132638894,-1.350610250590278,-1.503764779930556,-1.5129435839236114,-0.16233333333333333,0.0,0.0,-1.543930703127855,0.007254988759383522
Li2SO4,GGA,-0.46442857142857147,-1.9188331746130953,-1.9352374531101186,-2.3832617460416663,-2.380808881681547,-0.44557142857142856,0.0,0.0,,
Li2Se,GGA,-0.15733333333333333,-1.2604608530034718,-1.2704162837152777,-1.417794186336805,-1.4284162837152776,-0.158,0.0,0.0,-1.4513432275319131,0.029019955037534087
Li2Si2O5,GGA,-0.3816666666666667,-2.6342465518518514,-2.6488757531481477,-3.015913218518518,-3.014431308703704,-0.3655555555555556,0.0,0.0,,
Li2SiO3,GGA,-0.34349999999999997,-2.539395587777778,-2.558999010555556,-2.882895587777778,-2.8879990105555553,-0.329,0.0,0.0,,
Li2Te,GGA,-0.14066666666666666,-1.0374072855555558,-1.0461673233333333,-1.1780739522222226,-1.1855006566666664,-0.13933333333333334,0.0,0.0,-1.2285114299222764,
Li2WO4,GGA+U,-0.3925714285714286,-1.3257993780952384,-1.3504049169047616,-2.352370806666667,-2.347833488333333,-0.376,-0.634,-0.6214285714285713,,
Li3AlF6,GGA,-0.2772,-3.205432344,-3.2287841141666664,-3.482632344,-3.490384114166667,-0.2616,0.0,0.0,-3.506854280892869,
Li3N,GGA,-0.09025,-0.36654072875,-0.3946420599999998,-0.45679072875000015,-0.47064205999999986,-0.076,0.0,0.0,-0.4270079098380016,0.0033683876382852064
LiAlH4,GGA,-0.11933333333333333,-0.13924492263888885,-0.14383501777777732,-0.25857825597222234,-0.2591683511111107,-0.11533333333333333,0.0,0.0,-0.20236581979507104,
LiAlO2,GGA,-0.3435,-2.7393829814583337,-2.758204684791667,-3.0828829814583334,-3.0872046847916668,-0.329,0.0,0.0,-3.0800018350997114,0.010882483139075283
LiBr,GGA,-0.267,-1.5433985954166665,-1.6478239583333336,-1.8103985954166664,-1.8063239583333337,-0.1585,0.0,0.0,-1.8189293246740115,0.005182134828131087
LiCl,GGA,-0.307,-1.8094494266666667,-1.8165963670833332,-2.1164494266666667,-2.115596367083333,-0.299,0.0,0.0,-2.1163838638087356,0.002072853931252435
LiClO4,GGA,-0.458,-0.5500158651388892,-0.5565439627777776,-1.0080158651388895,-0.9952106294444446,-0.4386666666666667,0.0,0.0,,
LiF,GGA,-0.231,-2.934944597916666,-2.9628834683333336,-3.165944597916666,-3.1808834683333336,-0.218,0.0,0.0,-3.197,
LiFeO2,GGA+U,-0.3435,-1.0172180245833333,-1.0344955141666663,-1.924718024583333,-1.969495514166666,-0.329,-0.564,-0.606,-1.992530841416403,0.013991764035953935
LiH,GGA,-0.0895,-0.4060301841666667,-0.4130952058333337,-0.49553018416666683,-0.4995952058333337,-0.0865,0.0,0.0,-0.4700196289114896,0.002072853931252435
LiHO,GGA,-0.229,-1.5661148311111113,-1.5667730622222222,-1.7951148311111111,-1.7861063955555554,-0.21933333333333335,0.0,0.0,,
LiI,GGA,-0.1895,-1.2328243641666667,-1.3205475933333335,-1.422324364166667,-1.4175475933333335,-0.097,0.0,0.0,-1.3995754279771595,
LiNO3,GGA,-0.4122,-0.9749190626666667,-0.9834521163333327,-1.3871190626666667,-1.3782521163333328,-0.39480000000000004,0.0,0.0,,
LiPO3,GGA,-0.41220000000000007,-2.298072883033333,-2.304483508842858,-2.710272883033333,-2.699283508842858,-0.39480000000000004,0.0,0.0,,
Lu,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mg,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mg(HO)2,GGA,-0.27480000000000004,-1.7347060920000004,-1.735098276,-2.009506092,-1.9982982759999999,-0.2632,0.0,0.0,,
Mg2Si,GGA,0.023666666666666666,-0.1523934099999996,-0.1548964866666669,-0.128726743333333,-0.14456315333333336,0.010333333333333333,0.0,0.0,-0.26885606439654497,
Mg2SiO4,GGA,-0.3925714285714286,-2.8291805514285713,-2.8344925121428575,-3.2217519799999996,-3.210492512142857,-0.376,0.0,0.0,,
Mg2V2O7,GGA+U,-0.43718181818181817,-1.9343586618181816,-1.9366977499999998,-2.6806313890909093,-2.6845159318181815,-0.4187272727272727,-0.3090909090909091,-0.3290909090909091,-2.670872290418762,0.00791453319205475
Mg3(PO4)2,GGA,-0.4227692307692308,-2.642712833589744,-2.6471210583150175,-3.0654820643589744,-3.052044135238094,-0.40492307692307694,0.0,0.0,,
Mg3N2,GGA,-0.1444,-0.75112084075,-0.7572298867499996,-0.8955208407500003,-0.8788298867499996,-0.1216,0.0,0.0,-0.955745272060079,
Mg3Sb2,GGA,-0.07680000000000001,-0.36245635599999987,-0.35862205800000024,-0.4392563559999999,-0.43622205800000025,-0.0776,0.0,0.0,-0.6218561793757305,0.030263667396285547
MgAl2O4,GGA,-0.3925714285714286,-2.981742800714286,-2.9913978885714285,-3.3743142292857145,-3.3673978885714284,-0.376,0.0,0.0,-3.404085144201275,
MgBr2,GGA,-0.35600000000000004,-1.5077709016666667,-1.6371543766666665,-1.8637709016666666,-1.84848771,-0.21133333333333335,0.0,0.0,-1.811328860259419,0.008636891380218477
MgCO3,GGA,-0.4122,-2.0367090569999995,-2.0482318969999995,-2.4489090569999994,-2.4430318969999987,-0.39480000000000004,0.0,0.0,,
MgCl2,GGA,-0.4093333333333333,-1.8561278900000004,-1.8554489383333335,-2.2654612233333338,-2.254115605,-0.39866666666666667,0.0,0.0,-2.2166270799241037,
MgF2,GGA,-0.308,-3.521413601666667,-3.5332436066666664,-3.829413601666667,-3.823910273333334,-0.2906666666666667,0.0,0.0,-3.8838373158566455,0.004491183517713608
MgGeO3,GGA,-0.4122,-2.1478480760000003,-2.1501112075,-2.560048076,-2.5449112075,-0.39480000000000004,0.0,0.0,-2.504629405132317,0.010364269656262174
MgH2,GGA,-0.11933333333333333,-0.17504558833333306,-0.17521438833333333,-0.29437892166666657,-0.2905477216666667,-0.11533333333333333,0.0,0.0,-0.26290697361385046,0.008636891380218477
MgI2,GGA,-0.25266666666666665,-1.06115021,-1.1687527233333332,-1.3138168766666671,-1.2980860566666665,-0.12933333333333333,0.0,0.0,-1.2675501789608636,0.023146868898985522
MgMoO4,GGA+U,-0.458,-1.41957057875,-1.4874528337499993,-2.411237245416667,-2.420952833749999,-0.4386666666666667,-0.5336666666666666,-0.4948333333333333,-2.4190205377715914,0.008636891380218477
MgO,GGA,-0.3435,-2.7098666125,-2.7141414349999997,-3.0533666124999996,-3.0431414349999995,-0.329,0.0,0.0,-3.1175,
MgS,GGA,-0.2515,-1.4259936265625002,-1.4314821342187498,-1.6774936265625002,-1.6749821342187499,-0.2435,0.0,0.0,-1.7909457966021036,0.021764966278150565
MgSO4,GGA,-0.5418333333333334,-1.9493644296875001,-1.9543507322395837,-2.4911977630208333,-2.474184065572917,-0.5198333333333334,0.0,0.0,,
MgSiO3,GGA,-0.4122,-2.8171981522500005,-2.8221564924999996,-3.2293981522500004,-3.2169564924999987,-0.39480000000000004,0.0,0.0,,
MgTe,GGA,-0.211,-0.8756360074999998,-0.879328343333333,-1.0866360074999997,-1.088328343333333,-0.209,0.0,0.0,,
MgV2O6,GGA+U,-0.45799999999999996,-1.6942793144444452,-1.698183246666666,-2.530057092222224,-2.5390721355555548,-0.4386666666666667,-0.37777777777777777,-0.40222222222222226,-2.5344094066113105,0.006218561793757304
MgWO4,GGA+U,-0.458,-1.3696860733333338,-1.3883206733333324,-2.5673527400000005,-2.551987339999999,-0.4386666666666667,-0.7396666666666666,-0.725,,
Mn,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mn(FeO2)2,GGA+U,-0.3925714285714286,-0.5606921325615772,-0.567741781798029,-1.8361207039901493,-1.8790274960837436,-0.376,-0.8828571428571428,-0.9352857142857143,-1.8195591402951083,0.00740380509560184
Mn2O3,GGA+U,-0.4122,-0.9345198435474131,-0.9477701531594832,-2.013919843547413,-2.0221701531594833,-0.39480000000000004,-0.6672,-0.6796,-1.9860013515329578,0.004352993255630113
Mn2SiO4,GGA+U,-0.3925714285714286,-1.725158245123153,-1.7263746160960594,-2.5943011022660096,-2.587803187524631,-0.376,-0.47657142857142853,-0.48542857142857143,,
Mn3O4,GGA+U,-0.3925714285714286,-0.9429806691133008,-0.9462796046798029,-2.0504092405418723,-2.05042246182266,-0.376,-0.7148571428571427,-0.7281428571428572,-2.054198245871163,0.0025170369165208135
MnAl2O4,GGA+U,-0.3925714285714286,-2.4168928647044337,-2.4247327153694584,-3.047750007561576,-3.0434470010837447,-0.376,-0.23828571428571427,-0.24271428571428572,-3.1098731408590097,0.009327842690635956
MnCO3,GGA+U,-0.4122,-1.2680250255862062,-1.278087932517242,-2.0138250255862062,-2.0126879325172427,-0.39480000000000004,-0.3336,-0.3398,,
MnF2,GGA+U,-0.308,-2.104324614310345,-2.112434214195402,-2.9683246143103443,-2.9694342141954024,-0.2906666666666667,-0.5559999999999999,-0.5663333333333334,-2.925487848307603,
MnMoO4,GGA+U,-0.458,-0.7971440221551731,-0.8624272662643678,-2.0668106888218403,-2.0790939329310354,-0.4386666666666667,-0.8116666666666665,-0.778,-2.0583439537336674,0.016582831450019476
MnO,GGA+U,-0.3435,-0.8017012039655178,-0.776257176293103,-1.979201203965518,-1.9547571762931035,-0.329,-0.834,-0.8495,-1.9946036953476551,0.006736775276570413
MnO2,GGA+U,-0.458,-0.7620848793103457,-0.7713770308620683,-1.7760848793103463,-1.7763770308620686,-0.4386666666666667,-0.5559999999999999,-0.5663333333333334,-1.799582687982322,0.004491183517713608
MnSO4,GGA+U,-0.5418333333333334,-1.3085040751760069,-1.3134628851706178,-2.12833740850934,-2.1164628851706175,-0.5198333333333334,-0.27799999999999997,-0.2831666666666667,,
MnSiO3,GGA+U,-0.41220000000000007,-2.0432722204433493,-2.0511290328029546,-2.78907222044335,-2.785729032802955,-0.39480000000000004,-0.3336,-0.33980000000000005,,
MnWO4,GGA+U,-0.458,-0.7408958721551725,-0.7582782720977015,-2.216562538821839,-2.2051116054310356,-0.4386666666666667,-1.0176666666666665,-1.0081666666666667,,
Mo,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mo4O11,GGA+U,-0.5038,-0.5823819276666664,-0.6634457501666664,-1.9400485943333328,-1.9377124168333333,-0.48253333333333337,-0.8538666666666667,-0.7917333333333333,-1.9579141807644873,
Mo8O23,GGA+U,-0.5097096774193549,-0.5952508919354849,-0.6806469525806449,-1.93128315,-1.9350340493548384,-0.4881935483870968,-0.8263225806451613,-0.7661935483870967,-1.9448117379312966,
MoF5,GGA+U,-0.385,-1.7190378087500005,-1.7601715433333336,-2.6377044754166676,-2.6183382099999997,-0.36333333333333334,-0.5336666666666666,-0.4948333333333333,-2.3965646201830233,0.007254988759383522
MoO2,GGA+U,-0.458,-0.49616784583333384,-0.5247554533333343,-2.0215011791666675,-1.9530887866666677,-0.4386666666666667,-1.0673333333333332,-0.9896666666666666,-2.031051376972177,0.005873086138548565
MoO3,GGA+U,-0.51525,-0.6088237215624996,-0.6995288581250003,-1.9245737215624992,-1.9352788581250007,-0.49350000000000005,-0.8005,-0.74225,-1.930863436961643,0.002072853931252435
N2,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Na,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Na2CO3,GGA,-0.3435,-1.7361922645450194,-1.7615585543151338,-2.0796922645450198,-2.0905585543151335,-0.329,0.0,0.0,,
Na2CrO4,GGA+U,-0.3925714285714286,-1.3104901361576355,-1.342303040246305,-1.9886329933004927,-2.008874468817734,-0.376,-0.2855714285714286,-0.29057142857142854,-1.9755778574786598,0.013621611548230285
Na2Mo2O7,GGA+U,-0.43718181818181817,-1.0887405634639493,-1.1694905742476491,-2.1081041998275865,-2.1280360287931033,-0.4187272727272727,-0.5821818181818181,-0.5398181818181818,-2.2245491507668174,0.011871799788082126
Na2MoO4,GGA+U,-0.3925714285714286,-1.305191604014779,-1.3723808788177334,-2.1551916040147794,-2.1725237359605907,-0.376,-0.4574285714285714,-0.4241428571428571,-2.175240898609859,
Na2O,GGA,-0.229,-1.209510229367816,-1.2443711805747124,-1.4385102293678156,-1.4637045139080456,-0.21933333333333335,0.0,0.0,-1.4340694447714764,0.002763805241669913
Na2O2,GGA,-0.2325,-1.0751940424425286,-1.1030329695977013,-1.3076940424425285,-1.3195329695977012,-0.2165,0.0,0.0,-1.3292175834156237,0.016323724708612923
Na2S,GGA,-0.16766666666666666,-1.0637200587428162,-1.0978393733872123,-1.231386725409483,-1.2601727067205457,-0.16233333333333333,0.0,0.0,-1.264786373719194,0.04352993255630113
Na2SO3,GGA,-0.4273333333333333,-1.6832892618714077,-1.7048256008602731,-2.1106225952047417,-2.11499226752694,-0.4101666666666667,0.0,0.0,,
Na2SO4,GGA,-0.46442857142857147,-1.8182132680326357,-1.8354818407373767,-2.2826418394612067,-2.2810532693088055,-0.44557142857142856,0.0,0.0,,
Na2Si2O5,GGA,-0.3816666666666667,-2.5221426745114943,-2.536943361858238,-2.903809341178161,-2.9024989174137943,-0.3655555555555556,0.0,0.0,,
Na2SiF6,GGA,-0.30800000000000005,-3.0676752190485312,-3.0893707246360154,-3.3756752190485315,-3.3800373913026824,-0.2906666666666667,0.0,0.0,-3.354453453525121,0.004376024965977362
Na2SiO3,GGA,-0.34349999999999997,-2.355739103017241,-2.37633558112069,-2.6992391030172413,-2.7053355811206905,-0.329,0.0,0.0,,
Na2Te,GGA,-0.14066666666666666,-0.9289224443678163,-0.9617234694636014,-1.0695891110344833,-1.1010568027969345,-0.13933333333333334,0.0,0.0,-1.1563070179836499,0.08671438945739353
Na2WO4,GGA+U,-0.3925714285714286,-1.1938323725862077,-1.2115258459605909,-2.2204038011576364,-2.208954417389162,-0.376,-0.634,-0.6214285714285713,,
Na3AlF6,GGA,-0.2772,-3.1176685089655174,-3.143641611758621,-3.394868508965517,-3.4052416117586204,-0.2616,0.0,0.0,-3.4085802760121915,
Na3PO4,GGA,-0.3435,-2.1789191867798134,-2.2009563352042285,-2.522419186779813,-2.5299563352042282,-0.329,0.0,0.0,,
Na4P2O7,GGA,-0.3699230769230769,-2.2397637911825816,-2.2583899305033466,-2.609686868105658,-2.6126976228110386,-0.3543076923076923,0.0,0.0,,
Na4SiO4,GGA,-0.30533333333333335,-2.084772559022989,-2.1100968309386974,-2.3901058923563223,-2.4025412753831414,-0.29244444444444445,0.0,0.0,,
Na4V2O7,GGA+U,-0.3699230769230769,-1.6911976669197617,-1.7099458294960215,-2.3226592053813,-2.342715060265252,-0.3543076923076923,-0.26153846153846155,-0.2784615384615385,-2.333219988503691,
Na5Al3F14,GGA,-0.294,-3.2222389053526643,-3.244989601105016,-3.5162389053526653,-3.5224441465595606,-0.27745454545454545,0.0,0.0,-3.5716262552128457,
NaAlCl4,GGA,-0.4093333333333333,-1.658584137758621,-1.6701705030603449,-2.0679174710919543,-2.0688371697270114,-0.39866666666666667,0.0,0.0,-1.9730632882453907,
NaAlO2,GGA,-0.3435,-2.5904707035129313,-2.610456054590517,-2.933970703512931,-2.939456054590517,-0.329,0.0,0.0,-2.9361716829449334,
NaBr,GGA,-0.267,-1.5776649170258619,-1.7009491279310345,-1.8446649170258618,-1.8594491279310346,-0.1585,0.0,0.0,-1.8723053134037617,0.002072853931252435
NaCN,GGA,-0.12033333333333333,-0.17982665551724134,-0.20938533362068887,-0.3001599888505749,-0.31071866695402167,-0.10133333333333333,0.0,0.0,,
NaCl,GGA,-0.307,-1.802608383275862,-1.8274960416810342,-2.109608383275862,-2.126496041681034,-0.299,0.0,0.0,-2.131412054810316,0.002072853931252435
NaClO3,GGA,-0.4122,-0.670664028810345,-0.6859456791724134,-1.082864028810345,-1.0807456791724135,-0.39480000000000004,0.0,0.0,,
NaClO4,GGA,-0.458,-0.5494997002586205,-0.5590268930603445,-1.0074997002586208,-0.9976935597270113,-0.4386666666666667,0.0,0.0,,
NaCrO2,GGA+U,-0.3435,-1.4173603510129311,-1.4288979852155164,-2.2606103510129314,-2.266397985215516,-0.329,-0.49975,-0.5085,-2.271070588428449,0.011918910104701499
NaF,GGA,-0.231,-2.7075057245258622,-2.7393449329310346,-2.938505724525862,-2.9573449329310346,-0.218,0.0,0.0,-2.9817174659493775,
NaFeO2,GGA+U,-0.3435,-0.8951764941379317,-0.913459891465517,-1.8026764941379314,-1.8484598914655175,-0.329,-0.564,-0.606,-1.8093423752419688,0.015287297742986707
NaH,GGA,-0.0895,-0.18508003577586196,-0.2083014704310342,-0.2745800357758621,-0.2948014704310342,-0.0865,0.0,0.0,-0.2927906177894064,0.002072853931252435
NaHO,GGA,-0.229,-1.3219877288505746,-1.3375837202873562,-1.5509877288505745,-1.5569170536206893,-0.21933333333333335,0.0,0.0,,
NaI,GGA,-0.1895,-1.2701401557758623,-1.3751481904310343,-1.459640155775862,-1.4721481904310343,-0.097,0.0,0.0,-1.4919366170189399,0.00414570786250487
NaNO3,GGA,-0.4122,-0.955192630310345,-0.9701108031724139,-1.367392630310345,-1.364910803172414,-0.39480000000000004,0.0,0.0,,
NaO2,GGA,-0.10733333333333334,-0.8067252555172413,-0.8255093902873559,-0.9140585888505743,-0.9268427236206893,-0.10133333333333333,0.0,0.0,-0.9006550331291828,0.01140069662188839
NaPO3,GGA,-0.41220000000000007,-2.2292345276436785,-2.2419805188152706,-2.6414345276436793,-2.6367805188152706,-0.39480000000000004,0.0,0.0,,
NaS,GGA,-0.2515,-0.8268823110883621,-0.8535985358997844,-1.0783823110883621,-1.0970985358997845,-0.2435,0.0,0.0,-1.0288144095636929,
NaVO3,GGA+U,-0.4122,-1.627386775310346,-1.6370204846724135,-2.3795867753103463,-2.393820484672413,-0.39480000000000004,-0.33999999999999997,-0.362,-2.470012744480401,0.021764966278150565
Nb,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nd,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ne,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ni,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NiCO3,GGA+U,-0.4122,-0.7346596939999998,-0.752043647,-1.6550596940000006,-1.6626436470000008,-0.39480000000000004,-0.5082,-0.5158,,
NiF2,GGA+U,-0.308,-1.1643493650000003,-1.18826077,-2.3193493649999994,-2.3385941033333335,-0.2906666666666667,-0.847,-0.8596666666666667,-2.272193384307877,0.007254988759383522
NiO,GGA+U,-0.3435,0.3959146999999996,0.40745213500000066,-1.2180853000000003,-1.2110478649999994,-0.329,-1.2705,-1.2895,-1.2421577183030215,0.006736775276570413
NiSO4,GGA+U,-0.5418333333333334,-0.8300202305208332,-0.8391915722395827,-1.7953535638541667,-1.7888582389062495,-0.5198333333333334,-0.4235,-0.42983333333333335,,
NiSeO3,GGA+U,-0.4122,-0.3347043404687497,-0.3430377335624996,-1.2551043404687499,-1.2536377335624997,-0.39480000000000004,-0.5082,-0.5158,,
NiWO4,GGA+U,-0.458,-0.27892743833333355,-0.30292842750000065,-1.9000941049999998,-1.8964284275000007,-0.4386666666666667,-1.1631666666666667,-1.1548333333333334,,
Np,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
O2,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Os,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
P,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
P2O5,GGA,-0.49071428571428577,-1.9481456566666668,-1.949547356156462,-2.438859942380953,-2.4195473561564618,-0.47000000000000003,0.0,0.0,-2.2283179760963674,0.011104574631709472
P2S3,GGA,-0.30179999999999996,-0.16294278195833342,-0.16032315493154742,-0.4647427819583335,-0.4525231549315471,-0.29219999999999996,0.0,0.0,-0.25143718186092034,0.021764966278150565
P3N5,GGA,-0.225625,-0.29775218749999954,-0.30478521526785674,-0.5233771874999995,-0.4947852152678571,-0.19,0.0,0.0,-0.414771593975077,
P4S3,GGA,-0.21557142857142855,-0.14636682949404797,-0.14078288414328252,-0.3619382580654766,-0.349497169857568,-0.20871428571428569,0.0,0.0,-0.33261458363861834,
PH3O4,GGA,-0.3435,-1.5367212947916675,-1.534682730818452,-1.8802212947916672,-1.8636827308184518,-0.329,0.0,0.0,-1.6639575826387514,
Pa,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pb,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
PbWO4,GGA+U,-0.458,-0.8564746691666668,-0.8698634391666668,-2.0541413358333336,-2.0335301058333335,-0.4386666666666667,-0.7396666666666666,-0.725,,
Pd,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pm,GGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
