time_s_exact,R40_Eeq_surface_residual_N_V,R80_Eeq_surface_residual_N_V,R160_Eeq_surface_residual_N_V,difference_R80_minus_R40_Eeq_surface_residual_N_V,difference_R160_minus_R80_Eeq_surface_residual_N_V,R40_Eeq_surface_residual_P_V,R80_Eeq_surface_residual_P_V,R160_Eeq_surface_residual_P_V,difference_R80_minus_R40_Eeq_surface_residual_P_V,difference_R160_minus_R80_Eeq_surface_residual_P_V,R40_Li_total_mol_m2,R80_Li_total_mol_m2,R160_Li_total_mol_m2,difference_R80_minus_R40_Li_total_mol_m2,difference_R160_minus_R80_Li_total_mol_m2,R40_V_V,R80_V_V,R160_V_V,difference_R80_minus_R40_V_V,difference_R160_minus_R80_V_V,R40_boundary_N_Eeq_V,R80_boundary_N_Eeq_V,R160_boundary_N_Eeq_V,difference_R80_minus_R40_boundary_N_Eeq_V,difference_R160_minus_R80_boundary_N_Eeq_V,R40_boundary_N_etamid_V,R80_boundary_N_etamid_V,R160_boundary_N_etamid_V,difference_R80_minus_R40_boundary_N_etamid_V,difference_R160_minus_R80_boundary_N_etamid_V,R40_boundary_N_phil_V,R80_boundary_N_phil_V,R160_boundary_N_phil_V,difference_R80_minus_R40_boundary_N_phil_V,difference_R160_minus_R80_boundary_N_phil_V,R40_boundary_N_phis_V,R80_boundary_N_phis_V,R160_boundary_N_phis_V,difference_R80_minus_R40_boundary_N_phis_V,difference_R160_minus_R80_boundary_N_phis_V,R40_boundary_N_x_particle_average,R80_boundary_N_x_particle_average,R160_boundary_N_x_particle_average,difference_R80_minus_R40_boundary_N_x_particle_average,difference_R160_minus_R80_boundary_N_x_particle_average,R40_boundary_N_x_surface,R80_boundary_N_x_surface,R160_boundary_N_x_surface,difference_R80_minus_R40_boundary_N_x_surface,difference_R160_minus_R80_boundary_N_x_surface,R40_boundary_P_Eeq_V,R80_boundary_P_Eeq_V,R160_boundary_P_Eeq_V,difference_R80_minus_R40_boundary_P_Eeq_V,difference_R160_minus_R80_boundary_P_Eeq_V,R40_boundary_P_etamid_V,R80_boundary_P_etamid_V,R160_boundary_P_etamid_V,difference_R80_minus_R40_boundary_P_etamid_V,difference_R160_minus_R80_boundary_P_etamid_V,R40_boundary_P_phil_V,R80_boundary_P_phil_V,R160_boundary_P_phil_V,difference_R80_minus_R40_boundary_P_phil_V,difference_R160_minus_R80_boundary_P_phil_V,R40_boundary_P_phis_V,R80_boundary_P_phis_V,R160_boundary_P_phis_V,difference_R80_minus_R40_boundary_P_phis_V,difference_R160_minus_R80_boundary_P_phis_V,R40_boundary_P_x_particle_average,R80_boundary_P_x_particle_average,R160_boundary_P_x_particle_average,difference_R80_minus_R40_boundary_P_x_particle_average,difference_R160_minus_R80_boundary_P_x_particle_average,R40_boundary_P_x_surface,R80_boundary_P_x_surface,R160_boundary_P_x_surface,difference_R80_minus_R40_boundary_P_x_surface,difference_R160_minus_R80_boundary_P_x_surface,R40_delta_Eeq_V,R80_delta_Eeq_V,R160_delta_Eeq_V,difference_R80_minus_R40_delta_Eeq_V,difference_R160_minus_R80_delta_Eeq_V,R40_delta_etaMid_V,R80_delta_etaMid_V,R160_delta_etaMid_V,difference_R80_minus_R40_delta_etaMid_V,difference_R160_minus_R80_delta_etaMid_V,R40_delta_phiL_V,R80_delta_phiL_V,R160_delta_phiL_V,difference_R80_minus_R40_delta_phiL_V,difference_R160_minus_R80_delta_phiL_V,R40_eta_minus_etaMid_N_V,R80_eta_minus_etaMid_N_V,R160_eta_minus_etaMid_N_V,difference_R80_minus_R40_eta_minus_etaMid_N_V,difference_R160_minus_R80_eta_minus_etaMid_N_V,R40_eta_minus_etaMid_P_V,R80_eta_minus_etaMid_P_V,R160_eta_minus_etaMid_P_V,difference_R80_minus_R40_eta_minus_etaMid_P_V,difference_R160_minus_R80_eta_minus_etaMid_P_V,R40_identity_residual_V,R80_identity_residual_V,R160_identity_residual_V,difference_R80_minus_R40_identity_residual_V,difference_R160_minus_R80_identity_residual_V,R40_reaction_input_surface_residual_N_x,R80_reaction_input_surface_residual_N_x,R160_reaction_input_surface_residual_N_x,difference_R80_minus_R40_reaction_input_surface_residual_N_x,difference_R160_minus_R80_reaction_input_surface_residual_N_x,R40_reaction_input_surface_residual_P_x,R80_reaction_input_surface_residual_P_x,R160_reaction_input_surface_residual_P_x,difference_R80_minus_R40_reaction_input_surface_residual_P_x,difference_R160_minus_R80_reaction_input_surface_residual_P_x
0.83,0E-16,0E-16,0E-15,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,0E-16,1.236902963915190444,1.236902963915190842,1.236902963915189953,3.98E-16,-8.89E-16,2.278575460485584,2.2790868721276234,2.2792120748616176,0.0005114116420394,0.0001252027339942,1.3643712377380546,1.3638464906316317,1.363718028412156,-0.0005247471064229,-0.0001284622194757,-0.053557934110199046,-0.053544451980482854,-0.053541155833629395,0.000013482129716192,0.000003296146853459,-1.3108133036278555,-1.3103020386511488,-1.3101768725785266,0.0005112649767067,0.0001251660726222,0.0,0.0,0.0,0.0,0.0,0.011741903318813432,0.011741904867068116,0.0117419052505928,1.548254684E-9,3.83524684E-10,0.012497145383673533,0.012505514912910328,0.012507563839504809,0.000008369529236795,0.000002048926594481,3.578549001663856,3.5785492077354255,3.5785492591415684,2.060715695E-7,5.14061429E-8,0.008137690459000702,0.008137633312922166,0.008137619058412149,-5.7146078536E-8,-1.4254510017E-8,-1.3081112316372727,-1.307599968920724,-1.3074748033383627,0.0005112627165487,0.0001251655823613,2.278575460485584,2.2790868721276234,2.2792120748616176,0.0005114116420394,0.0001252027339942,0.9240412630999639,0.9240412633229329,0.9240412633787447,2.229690E-10,5.58118E-11,0.9237615528586134,0.9237611688145557,0.9237610730118032,-3.840440577E-7,-9.58027525E-8,2.2141777639258014,2.2147027171037938,2.2148312307294124,0.0005249531779924,0.0001285136256186,0.061695624569199748,0.061682085293405020,0.061678774892041544,-0.000013539275794728,-0.000003310401363476,0.0027020719905828,0.0027020697304248,0.0027020692401639,-2.2601580E-9,-4.902609E-10,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,5.2E-17,-2.20E-16,-2.44E-16,-2.72E-16,-2.4E-17,0E-11,0E-12,0E-11,0E-12,0E-12,0E-11,0E-11,0E-10,0E-11,0E-11
0.84,0E-15,0E-15,0E-16,0E-15,0E-16,0E-15,0E-15,0E-16,0E-15,0E-16,1.236902963915190537,1.236902963915190316,1.236902963915190853,-2.21E-16,5.37E-16,2.2788755335841295,2.27938372218957,2.2795081697496284,0.0005081886054405,0.0001244475600584,1.364066603277253,1.363545165208976,1.3634174782788004,-0.000521438068277,-0.0001276869301756,-0.05355128191507563,-0.05353788672146065,-0.05353461092274969,0.00001339519361498,0.00000327579871096,-1.3105153213621774,-1.3100072784875154,-1.3098828673560508,0.0005080428746620,0.0001244111314646,0.0,0.0,0.0,0.0,0.0,0.011742159461910637,0.011742161008507496,0.011742161391643755,1.546596859E-9,3.83136259E-10,0.012502004194698893,0.012510320945957174,0.012512357506963764,0.000008316751258281,0.000002036561006590,3.578549999511627,3.578550204330225,3.5785502554249886,2.04818598E-7,5.10947636E-8,0.008137195597035074,0.008137138818733902,0.008137124655632988,-5.6778301172E-8,-1.4163100914E-8,-1.3078116615245323,-1.307303620959389,-1.3071792103309932,0.0005080405651433,0.0001244106283958,2.2788755335841295,2.27938372218957,2.2795081697496284,0.0005081886054405,0.0001244475600584,0.9240409911339164,0.9240409913581801,0.924040991414314,2.242637E-10,5.61339E-11,0.9237596932255354,0.9237593115165701,0.9237592162941175,-3.817089653E-7,-9.52224526E-8,2.214483396234374,2.215005039121249,2.2151327771461882,0.000521642886875,0.0001277380249392,0.061688477512110704,0.061675025540194552,0.061671735578382678,-0.000013451971916152,-0.000003289961811874,0.0027036598376451,0.0027036575281264,0.0027036570250576,-2.3095187E-9,-5.030688E-10,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,-3.04E-16,4.8E-17,-7.8E-17,3.52E-16,-1.26E-16,0E-11,0E-12,0E-12,0E-12,0E-12,0E-10,0E-11,0E-10,0E-11,0E-11
0.85,0E-16,0E-16,0E-15,0E-16,0E-16,0E-15,0E-15,0E-16,0E-15,0E-16,1.23690296391519064,1.236902963915190215,1.236902963915190038,-4.25E-16,-1.77E-16,2.279173816486956,2.2796788426140826,2.279802548545091,0.0005050261271266,0.0001237059310084,1.3637637927540627,1.3632456016592427,1.363118676138727,-0.0005181910948200,-0.0001269255205157,-0.053544667935969015,-0.05353135815328591,-0.05352810236332961,0.000013309782683105,0.00000325578995630,-1.3102191248180937,-1.3097142435059568,-1.3095905737753974,0.0005048813121369,0.0001236697305594,0.0,0.0,0.0,0.0,0.0,0.01174241561036124,0.011742417155284858,0.011742417538028708,1.544923618E-9,3.82743850E-10,0.012506833914569724,0.012515098877759149,0.012517123294553161,0.000008264963189425,0.000002024416794012,3.578550991651828,3.578551195239812,3.5785512460287343,2.03587984E-7,5.07889223E-8,0.00813670261190147,0.00813664619484733,0.008136632121535037,-5.641705414E-8,-1.4073312293E-8,-1.3075138777767734,-1.3070089988205764,-1.3068853296051786,0.0005048789561970,0.0001236692153978,2.279173816486956,2.2796788426140826,2.279802548545091,0.0005050261271266,0.0001237059310084,0.9240407191799023,0.9240407194054515,0.924040719461906,2.255492E-10,5.64545E-11,0.923757844229336,0.9237574648137984,0.9237573701613233,-3.794155376E-7,-9.46524751E-8,2.2147871988977653,2.2153055935805693,2.2154325698900073,0.0005183946828040,0.0001269763094380,0.061681370547870485,0.06166800434813324,0.061664734484864647,-0.000013366199737245,-0.000003269863268593,0.0027052470413203,0.0027052446853804,0.0027052441702188,-2.3559399E-9,-5.151616E-10,0E-18,0E-17,0E-17,0E-18,0E-17,0E-17,0E-17,0E-18,0E-17,0E-18,-8.5E-17,-3.4E-16,2.53E-16,-2.55E-16,5.93E-16,0E-12,0E-12,0E-13,0E-12,0E-13,0E-9,0E-11,0E-10,0E-11,0E-11
0.86,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-15,0E-15,0E-15,0E-15,1.236902963915191857,1.236902963915191254,1.236902963915190758,-6.03E-16,-4.96E-16,2.2794703417132887,2.2799722640403957,2.2800952414871207,0.0005019223271070,0.0001229774467250,1.3634627730853135,1.3629477688232454,1.3628215912421069,-0.0005150042620681,-0.0001261775811385,-0.053538091531770915,-0.05352486567945691,-0.053521629568256124,0.000013225852314005,0.000003236111200786,-1.3099246815535426,-1.3094229031437885,-1.3092999616738508,0.0005017784097541,0.0001229414699377,0.0,0.0,0.0,0.0,0.0,0.011742671764094513,0.011742673307330444,0.011742673689678096,1.543235931E-9,3.82347652E-10,0.012511635070950785,0.012519849205294156,0.012521861692721797,0.000008214134343371,0.000002012487427641,3.578551978185134,3.578552180564203,3.578552231052662,2.02379069E-7,5.0488459E-8,0.008136211472064225,0.008136155409914636,0.008136141424821997,-5.6062149589E-8,-1.3985092639E-8,-1.3072178479439092,-1.3067160719337219,-1.3065931309903636,0.0005017760101873,0.0001229409433583,2.2794703417132887,2.2799722640403957,2.2800952414871207,0.0005019223271070,0.0001229774467250,0.9240404472378768,0.9240404474647036,0.9240404475214777,2.268268E-10,5.67741E-11,0.9237560056823936,0.9237556285198424,0.9237555344273252,-3.771625512E-7,-9.40925172E-8,2.2150892050998205,2.2156044117409576,2.2157306398105551,0.0005152066411371,0.0001262280695975,0.061674303003835140,0.061661021089371546,0.061657770993078121,-0.000013281914463594,-0.000003250096293425,0.0027068336096334,0.0027068312100666,0.0027068306834872,-2.3995668E-9,-5.265794E-10,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,-3.40E-16,-4.6E-17,2.79E-16,2.94E-16,3.25E-16,0E-12,0E-11,0E-13,0E-12,0E-13,0E-11,0E-10,0E-11,0E-11,0E-11
0.87,0E-16,0E-15,0E-15,0E-16,0E-15,0E-16,0E-15,0E-16,0E-16,0E-16,1.236902963915191048,1.236902963915191328,1.236902963915190821,2.80E-16,-5.07E-16,2.279765140807029,2.2802640162135135,2.280386277936963,0.0004988754064845,0.0001222617234495,1.3631635121792125,1.362651636450274,1.362526193730873,-0.0005118757289385,-0.000125442719401,-0.053531552079698175,-0.053518408719953836,-0.05351519196653198,0.000013143359744339,0.000003216753421856,-1.3096319600995143,-1.3091332277303203,-1.309011001764341,0.0004987323691940,0.0001222259659793,0.0,0.0,0.0,0.0,0.0,0.01174292792304131,0.011742929464576004,0.011742929846523913,1.541534694E-9,3.81947909E-10,0.012516408175694735,0.012524572411050238,0.012526573177695198,0.000008164235355503,0.000002000766644960,3.5785529592092917,3.578553160400516,3.5785532105937317,2.011912243E-7,5.01932157E-8,0.008135722146872304,0.008135666433470856,0.008135652535071092,-5.5713401448E-8,-1.3898399764E-8,-1.306923540549135,-1.3064248106204734,-1.3063025851918402,0.0004987299286616,0.0001222254286332,2.279765140807029,2.2802640162135135,2.280386277936963,0.0004988754064845,0.0001222617234495,0.9240401753077957,0.9240401755358929,0.9240401755929831,2.280972E-10,5.70902E-11,0.9237541774025417,0.9237538024537103,0.9237537089114211,-3.749488314E-7,-9.35422892E-8,2.2153894470300792,2.215901523950242,2.2160270168628587,0.0005120769201628,0.0001254929126167,0.061667274226570479,0.061654075153424692,0.061650844501603072,-0.000013199073145787,-0.000003230651821620,0.0027084195503793,0.0027084171098469,0.0027084165725008,-2.4405324E-9,-5.373461E-10,0E-18,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,2.1E-17,-9.2E-17,4.28E-16,-1.13E-16,5.20E-16,0E-11,0E-13,0E-12,0E-13,0E-13,0E-10,0E-11,0E-11,0E-11,0E-11
0.88,0E-16,0E-14,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,1.236902963915190725,1.236902963915191262,1.23690296391519005,5.37E-16,-1.212E-15,2.28005824437736,2.280554128020346,2.280675686413269,0.000495883642986,0.000121558392923,1.3628659788941027,1.36235717516142,1.3622324546029132,-0.0005088037326827,-0.0001247205585068,-0.0535250489745418,-0.053511986710595094,-0.05350878900265377,0.000013062263946706,0.000003197707941324,-1.3093409299195609,-1.308845188450825,-1.3087236656002594,0.0004957414687359,0.0001215228505656,0.0,0.0,0.0,0.0,0.0,0.011743184087134055,0.011743185626954838,0.01174318600849966,1.539820783E-9,3.81544822E-10,0.0125211537254999,0.012529268963610517,0.012531258212046717,0.000008115238110617,0.000001989248436200,3.5785539348192392,3.5785541348430847,3.5785541847461295,2.000238455E-7,4.99030448E-8,0.00813523460653176,0.008135179235898349,0.008135165422706425,-5.5370633411E-8,-1.3813191924E-8,-1.3066309250484107,-1.3061351860586374,-1.306013663755567,0.0004957389897733,0.0001215223030704,2.28005824437736,2.280554128020346,2.280675686413269,0.000495883642986,0.000121558392923,0.9240399033896187,0.9240399036189761,0.9240399036763809,2.293574E-10,5.74048E-11,0.9237523592128507,0.9237519864395983,0.9237518934380857,-3.727732524E-7,-9.30015126E-8,2.2156879559251365,2.2161969596816647,2.2163217301432163,0.0005090037565282,0.0001247704615516,0.06166028358107356,0.061647165946493443,0.061643954425360195,-0.000013117634580117,-0.000003211521133248,0.0027100048711502,0.0027100023921876,0.0027100018446924,-2.4789626E-9,-5.474952E-10,0E-16,0E-18,0E-17,0E-18,0E-18,0E-17,0E-18,0E-18,0E-18,0E-18,-2.6E-16,2.57E-16,1.05E-16,5.17E-16,-1.52E-16,0E-13,0E-12,0E-13,0E-13,0E-13,0E-10,0E-10,0E-10,0E-10,0E-10
0.89,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-15,0E-15,0E-15,0E-15,1.236902963915189546,1.236902963915191933,1.23690296391519135,2.387E-15,-5.83E-16,2.2803496821371776,2.2808426275239584,2.2809634946255635,0.0004929453867808,0.0001208671016051,1.3625701429994141,1.3620643564147843,1.3619403456780912,-0.0005057865846298,-0.0001240107366931,-0.053518581627967965,-0.05350559910242603,-0.05350242013602058,0.000012982525541935,0.00000317896640545,-1.3090515613714462,-1.3085587573123583,-1.3084379255420706,0.0004928040590879,0.0001208317702877,0.0,0.0,0.0,0.0,0.0,0.011743440256306657,0.011743441794401684,0.01174344217554027,1.538095027E-9,3.81138586E-10,0.012525872202533097,0.012533939318208096,0.012535917245239473,0.000008067115674999,0.000001977927031377,3.578554905107217,3.578555103983569,3.578555153601369,1.98876352E-7,4.9617800E-8,0.008134748822059557,0.008134693788384162,0.00813468005896345,-5.5033675395E-8,-1.3729420712E-8,-1.3063399717920994,-1.305847170247995,-1.3057263390347689,0.0004928015441044,0.0001208312132261,2.2803496821371776,2.2808426275239584,2.2809634946255635,0.0004929453867808,0.0001208671016051,0.9240396314833016,0.9240396317139126,0.9240396317716303,2.306110E-10,5.77177E-11,0.9237505509414172,0.9237501803066854,0.9237500878367662,-3.706347318E-7,-9.24699192E-8,2.2159847621078029,2.2164907475687847,2.2166148079232778,0.0005059854609818,0.0001240603544931,0.061653330450027522,0.061640292890810192,0.06163710019498403,-0.000013037559217330,-0.000003192695826162,0.0027115895793468,0.0027115870643633,0.0027115865073017,-2.5149835E-9,-5.570616E-10,0E-18,0E-17,0E-17,0E-18,0E-17,0E-18,0E-18,0E-17,0E-18,0E-18,3.78E-16,2.08E-16,-3E-17,-1.70E-16,-2.38E-16,0E-12,0E-13,0E-12,0E-13,0E-13,0E-9,0E-10,0E-11,0E-10,0E-11
0.9,0E-16,0E-15,0E-15,0E-16,0E-15,0E-16,0E-15,0E-15,0E-16,0E-15,1.236902963915190039,1.236902963915191441,1.23690296391519126,1.402E-15,-1.81E-16,2.2806394829395056,2.2811295419961106,2.281249729506029,0.0004900590566050,0.0001201875099184,1.3622759751386577,1.361773152472454,1.361649839565986,-0.0005028226662037,-0.000123312906468,-0.05351214946785787,-0.053499245361148695,-0.05349608484036583,0.000012904106709175,0.000003160520782865,-1.3087638256707999,-1.3082739071113052,-1.3081537547256201,0.0004899185594947,0.0001201523856851,0.0,0.0,0.0,0.0,0.0,0.011743696430494477,0.011743697966852684,0.011743698347582082,1.536358207E-9,3.80729398E-10,0.012530564075019839,0.012538583917252806,0.012540550714140918,0.000008019842232967,0.000001966796888112,3.5785558701628744,3.578556067911058,3.578556117248405,1.977481836E-7,4.9337347E-8,0.008134264765272015,0.00813421006290449,0.008134196415854777,-5.4702367525E-8,-1.3647049713E-8,-1.3060506519886408,-1.3055607359778518,-1.305440584158231,0.0004899160107890,0.0001201518196208,2.2806394829395056,2.2811295419961106,2.281249729506029,0.0004900590566050,0.0001201875099184,0.9240393595888039,0.9240393598206611,0.9240393598786886,2.318572E-10,5.80275E-11,0.9237487524211682,0.9237483838889383,0.9237482919416852,-3.685322299E-7,-9.19472531E-8,2.2162798950242167,2.216782915438604,2.216906277682419,0.0005030204143873,0.000123362243815,0.061646414233129885,0.061633455424053185,0.061630281256220607,-0.000012958809076700,-0.000003174167832578,0.0027131736821591,0.0027131711334534,0.0027131705673891,-2.5487057E-9,-5.660643E-10,0E-17,0E-18,0E-17,0E-18,0E-18,0E-18,0E-17,0E-18,0E-18,0E-18,-8.5E-17,1.5E-17,2.93E-16,1.00E-16,2.78E-16,0E-13,0E-13,0E-12,0E-13,0E-13,0E-10,0E-11,0E-10,0E-11,0E-11
0.91,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,1.236902963915189547,1.236902963915189253,1.23690296391519067,-2.94E-16,1.417E-15,2.2809276748120304,2.281414897948151,2.281534417239691,0.0004872231361206,0.000119519291540,1.3619834467943437,1.3614835363691304,1.3613609096352377,-0.0004999104252133,-0.0001226267338927,-0.05350575193767115,-0.053492924966557664,-0.0534897826032259,0.000012826971113486,0.000003142363331764,-1.3084776948566725,-1.3079906114025728,-1.3078711270320118,0.0004870834540997,0.0001194843705610,0.0,0.0,0.0,0.0,0.0,0.011743952609634305,0.011743954144245373,0.011743954524562818,1.534611068E-9,3.80317445E-10,0.012535229797803943,0.012543203190831529,0.012545159043511734,0.000007973393027586,0.000001955852680205,3.5785568300733677,3.578557026712176,3.5785570757737255,1.966388083E-7,4.90615495E-8,0.008133782408731971,0.008133728032182486,0.008133714466140862,-5.4376549485E-8,-1.3566041624E-8,-1.3057629376700692,-1.3052758567962075,-1.3051563730001754,0.0004870808738617,0.0001194837960321,2.2809276748120304,2.281414897948151,2.281534417239691,0.0004872231361206,0.000119519291540,0.9240390877060844,0.9240390879391799,0.9240390879975174,2.330955E-10,5.83375E-11,0.9237469634896716,0.9237465970249235,0.9237465055916574,-3.664647481E-7,-9.14332661E-8,2.2165733832790240,2.2170734903430456,2.2171961661384878,0.0005001070640216,0.0001226757954422,0.061639534346403121,0.061626652998740150,0.061623497069366762,-0.000012881347662971,-0.000003155929373388,0.0027147571866033,0.0027147546063653,0.0027147540318364,-2.5802380E-9,-5.745289E-10,0E-17,0E-18,0E-16,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,-2.1E-17,-5.0E-17,3.8E-17,-2.9E-17,8.8E-17,0E-12,0E-11,0E-12,0E-12,0E-12,0E-11,0E-10,0E-10,0E-11,0E-10
0.92,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,0E-16,1.236902963915190333,1.236902963915190975,1.23690296391519045,6.42E-16,-5.25E-16,2.2812142849898747,2.2816987211603648,2.2818175832931225,0.0004844361704901,0.0001188621327577,1.3616925302546878,1.3611954818823226,1.3610735299844114,-0.0004970483723652,-0.0001219518979112,-0.05349938849584923,-0.053486637412025084,-0.053483512925429855,0.000012751083824146,0.000003124486595229,-1.3081931417588386,-1.3077088444702976,-1.3075900170589816,0.0004842972885410,0.0001188274113160,0.0,0.0,0.0,0.0,0.0,0.011744208793664253,0.011744210326518602,0.011744210706421496,1.532854349E-9,3.79902894E-10,0.012539869812878468,0.012547797557183667,0.012549742646470597,0.000007927744305199,0.000001945089286930,3.5785577849234618,3.578557980471169,3.5785580292614525,1.955477072E-7,4.87902835E-8,0.008133301725734121,0.008133247669660282,0.008133234183304694,-5.4056073839E-8,-1.3486355588E-8,-1.3054768016593212,-1.3049925069804647,-1.3048736801516347,0.0004842946788565,0.0001188268288300,2.2812142849898747,2.2816987211603648,2.2818175832931225,0.0004844361704901,0.0001188621327577,0.9240388158351037,0.9240388160694305,0.9240388161280746,2.343268E-10,5.86441E-11,0.9237451839889593,0.9237448195576341,0.9237447286299126,-3.644313252E-7,-9.09277215E-8,2.2168652546687740,2.2173624985888464,2.2174844992770411,0.0004972439200724,0.0001220006881947,0.061632690221583351,0.061619885081685366,0.061616747108734549,-0.000012805139897985,-0.000003137972950817,0.0027163400995174,0.0027163374898329,0.0027163369073469,-2.6096845E-9,-5.824860E-10,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,0E-18,-5.1E-17,1.34E-16,-4.9E-17,1.85E-16,-1.83E-16,0E-13,0E-13,0E-12,0E-13,0E-13,0E-10,0E-10,0E-11,0E-10,0E-11
0.93,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-15,0E-15,0E-15,0E-15,1.236902963915190653,1.23690296391519115,1.23690296391519065,4.97E-16,-5.0E-16,2.281499339946688,2.2819810367099014,2.2820992524417463,0.0004816967632134,0.0001182157318449,1.3614031985820092,1.3609089635039942,1.3607876754142765,-0.0004942350780150,-0.0001212880897177,-0.05349305861524556,-0.05348038220399598,-0.05347727532060875,0.00001267641124958,0.00000310688338723,-1.3079101399667636,-1.3074285812999982,-1.3073104000936677,0.0004815586667654,0.0001181812063305,0.0,0.0,0.0,0.0,0.0,0.011744464982523779,0.011744466513612488,0.011744466893098406,1.531088709E-9,3.79485918E-10,0.012544484549889831,0.012552367423153283,0.012554301924936223,0.000007882873263452,0.000001934501782940,3.578558734795615,3.578558929270002,3.578558977793426,1.94474387E-7,4.8523424E-8,0.00813282269027571,0.008132768949482116,0.008132755541519376,-5.3740793594E-8,-1.3407962740E-8,-1.305192217539203,-1.3047106615095825,-1.304592480893199,0.0004815560296205,0.0001181806163835,2.281499339946688,2.2819810367099014,2.2820992524417463,0.0004816967632134,0.0001182157318449,0.924038543975823,0.9240385442113723,0.9240385442703213,2.355493E-10,5.89490E-11,0.9237434137653562,0.9237430513343192,0.9237429609039288,-3.624310370E-7,-9.04303904E-8,2.2171555362136058,2.2176499657660078,2.2177713023791495,0.0004944295524020,0.0001213366131417,0.06162588130552127,0.061613151153478096,0.061610030862128126,-0.000012730152043174,-0.000003120291349970,0.0027179224275606,0.0027179197904157,0.0027179192004687,-2.6371449E-9,-5.899470E-10,0E-17,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,3.3E-16,-1.96E-16,-2.6E-17,-5.26E-16,1.70E-16,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-11,0E-10,0E-11,0E-11
0.94,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-16,0E-15,0E-16,0E-16,1.236902963915190925,1.236902963915191641,1.236902963915190568,7.16E-16,-1.073E-15,2.2817828654242063,2.2822618689973417,2.2823794487958087,0.0004790035731354,0.0001175797984670,1.3611154255827065,1.3606239564135958,1.3605033214014353,-0.0004914691691107,-0.0001206350121605,-0.05348676178258227,-0.05347415886151641,-0.05347106931473489,0.00001260292106586,0.00000308954678152,-1.3076286638001242,-1.3071497975520794,-1.3070322520867004,0.0004788662480448,0.0001175454653790,0.0,0.0,0.0,0.0,0.0,0.011744721176153612,0.011744722705468415,0.011744723084535108,1.529314803E-9,3.79066693E-10,0.012549074426616624,0.012556913184619304,0.012558837270048076,0.000007838758002680,0.000001924085428772,3.5785596797700703,3.5785598731884387,3.578559921449292,1.934183684E-7,4.82608533E-8,0.008132345277026776,0.008132291846453032,0.008132278515634805,-5.3430573744E-8,-1.3330818227E-8,-1.304909159622891,-1.3044302960375498,-1.3043127511691182,0.0004788635853412,0.0001175448684316,2.2817828654242063,2.2822618689973417,2.2823794487958087,0.0004790035731354,0.0001175797984670,0.9240382721282023,0.9240382723649682,0.9240382724242213,2.367659E-10,5.92531E-11,0.9237416526693192,0.923741292206325,0.923741202265272,-3.604629942E-7,-8.9941053E-8,2.2174442541873638,2.2179359167748429,2.2180566000478567,0.0004916625874791,0.0001206832730138,0.061619107059609046,0.061606450707969442,0.061603347830369695,-0.000012656351639604,-0.000003102877599747,0.0027195041772332,0.0027195015145296,0.0027195009175822,-2.6627036E-9,-5.969474E-10,0E-17,0E-17,0E-17,0E-17,0E-17,0E-18,0E-18,0E-18,0E-18,0E-18,2.54E-16,-2.42E-16,1.05E-16,-4.96E-16,3.47E-16,0E-10,0E-12,0E-12,0E-12,0E-12,0E-10,0E-10,0E-10,0E-10,0E-10
