"# energy-resolved -pCOHP (bonding>0), Gaussian sigma=0.1 eV; ICOHP(eV/bond): P–S -5.976, P–O -8.430, Li–S -1.647, Nd–S -0.436"
-9.7142,2.49010,1.50710,4.12062,0.08897
-9.7042,2.72983,1.69408,4.50480,0.10160
-9.6942,2.97933,1.89765,4.90277,0.11531
-9.6842,3.23757,2.11808,5.31284,0.13004
-9.6742,3.50328,2.35525,5.73296,0.14570
-9.6642,3.77473,2.60852,6.16045,0.16215
-9.6542,4.04975,2.87670,6.59200,0.17919
-9.6442,4.32577,3.15789,7.02367,0.19660
-9.6342,4.59983,3.44951,7.45091,0.21413
-9.6242,4.86855,3.74818,7.86850,0.23147
-9.6142,5.12818,4.04980,8.27065,0.24831
-9.6042,5.37476,4.34956,8.65114,0.26432
-9.5942,5.60426,4.64203,9.00359,0.27914
-9.5842,5.81272,4.92130,9.32162,0.29247
-9.5742,5.99650,5.18124,9.59923,0.30399
-9.5642,6.15257,5.41567,9.83124,0.31345
-9.5541,6.27875,5.61860,10.01361,0.32066
-9.5442,6.37387,5.78451,10.14379,0.32547
-9.5342,6.43806,5.90862,10.22105,0.32783
-9.5241,6.47290,5.98707,10.24678,0.32776
-9.5141,6.48155,6.01717,10.22467,0.32537
-9.5041,6.46879,5.99755,10.16087,0.32086
-9.4941,6.44101,5.92823,10.06390,0.31448
-9.4841,6.40611,5.81067,9.94453,0.30659
-9.4741,6.37324,5.64771,9.81552,0.29759
-9.4641,6.35258,5.44350,9.69119,0.28791
-9.4541,6.35485,5.20328,9.58684,0.27801
-9.4441,6.39090,4.93321,9.51813,0.26835
-9.4341,6.47123,4.64010,9.50041,0.25940
-9.4241,6.60555,4.33111,9.54808,0.25156
-9.4141,6.80225,4.01352,9.67388,0.24519
-9.4041,7.06788,3.69440,9.88812,0.24061
-9.3941,7.40659,3.38039,10.19801,0.23803
-9.3841,7.81983,3.07747,10.60706,0.23758
-9.3741,8.30607,2.79082,11.11489,0.23931
-9.3641,8.86078,2.52465,11.71699,0.24316
-9.3541,9.47626,2.28212,12.40463,0.24900
-9.3441,10.14183,2.06531,13.16502,0.25659
-9.3341,10.84419,1.87529,13.98175,0.26562
-9.3240,11.56783,1.71219,14.83537,0.27576
-9.3140,12.29550,1.57524,15.70399,0.28658
-9.3041,13.00891,1.46294,16.56415,0.29766
-9.2940,13.68956,1.37317,17.39193,0.30855
-9.2840,14.31958,1.30336,18.16403,0.31882
-9.2740,14.88253,1.25067,18.85881,0.32808
-9.2640,15.36407,1.21214,19.45722,0.33596
-9.2540,15.75267,1.18488,19.94367,0.34218
-9.2440,16.04022,1.16611,20.30682,0.34650
-9.2340,16.22247,1.15334,20.54025,0.34878
-9.2240,16.29930,1.14448,20.64273,0.34899
-9.2140,16.27469,1.13786,20.61831,0.34716
-9.2040,16.15657,1.13234,20.47612,0.34340
-9.1940,15.95647,1.12729,20.22997,0.33793
-9.1840,15.68901,1.12261,19.89770,0.33102
-9.1740,15.37123,1.11869,19.50034,0.32300
-9.1640,15.02179,1.11636,19.06112,0.31426
-9.1540,14.66004,1.11685,18.60432,0.30521
-9.1440,14.30524,1.12164,18.15420,0.29627
-9.1340,13.97576,1.13248,17.73409,0.28790
-9.1240,13.68832,1.15118,17.36533,0.28051
-9.1140,13.45715,1.17951,17.06619,0.27450
-9.1040,13.29350,1.21903,16.85118,0.27022
-9.0939,13.20526,1.27108,16.73068,0.26797
-9.0839,13.19679,1.33669,16.71056,0.26800
-9.0739,13.26874,1.41645,16.79203,0.27049
-9.0639,13.41819,1.51038,16.97169,0.27553
-9.0539,13.63881,1.61788,17.24178,0.28315
-9.0439,13.92121,1.73772,17.59059,0.29328
-9.0339,14.25341,1.86809,18.00310,0.30579
-9.0239,14.62142,2.00663,18.46165,0.32043
-9.0139,15.00993,2.15049,18.94679,0.33691
-9.0039,15.40284,2.29637,19.43805,0.35483
-8.9939,15.78394,2.44063,19.91473,0.37373
-8.9839,16.13736,2.57945,20.35655,0.39312
-8.9739,16.44813,2.70894,20.74433,0.41244
-8.9639,16.70283,2.82530,21.06085,0.43110
-8.9539,16.89008,2.92497,21.29152,0.44852
-8.9439,17.00090,3.00479,21.42474,0.46413
-8.9339,17.02886,3.06208,21.45223,0.47738
-8.9239,16.97021,3.09481,21.36911,0.48778
-8.9139,16.82396,3.10164,21.17407,0.49491
-8.9039,16.59193,3.08198,20.86938,0.49845
-8.8939,16.27855,3.03601,20.46060,0.49816
-8.8839,15.89053,2.96467,19.95624,0.49394
-8.8739,15.43669,2.86958,19.36748,0.48577
-8.8638,14.92767,2.75302,18.70775,0.47378
-8.8538,14.37546,2.61776,17.99221,0.45820
-8.8438,13.79298,2.46696,17.23714,0.43935
-8.8338,13.19366,2.30408,16.45942,0.41765
-8.8238,12.59104,2.13267,15.67605,0.39356
-8.8138,11.99843,1.95626,14.90367,0.36761
-8.8038,11.42858,1.77828,14.15815,0.34034
-8.7938,10.89321,1.60190,13.45407,0.31231
-8.7838,10.40283,1.42998,12.80450,0.28404
-8.7738,9.96660,1.26498,12.22079,0.25604
-8.7638,9.59217,1.10890,11.71244,0.22875
-8.7538,9.28565,0.96326,11.28700,0.20256
-8.7438,9.05158,0.82915,10.95013,0.17779
-8.7338,8.89292,0.70723,10.70554,0.15467
-8.7238,8.81102,0.59776,10.55496,0.13339
-8.7138,8.80571,0.50064,10.49831,0.11406
-8.7038,8.87544,0.41549,10.53382,0.09671
-8.6938,9.01740,0.34169,10.65821,0.08134
-8.6838,9.22761,0.27846,10.86671,0.06787
-8.6738,9.50095,0.22490,11.15320,0.05622
-8.6638,9.83138,0.18002,11.51038,0.04626
-8.6538,10.21202,0.14283,11.92989,0.03785
-8.6438,10.63532,0.11235,12.40253,0.03081
-8.6337,11.09317,0.08765,12.91837,0.02501
-8.6237,11.57699,0.06786,13.46689,0.02028
-8.6137,12.07783,0.05219,14.03703,0.01647
-8.6037,12.58649,0.03993,14.61749,0.01343
-8.5937,13.09376,0.03048,15.19692,0.01105
-8.5837,13.59056,0.02329,15.76417,0.00919
-8.5737,14.06806,0.01794,16.30843,0.00777
-8.5637,14.51768,0.01403,16.81931,0.00670
-8.5537,14.93129,0.01128,17.28699,0.00589
-8.5437,15.30133,0.00945,17.70251,0.00529
-8.5337,15.62100,0.00837,18.05792,0.00486
-8.5237,15.88424,0.00790,18.34631,0.00454
-8.5137,16.08593,0.00790,18.56198,0.00430
-8.5037,16.22197,0.00827,18.70061,0.00412
-8.4937,16.28938,0.00895,18.75928,0.00398
-8.4837,16.28618,0.00990,18.73633,0.00387
-8.4737,16.21143,0.01107,18.63137,0.00377
-8.4637,16.06532,0.01244,18.44534,0.00367
-8.4537,15.84919,0.01398,18.18052,0.00358
-8.4437,15.56533,0.01562,17.84021,0.00348
-8.4337,15.21690,0.01733,17.42860,0.00338
-8.4237,14.80794,0.01905,16.95082,0.00328
-8.4137,14.34342,0.02076,16.41288,0.00316
-8.4037,13.82901,0.02242,15.82150,0.00303
-8.3936,13.27105,0.02399,15.18393,0.00290
-8.3836,12.67640,0.02544,14.50791,0.00275
-8.3736,12.05234,0.02674,13.80149,0.00260
-8.3636,11.40655,0.02786,13.07306,0.00244
-8.3536,10.74697,0.02877,12.33119,0.00228
-8.3436,10.08178,0.02947,11.58474,0.00212
-8.3336,9.41927,0.02994,10.84262,0.00197
-8.3236,8.76766,0.03020,10.11368,0.00181
-8.3136,8.13502,0.03024,9.40667,0.00166
-8.3036,7.52920,0.03009,8.73015,0.00151
-8.2936,6.95771,0.02978,8.09240,0.00137
-8.2836,6.42756,0.02935,7.50126,0.00125
-8.2736,5.94513,0.02885,6.96396,0.00113
-8.2636,5.51599,0.02831,6.48692,0.00103
-8.2536,5.14473,0.02780,6.07554,0.00093
-8.2436,4.83488,0.02735,5.73408,0.00086
-8.2336,4.58875,0.02702,5.46548,0.00079
-8.2236,4.40734,0.02685,5.27117,0.00074
-8.2136,4.29014,0.02686,5.15086,0.00071
-8.2036,4.23508,0.02709,5.10245,0.00069
-8.1936,4.23855,0.02756,5.12199,0.00069
-8.1836,4.29550,0.02825,5.20382,0.00070
-8.1736,4.39955,0.02916,5.34063,0.00072
-8.1636,4.54314,0.03027,5.52365,0.00075
-8.1535,4.71752,0.03155,5.74266,0.00078
-8.1435,4.91302,0.03295,5.98622,0.00083
-8.1335,5.11941,0.03442,6.24218,0.00088
-8.1235,5.32628,0.03591,6.49813,0.00093
-8.1135,5.52344,0.03734,6.74184,0.00099
-8.1035,5.70116,0.03867,6.96158,0.00104
-8.0935,5.85049,0.03983,7.14652,0.00109
-8.0835,5.96364,0.04076,7.28722,0.00113
-8.0735,6.03426,0.04143,7.37595,0.00116
-8.0635,6.05760,0.04178,7.40691,0.00119
-8.0535,6.03064,0.04180,7.37635,0.00120
-8.0435,5.95222,0.04146,7.28282,0.00120
-8.0335,5.82305,0.04077,7.12711,0.00120
-8.0235,5.64544,0.03973,6.91200,0.00118
-8.0135,5.42322,0.03837,6.64213,0.00115
-8.0035,5.16155,0.03671,6.32375,0.00111
-7.9935,4.86666,0.03480,5.96445,0.00106
-7.9835,4.54552,0.03267,5.57274,0.00100
-7.9735,4.20555,0.03039,5.15768,0.00094
-7.9635,3.85426,0.02799,4.72842,0.00087
-7.9535,3.49887,0.02554,4.29382,0.00080
-7.9435,3.14608,0.02308,3.86211,0.00073
-7.9334,2.80189,0.02066,3.44067,0.00066
-7.9234,2.47152,0.01831,3.03592,0.00059
-7.9134,2.15929,0.01607,2.65321,0.00052
-7.9034,1.86853,0.01397,2.29663,0.00045
-7.8934,1.60149,0.01203,1.96901,0.00039
-7.8834,1.35949,0.01026,1.67198,0.00034
-7.8734,1.14301,0.00866,1.40616,0.00029
-7.8634,0.95180,0.00724,1.17126,0.00024
-7.8534,0.78497,0.00600,0.96624,0.00020
-7.8434,0.64118,0.00492,0.78946,0.00016
-7.8334,0.51870,0.00400,0.63884,0.00013
-7.8234,0.41559,0.00322,0.51199,0.00011
-7.8134,0.32979,0.00256,0.40639,0.00009
-7.8034,0.25918,0.00202,0.31947,0.00007
-7.7934,0.20174,0.00158,0.24873,0.00005
-7.7834,0.15552,0.00122,0.19179,0.00004
-7.7734,0.11874,0.00094,0.14646,0.00003
-7.7634,0.08978,0.00071,0.11077,0.00003
-7.7534,0.06724,0.00053,0.08298,0.00002
-7.7434,0.04987,0.00040,0.06156,0.00002
-7.7334,0.03664,0.00029,0.04524,0.00003
-7.7234,0.02667,0.00021,0.03293,0.00006
-7.7134,0.01924,0.00015,0.02375,0.00009
-7.7034,0.01376,0.00011,0.01698,0.00015
-7.6933,0.00976,0.00008,0.01202,0.00024
-7.6833,0.00686,0.00008,0.00840,0.00036
-7.6733,0.00478,0.00011,0.00580,0.00053
-7.6633,0.00336,0.00018,0.00397,0.00076
-7.6533,0.00243,0.00029,0.00272,0.00106
-7.6433,0.00187,0.00045,0.00191,0.00148
-7.6333,0.00170,0.00070,0.00151,0.00203
-7.6233,0.00194,0.00108,0.00155,0.00277
-7.6133,0.00254,0.00167,0.00195,0.00375
-7.6033,0.00345,0.00249,0.00261,0.00502
-7.5933,0.00467,0.00362,0.00350,0.00666
-7.5833,0.00626,0.00514,0.00466,0.00875
-7.5733,0.00831,0.00721,0.00615,0.01138
-7.5633,0.01094,0.01000,0.00805,0.01467
-7.5533,0.01427,0.01371,0.01043,0.01873
-7.5433,0.01844,0.01859,0.01339,0.02370
-7.5333,0.02363,0.02499,0.01705,0.02969
-7.5233,0.03003,0.03333,0.02153,0.03686
-7.5133,0.03785,0.04407,0.02697,0.04533
-7.5033,0.04733,0.05780,0.03352,0.05523
-7.4933,0.05871,0.07515,0.04134,0.06666
-7.4832,0.07223,0.09680,0.05057,0.07970
-7.4733,0.08814,0.12355,0.06135,0.09441
-7.4632,0.10668,0.15629,0.07384,0.11080
-7.4532,0.12811,0.19602,0.08818,0.12881
-7.4432,0.15267,0.24379,0.10450,0.14836
-7.4332,0.18056,0.30071,0.12294,0.16929
-7.4232,0.21198,0.36788,0.14358,0.19138
-7.4132,0.24706,0.44642,0.16649,0.21436
-7.4032,0.28588,0.53738,0.19171,0.23789
-7.3932,0.32850,0.64176,0.21926,0.26156
-7.3832,0.37492,0.76042,0.24913,0.28495
-7.3732,0.42510,0.89409,0.28129,0.30760
-7.3632,0.47896,1.04333,0.31570,0.32902
-7.3532,0.53636,1.20841,0.35230,0.34876
-7.3432,0.59708,1.38931,0.39097,0.36635
-7.3332,0.66085,1.58565,0.43155,0.38140
-7.3232,0.72739,1.79679,0.47393,0.39356
-7.3132,0.79644,2.02176,0.51801,0.40256
-7.3032,0.86770,2.25925,0.56368,0.40823
-7.2932,0.94088,2.50762,0.61086,0.41047
-7.2832,1.01568,2.76491,0.65945,0.40930
-7.2732,1.09184,3.02894,0.70942,0.40484
-7.2632,1.16916,3.29732,0.76075,0.39730
-7.2531,1.24746,3.56753,0.81349,0.38698
-7.2431,1.32665,3.83696,0.86771,0.37422
-7.2331,1.40666,4.10295,0.92350,0.35945
-7.2231,1.48750,4.36294,0.98104,0.34312
-7.2131,1.56931,4.61456,1.04054,0.32567
-7.2031,1.65227,4.85568,1.10227,0.30755
-7.1931,1.73668,5.08449,1.16657,0.28919
-7.1831,1.82292,5.29956,1.23378,0.27096
-7.1731,1.91143,5.49994,1.30435,0.25318
-7.1631,2.00280,5.68519,1.37874,0.23612
-7.1531,2.09771,5.85541,1.45750,0.21995
-7.1431,2.19690,6.01130,1.54121,0.20480
-7.1331,2.30123,6.15407,1.63047,0.19071
-7.1231,2.41159,6.28548,1.72591,0.17767
-7.1131,2.52887,6.40769,1.82813,0.16561
-7.1031,2.65392,6.52318,1.93763,0.15442
-7.0931,2.78752,6.63470,2.05488,0.14398
-7.0831,2.93037,6.74504,2.18020,0.13413
-7.0731,3.08302,6.85691,2.31378,0.12470
-7.0631,3.24577,6.97275,2.45559,0.11556
-7.0531,3.41872,7.09458,2.60539,0.10656
-7.0431,3.60173,7.22385,2.76273,0.09761
-7.0331,3.79429,7.36137,2.92686,0.08861
-7.0230,3.99552,7.50712,3.09672,0.07954
-7.0130,4.20427,7.66026,3.27100,0.07037
-7.0030,4.41915,7.81911,3.44824,0.06114
-6.9930,4.63857,7.98118,3.62681,0.05188
-6.9830,4.86078,8.14330,3.80495,0.04267
-6.9730,5.08388,8.30173,3.98085,0.03361
-6.9630,5.30598,8.45234,4.15271,0.02479
-6.9530,5.52522,8.59082,4.31882,0.01633
-6.9430,5.73989,8.71290,4.47762,0.00832
-6.9330,5.94842,8.81449,4.62773,0.00086
-6.9230,6.14948,8.89195,4.76801,-0.00596
-6.9130,6.34200,8.94222,4.89763,-0.01209
-6.9030,6.52525,8.96299,5.01606,-0.01746
-6.8930,6.69878,8.95276,5.12307,-0.02206
-6.8830,6.86247,8.91087,5.21872,-0.02589
-6.8730,7.01649,8.83754,5.30339,-0.02895
-6.8630,7.16123,8.73377,5.37767,-0.03128
-6.8530,7.29715,8.60129,5.44230,-0.03294
-6.8430,7.42481,8.44245,5.49814,-0.03400
-6.8330,7.54478,8.26004,5.54609,-0.03453
-6.8230,7.65774,8.05715,5.58715,-0.03462
-6.8130,7.76436,7.83704,5.62235,-0.03435
-6.8030,7.86536,7.60307,5.65271,-0.03381
-6.7930,7.96149,7.35856,5.67927,-0.03308
-6.7829,8.05356,7.10667,5.70305,-0.03224
-6.7729,8.14243,6.85033,5.72509,-0.03137
-6.7629,8.22905,6.59225,5.74641,-0.03052
-6.7529,8.31463,6.33491,5.76812,-0.02975
-6.7429,8.40070,6.08061,5.79143,-0.02911
-6.7329,8.48928,5.83138,5.81779,-0.02865
-6.7229,8.58292,5.58912,5.84884,-0.02838
-6.7129,8.68477,5.35564,5.88652,-0.02834
-6.7029,8.79863,5.13271,5.93307,-0.02854
-6.6929,8.92916,4.92205,5.99118,-0.02900
-6.6829,9.08188,4.72537,6.06398,-0.02972
-6.6729,9.26312,4.54439,6.15507,-0.03071
-6.6629,9.47977,4.38072,6.26832,-0.03196
-6.6529,9.73900,4.23583,6.40776,-0.03349
-6.6429,10.04827,4.11103,6.57757,-0.03529
-6.6329,10.41519,4.00741,6.78207,-0.03736
-6.6229,10.84720,3.92573,7.02546,-0.03970
-6.6129,11.35108,3.86640,7.31162,-0.04231
-6.6029,11.93254,3.82938,7.64386,-0.04518
-6.5929,12.59593,3.81405,8.02472,-0.04832
-6.5829,13.34378,3.81925,8.45568,-0.05171
-6.5729,14.17643,3.84326,8.93699,-0.05537
-6.5629,15.09186,3.88381,9.46752,-0.05929
-6.5529,16.08550,3.93817,10.04467,-0.06347
-6.5428,17.15025,4.00319,10.66435,-0.06790
-6.5328,18.27654,4.07547,11.32102,-0.07259
-6.5228,19.45246,4.15142,12.00776,-0.07751
-6.5128,20.66402,4.22740,12.71636,-0.08268
-6.5028,21.89550,4.29986,13.43759,-0.08807
-6.4928,23.13010,4.36554,14.16152,-0.09368
-6.4828,24.35064,4.42158,14.87797,-0.09948
-6.4728,25.54026,4.46566,15.57689,-0.10546
-6.4628,26.68291,4.49616,16.24869,-0.11160
-6.4528,27.76389,4.51211,16.88454,-0.11787
-6.4428,28.77030,4.51326,17.47665,-0.12425
-6.4328,29.69160,4.50010,18.01860,-0.13072
-6.4228,30.51993,4.47382,18.50557,-0.13725
-6.4128,31.25023,4.43622,18.93438,-0.14381
-6.4028,31.88017,4.38966,19.30346,-0.15037
-6.3928,32.41018,4.33690,19.61289,-0.15691
-6.3828,32.84318,4.28093,19.86427,-0.16340
-6.3728,33.18422,4.22489,20.06049,-0.16980
-6.3628,33.44005,4.17185,20.20548,-0.17611
-6.3528,33.61876,4.12468,20.30402,-0.18229
-6.3428,33.72959,4.08593,20.36160,-0.18832
-6.3327,33.78262,4.05777,20.38425,-0.19416
-6.3228,33.78838,4.04187,20.37831,-0.19980
-6.3127,33.75764,4.03938,20.35032,-0.20521
-6.3027,33.70147,4.05095,20.30700,-0.21035
-6.2927,33.63123,4.07671,20.25528,-0.21520
-6.2827,33.55837,4.11630,20.20215,-0.21972
-6.2727,33.49463,4.16892,20.15476,-0.22389
-6.2627,33.45215,4.23345,20.12044,-0.22769
-6.2527,33.44346,4.30852,20.10676,-0.23108
-6.2427,33.48139,4.39251,20.12136,-0.23407
-6.2327,33.57887,4.48366,20.17193,-0.23663
-6.2227,33.74881,4.58011,20.26604,-0.23877
-6.2127,34.00369,4.67995,20.41096,-0.24049
-6.2027,34.35510,4.78126,20.61332,-0.24181
-6.1927,34.81321,4.88205,20.87882,-0.24276
-6.1827,35.38622,4.98031,21.21189,-0.24336
-6.1727,36.07965,5.07397,21.61533,-0.24366
-6.1627,36.89566,5.16086,22.08989,-0.24369
-6.1527,37.83280,5.23876,22.63413,-0.24351
-6.1427,38.88573,5.30536,23.24428,-0.24314
-6.1327,40.04502,5.35828,23.91410,-0.24264
-6.1227,41.29700,5.39515,24.63488,-0.24203
-6.1127,42.62392,5.41363,25.39553,-0.24135
-6.1026,44.00428,5.41148,26.18278,-0.24061
-6.0926,45.41344,5.38669,26.98158,-0.23983
-6.0826,46.82463,5.33752,27.77567,-0.23900
-6.0726,48.20992,5.26267,28.54815,-0.23813
-6.0626,49.54118,5.16135,29.28209,-0.23719
-6.0526,50.79103,5.03335,29.96105,-0.23619
-6.0426,51.93385,4.87911,30.56976,-0.23509
-6.0326,52.94693,4.69976,31.09477,-0.23387
-6.0226,53.81129,4.49709,31.52490,-0.23253
-6.0126,54.51227,4.27355,31.85163,-0.23105
-6.0026,55.03996,4.03214,32.06930,-0.22942
-5.9926,55.38949,3.77631,32.17533,-0.22764
-5.9826,55.56118,3.50987,32.17028,-0.22571
-5.9726,55.56036,3.23685,32.05774,-0.22365
-5.9626,55.39689,2.96131,31.84408,-0.22145
-5.9526,55.08449,2.68723,31.53805,-0.21915
-5.9426,54.64010,2.41836,31.15038,-0.21676
-5.9326,54.08299,2.15815,30.69332,-0.21429
-5.9226,53.43391,1.90957,30.18007,-0.21178
-5.9126,52.71435,1.67511,29.62436,-0.20922
-5.9026,51.94589,1.45670,29.04006,-0.20663
-5.8926,51.14924,1.25569,28.44068,-0.20402
-5.8826,50.34350,1.07288,27.83883,-0.20139
-5.8726,49.54568,0.90856,27.24594,-0.19875
-5.8625,48.77055,0.76256,26.67218,-0.19609
-5.8525,48.03054,0.63432,26.12636,-0.19341
-5.8425,47.33560,0.52295,25.61580,-0.19071
-5.8325,46.69285,0.42731,25.14613,-0.18798
-5.8225,46.10666,0.34609,24.72123,-0.18522
-5.8125,45.57901,0.27787,24.34348,-0.18242
-5.8025,45.10985,0.22119,24.01385,-0.17960
-5.7925,44.69733,0.17461,23.73208,-0.17674
-5.7825,44.33811,0.13676,23.49683,-0.17385
-5.7725,44.02768,0.10636,23.30581,-0.17092
-5.7625,43.76073,0.08222,23.15599,-0.16795
-5.7525,43.53134,0.06327,23.04368,-0.16492
-5.7425,43.33308,0.04855,22.96464,-0.16184
-5.7325,43.15937,0.03727,22.91427,-0.15868
-5.7225,43.00385,0.02875,22.88785,-0.15542
-5.7125,42.86052,0.02240,22.88064,-0.15203
-5.7025,42.72377,0.01772,22.88795,-0.14849
-5.6925,42.58842,0.01432,22.90520,-0.14478
-5.6825,42.44985,0.01192,22.92799,-0.14087
-5.6725,42.30391,0.01028,22.95219,-0.13674
-5.6625,42.14705,0.00921,22.97391,-0.13236
-5.6525,41.97634,0.00850,22.98963,-0.12774
-5.6425,41.78964,0.00804,22.99629,-0.12286
-5.6325,41.58546,0.00776,22.99125,-0.11773
-5.6224,41.36275,0.00765,22.97221,-0.11237
-5.6124,41.12089,0.00767,22.93723,-0.10680
-5.6024,40.85994,0.00776,22.88485,-0.10108
-5.5924,40.58071,0.00787,22.81412,-0.09523
-5.5824,40.28477,0.00794,22.72463,-0.08931
-5.5724,39.97446,0.00797,22.61653,-0.08338
-5.5624,39.65302,0.00793,22.49063,-0.07749
-5.5524,39.32455,0.00782,22.34836,-0.07170
-5.5424,38.99386,0.00764,22.19171,-0.06608
-5.5324,38.66642,0.00739,22.02317,-0.06066
-5.5224,38.34831,0.00708,21.84572,-0.05551
-5.5124,38.04616,0.00670,21.66288,-0.05067
-5.5024,37.76692,0.00625,21.47855,-0.04618
-5.4924,37.51735,0.00570,21.29677,-0.04208
-5.4824,37.30374,0.00506,21.12154,-0.03838
-5.4724,37.13169,0.00428,20.95672,-0.03511
-5.4624,37.00564,0.00334,20.80578,-0.03228
-5.4524,36.92850,0.00220,20.67157,-0.02990
-5.4424,36.90131,0.00080,20.55617,-0.02798
-5.4324,36.92311,-0.00093,20.46080,-0.02649
-5.4224,36.99071,-0.00307,20.38564,-0.02544
-5.4123,37.09867,-0.00573,20.32982,-0.02481
-5.4024,37.23931,-0.00902,20.29136,-0.02457
-5.3923,37.40285,-0.01306,20.26730,-0.02469
-5.3823,37.57767,-0.01801,20.25378,-0.02514
-5.3723,37.75087,-0.02403,20.24629,-0.02586
-5.3623,37.90878,-0.03128,20.23992,-0.02681
-5.3523,38.03751,-0.03995,20.22955,-0.02793
-5.3423,38.12323,-0.05021,20.20999,-0.02915
-5.3323,38.15272,-0.06224,20.17623,-0.03042
-5.3223,38.11399,-0.07617,20.12371,-0.03166
-5.3123,37.99685,-0.09215,20.04857,-0.03282
-5.3023,37.79339,-0.11026,19.94783,-0.03383
-5.2923,37.49823,-0.13056,19.81951,-0.03463
-5.2823,37.10862,-0.15305,19.66262,-0.03516
-5.2723,36.62434,-0.17768,19.47710,-0.03537
-5.2623,36.04767,-0.20432,19.26374,-0.03522
-5.2523,35.38337,-0.23278,19.02419,-0.03468
-5.2423,34.63852,-0.26283,18.76082,-0.03372
-5.2323,33.82210,-0.29414,18.47663,-0.03231
-5.2223,32.94452,-0.32636,18.17495,-0.03044
-5.2123,32.01724,-0.35906,17.85931,-0.02808
-5.2023,31.05236,-0.39181,17.53332,-0.02524
-5.1923,30.06224,-0.42414,17.20049,-0.02187
-5.1822,29.05907,-0.45557,16.86418,-0.01797
-5.1723,28.05447,-0.48564,16.52738,-0.01351
-5.1622,27.05928,-0.51391,16.19281,-0.00846
-5.1522,26.08345,-0.53997,15.86285,-0.00279
-5.1422,25.13582,-0.56346,15.53954,0.00353
-5.1322,24.22391,-0.58408,15.22453,0.01054
-5.1222,23.35385,-0.60159,14.91910,0.01826
-5.1122,22.53043,-0.61582,14.62431,0.02671
-5.1022,21.75705,-0.62665,14.34085,0.03588
-5.0922,21.03574,-0.63404,14.06913,0.04575
-5.0822,20.36739,-0.63800,13.80936,0.05627
-5.0722,19.75185,-0.63861,13.56168,0.06738
-5.0622,19.18804,-0.63599,13.32609,0.07895
-5.0522,18.67391,-0.63032,13.10247,0.09085
-5.0422,18.20657,-0.62181,12.89054,0.10292
-5.0322,17.78256,-0.61074,12.68999,0.11494
-5.0222,17.39805,-0.59738,12.50059,0.12669
-5.0122,17.04887,-0.58208,12.32211,0.13794
-5.0022,16.73065,-0.56522,12.15442,0.14842
-4.9922,16.43894,-0.54718,11.99744,0.15789
-4.9822,16.16934,-0.52840,11.85120,0.16610
-4.9722,15.91753,-0.50933,11.71577,0.17285
-4.9622,15.67941,-0.49042,11.59134,0.17793
-4.9521,15.45108,-0.47212,11.47820,0.18120
-4.9421,15.22898,-0.45488,11.37678,0.18254
-4.9321,15.00989,-0.43913,11.28760,0.18190
-4.9221,14.79083,-0.42525,11.21112,0.17927
-4.9121,14.56890,-0.41359,11.14762,0.17470
-4.9021,14.34132,-0.40442,11.09728,0.16828
-4.8921,14.10563,-0.39795,11.06018,0.16014
-4.8821,13.85961,-0.39429,11.03627,0.15048
-4.8721,13.60107,-0.39350,11.02525,0.13951
-4.8621,13.32792,-0.39552,11.02659,0.12744
-4.8521,13.03829,-0.40025,11.03961,0.11453
-4.8421,12.73060,-0.40748,11.06346,0.10102
-4.8321,12.40362,-0.41698,11.09721,0.08716
-4.8221,12.05668,-0.42844,11.13990,0.07319
-4.8121,11.68976,-0.44154,11.19066,0.05931
-4.8021,11.30351,-0.45594,11.24868,0.04573
-4.7921,10.89923,-0.47131,11.31330,0.03261
-4.7821,10.47887,-0.48735,11.38395,0.02009
-4.7721,10.04514,-0.50378,11.46024,0.00828
-4.7621,9.60140,-0.52035,11.54185,-0.00273
-4.7521,9.15162,-0.53689,11.62857,-0.01286
-4.7421,8.70027,-0.55327,11.72027,-0.02209
-4.7321,8.25213,-0.56941,11.81681,-0.03037
-4.7221,7.81205,-0.58529,11.91789,-0.03770
-4.7120,7.38464,-0.60094,12.02296,-0.04407
-4.7020,6.97420,-0.61637,12.13110,-0.04950
-4.6920,6.58454,-0.63163,12.24103,-0.05398
-4.6820,6.21884,-0.64680,12.35110,-0.05753
-4.6720,5.87958,-0.66194,12.45926,-0.06018
-4.6620,5.56832,-0.67709,12.56308,-0.06194
-4.6520,5.28578,-0.69231,12.65981,-0.06283
-4.6420,5.03182,-0.70761,12.74653,-0.06289
-4.6320,4.80558,-0.72297,12.82020,-0.06213
-4.6220,4.60556,-0.73839,12.87781,-0.06060
-4.6120,4.42969,-0.75381,12.91655,-0.05832
-4.6020,4.27554,-0.76917,12.93398,-0.05535
-4.5920,4.14046,-0.78441,12.92816,-0.05172
-4.5820,4.02174,-0.79947,12.89784,-0.04749
-4.5720,3.91669,-0.81429,12.84254,-0.04273
-4.5620,3.82279,-0.82882,12.76267,-0.03751
-4.5520,3.73776,-0.84303,12.65956,-0.03190
-4.5420,3.65965,-0.85691,12.53548,-0.02598
-4.5320,3.58689,-0.87047,12.39365,-0.01982
-4.5220,3.51834,-0.88374,12.23813,-0.01351
-4.5120,3.45329,-0.89675,12.07372,-0.00711
-4.5020,3.39142,-0.90959,11.90580,-0.00069
-4.4920,3.33268,-0.92230,11.74017,0.00568
