# lindo2_mp-1222355 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 12.131 eV. Gap is the fixed-occ nscf value (-0.028 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,Nd_d,Nd_f,Nd_p,Nd_s,O_p,O_s
-21.002,-33.1331,0,0,0,0,0,0,0,0
-20.992,-33.1231,0,0,0,0,0,0,0,0
-20.982,-33.1131,0,0,0,0,0,0,0,0
-20.972,-33.1031,0,0,0,0,0,0,0,0
-20.962,-33.0931,0,0,0,0,0,0,0,0
-20.952,-33.0831,0,0,0,0,0,0,0,0
-20.942,-33.0731,0,0,0,0,0,0,0,0
-20.932,-33.0631,0,0,0,0,0,0,0,0
-20.922,-33.0531,0,0,0,0,0,0,0,0
-20.912,-33.0431,0,0,0,0,0,0,0,0
-20.902,-33.0331,0,0,0,0,0,0,0,0
-20.892,-33.0231,0,0,0,0,0,0,0,0
-20.882,-33.0131,0,0,0,0,0,0,0,0
-20.872,-33.0031,0,0,0,0,0,0,0,0
-20.862,-32.9931,0,0,0,0,0,0,0,0
-20.852,-32.9831,0,0,0,0,0,0,0,0
-20.842,-32.9731,0,0,0,0,0,0,0,0
-20.832,-32.9631,0,0,0,0,0,0,0,0
-20.822,-32.9531,0,0,0,0,0,0,0,0
-20.812,-32.9431,0,0,0,0,0,0,0,0
-20.802,-32.9331,0,0,0,0,0,0,0,0
-20.792,-32.9231,0,0,0,0,0,0,0,0
-20.782,-32.9131,0,0,0,0,0,0,0,0
-20.772,-32.9031,0,0,0,0,0,0,0,0
-20.762,-32.8931,0,0,0,0,0,0,0,0
-20.752,-32.8831,0,0,0,0,0,0,0,0
-20.742,-32.8731,0,0,0,0,0,0,0,0
-20.732,-32.8631,0,0,0,0,0,0,0,0
-20.722,-32.8531,0,0,0,0,0,0,0,0
-20.712,-32.8431,0,0,0,0,0,0,0,0
-20.702,-32.8331,0,0,0,0,0,0,0,0
-20.692,-32.8231,0,0,0,0,0,0,0,0
-20.682,-32.8131,0,0,0,0,0,0,0,0
-20.672,-32.8031,0,0,0,0,0,0,0,0
-20.662,-32.7931,0,0,0,0,0,0,0,0
-20.652,-32.7831,0,0,0,0,0,0,0,0
-20.642,-32.7731,0,0,0,0,0,0,0,0
-20.632,-32.7631,0,0,0,0,0,0,0,0
-20.622,-32.7531,0,0,0,0,0,0,0,0
-20.612,-32.7431,0,0,0,0,0,0,0,0
-20.602,-32.7331,0,0,0,0,0,0,0,0
-20.592,-32.7231,0,0,0,0,0,0,0,0
-20.582,-32.7131,0,0,0,0,0,0,0,0
-20.572,-32.7031,0,0,0,0,0,0,0,0
-20.562,-32.6931,0,0,0,0,0,0,0,0
-20.552,-32.6831,0,0,0,0,0,0,0,0
-20.542,-32.6731,0,0,0,0,0,0,0,0
-20.532,-32.6631,0,0,0,0,0,0,0,0
-20.522,-32.6531,0,0,0,0,0,0,0,0
-20.512,-32.6431,0,0,0,0,0,0,0,0
-20.502,-32.6331,0,0,0,0,0,0,0,0
-20.492,-32.6231,0,0,0,0,0,0,0,0
-20.482,-32.6131,0,0,0,0,0,0,0,0
-20.472,-32.6031,0,0,0,0,0,0,0,0
-20.462,-32.5931,0,0,0,0,0,0,0,0
-20.452,-32.5831,0,0,0,0,0,0,0,0
-20.442,-32.5731,0,0,0,0,0,0,0,0
-20.432,-32.5631,0,0,0,0,0,0,0,0
-20.422,-32.5531,0,0,0,0,0,0,0,0
-20.412,-32.5431,0,0,0,0,0,0,0,0
-20.402,-32.5331,0,0,0,0,0,0,0,0
-20.392,-32.5231,0,0,0,0,0,0,0,0
-20.382,-32.5131,0,0,0,0,0,0,0,0
-20.372,-32.5031,0,0,0,0,0,0,0,0
-20.362,-32.4931,0,0,0,0,0,0,0,0
-20.352,-32.4831,0,0,0,0,0,0,0,0
-20.342,-32.4731,0,0,0,0,0,0,0,0
-20.332,-32.4631,0,0,0,0,0,0,0,0
-20.322,-32.4531,0,0,0,0,0,0,0,0
-20.312,-32.4431,0,0,0,0,0,0,0,0
-20.302,-32.4331,0,0,0,0,0,0,0,0
-20.292,-32.4231,0,0,0,0,0,0,0,0
-20.282,-32.4131,0,0,0,0,0,0,0,0
-20.272,-32.4031,0,0,0,0,0,0,0,0
-20.262,-32.3931,0,0,0,0,0,0,0,0
-20.252,-32.3831,0,0,0,0,0,0,0,0
-20.242,-32.3731,0,0,0,0,0,0,0,0
-20.232,-32.3631,0,0,0,0,0,0,0,0
-20.222,-32.3531,0,0,0,0,0,0,0,0
-20.212,-32.3431,0,0,0,0,0,0,0,0
-20.202,-32.3331,0,0,0,0,0,0,0,0
-20.192,-32.3231,0,0,0,0,0,0,0,0
-20.182,-32.3131,0,0,0,0,0,0,0,0
-20.172,-32.3031,0,0,0,0,0,0,0,0
-20.162,-32.2931,0,0,0,0,0,0,0,0
-20.152,-32.2831,0,0,0,0,0,0,0,0
-20.142,-32.2731,0,0,0,0,0,0,0,0
-20.132,-32.2631,0,0,0,0,0,0,0,0
-20.122,-32.2531,0,0,0,0,0,0,0,0
-20.112,-32.2431,0,0,0,0,0,0,0,0
-20.102,-32.2331,0,0,0,0,0,0,0,0
-20.092,-32.2231,0,0,0,0,0,0,0,0
-20.082,-32.2131,0,0,0,0,0,0,0,0
-20.072,-32.2031,0,0,0,0,0,0,0,0
-20.062,-32.1931,0,0,0,0,0,0,0,0
-20.052,-32.1831,0,0,0,0,0,0,0,0
-20.042,-32.1731,0,0,0,0,0,0,0,0
-20.032,-32.1631,0,0,0,0,0,0,0,0
-20.022,-32.1531,0,0,0,0,0,0,0,0
-20.012,-32.1431,0,0,0,0,0,0,0,0
-20.002,-32.1331,0,0,0,0,0,0,0,0
-19.992,-32.1231,0,0,0,0,0,0,0,0
-19.982,-32.1131,0,0,0,0,0,0,0,0
-19.972,-32.1031,0,0,0,0,0,0,0,0
-19.962,-32.0931,0,0,0,0,0,0,0,0
-19.952,-32.0831,0,0,0,0,0,0,0,0
-19.942,-32.0731,0,0,0,0,0,0,0,0
-19.932,-32.0631,0,0,0,0,0,0,0,0
-19.922,-32.0531,0,0,0,0,0,0,0,0
-19.912,-32.0431,0,0,0,0,0,0,0,0
-19.902,-32.0331,0,0,0,0,0,0,0,0
-19.892,-32.0231,0,0,0,0,0,0,0,0
-19.882,-32.0131,0,0,0,0,0,0,0,0
-19.872,-32.0031,0,0,0,0,0,0,0,0
-19.862,-31.9931,0,0,0,0,0,0,0,0
-19.852,-31.9831,0,0,0,0,0,0,0,0
-19.842,-31.9731,0,0,0,0,0,0,0,0
-19.832,-31.9631,0,0,0,0,0,0,0,0
-19.822,-31.9531,0,0,0,0,0,0,0,0
-19.812,-31.9431,0,0,0,0,0,0,0,0
-19.802,-31.9331,0,0,0,0,0,0,0,0
-19.792,-31.9231,0,0,0,0,0,0,0,0
-19.782,-31.9131,0,0,0,0,0,0,0,0
-19.772,-31.9031,0,0,0,0,0,0,0,0
-19.762,-31.8931,0,0,0,0,0,0,0,0
-19.752,-31.8831,0,0,0,0,0,0,0,0
-19.742,-31.8731,0,0,0,0,0,0,0,0
-19.732,-31.8631,0,0,0,0,0,0,0,0
-19.722,-31.8531,0,0,0,0,0,0,0,0
-19.712,-31.8431,0,0,0,0,0,0,0,0
-19.702,-31.8331,0,0,0,0,0,0,0,0
-19.692,-31.8231,0,0,0,0,0,0,0,0
-19.682,-31.8131,0,0,0,0,0,0,0,0
-19.672,-31.8031,0,0,0,0,0,0,0,0
-19.662,-31.7931,0,0,0,0,0,0,0,0
-19.652,-31.7831,0,0,0,0,0,0,0,0
-19.642,-31.7731,0,0,0,0,0,0,0,0
-19.632,-31.7631,0,0,0,0,0,0,0,0
-19.622,-31.7531,0,0,0,0,0,0,0,0
-19.612,-31.7431,0,0,0,0,0,0,0,0
-19.602,-31.7331,0,0,0,0,0,0,0,0
-19.592,-31.7231,0,0,0,0,0,0,0,0
-19.582,-31.7131,0,0,0,0,0,0,0,0
-19.572,-31.7031,0,0,0,0,0,0,0,0
-19.562,-31.6931,0,0,0,0,0,0,0,0
-19.552,-31.6831,0,0,0,0,0,0,0,0
-19.542,-31.6731,0,0,0,0,0,0,0,0
-19.532,-31.6631,0,0,0,0,0,0,0,0
-19.522,-31.6531,0,0,0,0,0,0,0,0
-19.512,-31.6431,0,0,0,0,0,0,0,0
-19.502,-31.6331,0,0,0,0,0,0,0,0
-19.492,-31.6231,0,0,0,0,0,0,0,0
-19.482,-31.6131,0,0,0,0,0,0,0,0
-19.472,-31.6031,0,0,0,0,0,0,0,0
-19.462,-31.5931,0,0,0,0,0,0,0,0
-19.452,-31.5831,0,0,0,0,0,0,0,0
-19.442,-31.5731,0,0,0,0,0,0,0,0
-19.432,-31.5631,0,0,0,0,0,0,0,0
-19.422,-31.5531,0,0,0,0,0,0,0,0
-19.412,-31.5431,0,0,0,0,0,0,0,0
-19.402,-31.5331,0,0,0,0,0,0,0,0
-19.392,-31.5231,0,0,0,0,0,0,0,0
-19.382,-31.5131,0,0,0,0,0,0,0,0
-19.372,-31.5031,0,0,0,0,0,0,0,0
-19.362,-31.4931,0,0,0,0,0,0,0,0
-19.352,-31.4831,0,0,0,0,0,0,0,0
-19.342,-31.4731,0,0,0,0,0,0,0,0
-19.332,-31.4631,0,0,0,0,0,0,0,0
-19.322,-31.4531,0,0,0,0,0,0,0,0
-19.312,-31.4431,0,0,0,0,0,0,0,0
-19.302,-31.4331,0,0,0,0,0,0,0,0
-19.292,-31.4231,0,0,0,0,0,0,0,0
-19.282,-31.4131,0,0,0,0,0,0,0,0
-19.272,-31.4031,0,0,0,0,0,0,0,0
-19.262,-31.3931,0,0,0,0,0,0,0,0
-19.252,-31.3831,0,0,0,0,0,0,0,0
-19.242,-31.3731,0,0,0,0,0,0,0,0
-19.232,-31.3631,0,0,0,0,0,0,0,0
-19.222,-31.3531,0,0,0,0,0,0,0,0
-19.212,-31.3431,0,0,0,0,0,0,0,0
-19.202,-31.3331,0,0,0,0,0,0,0,0
-19.192,-31.3231,0,0,0,0,0,0,0,0
-19.182,-31.3131,0,0,0,0,0,0,0,0
-19.172,-31.3031,0,0,0,0,0,0,0,0
-19.162,-31.2931,0,0,0,0,0,0,0,0
-19.152,-31.2831,0,0,0,0,0,0,0,0
-19.142,-31.2731,0,0,0,0,0,0,0,0
-19.132,-31.2631,0,0,0,0,0,0,0,0
-19.122,-31.2531,0,0,0,0,0,0,0,0
-19.112,-31.2431,0,0,0,0,0,0,0,0
-19.102,-31.2331,0,0,0,0,0,0,0,0
-19.092,-31.2231,0,0,0,0,0,0,0,0
-19.082,-31.2131,0,0,0,0,0,0,0,0
-19.072,-31.2031,0,0,0,0,0,0,0,0
-19.062,-31.1931,0,0,0,0,0,0,0,0
-19.052,-31.1831,0,0,0,0,0,0,0,0
-19.042,-31.1731,0,0,0,0,0,0,0,0
-19.032,-31.1631,0,0,0,0,0,0,0,0
-19.022,-31.1531,0,0,0,0,0,0,0,0
-19.012,-31.1431,0,0,0,0,0,0,0,0
-19.002,-31.1331,0,0,0,0,0,0,0,0
-18.992,-31.1231,0,0,0,0,0,0,0,0
-18.982,-31.1131,0,0,0,0,0,0,0,0
-18.972,-31.1031,0,0,0,0,0,0,0,0
-18.962,-31.0931,0,0,0,0,0,0,0,0
-18.952,-31.0831,0,0,0,0,0,0,0,0
-18.942,-31.0731,0,0,0,0,0,0,0,0
-18.932,-31.0631,0,0,0,0,0,0,0,0
-18.922,-31.0531,0,0,0,0,0,0,0,0
-18.912,-31.0431,0,0,0,0,0,0,0,0
-18.902,-31.0331,0,0,0,0,0,0,0,0
-18.892,-31.0231,0,0,0,0,0,0,0,0
-18.882,-31.0131,0,0,0,0,0,0,0,0
-18.872,-31.0031,0,0,0,0,0,0,0,0
-18.862,-30.9931,0,0,0,0,0,0,0,0
-18.852,-30.9831,0,0,0,0,0,0,0,0
-18.842,-30.9731,0,0,0,0,0,0,0,0
-18.832,-30.9631,0,0,0,0,0,0,0,0
-18.822,-30.9531,0,0,0,0,0,0,0,0
-18.812,-30.9431,0,0,0,0,0,0,0,0
-18.802,-30.9331,0,0,0,0,0,0,0,0
-18.792,-30.9231,0,0,0,0,0,0,0,0
-18.782,-30.9131,0,0,0,0,0,0,0,0
-18.772,-30.9031,0,0,0,0,0,0,0,0
-18.762,-30.8931,0,0,0,0,0,0,0,0
-18.752,-30.8831,0,0,0,0,0,0,0,0
-18.742,-30.8731,0,0,0,0,0,0,0,0
-18.732,-30.8631,0,0,0,0,0,0,0,0
-18.722,-30.8531,0,0,0,0,0,0,0,0
-18.712,-30.8431,0,0,0,0,0,0,0,0
-18.702,-30.8331,0,0,0,0,0,0,0,0
-18.692,-30.8231,0,0,0,0,0,0,0,0
-18.682,-30.8131,0,0,0,0,0,0,0,0
-18.672,-30.8031,0,0,0,0,0,0,0,0
-18.662,-30.7931,0,0,0,0,0,0,0,0
-18.652,-30.7831,0,0,0,0,0,0,0,0
-18.642,-30.7731,0,0,0,0,0,0,0,0
-18.632,-30.7631,0,0,0,0,0,0,0,0
-18.622,-30.7531,0,0,0,0,0,0,0,0
-18.612,-30.7431,0,0,0,0,0,0,0,0
-18.602,-30.7331,0,0,0,0,0,0,0,0
-18.592,-30.7231,0,0,0,0,0,0,0,0
-18.582,-30.7131,0,0,0,0,0,0,0,0
-18.572,-30.7031,0,0,0,0,0,0,0,0
-18.562,-30.6931,0,0,0,0,0,0,0,0
-18.552,-30.6831,0,0,0,0,0,0,0,0
-18.542,-30.6731,0,0,0,0,0,0,0,0
-18.532,-30.6631,0,0,0,0,0,0,0,0
-18.522,-30.6531,0,0,0,0,0,0,0,0
-18.512,-30.6431,0,0,0,0,0,0,0,0
-18.502,-30.6331,0,0,0,0,0,0,0,0
-18.492,-30.6231,0,0,0,0,0,0,0,0
-18.482,-30.6131,0,0,0,0,0,0,0,0
-18.472,-30.6031,0,0,0,0,0,0,0,0
-18.462,-30.5931,0,0,0,0,0,0,0,0
-18.452,-30.5831,0,0,0,0,0,0,0,0
-18.442,-30.5731,0,0,0,0,0,0,0,0
-18.432,-30.5631,0,0,0,0,0,0,0,0
-18.422,-30.5531,0,0,0,0,0,0,0,0
-18.412,-30.5431,0,0,0,0,0,0,0,0
-18.402,-30.5331,0,0,0,0,0,0,0,0
-18.392,-30.5231,0,0,0,0,0,0,0,0
-18.382,-30.5131,0,0,0,0,0,0,0,0
-18.372,-30.5031,0,0,0,0,0,0,0,0
-18.362,-30.4931,0,0,0,0,0,0,0,0
-18.352,-30.4831,0,0,0,0,0,0,0,0
-18.342,-30.4731,0,0,0,0,0,0,0,0
-18.332,-30.4631,0,0,0,0,0,0,0,0
-18.322,-30.4531,0,0,0,0,0,0,0,0
-18.312,-30.4431,0,0,0,0,0,0,0,0
-18.302,-30.4331,0,0,0,0,0,0,0,0
-18.292,-30.4231,0,0,0,0,0,0,0,0
-18.282,-30.4131,0,0,0,0,0,0,0,0
-18.272,-30.4031,0,0,0,0,0,0,0,0
-18.262,-30.3931,0,0,0,0,0,0,0,0
-18.252,-30.3831,0,0,0,0,0,0,0,0
-18.242,-30.3731,0,0,0,0,0,0,0,0
-18.232,-30.3631,0,0,0,0,0,0,0,0
-18.222,-30.3531,0,0,0,0,0,0,0,0
-18.212,-30.3431,0,0,0,0,0,0,0,0
-18.202,-30.3331,0,0,0,0,0,0,0,0
-18.192,-30.3231,0,0,0,0,0,0,0,0
-18.182,-30.3131,0,0,0,0,0,0,0,0
-18.172,-30.3031,0,0,0,0,0,0,0,0
-18.162,-30.2931,0,0,0,0,0,0,0,0
-18.152,-30.2831,0,0,0,0,0,0,0,0
-18.142,-30.2731,0,0,0,0,0,0,0,0
-18.132,-30.2631,0,0,0,0,0,0,0,0
-18.122,-30.2531,0,0,0,0,0,0,0,0
-18.112,-30.2431,0,0,0,0,0,0,0,0
-18.102,-30.2331,0,0,0,0,0,0,0,0
-18.092,-30.2231,0,0,0,0,0,0,0,0
-18.082,-30.2131,0,0,0,0,0,0,0,0
-18.072,-30.2031,0,0,0,0,0,0,0,0
-18.062,-30.1931,0,0,0,0,0,0,0,0
-18.052,-30.1831,0,0,0,0,0,0,0,0
-18.042,-30.1731,0,0,0,0,0,0,0,0
-18.032,-30.1631,0,0,0,0,0,0,0,0
-18.022,-30.1531,0,0,0,0,0,0,0,0
-18.012,-30.1431,0,0,0,0,0,0,0,0
-18.002,-30.1331,0,0,0,0,0,0,0,0
-17.992,-30.1231,0,0,0,0,0,0,0,0
-17.982,-30.1131,0,0,0,0,0,0,0,0
-17.972,-30.1031,0,0,0,0,0,0,0,0
-17.962,-30.0931,0,0,0,0,0,0,0,0
-17.952,-30.0831,0,0,0,0,0,0,0,0
-17.942,-30.0731,0,0,0,0,0,0,0,0
-17.932,-30.0631,0,0,0,0,0,0,0,0
-17.922,-30.0531,0,0,0,0,0,0,0,0
-17.912,-30.0431,0,0,0,0,0,0,0,0
-17.902,-30.0331,0,0,0,0,0,0,0,0
-17.892,-30.0231,0,0,0,0,0,0,0,0
-17.882,-30.0131,0,0,0,0,0,0,0,0
-17.872,-30.0031,0,0,0,0,0,0,0,0
-17.862,-29.9931,0,0,0,0,0,0,0,0
-17.852,-29.9831,0,0,0,0,0,0,0,0
-17.842,-29.9731,0,0,0,0,0,0,0,0
-17.832,-29.9631,0,0,0,0,0,0,0,0
-17.822,-29.9531,0,0,0,0,0,0,0,0
-17.812,-29.9431,0,0,0,0,0,0,0,0
-17.802,-29.9331,0,0,0,0,0,0,0,0
-17.792,-29.9231,0,0,0,0,0,0,0,0
-17.782,-29.9131,0,0,0,0,0,0,0,0
-17.772,-29.9031,0,0,0,0,0,0,0,0
-17.762,-29.8931,0,0,0,0,0,0,0,0
-17.752,-29.8831,0,0,0,0,0,0,0,0
-17.742,-29.8731,0,0,0,0,0,0,0,0
-17.732,-29.8631,0,0,0,0,0,0,0,0
-17.722,-29.8531,0,0,0,0,0,0,0,0
-17.712,-29.8431,0,0,0,0,0,0,0,0
-17.702,-29.8331,0,0,0,0,0,0,0,0
-17.692,-29.8231,0,0,0,0,0,0,0,0
-17.682,-29.8131,0,0,0,0,0,0,0,0
-17.672,-29.8031,0,0,0,0,0,0,0,0
-17.662,-29.7931,0,0,0,0,0,0,0,0
-17.652,-29.7831,0,0,0,0,0,0,0,0
-17.642,-29.7731,0,0,0,0,0,0,0,0
-17.632,-29.7631,0,0,0,0,0,0,0,0
-17.622,-29.7531,0,0,0,0,0,0,0,0
-17.612,-29.7431,0,0,0,0,0,0,0,0
-17.602,-29.7331,0,0,0,0,0,0,0,0
-17.592,-29.7231,0,0,0,0,0,0,0,0
-17.582,-29.7131,0,0,0,0,0,0,0,0
-17.572,-29.7031,0,0,0,0,0,0,0,0
-17.562,-29.6931,0,0,0,0,0,0,0,0
-17.552,-29.6831,0,0,0,0,0,0,0,0
-17.542,-29.6731,0,0,0,0,0,0,0,0
-17.532,-29.6631,0,0,0,0,0,0,0,0
-17.522,-29.6531,0,0,0,0,0,0,0,0
-17.512,-29.6431,0,0,0,0,0,0,0,0
-17.502,-29.6331,0,0,0,0,0,0,0,0
-17.492,-29.6231,0,0,0,0,0,0,0,0
-17.482,-29.6131,0,0,0,0,0,0,0,0
-17.472,-29.6031,0,0,0,0,0,0,0,0
-17.462,-29.5931,0,0,0,0,0,0,0,0
-17.452,-29.5831,0,0,0,0,0,0,0,0
-17.442,-29.5731,0,0,0,0,0,0,0,0
-17.432,-29.5631,0,0,0,0,0,0,0,0
-17.422,-29.5531,0,0,0,0,0,0,0,0
-17.412,-29.5431,0,0,0,0,0,0,0,0
-17.402,-29.5331,0,0,0,0,0,0,0,0
-17.392,-29.5231,0,0,0,0,0,0,0,0
-17.382,-29.5131,0,0,0,0,0,0,0,0
-17.372,-29.5031,0,0,0,0,0,0,0,0
-17.362,-29.4931,0,0,0,0,0,0,0,0
-17.352,-29.4831,0,0,0,0,0,0,0,0
-17.342,-29.4731,0,0,0,0,0,0,0,0
-17.332,-29.4631,0,0,0,0,0,0,0,0
-17.322,-29.4531,0,0,0,0,0,0,0,0
-17.312,-29.4431,0,0,0,0,0,0,0,0
-17.302,-29.4331,0,0,0,0,0,0,0,0
-17.292,-29.4231,0,0,0,0,0,0,0,0
-17.282,-29.4131,0,0,0,0,0,0,0,0
-17.272,-29.4031,0,0,0,0,0,0,0,0
-17.262,-29.3931,0,0,0,0,0,0,0,0
-17.252,-29.3831,0,0,0,0,0,0,0,0
-17.242,-29.3731,0,0,0,0,0,0,0,0
-17.232,-29.3631,0,0,0,0,0,0,0,0
-17.222,-29.3531,0,0,0,0,0,0,0,0
-17.212,-29.3431,0,0,0,0,0,0,0,0
-17.202,-29.3331,0,0,0,0,0,0,0,0
-17.192,-29.3231,0,0,0,0,0,0,0,0
-17.182,-29.3131,0,0,0,0,0,0,0,0
-17.172,-29.3031,0,0,0,0,0,0,0,0
-17.162,-29.2931,0,0,0,0,0,0,0,0
-17.152,-29.2831,0,0,0,0,0,0,0,0
-17.142,-29.2731,0,0,0,0,0,0,0,0
-17.132,-29.2631,0,0,0,0,0,0,0,0
-17.122,-29.2531,0,0,0,0,0,0,0,0
-17.112,-29.2431,0,0,0,0,0,0,0,0
-17.102,-29.2331,0,0,0,0,0,0,0,0
-17.092,-29.2231,0,0,0,0,0,0,0,0
-17.082,-29.2131,0,0,0,0,0,0,0,0
-17.072,-29.2031,0,0,0,0,0,0,0,0
-17.062,-29.1931,0,0,0,0,0,0,0,0
-17.052,-29.1831,0,0,0,0,0,0,0,0
-17.042,-29.1731,0,0,0,0,0,0,0,0
-17.032,-29.1631,0,0,0,0,0,0,0,0
-17.022,-29.1531,0,0,0,0,0,0,0,0
-17.012,-29.1431,0,0,0,0,0,0,0,0
-17.002,-29.1331,0,0,0,0,0,0,0,0
-16.992,-29.1231,0,0,0,0,0,0,0,0
-16.982,-29.1131,0,0,0,0,0,0,0,0
-16.972,-29.1031,0,0,0,0,0,0,0,0
-16.962,-29.0931,0,0,0,0,0,0,0,0
-16.952,-29.0831,0,0,0,0,0,0,0,0
-16.942,-29.0731,0,0,0,0,0,0,0,0
-16.932,-29.0631,0,0,0,0,0,0,0,0
-16.922,-29.0531,0,0,0,0,0,0,0,0
-16.912,-29.0431,0,0,0,0,0,0,0,0
-16.902,-29.0331,0,0,0,0,0,0,0,0
-16.892,-29.0231,0,0,0,0,0,0,0,0
-16.882,-29.0131,0,0,0,0,0,0,0,0
-16.872,-29.0031,0,0,0,0,0,0,0,0
-16.862,-28.9931,0,0,0,0,0,0,0,0
-16.852,-28.9831,0,0,0,0,0,0,0,0
-16.842,-28.9731,0,0,0,0,0,0,0,0
-16.832,-28.9631,0,0,0,0,0,0,0,0
-16.822,-28.9531,0,0,0,0,0,0,0,0
-16.812,-28.9431,0,0,0,0,0,0,0,0
-16.802,-28.9331,0,0,0,0,0,0,0,0
-16.792,-28.9231,0,0,0,0,0,0,0,0
-16.782,-28.9131,0,0,0,0,0,0,0,0
-16.772,-28.9031,0,0,0,0,0,0,0,0
-16.762,-28.8931,0,0,0,0,0,0,0,0
-16.752,-28.8831,0,0,0,0,0,0,0,0
-16.742,-28.8731,0,0,0,0,0,0,0,0
-16.732,-28.8631,0,0,0,0,0,0,0,0
-16.722,-28.8531,0,0,0,0,0,0,0,0
-16.712,-28.8431,0,0,0,0,0,0,0,0
-16.702,-28.8331,0,0,0,0,0,0,0,0
-16.692,-28.8231,0,0,0,0,0,0,0,0
-16.682,-28.8131,0,0,0,0,0,0,0,0
-16.672,-28.8031,0,0,0,0,0,0,0,0
-16.662,-28.7931,0,0,0,0,0,0,0,0
-16.652,-28.7831,0,0,0,0,0,0,0,0
-16.642,-28.7731,0,0,0,0,0,0,0,0
-16.632,-28.7631,0,0,0,0,0,0,0,0
-16.622,-28.7531,0,0,0,0,0,0,0,0
-16.612,-28.7431,0,0,0,0,0,0,0,0
-16.602,-28.7331,0,0,0,0,0,0,0,0
-16.592,-28.7231,0,0,0,0,0,0,0,0
-16.582,-28.7131,0,0,0,0,0,0,0,0
-16.572,-28.7031,0,0,0,0,0,0,0,0
-16.562,-28.6931,0,0,0,0,0,0,0,0
-16.552,-28.6831,0,0,0,0,0,0,0,0
-16.542,-28.6731,0,0,0,0,0,0,0,0
-16.532,-28.6631,0,0,0,0,0,0,0,0
-16.522,-28.6531,0,0,0,0,0,0,0,0
-16.512,-28.6431,0,0,0,0,0,0,0,0
-16.502,-28.6331,0,0,0,0,0,0,0,0
-16.492,-28.6231,0,0,0,0,0,0,0,0
-16.482,-28.6131,0,0,0,0,0,0,0,0
-16.472,-28.6031,0,0,0,0,0,0,0,0
-16.462,-28.5931,0,0,0,0,0,0,0,0
-16.452,-28.5831,0,0,0,0,0,0,0,0
-16.442,-28.5731,0,0,0,0,0,0,0,0
-16.432,-28.5631,0,0,0,0,0,0,0,0
-16.422,-28.5531,0,0,0,0,0,0,0,0
-16.412,-28.5431,0,0,0,0,0,0,0,0
-16.402,-28.5331,0,0,0,0,0,0,0,0
-16.392,-28.5231,0,0,0,0,0,0,0,0
-16.382,-28.5131,0,0,0,0,0,0,0,0
-16.372,-28.5031,0,0,0,0,0,0,0,0
-16.362,-28.4931,0,0,0,0,0,0,0,0
-16.352,-28.4831,0,0,0,0,0,0,0,0
-16.342,-28.4731,0,0,0,0,0,0,0,0
-16.332,-28.4631,0,0,0,0,0,0,0,0
-16.322,-28.4531,0,0,0,0,0,0,0,0
-16.312,-28.4431,0,0,0,0,0,0,0,0
-16.302,-28.4331,0,0,0,0,0,0,0,0
-16.292,-28.4231,0,0,0,0,0,0,0,0
-16.282,-28.4131,0,0,0,0,0,0,0,0
-16.272,-28.4031,0,0,0,0,0,0,0,0
-16.262,-28.3931,0,0,0,0,0,0,0,0
-16.252,-28.3831,0,0,0,0,0,0,0,0
-16.242,-28.3731,0,0,0,0,0,0,0,0
-16.232,-28.3631,0,0,0,0,0,0,0,0
-16.222,-28.3531,0,0,0,0,0,0,0,0
-16.212,-28.3431,0,0,0,0,0,0,0,0
-16.202,-28.3331,0,0,0,0,0,0,0,0
-16.192,-28.3231,0,0,0,0,0,0,0,0
-16.182,-28.3131,0,0,0,0,0,0,0,0
-16.172,-28.3031,0,0,0,0,0,0,0,0
-16.162,-28.2931,0,0,0,0,0,0,0,0
-16.152,-28.2831,0,0,0,0,0,0,0,0
-16.142,-28.2731,0,0,0,0,0,0,0,0
-16.132,-28.2631,0,0,0,0,0,0,0,0
-16.122,-28.2531,0,0,0,0,0,0,0,0
-16.112,-28.2431,0,0,0,0,0,0,0,0
-16.102,-28.2331,0,0,0,0,0,0,0,0
-16.092,-28.2231,0,0,0,0,0,0,0,0
-16.082,-28.2131,0,0,0,0,0,0,0,0
-16.072,-28.2031,0,0,0,0,0,0,0,0
-16.062,-28.1931,0,0,0,0,0,0,0,0
-16.052,-28.1831,0,0,0,0,0,0,0,0
-16.042,-28.1731,0,0,0,0,0,0,0,0
-16.032,-28.1631,0,0,0,0,0,0,0,0
-16.022,-28.1531,0,0,0,0,0,0,0,0
-16.012,-28.1431,0,0,0,0,0,0,0,0
-16.002,-28.1331,0,0,0,0,0,0,0,0
-15.992,-28.1231,0,0,0,0,0,0,0,0
-15.982,-28.1131,0,0,0,0,0,0,0,0
-15.972,-28.1031,0,0,0,0,0,0,0,0
-15.962,-28.0931,0,0,0,0,0,0,0,0
-15.952,-28.0831,0,0,0,0,0,0,0,0
-15.942,-28.0731,0,0,0,0,0,0,0,0
-15.932,-28.0631,0,0,0,0,0,0,0,0
-15.922,-28.0531,0,0,0,0,0,0,0,0
-15.912,-28.0431,0,0,0,0,0,0,0,0
-15.902,-28.0331,0,0,0,0,0,0,0,0
-15.892,-28.0231,0,0,0,0,0,0,0,0
-15.882,-28.0131,0,0,0,0,0,0,0,0
