# licl_mp-22905 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 1.576 eV. Gap is the fixed-occ nscf value (6.260 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Cl_p,Cl_s,Li_p,Li_s
-15.558,-17.1336,0,0,0,0
-15.548,-17.1236,0,0,0,0
-15.538,-17.1136,0,0,0,0
-15.528,-17.1036,0,0,0,0
-15.518,-17.0936,0,0,0,0
-15.508,-17.0836,0,0,0,0
-15.498,-17.0736,0,0,0,0
-15.488,-17.0636,0,0,0,0
-15.478,-17.0536,0,0,0,0
-15.468,-17.0436,0,0,0,0
-15.458,-17.0336,0,0,0,0
-15.448,-17.0236,0,0,0,0
-15.438,-17.0136,0,0,0,0
-15.428,-17.0036,0,0,0,0
-15.418,-16.9936,0,0,0,0
-15.408,-16.9836,0,0,0,0
-15.398,-16.9736,0,0,0,0
-15.388,-16.9636,0,0,0,0
-15.378,-16.9536,0,0,0,0
-15.368,-16.9436,0,0,0,0
-15.358,-16.9336,0,0,0,0
-15.348,-16.9236,0,0,0,0
-15.338,-16.9136,0,0,0,0
-15.328,-16.9036,0,0,0,0
-15.318,-16.8936,0,0,0,0
-15.308,-16.8836,0,0,0,0
-15.298,-16.8736,0,0,0,0
-15.288,-16.8636,0,0,0,0
-15.278,-16.8536,0,0,0,0
-15.268,-16.8436,0,0,0,0
-15.258,-16.8336,0,0,0,0
-15.248,-16.8236,0,0,0,0
-15.238,-16.8136,0,0,0,0
-15.228,-16.8036,0,0,0,0
-15.218,-16.7936,0,0,0,0
-15.208,-16.7836,0,0,0,0
-15.198,-16.7736,0,0,0,0
-15.188,-16.7636,0,0,0,0
-15.178,-16.7536,0,0,0,0
-15.168,-16.7436,0,0,0,0
-15.158,-16.7336,0,0,0,0
-15.148,-16.7236,0,0,0,0
-15.138,-16.7136,0,0,0,0
-15.128,-16.7036,0,0,0,0
-15.118,-16.6936,0,0,0,0
-15.108,-16.6836,0,0,0,0
-15.098,-16.6736,0,0,0,0
-15.088,-16.6636,0,0,0,0
-15.078,-16.6536,0,0,0,0
-15.068,-16.6436,0,0,0,0
-15.058,-16.6336,0,0,0,0
-15.048,-16.6236,0,0,0,0
-15.038,-16.6136,0,0,0,0
-15.028,-16.6036,0,0,0,0
-15.018,-16.5936,0,0,0,0
-15.008,-16.5836,0,0,0,0
-14.998,-16.5736,0,0,0,0
-14.988,-16.5636,0,0,0,0
-14.978,-16.5536,0,0,0,0
-14.968,-16.5436,0,0,0,0
-14.958,-16.5336,0,0,0,0
-14.948,-16.5236,0,0,0,0
-14.938,-16.5136,0,0,0,0
-14.928,-16.5036,0,0,0,0
-14.918,-16.4936,0,0,0,0
-14.908,-16.4836,0,0,0,0
-14.898,-16.4736,0,0,0,0
-14.888,-16.4636,0,0,0,0
-14.878,-16.4536,0,0,0,0
-14.868,-16.4436,0,0,0,0
-14.858,-16.4336,0,0,0,0
-14.848,-16.4236,0,0,0,0
-14.838,-16.4136,0,0,0,0
-14.828,-16.4036,0,0,0,0
-14.818,-16.3936,0,0,0,0
-14.808,-16.3836,0,0,0,0
-14.798,-16.3736,0,0,0,0
-14.788,-16.3636,0,0,0,0
-14.778,-16.3536,0,0,0,0
-14.768,-16.3436,0,0,0,0
-14.758,-16.3336,0,0,0,0
-14.748,-16.3236,0,0,0,0
-14.738,-16.3136,0,0,0,0
-14.728,-16.3036,0,0,0,0
-14.718,-16.2936,0,0,0,0
-14.708,-16.2836,0,0,0,0
-14.698,-16.2736,0,0,0,0
-14.688,-16.2636,0,0,0,0
-14.678,-16.2536,0,0,0,0
-14.668,-16.2436,0,0,0,0
-14.658,-16.2336,0,0,0,0
-14.648,-16.2236,0,0,0,0
-14.638,-16.2136,0,0,0,0
-14.628,-16.2036,0,0,0,0
-14.618,-16.1936,0,0,0,0
-14.608,-16.1836,0,0,0,0
-14.598,-16.1736,0,0,0,0
-14.588,-16.1636,0,0,0,0
-14.578,-16.1536,0,0,0,0
-14.568,-16.1436,0,0,0,0
-14.558,-16.1336,0,0,0,0
-14.548,-16.1236,0,0,0,0
-14.538,-16.1136,0,0,0,0
-14.528,-16.1036,0,0,0,0
-14.518,-16.0936,0,0,0,0
-14.508,-16.0836,0,0,0,0
-14.498,-16.0736,0,0,0,0
-14.488,-16.0636,0,0,0,0
-14.478,-16.0536,0,0,0,0
-14.468,-16.0436,0,0,0,0
-14.458,-16.0336,0,0,0,0
-14.448,-16.0236,0,0,0,0
-14.438,-16.0136,0,0,0,0
-14.428,-16.0036,0,0,0,0
-14.418,-15.9936,0,0,0,0
-14.408,-15.9836,0,0,0,0
-14.398,-15.9736,0,0,0,0
-14.388,-15.9636,0,0,0,0
-14.378,-15.9536,0,0,0,0
-14.368,-15.9436,0,0,0,0
-14.358,-15.9336,0,0,0,0
-14.348,-15.9236,0,0,0,0
-14.338,-15.9136,0,0,0,0
-14.328,-15.9036,0,0,0,0
-14.318,-15.8936,0,0,0,0
-14.308,-15.8836,0,0,0,0
-14.298,-15.8736,0,0,0,0
-14.288,-15.8636,0,0,0,0
-14.278,-15.8536,0,0,0,0
-14.268,-15.8436,0,0,0,0
-14.258,-15.8336,0,0,0,0
-14.248,-15.8236,0,0,0,0
-14.238,-15.8136,0,0,0,0
-14.228,-15.8036,0,0,0,0
-14.218,-15.7936,0,0,0,0
-14.208,-15.7836,0,0,0,0
-14.198,-15.7736,0,0,0,0
-14.188,-15.7636,0,0,0,0
-14.178,-15.7536,0,0,0,0
-14.168,-15.7436,0,0,0,0
-14.158,-15.7336,0,0,0,0
-14.148,-15.7236,0,0,0,0
-14.138,-15.7136,0,0,0,0
-14.128,-15.7036,0,0,0,0
-14.118,-15.6936,0,0,0,0
-14.108,-15.6836,0,0,0,0
-14.098,-15.6736,0,0,0,0
-14.088,-15.6636,0,0,0,0
-14.078,-15.6536,0,0,0,0
-14.068,-15.6436,0,0,0,0
-14.058,-15.6336,0,0,0,0
-14.048,-15.6236,0,0,0,0
-14.038,-15.6136,0,0,0,0
-14.028,-15.6036,0,0,0,0
-14.018,-15.5936,0,0,0,0
-14.008,-15.5836,0,0,0,0
-13.998,-15.5736,0,0,0,0
-13.988,-15.5636,0,0,0,0
-13.978,-15.5536,0,0,0,0
-13.968,-15.5436,0,0,0,0
-13.958,-15.5336,0,0,0,0
-13.948,-15.5236,0,0,0,0
-13.938,-15.5136,0,0,0,0
-13.928,-15.5036,0,0,0,0
-13.918,-15.4936,0,0,0,0
-13.908,-15.4836,0,0,0,0
-13.898,-15.4736,0,0,0,0
-13.888,-15.4636,0,0,0,0
-13.878,-15.4536,0,0,0,0
-13.868,-15.4436,0,0,0,0
-13.858,-15.4336,0,0,0,0
-13.848,-15.4236,0,0,0,0
-13.838,-15.4136,0,0,0,0
-13.828,-15.4036,0,0,0,0
-13.818,-15.3936,0,0,0,0
-13.808,-15.3836,0,0,0,0
-13.798,-15.3736,0,0,0,0
-13.788,-15.3636,0,0,0,0
-13.778,-15.3536,0,0,0,0
-13.768,-15.3436,0,0,0,0
-13.758,-15.3336,0,0,0,0
-13.748,-15.3236,0,0,0,0
-13.738,-15.3136,0,0,0,0
-13.728,-15.3036,0,0,0,0
-13.718,-15.2936,0,0,0,0
-13.708,-15.2836,0,0,0,0
-13.698,-15.2736,0,0,0,0
-13.688,-15.2636,0,0,0,0
-13.678,-15.2536,0,0,0,0
-13.668,-15.2436,0,0,0,0
-13.658,-15.2336,0,0,0,0
-13.648,-15.2236,0,0,0,0
-13.638,-15.2136,0,0,0,0
-13.628,-15.2036,0,0,0,0
-13.618,-15.1936,0,0,0,0
-13.608,-15.1836,0,0,0,0
-13.598,-15.1736,0,0,0,0
-13.588,-15.1636,0,0,0,0
-13.578,-15.1536,0,0,0,0
-13.568,-15.1436,0,0,0,0
-13.558,-15.1336,0,0,0,0
-13.548,-15.1236,0,0,0,0
-13.538,-15.1136,0,0,0,0
-13.528,-15.1036,0,0,0,0
-13.518,-15.0936,0,0,0,0
-13.508,-15.0836,0,0,0,0
-13.498,-15.0736,0,0,0,0
-13.488,-15.0636,0,0,0,0
-13.478,-15.0536,0,0,0,0
-13.468,-15.0436,0,0,0,0
-13.458,-15.0336,0,0,0,0
-13.448,-15.0236,0,0,0,0
-13.438,-15.0136,0,0,0,0
-13.428,-15.0036,0,0,0,0
-13.418,-14.9936,0,0,0,0
-13.408,-14.9836,0,0,0,0
-13.398,-14.9736,0,0,0,0
-13.388,-14.9636,0,0,0,0
-13.378,-14.9536,0,0,0,0
-13.368,-14.9436,0,0,0,0
-13.358,-14.9336,0,0,0,0
-13.348,-14.9236,0,0,0,0
-13.338,-14.9136,0,0,0,0
-13.328,-14.9036,0,0,0,0
-13.318,-14.8936,0,0,0,0
-13.308,-14.8836,0,0,0,0
-13.298,-14.8736,0,0,0,0
-13.288,-14.8636,0,0,0,0
-13.278,-14.8536,0,0,0,0
-13.268,-14.8436,0,0,0,0
-13.258,-14.8336,0,0,0,0
-13.248,-14.8236,0,0,0,0
-13.238,-14.8136,0,0,0,0
-13.228,-14.8036,0,0,0,0
-13.218,-14.7936,0,0,0,0
-13.208,-14.7836,0,0,0,0
-13.198,-14.7736,0,0,0,0
-13.188,-14.7636,0,0,0,0
-13.178,-14.7536,0,0,0,0
-13.168,-14.7436,0,0,0,0
-13.158,-14.7336,0,0,0,0
-13.148,-14.7236,0,0,0,0
-13.138,-14.7136,0,0,0,0
-13.128,-14.7036,0,0,0,0
-13.118,-14.6936,0,0,0,0
-13.108,-14.6836,0,0,0,0
-13.098,-14.6736,0,0,0,0
-13.088,-14.6636,0,0,0,0
-13.078,-14.6536,0,0,0,0
-13.068,-14.6436,0,0,0,0
-13.058,-14.6336,0,0,0,0
-13.048,-14.6236,0,0,0,0
-13.038,-14.6136,0,0,0,0
-13.028,-14.6036,0,0,0,0
-13.018,-14.5936,0,0,0,0
-13.008,-14.5836,0,0,0,0
-12.998,-14.5736,0,0,0,0
-12.988,-14.5636,0,0,0,0
-12.978,-14.5536,0,0,0,0
-12.968,-14.5436,0,0,0,0
-12.958,-14.5336,0,0,0,0
-12.948,-14.5236,0,0,0,0
-12.938,-14.5136,0,0,0,0
-12.928,-14.5036,0,0,0,0
-12.918,-14.4936,0,0,0,0
-12.908,-14.4836,0,0,0,0
-12.898,-14.4736,0,0,0,0
-12.888,-14.4636,0,0,0,0
-12.878,-14.4536,0,0,0,0
-12.868,-14.4436,0,0,0,0
-12.858,-14.4336,0,0,0,0
-12.848,-14.4236,0,0,0,0
-12.838,-14.4136,0,0,0,0
-12.828,-14.4036,0,0,0,0
-12.818,-14.3936,0,0,0,0
-12.808,-14.3836,0,0,0,0
-12.798,-14.3736,0,0,0,0
-12.788,-14.3636,0,0,0,0
-12.778,-14.3536,0,0,0,0
-12.768,-14.3436,0,0,0,0
-12.758,-14.3336,0,0,0,0
-12.748,-14.3236,0,0,0,0
-12.738,-14.3136,0,0,0,0
-12.728,-14.3036,0,0,0,0
-12.718,-14.2936,0,0,0,0
-12.708,-14.2836,0,0,0,0
-12.698,-14.2736,0,0,0,0
-12.688,-14.2636,0,0,0,0
-12.678,-14.2536,0,0,0,0
-12.668,-14.2436,0,0,0,0
-12.658,-14.2336,0,0,0,0
-12.648,-14.2236,0,0,0,0
-12.638,-14.2136,0,0,0,0
-12.628,-14.2036,0,0,0,0
-12.618,-14.1936,0,0,0,0
-12.608,-14.1836,0,0,0,0
-12.598,-14.1736,0,0,0,0
-12.588,-14.1636,0,0,0,0
-12.578,-14.1536,0,0,0,0
-12.568,-14.1436,0,0,0,0
-12.558,-14.1336,0,0,0,0
-12.548,-14.1236,0,0,0,0
-12.538,-14.1136,0,0,0,0
-12.528,-14.1036,0,0,0,0
-12.518,-14.0936,0,0,0,0
-12.508,-14.0836,0,0,0,0
-12.498,-14.0736,0,0,0,0
-12.488,-14.0636,0,0,0,0
-12.478,-14.0536,0,0,0,0
-12.468,-14.0436,0,0,0,0
-12.458,-14.0336,0,0,0,0
-12.448,-14.0236,0,0,0,0
-12.438,-14.0136,0,0,0,0
-12.428,-14.0036,0,0,0,0
-12.418,-13.9936,0,0,0,0
-12.408,-13.9836,0,0,0,0
-12.398,-13.9736,0,0,0,0
-12.388,-13.9636,0,0,0,0
-12.378,-13.9536,0,0,0,0
-12.368,-13.9436,0,0,0,0
-12.358,-13.9336,0,0,0,0
-12.348,-13.9236,0,0,0,0
-12.338,-13.9136,0,0,0,0
-12.328,-13.9036,0,0,0,0
-12.318,-13.8936,0,0,0,0
-12.308,-13.8836,0,0,0,0
-12.298,-13.8736,0,0,0,0
-12.288,-13.8636,0,0,0,0
-12.278,-13.8536,0,0,0,0
-12.268,-13.8436,1.5313e-30,3.948e-13,1.118e-29,1.93636e-13
-12.258,-13.8336,4.393e-30,1.136e-12,3.214e-29,5.5616e-13
-12.248,-13.8236,1.237e-29,3.188e-12,9.05e-29,1.56292e-12
-12.238,-13.8136,3.392e-29,8.76e-12,2.487e-28,4.3032e-12
-12.228,-13.8036,9.154e-29,2.36e-11,6.691e-28,1.15696e-11
-12.218,-13.7936,2.407e-28,6.2e-11,1.76e-27,3.0448e-11
-12.208,-13.7836,6.201e-28,1.6e-10,4.532e-27,7.8348e-11
-12.198,-13.7736,1.352e-15,4.08e-10,4.64e-13,1.98924e-10
-12.188,-13.7636,3.832e-15,1.004e-09,1.312e-12,4.912e-10
-12.178,-13.7536,1.064e-14,2.424e-09,3.636e-12,1.18544e-09
-12.168,-13.7436,2.884e-14,5.72e-09,9.88e-12,2.7972e-09
-12.158,-13.7336,7.64e-14,1.324e-08,2.62e-11,6.4552e-09
-12.148,-13.7236,1.988e-13,2.992e-08,6.8e-11,1.46152e-08
-12.138,-13.7136,5.08e-13,6.64e-08,1.744e-10,3.2276e-08
-12.128,-13.7036,1.264e-12,1.436e-07,4.36e-10,6.9832e-08
-12.118,-13.6936,3.08e-12,3.044e-07,1.056e-09,1.48188e-07
-12.108,-13.6836,7.32e-12,6.32e-07,2.516e-09,3.0696e-07
-12.098,-13.6736,1.708e-11,1.284e-06,5.88e-09,6.2124e-07
-12.088,-13.6636,3.892e-11,2.552e-06,1.336e-08,1.23836e-06
-12.078,-13.6536,8.68e-11,4.96e-06,2.984e-08,2.40376e-06
-12.068,-13.6436,1.896e-10,9.48e-06,6.52e-08,4.588e-06
-12.058,-13.6336,4.04e-10,1.772e-05,1.392e-07,8.5272e-06
-12.048,-13.6236,8.44e-10,3.24e-05,2.912e-07,1.55932e-05
-12.038,-13.6136,1.728e-09,5.8e-05,5.96e-07,2.786e-05
-12.028,-13.6036,3.456e-09,0.000102,1.192e-06,4.8736e-05
-12.018,-13.5936,6.76e-09,0.000176,2.34e-06,8.3668e-05
-12.008,-13.5836,1.296e-08,0.0002968,4.48e-06,0.00014094
-11.998,-13.5736,2.432e-08,0.000492,8.44e-06,0.000232344
-11.988,-13.5636,4.48e-08,0.0008,1.552e-05,0.00037576
-11.978,-13.5536,8.04e-08,0.001276,2.796e-05,0.0005972
-11.968,-13.5436,1.416e-07,0.001996,4.92e-05,0.0009264
-11.958,-13.5336,2.44e-07,0.003072,8.52e-05,0.00141816
-11.948,-13.5236,4.12e-07,0.00464,0.0001444,0.00212552
-11.938,-13.5136,6.8e-07,0.00692,0.0002396,0.003134
-11.928,-13.5036,1.104e-06,0.01008,0.00039,0.0045528
-11.918,-13.4936,1.753e-06,0.01452,0.00062,0.0064648
-11.908,-13.4836,2.729e-06,0.02052,0.000972,0.0090284
-11.898,-13.4736,4.16e-06,0.0286,0.001488,0.0124468
-11.888,-13.4636,6.24e-06,0.03928,0.00224,0.016884
-11.878,-13.4536,9.16e-06,0.0532,0.003308,0.0225844
-11.868,-13.4436,1.316e-05,0.0708,0.0048,0.029712
-11.858,-13.4336,1.86e-05,0.0932,0.0068,0.038516
-11.848,-13.4236,2.58e-05,0.1212,0.00952,0.049276
-11.838,-13.4136,3.512e-05,0.1552,0.01308,0.06232
-11.828,-13.4036,4.68e-05,0.196,0.01764,0.077416
-11.818,-13.3936,6.16e-05,0.2444,0.0234,0.094968
-11.808,-13.3836,7.96e-05,0.3008,0.03056,0.114976
-11.798,-13.3736,0.0001012,0.3657,0.0392,0.137444
-11.788,-13.3636,0.0001264,0.44,0.0496,0.162368
-11.778,-13.3536,0.0001552,0.52,0.0616,0.189352
-11.768,-13.3436,0.0001876,0.608,0.0756,0.2179
-11.758,-13.3336,0.0002232,0.704,0.0912,0.24748
-11.748,-13.3236,0.0002616,0.804,0.1084,0.27776
-11.738,-13.3136,0.0003016,0.908,0.1272,0.30812
-11.728,-13.3036,0.0003428,1.012,0.1468,0.33724
-11.718,-13.2936,0.000384,1.116,0.1676,0.36476
-11.708,-13.2836,0.000424,1.216,0.1892,0.38984
-11.698,-13.2736,0.00046,1.312,0.2108,0.41328
-11.688,-13.2636,0.000496,1.4,0.2324,0.42988
-11.678,-13.2536,0.000524,1.484,0.254,0.4464
-11.668,-13.2436,0.000552,1.556,0.2756,0.45484
-11.658,-13.2336,0.000568,1.628,0.2972,0.46324
-11.648,-13.2236,0.000584,1.692,0.3196,0.46756
-11.638,-13.2136,0.000592,1.756,0.3428,0.46788
-11.628,-13.2036,0.0006,1.824,0.368,0.46816
-11.618,-13.1936,0.0006,1.9,0.3964,0.46848
-11.608,-13.1836,0.000604,1.988,0.428,0.46884
-11.598,-13.1736,0.000604,2.092,0.464,0.46924
-11.588,-13.1636,0.000604,2.213,0.504,0.47372
-11.578,-13.1536,0.000604,2.356,0.552,0.47832
-11.568,-13.1436,0.000612,2.516,0.604,0.487
-11.558,-13.1336,0.000616,2.692,0.66,0.49976
-11.548,-13.1236,0.000624,2.884,0.72,0.5126
-11.538,-13.1136,0.000632,3.08,0.78,0.52544
-11.528,-13.1036,0.000644,3.273,0.84,0.53824
-11.518,-13.0936,0.000652,3.46,0.9,0.551
-11.508,-13.0836,0.000656,3.632,0.952,0.55964
-11.498,-13.0736,0.000656,3.784,1,0.56416
-11.488,-13.0636,0.000648,3.912,1.044,0.56452
-11.478,-13.0536,0.000636,4,1.08,0.56068
-11.468,-13.0436,0.00062,4.12,1.112,0.55264
-11.458,-13.0336,0.000596,4.16,1.136,0.54048
-11.448,-13.0236,0.000564,4.24,1.16,0.5242
-11.438,-13.0136,0.000532,4.28,1.184,0.50384
-11.428,-13.0036,0.000496,4.36,1.208,0.4834
-11.418,-12.9936,0.000456,4.44,1.24,0.463
-11.408,-12.9836,0.00042,4.56,1.276,0.4466
-11.398,-12.9736,0.0003852,4.72,1.32,0.43032
-11.388,-12.9636,0.0003532,4.96,1.376,0.41568
-11.378,-12.9536,0.0003249,5.2,1.444,0.40596
-11.368,-12.9436,0.0003013,5.52,1.524,0.39996
-11.358,-12.9336,0.0002828,5.88,1.616,0.39684
-11.348,-12.9236,0.0002692,6.32,1.716,0.3962
-11.338,-12.9136,0.0002609,6.76,1.832,0.39764
-11.328,-12.9036,0.0002576,7.28,1.956,0.40068
-11.318,-12.8936,0.0002592,7.84,2.092,0.40372
-11.308,-12.8836,0.0002653,8.44,2.232,0.40632
-11.298,-12.8736,0.000276,9.04,2.38,0.40808
-11.288,-12.8636,0.0002904,9.64,2.524,0.40736
-11.278,-12.8536,0.0003092,10.28,2.668,0.40452
-11.268,-12.8436,0.0003316,10.84,2.804,0.3988
-11.258,-12.8336,0.000358,11.4,2.924,0.38968
-11.248,-12.8236,0.0003884,11.88,3.032,0.37764
-11.238,-12.8136,0.000424,12.32,3.116,0.36308
-11.228,-12.8036,0.000464,12.72,3.18,0.34592
-11.218,-12.7936,0.000508,13.04,3.216,0.32748
-11.208,-12.7836,0.00056,13.36,3.232,0.30772
-11.198,-12.7736,0.00062,13.64,3.224,0.28758
-11.188,-12.7636,0.000688,13.88,3.196,0.2684
-11.178,-12.7536,0.000764,14.16,3.156,0.25048
-11.168,-12.7436,0.000844,14.44,3.104,0.2342
-11.158,-12.7336,0.000932,14.76,3.044,0.2205
-11.148,-12.7236,0.00102,15.12,2.98,0.20941
-11.138,-12.7136,0.001112,15.52,2.916,0.20052
-11.128,-12.7036,0.0012,15.92,2.849,0.19416
-11.118,-12.6936,0.00128,16.28,2.78,0.18944
-11.108,-12.6836,0.001352,16.63,2.708,0.186
-11.098,-12.6736,0.001408,16.88,2.628,0.18348
-11.088,-12.6636,0.001448,17,2.536,0.18056
-11.078,-12.6536,0.001468,16.96,2.429,0.17732
-11.068,-12.6436,0.001464,16.76,2.309,0.17332
-11.058,-12.6336,0.00144,16.4,2.176,0.167712
-11.048,-12.6236,0.001392,15.84,2.024,0.160632
-11.038,-12.6136,0.001328,15.08,1.864,0.152161
-11.028,-12.6036,0.001244,14.2,1.692,0.142604
-11.018,-12.5936,0.001152,13.16,1.512,0.13186
-11.008,-12.5836,0.001047,12.04,1.336,0.120332
-10.998,-12.5736,0.000936,10.84,1.16,0.108428
-10.988,-12.5636,0.000824,9.64,0.996,0.096148
-10.978,-12.5536,0.000716,8.44,0.84,0.0843
-10.968,-12.5436,0.000612,7.28,0.696,0.07288
-10.958,-12.5336,0.000512,6.16,0.568,0.062292
-10.948,-12.5236,0.000424,5.16,0.46,0.052136
-10.938,-12.5136,0.0003455,4.24,0.3628,0.043208
-10.928,-12.5036,0.0002767,3.436,0.2828,0.0352244
-10.918,-12.4936,0.0002179,2.736,0.2168,0.0282636
-10.908,-12.4836,0.0001687,2.14,0.1636,0.0223516
-10.898,-12.4736,0.0001284,1.647,0.1216,0.0173548
-10.888,-12.4636,9.6e-05,1.244,0.0888,0.01328
-10.878,-12.4536,7.04e-05,0.924,0.0636,0.0099752
-10.868,-12.4436,5.08e-05,0.672,0.0448,0.00735732
-10.858,-12.4336,3.604e-05,0.48,0.03112,0.00530488
-10.848,-12.4236,2.507e-05,0.3376,0.0212,0.00377932
-10.838,-12.4136,1.708e-05,0.2324,0.0142,0.00263456
-10.828,-12.4036,1.144e-05,0.1568,0.00932,0.00180172
-10.818,-12.3936,7.52e-06,0.104,0.006,0.0012072
-10.808,-12.3836,4.84e-06,0.0675,0.003812,0.0007906
-10.798,-12.3736,3.048e-06,0.0428,0.002368,0.00050958
-10.788,-12.3636,1.884e-06,0.02671,0.001444,0.000321244
-10.778,-12.3536,1.143e-06,0.01631,0.000864,0.000198156
-10.768,-12.3436,6.79e-07,0.00975,0.000508,0.000119922
-10.758,-12.3336,3.943e-07,0.00572,0.0002916,7.09835e-05
-10.748,-12.3236,2.247e-07,0.003272,0.0001644,4.12027e-05
-10.738,-12.3136,1.252e-07,0.001839,9.08e-05,2.32964e-05
-10.728,-12.3036,6.84e-08,0.001011,4.92e-05,1.29404e-05
-10.718,-12.2936,3.663e-08,0.000544,2.612e-05,7.01612e-06
-10.708,-12.2836,1.919e-08,0.0002867,1.356e-05,3.73539e-06
-10.698,-12.2736,9.84e-09,0.0001479,6.92e-06,1.94428e-06
-10.688,-12.2636,4.95e-09,7.47e-05,3.444e-06,9.9014e-07
-10.678,-12.2536,2.427e-09,3.691e-05,1.684e-06,4.93051e-07
-10.668,-12.2436,1.168e-09,1.784e-05,8.04e-07,2.40404e-07
-10.658,-12.2336,5.48e-10,8.44e-06,3.768e-07,1.14638e-07
-10.648,-12.2236,2.532e-10,3.911e-06,1.728e-07,5.36096e-08
-10.638,-12.2136,1.143e-10,1.775e-06,7.76e-08,2.44396e-08
-10.628,-12.2036,5.04e-11,7.88e-07,3.408e-08,1.0902e-08
-10.618,-12.1936,2.179e-11,3.415e-07,1.464e-08,4.76952e-09
-10.608,-12.1836,9.2e-12,1.451e-07,6.16e-09,2.03904e-09
-10.598,-12.1736,3.807e-12,6.04e-08,2.54e-09,8.52679e-10
-10.588,-12.1636,1.54e-12,2.451e-08,1.024e-09,3.48579e-10
-10.578,-12.1536,6.11e-13,9.76e-09,4.04e-10,1.3947e-10
-10.568,-12.1436,2.363e-13,3.794e-09,1.556e-10,5.45044e-11
-10.558,-12.1336,8.96e-14,1.444e-09,5.88e-11,2.09499e-11
-10.548,-12.1236,3.235e-14,5.28e-10,2.068e-11,7.8548e-12
-10.538,-12.1136,1.176e-14,1.932e-10,7.52e-12,2.87943e-12
-10.528,-12.1036,4.2e-15,6.91e-11,2.672e-12,1.03294e-12
-10.518,-12.0936,1.008e-15,2.087e-11,7.36e-13,3.27711e-13
-10.508,-12.0836,0,0,0,0
-10.498,-12.0736,0,0,0,0
-10.488,-12.0636,0,0,0,0
-10.478,-12.0536,0,0,0,0
-10.468,-12.0436,0,0,0,0
-10.458,-12.0336,0,0,0,0
-10.448,-12.0236,0,0,0,0
-10.438,-12.0136,0,0,0,0
-10.428,-12.0036,0,0,0,0
-10.418,-11.9936,0,0,0,0
-10.408,-11.9836,0,0,0,0
-10.398,-11.9736,0,0,0,0
-10.388,-11.9636,0,0,0,0
-10.378,-11.9536,0,0,0,0
-10.368,-11.9436,0,0,0,0
-10.358,-11.9336,0,0,0,0
-10.348,-11.9236,0,0,0,0
-10.338,-11.9136,0,0,0,0
-10.328,-11.9036,0,0,0,0
-10.318,-11.8936,0,0,0,0
-10.308,-11.8836,0,0,0,0
-10.298,-11.8736,0,0,0,0
-10.288,-11.8636,0,0,0,0
-10.278,-11.8536,0,0,0,0
-10.268,-11.8436,0,0,0,0
-10.258,-11.8336,0,0,0,0
-10.248,-11.8236,0,0,0,0
-10.238,-11.8136,0,0,0,0
-10.228,-11.8036,0,0,0,0
-10.218,-11.7936,0,0,0,0
-10.208,-11.7836,0,0,0,0
-10.198,-11.7736,0,0,0,0
-10.188,-11.7636,0,0,0,0
-10.178,-11.7536,0,0,0,0
-10.168,-11.7436,0,0,0,0
-10.158,-11.7336,0,0,0,0
-10.148,-11.7236,0,0,0,0
-10.138,-11.7136,0,0,0,0
-10.128,-11.7036,0,0,0,0
-10.118,-11.6936,0,0,0,0
-10.108,-11.6836,0,0,0,0
-10.098,-11.6736,0,0,0,0
-10.088,-11.6636,0,0,0,0
-10.078,-11.6536,0,0,0,0
-10.068,-11.6436,0,0,0,0
-10.058,-11.6336,0,0,0,0
-10.048,-11.6236,0,0,0,0
-10.038,-11.6136,0,0,0,0
-10.028,-11.6036,0,0,0,0
-10.018,-11.5936,0,0,0,0
-10.008,-11.5836,0,0,0,0
-9.998,-11.5736,0,0,0,0
-9.988,-11.5636,0,0,0,0
-9.978,-11.5536,0,0,0,0
-9.968,-11.5436,0,0,0,0
-9.958,-11.5336,0,0,0,0
-9.948,-11.5236,0,0,0,0
-9.938,-11.5136,0,0,0,0
-9.928,-11.5036,0,0,0,0
-9.918,-11.4936,0,0,0,0
-9.908,-11.4836,0,0,0,0
-9.898,-11.4736,0,0,0,0
-9.888,-11.4636,0,0,0,0
-9.878,-11.4536,0,0,0,0
-9.868,-11.4436,0,0,0,0
-9.858,-11.4336,0,0,0,0
-9.848,-11.4236,0,0,0,0
-9.838,-11.4136,0,0,0,0
-9.828,-11.4036,0,0,0,0
-9.818,-11.3936,0,0,0,0
-9.808,-11.3836,0,0,0,0
-9.798,-11.3736,0,0,0,0
-9.788,-11.3636,0,0,0,0
-9.778,-11.3536,0,0,0,0
-9.768,-11.3436,0,0,0,0
-9.758,-11.3336,0,0,0,0
-9.748,-11.3236,0,0,0,0
-9.738,-11.3136,0,0,0,0
-9.728,-11.3036,0,0,0,0
-9.718,-11.2936,0,0,0,0
-9.708,-11.2836,0,0,0,0
-9.698,-11.2736,0,0,0,0
-9.688,-11.2636,0,0,0,0
-9.678,-11.2536,0,0,0,0
-9.668,-11.2436,0,0,0,0
-9.658,-11.2336,0,0,0,0
-9.648,-11.2236,0,0,0,0
-9.638,-11.2136,0,0,0,0
-9.628,-11.2036,0,0,0,0
-9.618,-11.1936,0,0,0,0
-9.608,-11.1836,0,0,0,0
-9.598,-11.1736,0,0,0,0
-9.588,-11.1636,0,0,0,0
