# nd2s3_mp-438 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 10.881 eV. Gap is the fixed-occ nscf value (-0.021 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Nd_d,Nd_f,Nd_p,Nd_s,S_p,S_s
4.602,-6.2788,0,0,0,0,0,0
4.612,-6.2688,0,0,0,0,0,0
4.622,-6.2588,0,0,0,0,0,0
4.632,-6.2488,0,0,0,0,0,0
4.642,-6.2388,0,0,0,0,0,0
4.652,-6.2288,0,0,0,0,0,0
4.662,-6.2188,0,0,0,0,0,0
4.672,-6.2088,0,0,0,0,0,0
4.682,-6.1988,0,0,0,0,0,0
4.692,-6.1888,0,0,0,0,0,0
4.702,-6.1788,0,0,0,0,0,0
4.712,-6.1688,0,0,0,0,0,0
4.722,-6.1588,0,0,0,0,0,0
4.732,-6.1488,0,0,0,0,0,0
4.742,-6.1388,0,0,0,0,0,0
4.752,-6.1288,0,0,0,0,0,0
4.762,-6.1188,0,0,0,0,0,0
4.772,-6.1088,0,0,0,0,0,0
4.782,-6.0988,0,0,0,0,0,0
4.792,-6.0888,0,0,0,0,0,0
4.802,-6.0788,0,0,0,0,0,0
4.812,-6.0688,0,0,0,0,0,0
4.822,-6.0588,0,0,0,0,0,0
4.832,-6.0488,0,0,0,0,0,0
4.842,-6.0388,0,0,0,0,0,0
4.852,-6.0288,0,0,0,0,0,0
4.862,-6.0188,0,0,0,0,0,0
4.872,-6.0088,0,0,0,0,0,0
4.882,-5.9988,0,0,0,0,0,0
4.892,-5.9888,0,0,0,0,0,0
4.902,-5.9788,0,0,0,0,0,0
4.912,-5.9688,0,0,0,0,0,0
4.922,-5.9588,0,0,0,0,0,0
4.932,-5.9488,0,0,0,0,0,0
4.942,-5.9388,0,0,0,0,0,0
4.952,-5.9288,0,0,0,0,0,0
4.962,-5.9188,0,0,0,0,0,0
4.972,-5.9088,0,0,0,0,0,0
4.982,-5.8988,0,0,0,0,0,0
4.992,-5.8888,0,0,0,0,0,0
5.002,-5.8788,0,0,0,0,0,0
5.012,-5.8688,0,0,0,0,0,0
5.022,-5.8588,0,0,0,0,0,0
5.032,-5.8488,0,0,0,0,0,0
5.042,-5.8388,0,0,0,0,0,0
5.052,-5.8288,0,0,0,0,0,0
5.062,-5.8188,0,0,0,0,0,0
5.072,-5.8088,0,0,0,0,0,0
5.082,-5.7988,0,0,0,0,0,0
5.092,-5.7888,0,0,0,0,0,0
5.102,-5.7788,0,0,0,0,0,0
5.112,-5.7688,0,0,0,0,0,0
5.122,-5.7588,0,0,0,0,0,0
5.132,-5.7488,0,0,0,0,0,0
5.142,-5.7388,0,0,0,0,0,0
5.152,-5.7288,0,0,0,0,0,0
5.162,-5.7188,5.408e-13,4.8844e-14,6.5504e-15,2.3236e-13,1.6028e-12,2.33907e-14
5.172,-5.7088,2.4126e-12,2.1912e-13,3.532e-14,1.06324e-12,7.148e-12,9.214e-14
5.182,-5.6988,6.8312e-12,6.2028e-13,1.0028e-13,3.0096e-12,2.02e-11,2.604e-13
5.192,-5.6888,1.88612e-11,1.716e-12,2.7764e-13,8.3564e-12,5.5904e-11,7.1836e-13
5.202,-5.6788,5.1116e-11,4.644e-12,7.548e-13,2.2592e-11,1.512e-10,1.9412e-12
5.212,-5.6688,1.35164e-10,1.23112e-11,2.0036e-12,5.9812e-11,4.0068e-10,5.1288e-12
5.222,-5.6588,3.50764e-10,3.1892e-11,5.208e-12,1.5484e-10,1.0384e-09,1.32688e-11
5.232,-5.6488,8.8776e-10,8.0964e-11,1.324e-11,3.93e-10,2.6328e-09,3.35e-11
5.242,-5.6388,2.20172e-09,2.0016e-10,3.292e-11,9.7584e-10,6.524e-09,8.306e-11
5.252,-5.6288,5.3492e-09,4.8612e-10,8.02e-11,2.368e-09,1.582e-08,2.0076e-10
5.262,-5.6188,1.27096e-08,1.15656e-09,1.9112e-10,5.6236e-09,3.7592e-08,4.75e-10
5.272,-5.6088,2.94848e-08,2.6828e-09,4.448e-10,1.3044e-08,8.708e-08,1.1e-09
5.282,-5.5988,6.6896e-08,6.0908e-09,1.014e-09,2.97e-08,1.9836e-07,2.4928e-09
5.292,-5.5888,1.48892e-07,1.35268e-08,2.2612e-09,6.5996e-08,4.4076e-07,5.5324e-09
5.302,-5.5788,3.23932e-07,2.9456e-08,4.924e-09,1.4376e-07,9.592e-07,1.19944e-08
5.312,-5.5688,6.9092e-07,6.2676e-08,1.05e-08,3.0588e-07,2.0404e-06,2.546e-08
5.322,-5.5588,1.43116e-06,1.30412e-07,2.1968e-08,6.3796e-07,4.2452e-06,5.2852e-08
5.332,-5.5488,2.92036e-06,2.6604e-07,4.488e-08,1.2972e-06,8.636e-06,1.07248e-07
5.342,-5.5388,5.8204e-06,5.2948e-07,8.968e-08,2.5868e-06,1.722e-05,2.1328e-07
5.352,-5.5288,1.13504e-05,1.0312e-06,1.7556e-07,5.046e-06,3.358e-05,4.152e-07
5.362,-5.5188,2.16156e-05,1.9688e-06,3.356e-07,9.634e-06,6.408e-05,7.9148e-07
5.372,-5.5088,4.0372e-05,3.6752e-06,6.276e-07,1.7996e-05,0.0001196,1.4736e-06
5.382,-5.4988,7.3768e-05,6.7128e-06,1.1508e-06,3.2832e-05,0.00021808,2.676e-06
5.392,-5.4888,0.00013182,1.19716e-05,2.0584e-06,5.8712e-05,0.00038956,4.7704e-06
5.402,-5.4788,0.000230312,2.0964e-05,3.612e-06,0.0001026,0.0006812,8.3024e-06
5.412,-5.4688,0.0003934,3.5856e-05,6.192e-06,0.00017556,0.001166,1.4148e-05
5.422,-5.4588,0.0006586,5.994e-05,1.0396e-05,0.00029376,0.0019484,2.3664e-05
5.432,-5.4488,0.00107736,9.794e-05,1.7056e-05,0.00048096,0.0031888,3.8632e-05
5.442,-5.4388,0.00172236,0.000157048,2.7356e-05,0.00076996,0.0051036,6.148e-05
5.452,-5.4288,0.00270208,0.00024588,4.304e-05,0.0012088,0.007992,9.624e-05
5.462,-5.4188,0.0041424,0.0003774,6.616e-05,0.0018516,0.012276,0.00014732
5.472,-5.4088,0.006214,0.00056636,9.96e-05,0.0027768,0.018372,0.00022028
5.482,-5.3988,0.009132,0.00083096,0.00014664,0.0040796,0.02698,0.00032288
5.492,-5.3888,0.0130812,0.0011912,0.00021112,0.0058588,0.038744,0.00046236
5.502,-5.3788,0.0183916,0.00167592,0.0002972,0.0082212,0.05444,0.00064908
5.512,-5.3688,0.0252452,0.0023044,0.00041,0.011328,0.07484,0.00089116
5.522,-5.3588,0.0340044,0.0030984,0.0005536,0.015264,0.10048,0.0011932
5.532,-5.3488,0.04472,0.0040828,0.0007308,0.02006,0.13236,0.0015676
5.542,-5.3388,0.05764,0.0052544,0.0009444,0.025892,0.17044,0.0020164
5.552,-5.3288,0.072676,0.006626,0.0011936,0.032616,0.215,0.0025416
5.562,-5.3188,0.089828,0.0081564,0.0014796,0.04028,0.2656,0.0031348
5.572,-5.3088,0.108284,0.0098732,0.0017968,0.048656,0.32056,0.003784
5.582,-5.2988,0.127952,0.0116836,0.0021336,0.057576,0.37896,0.0044768
5.592,-5.2888,0.147904,0.01351,0.0024856,0.066708,0.43908,0.0051928
5.602,-5.2788,0.168292,0.0153188,0.002836,0.07576,0.49824,0.0059152
5.612,-5.2688,0.187024,0.0170172,0.003184,0.084236,0.5536,0.0065876
5.622,-5.2588,0.2037,0.0184876,0.003492,0.09164,0.6032,0.0071968
5.632,-5.2488,0.21746,0.0197528,0.003764,0.098156,0.6444,0.007772
5.642,-5.2388,0.227908,0.0206804,0.003992,0.10288,0.6756,0.008232
5.652,-5.2288,0.234636,0.021312,0.004164,0.10584,0.6956,0.008576
5.662,-5.2188,0.237248,0.02152,0.004284,0.10736,0.704,0.0088
5.672,-5.2088,0.23654,0.021392,0.004348,0.107,0.7012,0.008952
5.682,-5.1988,0.231676,0.020988,0.004368,0.10488,0.6892,0.009
5.692,-5.1888,0.225108,0.020312,0.004348,0.10192,0.6688,0.009004
5.702,-5.1788,0.215724,0.019476,0.0043,0.09788,0.6428,0.008968
5.712,-5.1688,0.205412,0.01862,0.00426,0.09328,0.6144,0.008924
5.722,-5.1588,0.19514,0.01778,0.004224,0.088704,0.58548,0.008932
5.732,-5.1488,0.18564,0.017076,0.004228,0.08476,0.55932,0.008972
5.742,-5.1388,0.17776,0.01662,0.00428,0.081264,0.53892,0.00912
5.752,-5.1288,0.172308,0.016496,0.004416,0.079152,0.527,0.009448
5.762,-5.1188,0.170172,0.016788,0.004664,0.078604,0.52592,0.00994
5.772,-5.1088,0.171684,0.01766,0.005044,0.0798,0.538,0.010636
5.782,-5.0988,0.178124,0.019128,0.005588,0.08332,0.566,0.01164
5.792,-5.0888,0.1895,0.021248,0.006344,0.0896,0.6112,0.012968
5.802,-5.0788,0.20666,0.024148,0.007344,0.09844,0.6748,0.014616
5.812,-5.0688,0.229964,0.0278,0.008632,0.1102,0.7604,0.016628
5.822,-5.0588,0.259856,0.03228,0.01022,0.12552,0.8676,0.01896
5.832,-5.0488,0.295936,0.03756,0.012232,0.14428,0.9956,0.02168
5.842,-5.0388,0.339452,0.04372,0.01466,0.16632,1.1488,0.02468
5.852,-5.0288,0.38916,0.05064,0.017596,0.192,1.328,0.02796
5.862,-5.0188,0.44676,0.0584,0.021128,0.22136,1.5264,0.03152
5.872,-5.0088,0.51172,0.06704,0.025336,0.2552,1.7532,0.03528
5.882,-4.9988,0.58584,0.07668,0.030332,0.29436,2.0128,0.03924
5.892,-4.9888,0.66904,0.08736,0.036276,0.33848,2.306,0.04348
5.902,-4.9788,0.7618,0.09924,0.043272,0.3884,2.6384,0.048
5.912,-4.9688,0.86772,0.11244,0.051432,0.44536,3.012,0.05296
5.922,-4.9588,0.98968,0.12732,0.06092,0.51076,3.436,0.05844
5.932,-4.9488,1.12572,0.1442,0.07176,0.58448,3.916,0.06468
5.942,-4.9388,1.2782,0.16236,0.08416,0.66776,4.456,0.07176
5.952,-4.9288,1.44712,0.18256,0.09752,0.75988,5.056,0.0798
5.962,-4.9188,1.62844,0.2048,0.11252,0.85608,5.712,0.08884
5.972,-4.9088,1.82208,0.2288,0.12816,0.96396,6.416,0.09892
5.982,-4.8988,2.03192,0.2536,0.14492,1.0748,7.152,0.10988
5.992,-4.8888,2.24168,0.2788,0.16136,1.1848,7.908,0.12148
6.002,-4.8788,2.45148,0.3036,0.17784,1.2956,8.656,0.1336
6.012,-4.8688,2.65276,0.3272,0.1938,1.3984,9.4,0.1452
6.022,-4.8588,2.83748,0.3492,0.20872,1.4976,10.044,0.1568
6.032,-4.8488,3.00508,0.368,0.22132,1.58,10.656,0.1672
6.042,-4.8388,3.14396,0.3836,0.23268,1.644,11.156,0.176
6.052,-4.8288,3.25804,0.3948,0.24064,1.694,11.552,0.1836
6.062,-4.8188,3.33092,0.4024,0.2464,1.7216,11.808,0.1884
6.072,-4.8088,3.3746,0.4044,0.24876,1.7348,11.964,0.1912
6.082,-4.7988,3.39348,0.4028,0.24928,1.7256,11.98,0.1924
6.092,-4.7888,3.3712,0.398,0.2468,1.702,11.94,0.1912
6.102,-4.7788,3.33268,0.3896,0.24264,1.6612,11.76,0.1876
6.112,-4.7688,3.27752,0.3788,0.2368,1.6148,11.488,0.1832
6.122,-4.7588,3.20988,0.3668,0.22908,1.5596,11.208,0.1776
6.132,-4.7488,3.1346,0.3544,0.22156,1.504,10.92,0.1712
6.142,-4.7388,3.063,0.3428,0.2136,1.444,10.632,0.1652
6.152,-4.7288,2.99596,0.3316,0.20604,1.3884,10.344,0.1592
6.162,-4.7188,2.94152,0.3236,0.19988,1.3376,10.104,0.1536
6.172,-4.7088,2.90756,0.3168,0.19476,1.2912,9.92,0.1496
6.182,-4.6988,2.8902,0.3136,0.19116,1.254,9.816,0.1468
6.192,-4.6888,2.89752,0.3128,0.18996,1.23,9.784,0.1452
6.202,-4.6788,2.92552,0.3156,0.1904,1.2068,9.824,0.146
6.212,-4.6688,2.98204,0.3208,0.19324,1.1932,9.952,0.148
6.222,-4.6588,3.05108,0.328,0.19768,1.184,10.144,0.1512
6.232,-4.6488,3.14848,0.3376,0.20488,1.184,10.404,0.1564
6.242,-4.6388,3.25812,0.3476,0.21268,1.1844,10.696,0.162
6.252,-4.6288,3.3758,0.3588,0.22192,1.1892,11.02,0.1688
6.262,-4.6188,3.49344,0.3696,0.232,1.19,11.388,0.176
6.272,-4.6088,3.60684,0.3792,0.24208,1.1868,11.672,0.1832
6.282,-4.5988,3.70792,0.3876,0.25204,1.1836,11.984,0.19
6.292,-4.5888,3.79252,0.3932,0.2614,1.1792,12.244,0.1956
6.302,-4.5788,3.84868,0.3968,0.26968,1.1624,12.372,0.2
6.312,-4.5688,3.88432,0.3972,0.27656,1.1448,12.48,0.2032
6.322,-4.5588,3.88744,0.3956,0.282,1.1224,12.532,0.2044
6.332,-4.5488,3.86624,0.3908,0.28592,1.0912,12.452,0.2048
6.342,-4.5388,3.82068,0.384,0.28844,1.0592,12.276,0.2028
6.352,-4.5288,3.74692,0.3752,0.2896,1.0276,12.092,0.1992
6.362,-4.5188,3.657,0.3656,0.28896,0.9932,11.82,0.1952
6.372,-4.5088,3.55112,0.3548,0.28784,0.9556,11.544,0.1888
6.382,-4.4988,3.43328,0.3432,0.28496,0.9212,11.188,0.1824
6.392,-4.4888,3.3116,0.3316,0.28116,0.8876,10.872,0.1756
6.402,-4.4788,3.19012,0.3204,0.27688,0.854,10.512,0.168
6.412,-4.4688,3.06488,0.3096,0.27212,0.8248,10.16,0.1604
6.422,-4.4588,2.9518,0.3,0.26644,0.7932,9.812,0.1528
6.432,-4.4488,2.83896,0.2912,0.26072,0.7664,9.476,0.14612
6.442,-4.4388,2.73832,0.2828,0.25488,0.74004,9.18,0.13996
6.452,-4.4288,2.64588,0.2756,0.24908,0.71724,8.892,0.13444
6.462,-4.4188,2.56552,0.2704,0.244,0.695,8.644,0.12964
6.472,-4.4088,2.4972,0.266,0.23904,0.67336,8.42,0.12596
6.482,-4.3988,2.43696,0.262,0.23488,0.65264,8.232,0.12292
6.492,-4.3888,2.38868,0.2596,0.2312,0.63292,8.068,0.1206
6.502,-4.3788,2.35244,0.2572,0.2288,0.6138,7.94,0.11888
6.512,-4.3688,2.32408,0.2556,0.22732,0.59532,7.832,0.11736
6.522,-4.3588,2.29968,0.2548,0.22632,0.5778,7.756,0.11664
6.532,-4.3488,2.28724,0.254,0.22576,0.56088,7.712,0.11592
6.542,-4.3388,2.28684,0.254,0.22692,0.54532,7.696,0.11596
6.552,-4.3288,2.29044,0.254,0.22864,0.53204,7.712,0.11592
6.562,-4.3188,2.31028,0.2556,0.23176,0.52024,7.768,0.11668
6.572,-4.3088,2.34232,0.2584,0.23628,0.51276,7.88,0.11792
6.582,-4.2988,2.39476,0.2636,0.24232,0.50892,8.044,0.11968
6.592,-4.2888,2.47164,0.2704,0.25028,0.50964,8.276,0.12292
6.602,-4.2788,2.56504,0.2804,0.26024,0.51572,8.576,0.12684
6.612,-4.2688,2.68304,0.2932,0.27224,0.52676,8.952,0.132
6.622,-4.2588,2.8136,0.3088,0.28628,0.5432,9.396,0.1384
6.632,-4.2488,2.97268,0.3272,0.30232,0.56376,9.912,0.146
6.642,-4.2388,3.14016,0.3484,0.31964,0.58816,10.44,0.1536
6.652,-4.2288,3.312,0.3716,0.33776,0.61496,11.028,0.1636
6.662,-4.2188,3.48796,0.3964,0.3568,0.6428,11.628,0.1728
6.672,-4.2088,3.66376,0.4216,0.37512,0.6708,12.224,0.1832
6.682,-4.1988,3.82348,0.4476,0.39308,0.69772,12.796,0.1932
6.692,-4.1888,3.97508,0.4716,0.41024,0.72188,13.308,0.2028
6.702,-4.1788,4.10204,0.496,0.42544,0.74332,13.804,0.212
6.712,-4.1688,4.2164,0.5176,0.43904,0.75988,14.204,0.2204
6.722,-4.1588,4.306,0.5376,0.4506,0.77484,14.544,0.2284
6.732,-4.1488,4.3796,0.5556,0.4606,0.78488,14.868,0.2348
6.742,-4.1388,4.4364,0.5716,0.469,0.78964,15.06,0.2408
6.752,-4.1288,4.4848,0.5844,0.4758,0.78864,15.28,0.2456
6.762,-4.1188,4.5128,0.5952,0.48224,0.78672,15.452,0.2496
6.772,-4.1088,4.536,0.6032,0.48788,0.7834,15.504,0.2528
6.782,-4.0988,4.556,0.6088,0.49276,0.77504,15.632,0.2544
6.792,-4.0888,4.5632,0.6112,0.4984,0.76452,15.644,0.2556
6.802,-4.0788,4.5624,0.6108,0.5036,0.75096,15.652,0.2548
6.812,-4.0688,4.5576,0.6072,0.5088,0.73516,15.664,0.2532
6.822,-4.0588,4.54068,0.6008,0.51348,0.71672,15.636,0.25
6.832,-4.0488,4.51208,0.592,0.51808,0.69652,15.524,0.2452
6.842,-4.0388,4.47508,0.5804,0.52176,0.67452,15.412,0.24
6.852,-4.0288,4.42204,0.566,0.52492,0.6516,15.26,0.2324
6.862,-4.0188,4.36136,0.5516,0.52716,0.629,15.06,0.2248
6.872,-4.0088,4.28428,0.536,0.52772,0.6064,14.816,0.2164
6.882,-3.9988,4.19924,0.5208,0.52744,0.58488,14.568,0.2084
6.892,-3.9888,4.11024,0.5064,0.52592,0.56556,14.276,0.1996
6.902,-3.9788,4.02172,0.4944,0.52404,0.54892,14.028,0.192
6.912,-3.9688,3.93736,0.4848,0.52224,0.53512,13.82,0.1852
6.922,-3.9588,3.86552,0.4792,0.52016,0.52528,13.62,0.1796
6.932,-3.9488,3.80984,0.4776,0.51944,0.51904,13.472,0.1756
6.942,-3.9388,3.7668,0.4812,0.51972,0.51692,13.412,0.1724
6.952,-3.9288,3.74832,0.488,0.52264,0.5188,13.444,0.1716
6.962,-3.9188,3.75404,0.5004,0.52656,0.52428,13.532,0.1716
6.972,-3.9088,3.78476,0.516,0.53344,0.53292,13.716,0.1736
6.982,-3.8988,3.8316,0.5348,0.542,0.5438,13.948,0.1756
6.992,-3.8888,3.90296,0.5568,0.552,0.55656,14.228,0.1788
7.002,-3.8788,3.98276,0.5796,0.5632,0.57056,14.556,0.1828
7.012,-3.8688,4.0746,0.6028,0.5748,0.58424,14.92,0.1868
7.022,-3.8588,4.1704,0.6264,0.5852,0.59708,15.24,0.1904
7.032,-3.8488,4.2576,0.6476,0.5952,0.609,15.6,0.1936
7.042,-3.8388,4.3408,0.6676,0.6028,0.61844,15.84,0.1968
7.052,-3.8288,4.4076,0.6832,0.6084,0.62536,16.08,0.1992
7.062,-3.8188,4.4536,0.6968,0.6104,0.6296,16.24,0.2008
7.072,-3.8088,4.4872,0.706,0.6092,0.63016,16.28,0.202
7.082,-3.7988,4.496,0.712,0.6052,0.62776,16.28,0.2028
7.092,-3.7888,4.48,0.7148,0.5988,0.6224,16.16,0.2028
7.102,-3.7788,4.4516,0.7144,0.5892,0.61452,16.04,0.2032
7.112,-3.7688,4.4064,0.7116,0.5776,0.60344,15.88,0.2028
7.122,-3.7588,4.3532,0.7072,0.5644,0.59068,15.668,0.202
7.132,-3.7488,4.2996,0.7024,0.5508,0.57676,15.416,0.2016
7.142,-3.7388,4.2504,0.6972,0.538,0.56128,15.204,0.2016
7.152,-3.7288,4.2168,0.6932,0.526,0.54544,15.044,0.2012
7.162,-3.7188,4.2,0.6912,0.516,0.52964,14.936,0.2016
7.172,-3.7088,4.2076,0.6908,0.508,0.51476,14.884,0.2012
7.182,-3.6988,4.236,0.6932,0.50304,0.50076,14.936,0.2012
7.192,-3.6888,4.292,0.6988,0.50124,0.488,15.012,0.2008
7.202,-3.6788,4.3692,0.7072,0.50204,0.47652,15.196,0.2008
7.212,-3.6688,4.4628,0.718,0.5058,0.46624,15.444,0.2008
7.222,-3.6588,4.5728,0.7304,0.51176,0.45796,15.72,0.2
7.232,-3.6488,4.6788,0.7436,0.51912,0.45004,16.052,0.1988
7.242,-3.6388,4.7808,0.7568,0.5274,0.44328,16.32,0.1972
7.252,-3.6288,4.8788,0.7704,0.53624,0.4368,16.6,0.1956
7.262,-3.6188,4.9564,0.7816,0.54396,0.43016,16.84,0.1928
7.272,-3.6088,5.018,0.7908,0.55136,0.423,17,0.1896
7.282,-3.5988,5.0512,0.7984,0.55724,0.41572,17.12,0.186
7.292,-3.5888,5.0592,0.8028,0.56072,0.40704,17.16,0.1816
7.302,-3.5788,5.0476,0.8044,0.56216,0.39744,17.12,0.1768
7.312,-3.5688,5.0156,0.8044,0.56204,0.38736,17.04,0.1716
7.322,-3.5588,4.9672,0.8024,0.56024,0.37644,16.88,0.1668
7.332,-3.5488,4.9064,0.7992,0.5572,0.36512,16.68,0.1612
7.342,-3.5388,4.838,0.796,0.55296,0.3542,16.48,0.1568
7.352,-3.5288,4.7688,0.7944,0.54948,0.34372,16.28,0.15288
7.362,-3.5188,4.7036,0.794,0.5456,0.33384,16.12,0.14916
7.372,-3.5088,4.6428,0.7964,0.54292,0.32616,15.96,0.14692
7.382,-3.4988,4.598,0.8024,0.54148,0.32068,15.84,0.14548
7.392,-3.4888,4.5608,0.8112,0.5408,0.3166,15.84,0.14516
7.402,-3.4788,4.5284,0.8228,0.54176,0.3156,15.8,0.14596
7.412,-3.4688,4.5156,0.8376,0.54436,0.31724,15.88,0.14788
7.422,-3.4588,4.5032,0.8536,0.54648,0.3206,15.92,0.1504
7.432,-3.4488,4.4908,0.87,0.5486,0.32576,16.04,0.154
7.442,-3.4388,4.482,0.8844,0.55064,0.3326,16.12,0.1576
7.452,-3.4288,4.4612,0.8968,0.55176,0.34024,16.16,0.1608
7.462,-3.4188,4.432,0.9048,0.55036,0.34744,16.16,0.1636
7.472,-3.4088,4.3868,0.9084,0.54684,0.35464,16.08,0.1664
7.482,-3.3988,4.3328,0.9064,0.54164,0.36128,15.96,0.1676
7.492,-3.3888,4.2628,0.8992,0.53432,0.3658,15.8,0.1684
7.502,-3.3788,4.1804,0.8868,0.52456,0.36936,15.52,0.168
7.512,-3.3688,4.09,0.8704,0.51444,0.3712,15.24,0.1668
7.522,-3.3588,3.9996,0.8516,0.50356,0.37136,14.84,0.1648
7.532,-3.3488,3.9172,0.832,0.49204,0.3694,14.56,0.1624
7.542,-3.3388,3.8392,0.8128,0.48196,0.36704,14.2,0.1592
7.552,-3.3288,3.782,0.7952,0.47288,0.36344,13.92,0.15592
7.562,-3.3188,3.7332,0.7812,0.46612,0.35952,13.676,0.1526
7.572,-3.3088,3.7124,0.7708,0.46164,0.35568,13.496,0.15024
7.582,-3.2988,3.7128,0.7664,0.45948,0.35196,13.372,0.1484
7.592,-3.2888,3.7296,0.7664,0.4608,0.34916,13.348,0.14716
7.602,-3.2788,3.7708,0.7732,0.4644,0.34688,13.388,0.14608
7.612,-3.2688,3.8288,0.7852,0.4712,0.34596,13.532,0.14644
7.622,-3.2588,3.9076,0.8036,0.4804,0.34556,13.736,0.14692
7.632,-3.2488,4.0028,0.8276,0.492,0.34564,14.044,0.14836
7.642,-3.2388,4.1108,0.8576,0.5056,0.34652,14.412,0.15036
7.652,-3.2288,4.2308,0.8932,0.5212,0.34832,14.804,0.15248
7.662,-3.2188,4.3636,0.9348,0.538,0.3496,15.296,0.15424
7.672,-3.2088,4.5052,0.9836,0.5568,0.35088,15.84,0.15648
7.682,-3.1988,4.6588,1.034,0.5768,0.35164,16.44,0.158
7.692,-3.1888,4.8204,1.0908,0.5976,0.35228,17.04,0.15952
7.702,-3.1788,4.9908,1.154,0.62,0.35204,17.72,0.16032
7.712,-3.1688,5.1648,1.218,0.6436,0.35164,18.44,0.16076
7.722,-3.1588,5.3344,1.2836,0.6668,0.35036,19.08,0.1604
7.732,-3.1488,5.5084,1.3444,0.6908,0.34808,19.76,0.15928
7.742,-3.1388,5.6612,1.4084,0.7136,0.34576,20.4,0.1582
7.752,-3.1288,5.7932,1.4648,0.7344,0.34288,20.92,0.15636
7.762,-3.1188,5.9004,1.5112,0.7532,0.33912,21.44,0.15372
7.772,-3.1088,5.97,1.5476,0.7668,0.33448,21.76,0.15104
7.782,-3.0988,5.9988,1.5728,0.7752,0.32896,21.96,0.1484
7.792,-3.0888,5.9776,1.5788,0.778,0.3222,21.92,0.14532
7.802,-3.0788,5.9072,1.5736,0.7732,0.31504,21.76,0.14264
7.812,-3.0688,5.788,1.5532,0.7612,0.30748,21.36,0.13996
7.822,-3.0588,5.6236,1.5212,0.742,0.2996,20.8,0.13812
7.832,-3.0488,5.4224,1.4788,0.7156,0.29176,20.12,0.13636
7.842,-3.0388,5.1848,1.43,0.6824,0.28528,19.32,0.13596
7.852,-3.0288,4.9308,1.3804,0.6452,0.27936,18.48,0.13616
7.862,-3.0188,4.6652,1.326,0.6052,0.27488,17.48,0.1378
7.872,-3.0088,4.404,1.2752,0.5624,0.27292,16.6,0.14052
7.882,-2.9988,4.1556,1.23,0.5208,0.27288,15.72,0.14476
7.892,-2.9888,3.9272,1.1924,0.48,0.2746,14.88,0.15012
7.902,-2.9788,3.728,1.1632,0.4424,0.27892,14.2,0.15656
7.912,-2.9688,3.562,1.1484,0.4088,0.28452,13.68,0.1636
7.922,-2.9588,3.4324,1.1428,0.3808,0.29144,13.28,0.1712
7.932,-2.9488,3.332,1.1472,0.3584,0.29956,13.004,0.178
7.942,-2.9388,3.2716,1.1624,0.3416,0.3076,12.824,0.1852
7.952,-2.9288,3.244,1.19,0.3296,0.31512,12.808,0.1908
7.962,-2.9188,3.2412,1.2152,0.324,0.32124,12.908,0.1956
7.972,-2.9088,3.254,1.2532,0.3228,0.32636,13.072,0.1984
7.982,-2.8988,3.2916,1.2884,0.3256,0.33,13.38,0.1996
7.992,-2.8888,3.3368,1.3324,0.3324,0.33132,13.656,0.1996
8.002,-2.8788,3.394,1.368,0.3424,0.33036,13.976,0.1972
8.012,-2.8688,3.4468,1.4076,0.3544,0.32752,14.296,0.1928
8.022,-2.8588,3.504,1.442,0.368,0.3224,14.656,0.1872
8.032,-2.8488,3.5564,1.4796,0.3828,0.31508,14.968,0.1796
8.042,-2.8388,3.6008,1.5124,0.3992,0.30676,15.316,0.1708
8.052,-2.8288,3.6444,1.5444,0.4148,0.29632,15.616,0.16164
8.062,-2.8188,3.6724,1.5712,0.4308,0.2858,15.876,0.1512
8.072,-2.8088,3.6956,1.5972,0.4468,0.27368,16.096,0.14112
8.082,-2.7988,3.7028,1.6176,0.4616,0.261572,16.272,0.131
8.092,-2.7888,3.7056,1.6368,0.4752,0.249144,16.452,0.12168
8.102,-2.7788,3.696,1.6552,0.4876,0.236832,16.556,0.11316
8.112,-2.7688,3.6704,1.6688,0.4976,0.225132,16.584,0.10544
8.122,-2.7588,3.636,1.6732,0.5052,0.213564,16.616,0.09904
8.132,-2.7488,3.586,1.6728,0.5104,0.203016,16.532,0.09392
8.142,-2.7388,3.5276,1.6756,0.5124,0.193492,16.372,0.09028
8.152,-2.7288,3.4652,1.662,0.5108,0.18458,16.22,0.08808
8.162,-2.7188,3.3908,1.648,0.5072,0.177484,15.948,0.08732
8.172,-2.7088,3.308,1.6292,0.5004,0.170996,15.68,0.08788
8.182,-2.6988,3.2296,1.6104,0.4904,0.166304,15.38,0.08976
8.192,-2.6888,3.1516,1.588,0.4788,0.163404,15.04,0.09284
8.202,-2.6788,3.0736,1.5616,0.4652,0.161884,14.704,0.09692
8.212,-2.6688,3.004,1.5316,0.4504,0.1621,14.372,0.10212
8.222,-2.6588,2.9472,1.5108,0.4344,0.16368,14.052,0.1076
8.232,-2.6488,2.8904,1.4904,0.4172,0.16654,13.72,0.11428
8.242,-2.6388,2.8548,1.4712,0.4012,0.171116,13.488,0.1212
8.252,-2.6288,2.8272,1.4608,0.3856,0.177,13.272,0.12832
8.262,-2.6188,2.8128,1.4556,0.3708,0.183672,13.084,0.13548
8.272,-2.6088,2.8148,1.464,0.3576,0.190804,12.964,0.14292
