# nd2o3_mp-2763 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 16.159 eV. Gap is the fixed-occ nscf value (-6.460 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Nd_d,Nd_f,Nd_p,Nd_s,O_p,O_s
-7.881,-24.0403,0.07692,0.01108,0.6838,0.04896,0.01856,0.3793
-7.871,-24.0303,0.07068,0.01002,0.62018,0.04428,0.01686,0.3441
-7.861,-24.0203,0.06442,0.00902,0.56256,0.040256,0.01528,0.3092
-7.851,-24.0103,0.05818,0.00804,0.50898,0.036858,0.01383,0.2787
-7.841,-24.0003,0.05212,0.00716,0.46148,0.034292,0.01254,0.2525
-7.831,-23.9903,0.04652,0.006364,0.42008,0.032558,0.01144,0.2286
-7.821,-23.9803,0.04154,0.005674,0.38684,0.03145,0.01052,0.2094
-7.811,-23.9703,0.037,0.005094,0.35974,0.030764,0.00978,0.1934
-7.801,-23.9603,0.03332,0.004622,0.3408,0.0305,0.0092,0.1809
-7.791,-23.9503,0.0303,0.004256,0.32604,0.03065,0.00878,0.1715
-7.781,-23.9403,0.02814,0.00399,0.31542,0.030812,0.0085,0.165
-7.771,-23.9303,0.02662,0.003822,0.30896,0.03098,0.008341,0.1603
-7.761,-23.9203,0.025752,0.00375,0.30662,0.031154,0.008259,0.1577
-7.751,-23.9103,0.025334,0.003728,0.30638,0.031128,0.008272,0.1565
-7.741,-23.9003,0.02556,0.003778,0.30822,0.031104,0.008336,0.1562
-7.731,-23.8903,0.02622,0.003894,0.31216,0.030882,0.008469,0.157
-7.721,-23.8803,0.02732,0.00406,0.31614,0.030462,0.008647,0.1586
-7.711,-23.8703,0.02886,0.004252,0.32418,0.030044,0.008865,0.1609
-7.701,-23.8603,0.03062,0.004494,0.33224,0.02963,0.00914,0.1642
-7.691,-23.8503,0.03262,0.004762,0.34236,0.029422,0.00947,0.1681
-7.681,-23.8403,0.0346,0.005056,0.35248,0.02922,0.00982,0.1727
-7.671,-23.8303,0.03682,0.005354,0.36464,0.029224,0.0102,0.178
-7.661,-23.8203,0.03882,0.005652,0.3768,0.029434,0.01057,0.1833
-7.651,-23.8103,0.04082,0.00595,0.38896,0.029652,0.01091,0.1884
-7.641,-23.8003,0.04238,0.006222,0.3991,0.030072,0.01121,0.1931
-7.631,-23.7903,0.04374,0.006446,0.40924,0.030498,0.01145,0.197
-7.621,-23.7803,0.04446,0.00664,0.41534,0.030926,0.01162,0.1997
-7.611,-23.7703,0.04494,0.006778,0.41942,0.031352,0.01167,0.2012
-7.601,-23.7603,0.0448,0.006864,0.42146,0.03158,0.01163,0.2012
-7.591,-23.7503,0.04424,0.006918,0.41948,0.031804,0.0115,0.1997
-7.581,-23.7403,0.04344,0.006936,0.41348,0.032026,0.0113,0.1968
-7.571,-23.7303,0.0424,0.006904,0.40542,0.031842,0.011,0.193
-7.561,-23.7203,0.04096,0.006862,0.39736,0.031452,0.01066,0.188
-7.551,-23.7103,0.0395,0.006772,0.38524,0.031054,0.01028,0.182
-7.541,-23.7003,0.03804,0.006696,0.37312,0.030248,0.00989,0.1754
-7.531,-23.6903,0.03656,0.006574,0.35894,0.029232,0.00946,0.1685
-7.521,-23.6803,0.03506,0.006446,0.34276,0.028006,0.00902,0.1611
-7.511,-23.6703,0.03376,0.006316,0.32854,0.02657,0.008594,0.1532
-7.501,-23.6603,0.03246,0.006184,0.31228,0.024724,0.008182,0.1455
-7.491,-23.6503,0.03134,0.00603,0.29402,0.02287,0.007763,0.1374
-7.481,-23.6403,0.03024,0.005876,0.27772,0.020808,0.007376,0.1294
-7.471,-23.6303,0.02932,0.005722,0.26142,0.01874,0.006998,0.1214
-7.461,-23.6203,0.0284,0.00557,0.24512,0.016572,0.006647,0.1137
-7.451,-23.6103,0.02748,0.005418,0.23082,0.01442,0.0063,0.10614
-7.441,-23.6003,0.02676,0.00525,0.21452,0.012372,0.005952,0.09901
-7.431,-23.5903,0.02584,0.005064,0.20046,0.010466,0.00564,0.092
-7.421,-23.5803,0.02492,0.00486,0.186394,0.008706,0.0053,0.08532
-7.411,-23.5703,0.02378,0.004656,0.172558,0.00717,0.004971,0.07881
-7.401,-23.5603,0.02264,0.004394,0.158744,0.00582,0.00465,0.07246
-7.391,-23.5503,0.02124,0.00411,0.145352,0.004696,0.004295,0.06608
-7.381,-23.5403,0.019718,0.003808,0.131984,0.00378,0.003948,0.05986
-7.371,-23.5303,0.018048,0.003488,0.118838,0.003047,0.00357,0.05381
-7.361,-23.5203,0.016272,0.003126,0.106114,0.0025008,0.003203,0.04791
-7.351,-23.5103,0.014456,0.002788,0.094016,0.0021398,0.002849,0.04216
-7.341,-23.5003,0.012646,0.002432,0.082746,0.0019384,0.002506,0.03697
-7.331,-23.4903,0.010908,0.002096,0.072908,0.001899,0.002194,0.03212
-7.321,-23.4803,0.009306,0.00179,0.064706,0.0020254,0.001927,0.02805
-7.311,-23.4703,0.007888,0.001516,0.058744,0.0023346,0.001717,0.02478
-7.301,-23.4603,0.006696,0.001288,0.055028,0.0028048,0.001576,0.02232
-7.291,-23.4503,0.005756,0.0011106,0.054362,0.0034826,0.001516,0.02093
-7.281,-23.4403,0.005106,0.0009866,0.056548,0.004348,0.001549,0.02063
-7.271,-23.4303,0.004768,0.0009198,0.061992,0.005422,0.001681,0.02138
-7.261,-23.4203,0.004724,0.0009096,0.07069,0.006682,0.0019222,0.02323
-7.251,-23.4103,0.00497,0.0009536,0.08284,0.00811,0.002271,0.02604
-7.241,-23.4003,0.005546,0.001052,0.09804,0.009662,0.0027544,0.02982
-7.231,-23.3903,0.00639,0.001204,0.11646,0.011298,0.0033438,0.03442
-7.221,-23.3803,0.007542,0.001398,0.13772,0.012978,0.0040786,0.03972
-7.211,-23.3703,0.008976,0.001642,0.16178,0.014638,0.0049385,0.0455
-7.201,-23.3603,0.010678,0.001926,0.18846,0.016216,0.0059234,0.0516
-7.191,-23.3503,0.012686,0.002248,0.21674,0.017672,0.0070338,0.0583
-7.181,-23.3403,0.014964,0.002602,0.2492,0.018986,0.0082902,0.0651
-7.171,-23.3303,0.01754,0.003002,0.28164,0.020138,0.0096735,0.072
-7.161,-23.3203,0.02044,0.003422,0.3181,0.02119,0.011185,0.0792
-7.151,-23.3103,0.0236,0.003904,0.35656,0.022042,0.012826,0.0868
-7.141,-23.3003,0.02726,0.00441,0.39904,0.0231,0.014618,0.0951
-7.131,-23.2903,0.03118,0.004956,0.44358,0.024164,0.016543,0.1037
-7.121,-23.2803,0.0354,0.00555,0.49416,0.02544,0.018621,0.1134
-7.111,-23.2703,0.03988,0.006206,0.54884,0.026728,0.020854,0.1237
-7.101,-23.2603,0.04486,0.00689,0.60762,0.028632,0.023163,0.1353
-7.091,-23.2503,0.05012,0.007642,0.67048,0.030752,0.025688,0.1476
-7.081,-23.2403,0.05544,0.008416,0.73744,0.033284,0.028027,0.1606
-7.071,-23.2303,0.061,0.009216,0.80846,0.036228,0.030581,0.1748
-7.061,-23.2203,0.0664,0.010038,0.87952,0.039378,0.03315,0.1892
-7.051,-23.2103,0.0718,0.010862,0.9506,0.042728,0.03572,0.2038
-7.041,-23.2003,0.0772,0.011682,1.02166,0.04608,0.03811,0.2182
-7.031,-23.1903,0.08216,0.012438,1.09062,0.0492,0.04029,0.2314
-7.021,-23.1803,0.08686,0.013168,1.15144,0.05212,0.04228,0.2432
-7.011,-23.1703,0.09108,0.01381,1.20812,0.0546,0.04406,0.2544
-7.001,-23.1603,0.09482,0.014404,1.25858,0.05626,0.04564,0.2632
-6.991,-23.1503,0.09806,0.014906,1.29882,0.05748,0.04681,0.2702
-6.981,-23.1403,0.1008,0.01534,1.33284,0.05786,0.04777,0.2748
-6.971,-23.1303,0.10324,0.015724,1.35862,0.05762,0.04852,0.2786
-6.961,-23.1203,0.10498,0.01604,1.37618,0.05676,0.04886,0.28
-6.951,-23.1103,0.10624,0.016308,1.38556,0.05506,0.04919,0.2798
-6.941,-23.1003,0.1072,0.016548,1.39076,0.05296,0.04931,0.277
-6.931,-23.0903,0.1077,0.016762,1.38788,0.05062,0.04943,0.274
-6.921,-23.0803,0.10754,0.016948,1.3829,0.047686,0.04934,0.2692
-6.911,-23.0703,0.10712,0.017126,1.3719,0.044744,0.04926,0.2642
-6.901,-23.0603,0.10646,0.01728,1.3589,0.0418,0.04918,0.2578
-6.891,-23.0503,0.1054,0.017428,1.34394,0.038662,0.04891,0.251
-6.881,-23.0403,0.10392,0.017554,1.32904,0.03573,0.04886,0.2428
-6.871,-23.0303,0.10246,0.017674,1.31424,0.033008,0.04862,0.2354
-6.861,-23.0203,0.10084,0.017754,1.29954,0.030698,0.0486,0.227
-6.851,-23.0103,0.09906,0.017856,1.28698,0.028402,0.04841,0.2194
-6.841,-23.0003,0.09756,0.017938,1.27852,0.026722,0.04843,0.2122
-6.831,-22.9903,0.09612,0.018024,1.27218,0.025058,0.04867,0.205
-6.821,-22.9803,0.09494,0.018116,1.27194,0.02401,0.04892,0.1992
-6.811,-22.9703,0.09402,0.018212,1.27584,0.023178,0.04919,0.1938
-6.801,-22.9603,0.09356,0.018296,1.28382,0.022762,0.04945,0.1898
-6.791,-22.9503,0.09314,0.018404,1.29392,0.022362,0.04991,0.1872
-6.781,-22.9403,0.09294,0.018498,1.3081,0.022378,0.05036,0.1842
-6.771,-22.9303,0.09274,0.018578,1.32438,0.02261,0.05079,0.1826
-6.761,-22.9203,0.0926,0.01864,1.34276,0.023056,0.05141,0.1812
-6.751,-22.9103,0.0924,0.018684,1.36122,0.023514,0.0518,0.18
-6.741,-22.9003,0.092,0.018692,1.3778,0.024186,0.05198,0.1792
-6.731,-22.8903,0.0916,0.01868,1.39648,0.024868,0.05236,0.1784
-6.721,-22.8803,0.091,0.018628,1.41524,0.025558,0.05275,0.1768
-6.711,-22.8703,0.09,0.01858,1.43812,0.026452,0.05337,0.1752
-6.701,-22.8603,0.0892,0.018532,1.4611,0.027148,0.05384,0.1736
-6.691,-22.8503,0.0884,0.018526,1.49214,0.028042,0.05498,0.171
-6.681,-22.8403,0.0876,0.018582,1.52924,0.02873,0.05621,0.1682
-6.671,-22.8303,0.087,0.01874,1.57636,0.029206,0.05795,0.1642
-6.661,-22.8203,0.0866,0.019044,1.6355,0.02967,0.06042,0.1612
-6.651,-22.8103,0.0866,0.01951,1.70662,0.029918,0.0634,0.157
-6.641,-22.8003,0.087,0.020184,1.7937,0.029948,0.0674,0.1528
-6.631,-22.7903,0.0878,0.021144,1.8948,0.02976,0.0718,0.1476
-6.621,-22.7803,0.0892,0.02233,2.0136,0.029356,0.0773,0.1428
-6.611,-22.7703,0.0908,0.023986,2.1426,0.028934,0.0834,0.1377
-6.601,-22.7603,0.0928,0.025852,2.3034,0.0283,0.0902,0.1325
-6.591,-22.7503,0.095,0.028128,2.4642,0.027454,0.0978,0.1275
-6.581,-22.7403,0.0978,0.030816,2.6448,0.026598,0.1057,0.1226
-6.571,-22.7303,0.1008,0.033714,2.8456,0.025536,0.1144,0.1179
-6.561,-22.7203,0.104,0.03722,3.0464,0.024668,0.1234,0.1137
-6.551,-22.7103,0.1074,0.04074,3.2672,0.023596,0.1327,0.1099
-6.541,-22.7003,0.1106,0.04446,3.4882,0.02252,0.1418,0.1069
-6.531,-22.6903,0.1142,0.04838,3.7292,0.02144,0.151,0.1041
-6.521,-22.6803,0.1178,0.05232,3.9506,0.020458,0.1596,0.1021
-6.511,-22.6703,0.1214,0.05624,4.1718,0.019414,0.1679,0.1003
-6.501,-22.6603,0.125,0.05996,4.3934,0.018368,0.1753,0.099
-6.491,-22.6503,0.1282,0.06348,4.6152,0.017302,0.182,0.0978
-6.481,-22.6403,0.1316,0.06658,4.797,0.016238,0.1879,0.0964
-6.471,-22.6303,0.1346,0.06946,4.9992,0.015196,0.1928,0.0951
-6.461,-22.6203,0.1378,0.07194,5.1816,0.014138,0.1969,0.0934
-6.451,-22.6103,0.1406,0.0742,5.344,0.013104,0.2001,0.0916
-6.441,-22.6003,0.1432,0.07604,5.5068,0.012118,0.2027,0.0892
-6.431,-22.5903,0.1456,0.07766,5.65,0.01114,0.2047,0.0865
-6.421,-22.5803,0.1482,0.0793,5.8132,0.01025,0.2061,0.0832
-6.411,-22.5703,0.1504,0.08052,5.977,0.009388,0.2073,0.0796
-6.401,-22.5603,0.1528,0.08194,6.121,0.008612,0.2083,0.0759
-6.391,-22.5503,0.1548,0.08314,6.2854,0.007886,0.2091,0.0718
-6.381,-22.5403,0.1572,0.08456,6.4702,0.007244,0.2099,0.0678
-6.371,-22.5303,0.1592,0.086,6.6354,0.006668,0.2104,0.0638
-6.361,-22.5203,0.1612,0.08742,6.821,0.006158,0.2112,0.0598
-6.351,-22.5103,0.1632,0.08886,7.007,0.005708,0.2117,0.0563
-6.341,-22.5003,0.1652,0.09052,7.2132,0.005302,0.2121,0.0527
-6.331,-22.4903,0.167,0.09196,7.3996,0.004958,0.2123,0.0496
-6.321,-22.4803,0.1684,0.09342,7.586,0.004634,0.2124,0.04676
-6.311,-22.4703,0.1696,0.09466,7.7324,0.00435,0.2118,0.04404
-6.301,-22.4603,0.1702,0.0957,7.8782,0.004086,0.2105,0.04146
-6.291,-22.4503,0.1706,0.09632,7.9836,0.003842,0.2088,0.03908
-6.281,-22.4403,0.17,0.09634,8.0682,0.003598,0.2059,0.03676
-6.271,-22.4303,0.1686,0.09592,8.092,0.003374,0.202,0.03444
-6.261,-22.4203,0.1666,0.09486,8.0546,0.003148,0.197,0.0322
-6.251,-22.4103,0.1638,0.09298,7.9758,0.002922,0.1909,0.02982
-6.241,-22.4003,0.1598,0.09068,7.8358,0.0026968,0.1837,0.0275
-6.231,-22.3903,0.1554,0.08734,7.6344,0.002491,0.1755,0.02512
-6.221,-22.3803,0.15,0.08358,7.3916,0.0022854,0.1662,0.02284
-6.211,-22.3703,0.1438,0.07938,7.1074,0.0021082,0.1563,0.02052
-6.201,-22.3603,0.1374,0.07458,6.7622,0.0019412,0.1458,0.01836
-6.191,-22.3503,0.13032,0.06936,6.416,0.0017948,0.135,0.01628
-6.181,-22.3403,0.12302,0.06414,6.0288,0.0016666,0.124,0.01436
-6.171,-22.3303,0.11526,0.0585,5.6212,0.0015546,0.1131,0.01262
-6.161,-22.3203,0.10746,0.053082,5.1928,0.0014586,0.10238,0.01103
-6.151,-22.3103,0.09942,0.047866,4.7844,0.0013722,0.09197,0.00963
-6.141,-22.3003,0.09152,0.042662,4.3558,0.0012952,0.08202,0.0084
-6.131,-22.2903,0.0834,0.03767,3.9472,0.0012194,0.07254,0.00733
-6.121,-22.2803,0.0754,0.032894,3.539,0.0011448,0.06372,0.00642
-6.111,-22.2703,0.06752,0.028536,3.1512,0.0010672,0.05557,0.00563
-6.101,-22.2603,0.05998,0.024594,2.7838,0.0009846,0.04787,0.00495
-6.091,-22.2503,0.05274,0.020868,2.437,0.000899,0.04102,0.00435
-6.081,-22.2403,0.0458,0.01752,2.1108,0.000811,0.03484,0.00386
-6.071,-22.2303,0.03934,0.014584,1.8214,0.0007184,0.0293,0.00341
-6.061,-22.2203,0.03338,0.011984,1.5506,0.000628,0.02422,0.003026
-6.051,-22.2103,0.0281,0.009756,1.3086,0.0005396,0.02002,0.002697
-6.041,-22.2003,0.023274,0.007838,1.09514,0.000456,0.01632,0.002399
-6.031,-22.1903,0.019022,0.00623,0.90828,0.0003788,0.01318,0.002133
-6.021,-22.1803,0.015406,0.0048896,0.74794,0.0003086,0.01054,0.001894
-6.011,-22.1703,0.01232,0.0037968,0.61006,0.0002492,0.008343,0.001676
-6.001,-22.1603,0.009738,0.00293,0.49456,0.0001966,0.006547,0.001476
-5.991,-22.1503,0.007634,0.002228,0.39742,0.000153,0.005104,0.001291
-5.981,-22.1403,0.005902,0.0016742,0.31652,0.00011772,0.003932,0.001121
-5.971,-22.1303,0.004516,0.0012498,0.251846,8.932e-05,0.003004,0.0009618
-5.961,-22.1203,0.00343,0.000926,0.196742,6.7e-05,0.002288,0.0008162
-5.951,-22.1103,0.002564,0.0006806,0.152766,4.966e-05,0.001723,0.0006829
-5.941,-22.1003,0.0019052,0.0004948,0.117492,3.658e-05,0.001287,0.0005645
-5.931,-22.0903,0.0013956,0.0003586,0.089292,2.672e-05,0.00095,0.0004578
-5.921,-22.0803,0.0010114,0.00025776,0.066946,1.93e-05,0.0006965,0.0003658
-5.911,-22.0703,0.0007244,0.00018306,0.049642,1.386e-05,0.0005028,0.00028765
-5.901,-22.0603,0.0005112,0.000129,0.0361686,9.88e-06,0.0003611,0.0002209
-5.891,-22.0503,0.0003566,9.004e-05,0.026116,6.972e-06,0.0002542,0.0001667
-5.881,-22.0403,0.0002456,6.222e-05,0.018419,4.892e-06,0.0001771,0.00012353
-5.871,-22.0303,0.00016576,4.248e-05,0.0128132,3.392e-06,0.0001215,8.979e-05
-5.861,-22.0203,0.00011042,2.868e-05,0.0087554,2.326e-06,8.2e-05,6.3923e-05
-5.851,-22.0103,7.214e-05,1.8996e-05,0.0058632,1.578e-06,5.437e-05,4.4634e-05
-5.841,-22.0003,4.652e-05,1.2424e-05,0.00385502,1.056e-06,3.561e-05,3.0457e-05
-5.831,-21.9903,2.946e-05,8.03e-06,0.00248956,7.06e-07,2.278e-05,2.0751e-05
-5.821,-21.9803,1.83e-05,5.134e-06,0.00158198,4.75e-07,1.434e-05,1.39872e-05
-5.811,-21.9703,1.1314e-05,3.286e-06,0.00098168,3.43e-07,8.85e-06,9.9099e-06
-5.801,-21.9603,7.09e-06,2.184e-06,0.00059824,2.942e-07,5.371e-06,8.0685e-06
-5.791,-21.9503,4.8e-06,1.658e-06,0.000357344,3.32e-07,3.201e-06,8.5167e-06
-5.781,-21.9403,3.98e-06,1.626e-06,0.000208822,4.886e-07,1.869e-06,1.18309e-05
-5.771,-21.9303,4.494e-06,2.136e-06,0.000119944,8.16e-07,1.088e-06,1.93493e-05
-5.761,-21.9203,6.548e-06,3.364e-06,6.8444e-05,1.426e-06,6.47e-07,3.36118e-05
-5.751,-21.9103,1.0702e-05,5.648e-06,3.9496e-05,2.494e-06,4.228e-07,5.86197e-05
-5.741,-21.9003,1.8062e-05,9.56e-06,2.4708e-05,4.304e-06,3.459e-07,0.000100836
-5.731,-21.8903,3.0332e-05,1.604e-05,1.8834e-05,7.26e-06,3.795e-07,0.000170869
-5.721,-21.8803,5.0066e-05,2.634e-05,1.9428e-05,1.202e-05,5.199e-07,0.00028413
-5.711,-21.8703,8.1126e-05,4.254e-05,2.566e-05,1.948e-05,7.82e-07,0.000460242
-5.701,-21.8603,0.000128558,6.726e-05,3.792e-05,3.102e-05,1.204e-06,0.000730448
-5.691,-21.8503,0.000199434,0.000104,5.778e-05,4.818e-05,1.839e-06,0.00113682
-5.681,-21.8403,0.00030286,0.0001572,8.764e-05,7.32e-05,2.772e-06,0.00173148
-5.671,-21.8303,0.00045034,0.000233,0.00013084,0.0001092,4.073e-06,0.00258264
-5.661,-21.8203,0.00065648,0.000337,0.0001914,0.0001592,5.859e-06,0.00376463
-5.651,-21.8103,0.00093546,0.00048,0.0002752,0.0002278,8.27e-06,0.005388
-5.641,-21.8003,0.00130552,0.000666,0.0003858,0.000319,1.141e-05,0.0075336
-5.631,-21.7903,0.00178092,0.000906,0.0005296,0.0004382,1.542e-05,0.0103028
-5.621,-21.7803,0.002386,0.001204,0.0007136,0.0005902,2.04e-05,0.0138175
-5.611,-21.7703,0.0031148,0.001568,0.000939,0.00078,2.634e-05,0.0181405
-5.601,-21.7603,0.0039856,0.001998,0.0012122,0.001012,3.344e-05,0.0232958
-5.591,-21.7503,0.0049986,0.002494,0.001534,0.001286,4.165e-05,0.029349
-5.581,-21.7403,0.0061338,0.00304,0.0019,0.001608,5.055e-05,0.036227
-5.571,-21.7303,0.007371,0.003654,0.002306,0.001974,6.01e-05,0.043739
-5.561,-21.7203,0.0086698,0.004274,0.002738,0.002386,7.026e-05,0.051696
-5.551,-21.7103,0.00999,0.004898,0.003196,0.002844,8.018e-05,0.05971
-5.541,-21.7003,0.0112506,0.0055,0.003658,0.003328,9e-05,0.067796
-5.531,-21.6903,0.012411,0.006048,0.004098,0.003852,9.88e-05,0.07557
-5.521,-21.6803,0.0134104,0.006518,0.004496,0.00441,0.0001067,0.08224
-5.511,-21.6703,0.014168,0.00688,0.004868,0.00498,0.0001129,0.08802
-5.501,-21.6603,0.014662,0.007112,0.00517,0.005562,0.0001174,0.09232
-5.491,-21.6503,0.014854,0.007204,0.005382,0.00615,0.0001199,0.09493
-5.481,-21.6403,0.014742,0.00716,0.00552,0.006726,0.0001206,0.09585
-5.471,-21.6303,0.014324,0.006978,0.005584,0.007288,0.0001196,0.09505
-5.461,-21.6203,0.013624,0.006658,0.005554,0.007836,0.0001167,0.0927
-5.451,-21.6103,0.01268,0.00625,0.005448,0.00833,0.00011268,0.08898
-5.441,-21.6003,0.01155,0.005758,0.005272,0.00875,0.00010736,0.08401
-5.431,-21.5903,0.01032,0.005208,0.005042,0.009096,0.0001012,0.07816
-5.421,-21.5803,0.009026,0.00463,0.004762,0.00933,9.445e-05,0.0718
-5.411,-21.5703,0.0077298,0.00407,0.004454,0.00945,8.736e-05,0.065
-5.401,-21.5603,0.006473,0.003514,0.004118,0.009416,8.016e-05,0.0582
-5.391,-21.5503,0.0053158,0.002988,0.003758,0.009252,7.287e-05,0.0514
-5.381,-21.5403,0.0042784,0.002504,0.003412,0.008916,6.57e-05,0.0448
-5.371,-21.5303,0.0033816,0.002074,0.003046,0.00847,5.865e-05,0.0389
-5.361,-21.5203,0.0026054,0.0017,0.002698,0.007878,5.173e-05,0.0333
-5.351,-21.5103,0.0019722,0.001378,0.002348,0.0072,4.532e-05,0.02812
-5.341,-21.5003,0.0014644,0.001104,0.00202,0.006458,3.8999e-05,0.0235
-5.331,-21.4903,0.0010676,0.000877,0.001716,0.005678,3.316e-05,0.01941
-5.321,-21.4803,0.0007624,0.0006894,0.001434,0.00488,2.7786e-05,0.01584
-5.311,-21.4703,0.0005364,0.000536,0.00118,0.004128,2.3066e-05,0.01276
-5.301,-21.4603,0.000372,0.0004126,0.000958,0.003404,1.8748e-05,0.01015
-5.291,-21.4503,0.000255,0.000316,0.0007682,0.00275,1.5066e-05,0.00796
-5.281,-21.4403,0.0001782,0.0002384,0.0006092,0.002182,1.2e-05,0.00617
-5.271,-21.4303,0.0001312,0.000181,0.000488,0.0016928,9.614e-06,0.00473
-5.261,-21.4203,0.00011046,0.0001397,0.0004028,0.0012874,7.942e-06,0.003656
-5.251,-21.4103,0.00011548,0.00011352,0.0003608,0.0009614,7.127e-06,0.002912
-5.241,-21.4003,0.0001502,0.0001026,0.0003702,0.0007078,7.291e-06,0.002486
-5.231,-21.3903,0.00022398,0.0001086,0.0004486,0.0005182,8.78e-06,0.002432
-5.221,-21.3803,0.0003504,0.0001356,0.0006164,0.0003854,1.206e-05,0.002808
-5.211,-21.3703,0.0005574,0.0001892,0.0009138,0.0003014,1.783e-05,0.00371
-5.201,-21.3603,0.0008772,0.0002786,0.0013902,0.0002642,2.721e-05,0.00534
-5.191,-21.3503,0.0013564,0.000419,0.0021276,0.000272,4.139e-05,0.00795
-5.181,-21.3403,0.002061,0.0006274,0.0031984,0.0003242,6.25e-05,0.01185
-5.171,-21.3303,0.0030776,0.000926,0.0047646,0.0004284,9.28e-05,0.01748
-5.161,-21.3203,0.00448,0.001344,0.00695,0.000593,0.0001355,0.02543
-5.151,-21.3103,0.006414,0.001916,0.009942,0.0008312,0.0001942,0.0363
-5.141,-21.3003,0.009006,0.002676,0.013968,0.001156,0.0002727,0.0509
-5.131,-21.2903,0.012368,0.003664,0.019232,0.001586,0.0003757,0.0699
-5.121,-21.2803,0.016668,0.004922,0.026004,0.00214,0.0005091,0.094
-5.111,-21.2703,0.022114,0.006484,0.034472,0.002832,0.000673,0.1243
-5.101,-21.2603,0.028514,0.0084,0.044602,0.003678,0.000875,0.1608
-5.091,-21.2503,0.0362,0.01064,0.056998,0.00468,0.001117,0.2042
-5.081,-21.2403,0.04516,0.01322,0.07106,0.005858,0.001395,0.2541
-5.071,-21.2303,0.05498,0.01612,0.0872,0.007188,0.001711,0.31
-5.061,-21.2203,0.0659,0.01926,0.10478,0.008644,0.002061,0.371
-5.051,-21.2103,0.07724,0.0226,0.12342,0.0102,0.002437,0.436
-5.041,-21.2003,0.08884,0.026,0.14288,0.0118,0.002813,0.502
-5.031,-21.1903,0.10042,0.02932,0.16196,0.01344,0.003187,0.567
-5.021,-21.1803,0.1112,0.03258,0.1802,0.015,0.003559,0.629
-5.011,-21.1703,0.1207,0.03534,0.19682,0.01644,0.003886,0.682
-5.001,-21.1603,0.1287,0.03758,0.21116,0.0177,0.004186,0.729
-4.991,-21.1503,0.1346,0.03948,0.2216,0.01878,0.004398,0.764
-4.981,-21.1403,0.13814,0.04058,0.22992,0.0196,0.004561,0.786
-4.971,-21.1303,0.13932,0.04088,0.23214,0.02016,0.004634,0.794
-4.961,-21.1203,0.13794,0.0404,0.23222,0.0205,0.004619,0.79
-4.951,-21.1103,0.1344,0.03954,0.22818,0.02064,0.004555,0.772
-4.941,-21.1003,0.12892,0.03792,0.22004,0.02064,0.004406,0.745
-4.931,-21.0903,0.12194,0.03576,0.20982,0.02058,0.004233,0.71
-4.921,-21.0803,0.11406,0.03354,0.19976,0.02056,0.00402,0.671
-4.911,-21.0703,0.10574,0.03106,0.18848,0.02064,0.003788,0.63
-4.901,-21.0603,0.09762,0.02858,0.17762,0.02096,0.003561,0.591
-4.891,-21.0503,0.09012,0.02642,0.1684,0.0215,0.003382,0.557
-4.881,-21.0403,0.0839,0.02454,0.16168,0.02238,0.003252,0.53
-4.871,-21.0303,0.07936,0.0231,0.15784,0.02368,0.003174,0.513
-4.861,-21.0203,0.07694,0.02218,0.15754,0.02512,0.003167,0.508
-4.851,-21.0103,0.07646,0.02182,0.16094,0.02702,0.003234,0.513
-4.841,-21.0003,0.0783,0.02202,0.16806,0.02916,0.003374,0.532
-4.831,-20.9903,0.08248,0.02278,0.1789,0.03134,0.003608,0.564
-4.821,-20.9803,0.0888,0.02406,0.19302,0.03354,0.003913,0.606
-4.811,-20.9703,0.09742,0.0258,0.21082,0.03574,0.00429,0.66
-4.801,-20.9603,0.10776,0.028,0.22948,0.03774,0.00472,0.723
-4.791,-20.9503,0.1198,0.0304,0.25016,0.03952,0.00519,0.794
-4.781,-20.9403,0.1329,0.03306,0.27284,0.04088,0.00571,0.867
-4.771,-20.9303,0.14686,0.03572,0.2955,0.0418,0.00625,0.944
-4.761,-20.9203,0.16104,0.03862,0.3181,0.04248,0.0068,1.022
-4.751,-20.9103,0.17484,0.0413,0.33862,0.04252,0.00734,1.095
-4.741,-20.9003,0.1878,0.04396,0.35904,0.04232,0.00785,1.163
-4.731,-20.8903,0.19952,0.04616,0.37534,0.04168,0.00831,1.222
-4.721,-20.8803,0.20918,0.0481,0.39152,0.0408,0.00872,1.271
-4.711,-20.8703,0.21754,0.04974,0.40156,0.0397,0.00908,1.308
-4.701,-20.8603,0.22202,0.0509,0.40946,0.03858,0.00935,1.332
-4.691,-20.8503,0.22438,0.05156,0.41526,0.03728,0.00955,1.341
-4.681,-20.8403,0.22462,0.0517,0.41698,0.03636,0.00966,1.336
-4.671,-20.8303,0.22074,0.05154,0.4146,0.03546,0.00969,1.32
-4.661,-20.8203,0.21678,0.05088,0.4102,0.03478,0.00966,1.29
-4.651,-20.8103,0.2087,0.04992,0.40376,0.03452,0.00955,1.252
-4.641,-20.8003,0.20016,0.04868,0.39532,0.0343,0.0094,1.205
-4.631,-20.7903,0.19014,0.04718,0.38692,0.0347,0.0092,1.152
-4.621,-20.7803,0.17948,0.04542,0.37654,0.03512,0.00895,1.095
