# li3p_mp-736 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 3.252 eV. Gap is the fixed-occ nscf value (0.709 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,P_p,P_s
-14.402,-17.6541,0,0,0,0
-14.392,-17.6441,0,0,0,0
-14.382,-17.6341,0,0,0,0
-14.372,-17.6241,0,0,0,0
-14.362,-17.6141,0,0,0,0
-14.352,-17.6041,0,0,0,0
-14.342,-17.5941,0,0,0,0
-14.332,-17.5841,0,0,0,0
-14.322,-17.5741,0,0,0,0
-14.312,-17.5641,0,0,0,0
-14.302,-17.5541,0,0,0,0
-14.292,-17.5441,0,0,0,0
-14.282,-17.5341,0,0,0,0
-14.272,-17.5241,0,0,0,0
-14.262,-17.5141,0,0,0,0
-14.252,-17.5041,0,0,0,0
-14.242,-17.4941,0,0,0,0
-14.232,-17.4841,0,0,0,0
-14.222,-17.4741,0,0,0,0
-14.212,-17.4641,0,0,0,0
-14.202,-17.4541,0,0,0,0
-14.192,-17.4441,0,0,0,0
-14.182,-17.4341,0,0,0,0
-14.172,-17.4241,0,0,0,0
-14.162,-17.4141,0,0,0,0
-14.152,-17.4041,0,0,0,0
-14.142,-17.3941,0,0,0,0
-14.132,-17.3841,0,0,0,0
-14.122,-17.3741,0,0,0,0
-14.112,-17.3641,0,0,0,0
-14.102,-17.3541,0,0,0,0
-14.092,-17.3441,0,0,0,0
-14.082,-17.3341,0,0,0,0
-14.072,-17.3241,0,0,0,0
-14.062,-17.3141,0,0,0,0
-14.052,-17.3041,0,0,0,0
-14.042,-17.2941,0,0,0,0
-14.032,-17.2841,0,0,0,0
-14.022,-17.2741,0,0,0,0
-14.012,-17.2641,0,0,0,0
-14.002,-17.2541,0,0,0,0
-13.992,-17.2441,0,0,0,0
-13.982,-17.2341,0,0,0,0
-13.972,-17.2241,0,0,0,0
-13.962,-17.2141,0,0,0,0
-13.952,-17.2041,0,0,0,0
-13.942,-17.1941,0,0,0,0
-13.932,-17.1841,0,0,0,0
-13.922,-17.1741,0,0,0,0
-13.912,-17.1641,0,0,0,0
-13.902,-17.1541,0,0,0,0
-13.892,-17.1441,0,0,0,0
-13.882,-17.1341,0,0,0,0
-13.872,-17.1241,0,0,0,0
-13.862,-17.1141,0,0,0,0
-13.852,-17.1041,0,0,0,0
-13.842,-17.0941,0,0,0,0
-13.832,-17.0841,0,0,0,0
-13.822,-17.0741,0,0,0,0
-13.812,-17.0641,0,0,0,0
-13.802,-17.0541,0,0,0,0
-13.792,-17.0441,0,0,0,0
-13.782,-17.0341,0,0,0,0
-13.772,-17.0241,0,0,0,0
-13.762,-17.0141,0,0,0,0
-13.752,-17.0041,0,0,0,0
-13.742,-16.9941,0,0,0,0
-13.732,-16.9841,0,0,0,0
-13.722,-16.9741,0,0,0,0
-13.712,-16.9641,0,0,0,0
-13.702,-16.9541,0,0,0,0
-13.692,-16.9441,0,0,0,0
-13.682,-16.9341,0,0,0,0
-13.672,-16.9241,0,0,0,0
-13.662,-16.9141,0,0,0,0
-13.652,-16.9041,0,0,0,0
-13.642,-16.8941,0,0,0,0
-13.632,-16.8841,0,0,0,0
-13.622,-16.8741,0,0,0,0
-13.612,-16.8641,0,0,0,0
-13.602,-16.8541,0,0,0,0
-13.592,-16.8441,0,0,0,0
-13.582,-16.8341,0,0,0,0
-13.572,-16.8241,0,0,0,0
-13.562,-16.8141,0,0,0,0
-13.552,-16.8041,0,0,0,0
-13.542,-16.7941,0,0,0,0
-13.532,-16.7841,0,0,0,0
-13.522,-16.7741,0,0,0,0
-13.512,-16.7641,0,0,0,0
-13.502,-16.7541,0,0,0,0
-13.492,-16.7441,0,0,0,0
-13.482,-16.7341,0,0,0,0
-13.472,-16.7241,0,0,0,0
-13.462,-16.7141,0,0,0,0
-13.452,-16.7041,0,0,0,0
-13.442,-16.6941,0,0,0,0
-13.432,-16.6841,0,0,0,0
-13.422,-16.6741,0,0,0,0
-13.412,-16.6641,0,0,0,0
-13.402,-16.6541,0,0,0,0
-13.392,-16.6441,0,0,0,0
-13.382,-16.6341,0,0,0,0
-13.372,-16.6241,0,0,0,0
-13.362,-16.6141,0,0,0,0
-13.352,-16.6041,0,0,0,0
-13.342,-16.5941,0,0,0,0
-13.332,-16.5841,0,0,0,0
-13.322,-16.5741,0,0,0,0
-13.312,-16.5641,0,0,0,0
-13.302,-16.5541,0,0,0,0
-13.292,-16.5441,0,0,0,0
-13.282,-16.5341,0,0,0,0
-13.272,-16.5241,0,0,0,0
-13.262,-16.5141,0,0,0,0
-13.252,-16.5041,0,0,0,0
-13.242,-16.4941,0,0,0,0
-13.232,-16.4841,0,0,0,0
-13.222,-16.4741,0,0,0,0
-13.212,-16.4641,0,0,0,0
-13.202,-16.4541,0,0,0,0
-13.192,-16.4441,0,0,0,0
-13.182,-16.4341,0,0,0,0
-13.172,-16.4241,0,0,0,0
-13.162,-16.4141,0,0,0,0
-13.152,-16.4041,0,0,0,0
-13.142,-16.3941,0,0,0,0
-13.132,-16.3841,0,0,0,0
-13.122,-16.3741,0,0,0,0
-13.112,-16.3641,0,0,0,0
-13.102,-16.3541,0,0,0,0
-13.092,-16.3441,0,0,0,0
-13.082,-16.3341,0,0,0,0
-13.072,-16.3241,0,0,0,0
-13.062,-16.3141,0,0,0,0
-13.052,-16.3041,0,0,0,0
-13.042,-16.2941,0,0,0,0
-13.032,-16.2841,0,0,0,0
-13.022,-16.2741,0,0,0,0
-13.012,-16.2641,0,0,0,0
-13.002,-16.2541,0,0,0,0
-12.992,-16.2441,0,0,0,0
-12.982,-16.2341,0,0,0,0
-12.972,-16.2241,0,0,0,0
-12.962,-16.2141,0,0,0,0
-12.952,-16.2041,0,0,0,0
-12.942,-16.1941,0,0,0,0
-12.932,-16.1841,0,0,0,0
-12.922,-16.1741,0,0,0,0
-12.912,-16.1641,0,0,0,0
-12.902,-16.1541,0,0,0,0
-12.892,-16.1441,0,0,0,0
-12.882,-16.1341,0,0,0,0
-12.872,-16.1241,0,0,0,0
-12.862,-16.1141,0,0,0,0
-12.852,-16.1041,0,0,0,0
-12.842,-16.0941,0,0,0,0
-12.832,-16.0841,0,0,0,0
-12.822,-16.0741,0,0,0,0
-12.812,-16.0641,0,0,0,0
-12.802,-16.0541,0,0,0,0
-12.792,-16.0441,0,0,0,0
-12.782,-16.0341,0,0,0,0
-12.772,-16.0241,0,0,0,0
-12.762,-16.0141,0,0,0,0
-12.752,-16.0041,0,0,0,0
-12.742,-15.9941,0,0,0,0
-12.732,-15.9841,0,0,0,0
-12.722,-15.9741,0,0,0,0
-12.712,-15.9641,0,0,0,0
-12.702,-15.9541,0,0,0,0
-12.692,-15.9441,0,0,0,0
-12.682,-15.9341,0,0,0,0
-12.672,-15.9241,0,0,0,0
-12.662,-15.9141,0,0,0,0
-12.652,-15.9041,0,0,0,0
-12.642,-15.8941,0,0,0,0
-12.632,-15.8841,0,0,0,0
-12.622,-15.8741,0,0,0,0
-12.612,-15.8641,0,0,0,0
-12.602,-15.8541,0,0,0,0
-12.592,-15.8441,0,0,0,0
-12.582,-15.8341,0,0,0,0
-12.572,-15.8241,0,0,0,0
-12.562,-15.8141,0,0,0,0
-12.552,-15.8041,0,0,0,0
-12.542,-15.7941,0,0,0,0
-12.532,-15.7841,0,0,0,0
-12.522,-15.7741,0,0,0,0
-12.512,-15.7641,0,0,0,0
-12.502,-15.7541,0,0,0,0
-12.492,-15.7441,0,0,0,0
-12.482,-15.7341,0,0,0,0
-12.472,-15.7241,0,0,0,0
-12.462,-15.7141,0,0,0,0
-12.452,-15.7041,0,0,0,0
-12.442,-15.6941,0,0,0,0
-12.432,-15.6841,0,0,0,0
-12.422,-15.6741,0,0,0,0
-12.412,-15.6641,0,0,0,0
-12.402,-15.6541,0,0,0,0
-12.392,-15.6441,0,0,0,0
-12.382,-15.6341,0,0,0,0
-12.372,-15.6241,0,0,0,0
-12.362,-15.6141,0,0,0,0
-12.352,-15.6041,0,0,0,0
-12.342,-15.5941,0,0,0,0
-12.332,-15.5841,0,0,0,0
-12.322,-15.5741,0,0,0,0
-12.312,-15.5641,0,0,0,0
-12.302,-15.5541,0,0,0,0
-12.292,-15.5441,0,0,0,0
-12.282,-15.5341,0,0,0,0
-12.272,-15.5241,0,0,0,0
-12.262,-15.5141,0,0,0,0
-12.252,-15.5041,0,0,0,0
-12.242,-15.4941,0,0,0,0
-12.232,-15.4841,0,0,0,0
-12.222,-15.4741,0,0,0,0
-12.212,-15.4641,0,0,0,0
-12.202,-15.4541,0,0,0,0
-12.192,-15.4441,0,0,0,0
-12.182,-15.4341,0,0,0,0
-12.172,-15.4241,0,0,0,0
-12.162,-15.4141,0,0,0,0
-12.152,-15.4041,0,0,0,0
-12.142,-15.3941,0,0,0,0
-12.132,-15.3841,0,0,0,0
-12.122,-15.3741,0,0,0,0
-12.112,-15.3641,0,0,0,0
-12.102,-15.3541,0,0,0,0
-12.092,-15.3441,0,0,0,0
-12.082,-15.3341,0,0,0,0
-12.072,-15.3241,0,0,0,0
-12.062,-15.3141,0,0,0,0
-12.052,-15.3041,0,0,0,0
-12.042,-15.2941,0,0,0,0
-12.032,-15.2841,0,0,0,0
-12.022,-15.2741,0,0,0,0
-12.012,-15.2641,0,0,0,0
-12.002,-15.2541,0,0,0,0
-11.992,-15.2441,0,0,0,0
-11.982,-15.2341,0,0,0,0
-11.972,-15.2241,0,0,0,0
-11.962,-15.2141,0,0,0,0
-11.952,-15.2041,0,0,0,0
-11.942,-15.1941,0,0,0,0
-11.932,-15.1841,0,0,0,0
-11.922,-15.1741,0,0,0,0
-11.912,-15.1641,0,0,0,0
-11.902,-15.1541,0,0,0,0
-11.892,-15.1441,0,0,0,0
-11.882,-15.1341,0,0,0,0
-11.872,-15.1241,0,0,0,0
-11.862,-15.1141,0,0,0,0
-11.852,-15.1041,0,0,0,0
-11.842,-15.0941,0,0,0,0
-11.832,-15.0841,0,0,0,0
-11.822,-15.0741,0,0,0,0
-11.812,-15.0641,0,0,0,0
-11.802,-15.0541,0,0,0,0
-11.792,-15.0441,0,0,0,0
-11.782,-15.0341,0,0,0,0
-11.772,-15.0241,0,0,0,0
-11.762,-15.0141,0,0,0,0
-11.752,-15.0041,0,0,0,0
-11.742,-14.9941,0,0,0,0
-11.732,-14.9841,0,0,0,0
-11.722,-14.9741,0,0,0,0
-11.712,-14.9641,0,0,0,0
-11.702,-14.9541,0,0,0,0
-11.692,-14.9441,0,0,0,0
-11.682,-14.9341,0,0,0,0
-11.672,-14.9241,0,0,0,0
-11.662,-14.9141,0,0,0,0
-11.652,-14.9041,0,0,0,0
-11.642,-14.8941,0,0,0,0
-11.632,-14.8841,0,0,0,0
-11.622,-14.8741,0,0,0,0
-11.612,-14.8641,0,0,0,0
-11.602,-14.8541,0,0,0,0
-11.592,-14.8441,0,0,0,0
-11.582,-14.8341,0,0,0,0
-11.572,-14.8241,0,0,0,0
-11.562,-14.8141,0,0,0,0
-11.552,-14.8041,0,0,0,0
-11.542,-14.7941,0,0,0,0
-11.532,-14.7841,0,0,0,0
-11.522,-14.7741,0,0,0,0
-11.512,-14.7641,0,0,0,0
-11.502,-14.7541,0,0,0,0
-11.492,-14.7441,0,0,0,0
-11.482,-14.7341,0,0,0,0
-11.472,-14.7241,0,0,0,0
-11.462,-14.7141,0,0,0,0
-11.452,-14.7041,0,0,0,0
-11.442,-14.6941,0,0,0,0
-11.432,-14.6841,0,0,0,0
-11.422,-14.6741,0,0,0,0
-11.412,-14.6641,0,0,0,0
-11.402,-14.6541,0,0,0,0
-11.392,-14.6441,0,0,0,0
-11.382,-14.6341,0,0,0,0
-11.372,-14.6241,0,0,0,0
-11.362,-14.6141,0,0,0,0
-11.352,-14.6041,0,0,0,0
-11.342,-14.5941,0,0,0,0
-11.332,-14.5841,0,0,0,0
-11.322,-14.5741,0,0,0,0
-11.312,-14.5641,0,0,0,0
-11.302,-14.5541,0,0,0,0
-11.292,-14.5441,0,0,0,0
-11.282,-14.5341,0,0,0,0
-11.272,-14.5241,0,0,0,0
-11.262,-14.5141,0,0,0,0
-11.252,-14.5041,0,0,0,0
-11.242,-14.4941,0,0,0,0
-11.232,-14.4841,0,0,0,0
-11.222,-14.4741,0,0,0,0
-11.212,-14.4641,0,0,0,0
-11.202,-14.4541,0,0,0,0
-11.192,-14.4441,0,0,0,0
-11.182,-14.4341,0,0,0,0
-11.172,-14.4241,0,0,0,0
-11.162,-14.4141,0,0,0,0
-11.152,-14.4041,0,0,0,0
-11.142,-14.3941,0,0,0,0
-11.132,-14.3841,0,0,0,0
-11.122,-14.3741,0,0,0,0
-11.112,-14.3641,0,0,0,0
-11.102,-14.3541,0,0,0,0
-11.092,-14.3441,0,0,0,0
-11.082,-14.3341,0,0,0,0
-11.072,-14.3241,0,0,0,0
-11.062,-14.3141,0,0,0,0
-11.052,-14.3041,0,0,0,0
-11.042,-14.2941,0,0,0,0
-11.032,-14.2841,0,0,0,0
-11.022,-14.2741,0,0,0,0
-11.012,-14.2641,0,0,0,0
-11.002,-14.2541,0,0,0,0
-10.992,-14.2441,0,0,0,0
-10.982,-14.2341,0,0,0,0
-10.972,-14.2241,0,0,0,0
-10.962,-14.2141,0,0,0,0
-10.952,-14.2041,0,0,0,0
-10.942,-14.1941,0,0,0,0
-10.932,-14.1841,0,0,0,0
-10.922,-14.1741,0,0,0,0
-10.912,-14.1641,0,0,0,0
-10.902,-14.1541,0,0,0,0
-10.892,-14.1441,0,0,0,0
-10.882,-14.1341,0,0,0,0
-10.872,-14.1241,0,0,0,0
-10.862,-14.1141,0,0,0,0
-10.852,-14.1041,0,0,0,0
-10.842,-14.0941,0,0,0,0
-10.832,-14.0841,0,0,0,0
-10.822,-14.0741,0,0,0,0
-10.812,-14.0641,0,0,0,0
-10.802,-14.0541,0,0,0,0
-10.792,-14.0441,0,0,0,0
-10.782,-14.0341,0,0,0,0
-10.772,-14.0241,0,0,0,0
-10.762,-14.0141,0,0,0,0
-10.752,-14.0041,0,0,0,0
-10.742,-13.9941,0,0,0,0
-10.732,-13.9841,0,0,0,0
-10.722,-13.9741,0,0,0,0
-10.712,-13.9641,0,0,0,0
-10.702,-13.9541,0,0,0,0
-10.692,-13.9441,0,0,0,0
-10.682,-13.9341,0,0,0,0
-10.672,-13.9241,0,0,0,0
-10.662,-13.9141,0,0,0,0
-10.652,-13.9041,0,0,0,0
-10.642,-13.8941,0,0,0,0
-10.632,-13.8841,0,0,0,0
-10.622,-13.8741,0,0,0,0
-10.612,-13.8641,0,0,0,0
-10.602,-13.8541,0,0,0,0
-10.592,-13.8441,0,0,0,0
-10.582,-13.8341,0,0,0,0
-10.572,-13.8241,0,0,0,0
-10.562,-13.8141,0,0,0,0
-10.552,-13.8041,0,0,0,0
-10.542,-13.7941,0,0,0,0
-10.532,-13.7841,0,0,0,0
-10.522,-13.7741,0,0,0,0
-10.512,-13.7641,0,0,0,0
-10.502,-13.7541,0,0,0,0
-10.492,-13.7441,0,0,0,0
-10.482,-13.7341,0,0,0,0
-10.472,-13.7241,0,0,0,0
-10.462,-13.7141,0,0,0,0
-10.452,-13.7041,0,0,0,0
-10.442,-13.6941,0,0,0,0
-10.432,-13.6841,0,0,0,0
-10.422,-13.6741,0,0,0,0
-10.412,-13.6641,0,0,0,0
-10.402,-13.6541,0,0,0,0
-10.392,-13.6441,0,0,0,0
-10.382,-13.6341,0,0,0,0
-10.372,-13.6241,0,0,0,0
-10.362,-13.6141,0,0,0,0
-10.352,-13.6041,0,0,0,0
-10.342,-13.5941,0,0,0,0
-10.332,-13.5841,0,0,0,0
-10.322,-13.5741,0,0,0,0
-10.312,-13.5641,0,0,0,0
-10.302,-13.5541,0,0,0,0
-10.292,-13.5441,0,0,0,0
-10.282,-13.5341,0,0,0,0
-10.272,-13.5241,0,0,0,0
-10.262,-13.5141,0,0,0,0
-10.252,-13.5041,0,0,0,0
-10.242,-13.4941,0,0,0,0
-10.232,-13.4841,0,0,0,0
-10.222,-13.4741,0,0,0,0
-10.212,-13.4641,0,0,0,0
-10.202,-13.4541,0,0,0,0
-10.192,-13.4441,0,0,0,0
-10.182,-13.4341,0,0,0,0
-10.172,-13.4241,0,0,0,0
-10.162,-13.4141,0,0,0,0
-10.152,-13.4041,0,0,0,0
-10.142,-13.3941,0,0,0,0
-10.132,-13.3841,0,0,0,0
-10.122,-13.3741,0,0,0,0
-10.112,-13.3641,0,0,0,0
-10.102,-13.3541,0,0,0,0
-10.092,-13.3441,0,0,0,0
-10.082,-13.3341,0,0,0,0
-10.072,-13.3241,0,0,0,0
-10.062,-13.3141,0,0,0,0
-10.052,-13.3041,0,0,0,0
-10.042,-13.2941,0,0,0,0
-10.032,-13.2841,0,0,0,0
-10.022,-13.2741,0,0,0,0
-10.012,-13.2641,0,0,0,0
-10.002,-13.2541,0,0,0,0
-9.992,-13.2441,0,0,0,0
-9.982,-13.2341,0,0,0,0
-9.972,-13.2241,0,0,0,0
-9.962,-13.2141,0,0,0,0
-9.952,-13.2041,0,0,0,0
-9.942,-13.1941,0,0,0,0
-9.932,-13.1841,0,0,0,0
-9.922,-13.1741,0,0,0,0
-9.912,-13.1641,0,0,0,0
-9.902,-13.1541,0,0,0,0
-9.892,-13.1441,0,0,0,0
-9.882,-13.1341,0,0,0,0
-9.872,-13.1241,0,0,0,0
-9.862,-13.1141,0,0,0,0
-9.852,-13.1041,0,0,0,0
-9.842,-13.0941,0,0,0,0
-9.832,-13.0841,0,0,0,0
-9.822,-13.0741,0,0,0,0
-9.812,-13.0641,0,0,0,0
-9.802,-13.0541,0,0,0,0
-9.792,-13.0441,0,0,0,0
-9.782,-13.0341,0,0,0,0
-9.772,-13.0241,0,0,0,0
-9.762,-13.0141,0,0,0,0
-9.752,-13.0041,0,0,0,0
-9.742,-12.9941,0,0,0,0
-9.732,-12.9841,0,0,0,0
-9.722,-12.9741,0,0,0,0
-9.712,-12.9641,0,0,0,0
-9.702,-12.9541,0,0,0,0
-9.692,-12.9441,0,0,0,0
-9.682,-12.9341,0,0,0,0
-9.672,-12.9241,0,0,0,0
-9.662,-12.9141,0,0,0,0
-9.652,-12.9041,0,0,0,0
-9.642,-12.8941,0,0,0,0
-9.632,-12.8841,0,0,0,0
-9.622,-12.8741,0,0,0,0
-9.612,-12.8641,0,0,0,0
-9.602,-12.8541,0,0,0,0
-9.592,-12.8441,0,0,0,0
-9.582,-12.8341,0,0,0,0
-9.572,-12.8241,0,0,0,0
-9.562,-12.8141,0,0,0,0
-9.552,-12.8041,0,0,0,0
-9.542,-12.7941,0,0,0,0
-9.532,-12.7841,0,0,0,0
-9.522,-12.7741,0,0,0,0
-9.512,-12.7641,0,0,0,0
-9.502,-12.7541,0,0,0,0
-9.492,-12.7441,0,0,0,0
-9.482,-12.7341,0,0,0,0
-9.472,-12.7241,0,0,0,0
-9.462,-12.7141,0,0,0,0
-9.452,-12.7041,0,0,0,0
-9.442,-12.6941,0,0,0,0
-9.432,-12.6841,0,0,0,0
-9.422,-12.6741,0,0,0,0
-9.412,-12.6641,0,0,0,0
-9.402,-12.6541,0,0,0,0
-9.392,-12.6441,0,0,0,0
-9.382,-12.6341,0,0,0,0
-9.372,-12.6241,0,0,0,0
-9.362,-12.6141,0,0,0,0
-9.352,-12.6041,0,0,0,0
-9.342,-12.5941,0,0,0,0
-9.332,-12.5841,0,0,0,0
-9.322,-12.5741,0,0,0,0
-9.312,-12.5641,0,0,0,0
-9.302,-12.5541,0,0,0,0
-9.292,-12.5441,0,0,0,0
-9.282,-12.5341,0,0,0,0
-9.272,-12.5241,0,0,0,0
-9.262,-12.5141,0,0,0,0
-9.252,-12.5041,0,0,0,0
-9.242,-12.4941,0,0,0,0
-9.232,-12.4841,0,0,0,0
-9.222,-12.4741,0,0,0,0
-9.212,-12.4641,0,0,0,0
-9.202,-12.4541,0,0,0,0
-9.192,-12.4441,0,0,0,0
-9.182,-12.4341,0,0,0,0
-9.172,-12.4241,0,0,0,0
-9.162,-12.4141,0,0,0,0
-9.152,-12.4041,0,0,0,0
-9.142,-12.3941,0,0,0,0
-9.132,-12.3841,0,0,0,0
-9.122,-12.3741,0,0,0,0
-9.112,-12.3641,0,0,0,0
-9.102,-12.3541,0,0,0,0
-9.092,-12.3441,0,0,0,0
-9.082,-12.3341,0,0,0,0
-9.072,-12.3241,0,0,0,0
-9.062,-12.3141,0,0,0,0
-9.052,-12.3041,0,0,0,0
-9.042,-12.2941,0,0,0,0
-9.032,-12.2841,0,0,0,0
-9.022,-12.2741,0,0,0,0
-9.012,-12.2641,0,0,0,0
-9.002,-12.2541,0,0,0,0
-8.992,-12.2441,0,0,0,0
-8.982,-12.2341,0,0,0,0
-8.972,-12.2241,0,0,0,0
-8.962,-12.2141,0,0,0,0
-8.952,-12.2041,0,0,0,0
-8.942,-12.1941,0,0,0,0
-8.932,-12.1841,0,0,0,0
-8.922,-12.1741,0,0,0,0
-8.912,-12.1641,0,0,0,0
-8.902,-12.1541,0,0,0,0
-8.892,-12.1441,0,0,0,0
-8.882,-12.1341,0,0,0,0
-8.872,-12.1241,0,0,0,0
-8.862,-12.1141,0,0,0,0
-8.852,-12.1041,0,0,0,0
-8.842,-12.0941,0,0,0,0
-8.832,-12.0841,0,0,0,0
-8.822,-12.0741,0,0,0,0
-8.812,-12.0641,0,0,0,0
-8.802,-12.0541,0,0,0,0
-8.792,-12.0441,0,0,0,0
-8.782,-12.0341,0,0,0,0
-8.772,-12.0241,0,0,0,0
-8.762,-12.0141,0,0,0,0
-8.752,-12.0041,0,0,0,0
-8.742,-11.9941,0,0,0,0
-8.732,-11.9841,0,0,0,0
-8.722,-11.9741,0,0,0,0
-8.712,-11.9641,0,0,0,0
-8.702,-11.9541,0,0,0,0
-8.692,-11.9441,0,0,0,0
-8.682,-11.9341,0,0,0,0
-8.672,-11.9241,0,0,0,0
-8.662,-11.9141,0,0,0,0
-8.652,-11.9041,0,0,0,0
-8.642,-11.8941,0,0,0,0
-8.632,-11.8841,0,0,0,0
-8.622,-11.8741,0,0,0,0
-8.612,-11.8641,0,0,0,0
-8.602,-11.8541,0,0,0,0
-8.592,-11.8441,0,0,0,0
-8.582,-11.8341,0,0,0,0
-8.572,-11.8241,0,0,0,0
-8.562,-11.8141,0,0,0,0
-8.552,-11.8041,0,0,0,0
-8.542,-11.7941,0,0,0,0
-8.532,-11.7841,0,0,0,0
-8.522,-11.7741,0,0,0,0
-8.512,-11.7641,0,0,0,0
-8.502,-11.7541,0,0,0,0
-8.492,-11.7441,0,0,0,0
-8.482,-11.7341,0,0,0,0
-8.472,-11.7241,0,0,0,0
-8.462,-11.7141,0,0,0,0
-8.452,-11.7041,0,0,0,0
-8.442,-11.6941,0,0,0,0
-8.432,-11.6841,0,0,0,0
-8.422,-11.6741,0,0,0,0
-8.412,-11.6641,0,0,0,0
-8.402,-11.6541,0,0,0,0
-8.392,-11.6441,0,0,0,0
-8.382,-11.6341,0,0,0,0
-8.372,-11.6241,0,0,0,0
-8.362,-11.6141,0,0,0,0
-8.352,-11.6041,0,0,0,0
-8.342,-11.5941,0,0,0,0
-8.332,-11.5841,0,0,0,0
-8.322,-11.5741,0,0,0,0
-8.312,-11.5641,0,0,0,0
-8.302,-11.5541,0,0,0,0
-8.292,-11.5441,0,0,0,0
-8.282,-11.5341,0,0,0,0
-8.272,-11.5241,0,0,0,0
-8.262,-11.5141,0,0,0,0
-8.252,-11.5041,0,0,0,0
-8.242,-11.4941,0,0,0,0
-8.232,-11.4841,0,0,0,0
-8.222,-11.4741,0,0,0,0
-8.212,-11.4641,0,0,0,0
-8.202,-11.4541,0,0,0,0
-8.192,-11.4441,0,0,0,0
-8.182,-11.4341,0,0,0,0
-8.172,-11.4241,0,0,0,0
-8.162,-11.4141,0,0,0,0
-8.152,-11.4041,0,0,0,0
-8.142,-11.3941,0,0,0,0
-8.132,-11.3841,0,0,0,0
-8.122,-11.3741,0,0,0,0
-8.112,-11.3641,0,0,0,0
-8.102,-11.3541,0,0,0,0
-8.092,-11.3441,0,0,0,0
-8.082,-11.3341,0,0,0,0
-8.072,-11.3241,0,0,0,0
-8.062,-11.3141,0,0,0,0
-8.052,-11.3041,0,0,0,0
-8.042,-11.2941,0,0,0,0
-8.032,-11.2841,0,0,0,0
-8.022,-11.2741,0,0,0,0
-8.012,-11.2641,0,0,0,0
-8.002,-11.2541,0,0,0,0
-7.992,-11.2441,0,0,0,0
-7.982,-11.2341,0,0,0,0
-7.972,-11.2241,0,0,0,0
-7.962,-11.2141,0,0,0,0
-7.952,-11.2041,0,0,0,0
-7.942,-11.1941,0,0,0,0
-7.932,-11.1841,0,0,0,0
-7.922,-11.1741,0,0,0,0
-7.912,-11.1641,0,0,0,0
-7.902,-11.1541,0,0,0,0
-7.892,-11.1441,0,0,0,0
-7.882,-11.1341,0,0,0,0
-7.872,-11.1241,0,0,0,0
-7.862,-11.1141,0,0,0,0
-7.852,-11.1041,0,0,0,0
-7.842,-11.0941,0,0,0,0
-7.832,-11.0841,0,0,0,0
-7.822,-11.0741,0,0,0,0
-7.812,-11.0641,0,0,0,0
-7.802,-11.0541,0,0,0,0
-7.792,-11.0441,0,0,0,0
-7.782,-11.0341,0,0,0,0
-7.772,-11.0241,0,0,0,0
-7.762,-11.0141,0,0,0,0
-7.752,-11.0041,0,0,0,0
-7.742,-10.9941,0,0,0,0
-7.732,-10.9841,0,0,0,0
-7.722,-10.9741,0,0,0,0
-7.712,-10.9641,0,0,0,0
-7.702,-10.9541,0,0,0,0
-7.692,-10.9441,0,0,0,0
-7.682,-10.9341,0,0,0,0
-7.672,-10.9241,0,0,0,0
-7.662,-10.9141,0,0,0,0
-7.652,-10.9041,0,0,0,0
-7.642,-10.8941,0,0,0,0
-7.632,-10.8841,0,0,0,0
-7.622,-10.8741,0,0,0,0
-7.612,-10.8641,0,0,0,0
-7.602,-10.8541,0,0,0,0
-7.592,-10.8441,0,0,0,0
-7.582,-10.8341,0,0,0,0
-7.572,-10.8241,0,0,0,0
-7.562,-10.8141,0,0,0,0
-7.552,-10.8041,0,0,0,0
-7.542,-10.7941,0,0,0,0
-7.532,-10.7841,0,0,0,0
-7.522,-10.7741,0,0,0,0
-7.512,-10.7641,0,0,0,0
-7.502,-10.7541,0,0,0,0
-7.492,-10.7441,0,0,0,0
-7.482,-10.7341,0,0,0,0
-7.472,-10.7241,0,0,0,0
-7.462,-10.7141,0,0,0,0
-7.452,-10.7041,0,0,0,0
-7.442,-10.6941,0,0,0,0
-7.432,-10.6841,0,0,0,0
-7.422,-10.6741,0,0,0,0
-7.412,-10.6641,0,0,0,0
-7.402,-10.6541,0,0,0,0
-7.392,-10.6441,0,0,0,0
-7.382,-10.6341,0,0,0,0
-7.372,-10.6241,0,0,0,0
-7.362,-10.6141,0,0,0,0
-7.352,-10.6041,0,0,0,0
-7.342,-10.5941,0,0,0,0
-7.332,-10.5841,0,0,0,0
-7.322,-10.5741,0,0,0,0
-7.312,-10.5641,0,0,0,0
-7.302,-10.5541,0,0,0,0
-7.292,-10.5441,0,0,0,0
-7.282,-10.5341,0,0,0,0
-7.272,-10.5241,0,0,0,0
-7.262,-10.5141,0,0,0,0
-7.252,-10.5041,0,0,0,0
-7.242,-10.4941,0,0,0,0
-7.232,-10.4841,0,0,0,0
-7.222,-10.4741,0,0,0,0
-7.212,-10.4641,0,0,0,0
-7.202,-10.4541,0,0,0,0
-7.192,-10.4441,0,0,0,0
-7.182,-10.4341,0,0,0,0
-7.172,-10.4241,0,0,0,0
-7.162,-10.4141,0,0,0,0
-7.152,-10.4041,0,0,0,0
-7.142,-10.3941,0,0,0,0
-7.132,-10.3841,0,0,0,0
-7.122,-10.3741,0,0,0,0
-7.112,-10.3641,0,0,0,0
