# li3p_mp-736 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 3.252 eV. Gap is the fixed-occ nscf value (0.709 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,P_p,P_s
-21.702,-24.9541,0,0,0,0
-21.692,-24.9441,0,0,0,0
-21.682,-24.9341,0,0,0,0
-21.672,-24.9241,0,0,0,0
-21.662,-24.9141,0,0,0,0
-21.652,-24.9041,0,0,0,0
-21.642,-24.8941,0,0,0,0
-21.632,-24.8841,0,0,0,0
-21.622,-24.8741,0,0,0,0
-21.612,-24.8641,0,0,0,0
-21.602,-24.8541,0,0,0,0
-21.592,-24.8441,0,0,0,0
-21.582,-24.8341,0,0,0,0
-21.572,-24.8241,0,0,0,0
-21.562,-24.8141,0,0,0,0
-21.552,-24.8041,0,0,0,0
-21.542,-24.7941,0,0,0,0
-21.532,-24.7841,0,0,0,0
-21.522,-24.7741,0,0,0,0
-21.512,-24.7641,0,0,0,0
-21.502,-24.7541,0,0,0,0
-21.492,-24.7441,0,0,0,0
-21.482,-24.7341,0,0,0,0
-21.472,-24.7241,0,0,0,0
-21.462,-24.7141,0,0,0,0
-21.452,-24.7041,0,0,0,0
-21.442,-24.6941,0,0,0,0
-21.432,-24.6841,0,0,0,0
-21.422,-24.6741,0,0,0,0
-21.412,-24.6641,0,0,0,0
-21.402,-24.6541,0,0,0,0
-21.392,-24.6441,0,0,0,0
-21.382,-24.6341,0,0,0,0
-21.372,-24.6241,0,0,0,0
-21.362,-24.6141,0,0,0,0
-21.352,-24.6041,0,0,0,0
-21.342,-24.5941,0,0,0,0
-21.332,-24.5841,0,0,0,0
-21.322,-24.5741,0,0,0,0
-21.312,-24.5641,0,0,0,0
-21.302,-24.5541,0,0,0,0
-21.292,-24.5441,0,0,0,0
-21.282,-24.5341,0,0,0,0
-21.272,-24.5241,0,0,0,0
-21.262,-24.5141,0,0,0,0
-21.252,-24.5041,0,0,0,0
-21.242,-24.4941,0,0,0,0
-21.232,-24.4841,0,0,0,0
-21.222,-24.4741,0,0,0,0
-21.212,-24.4641,0,0,0,0
-21.202,-24.4541,0,0,0,0
-21.192,-24.4441,0,0,0,0
-21.182,-24.4341,0,0,0,0
-21.172,-24.4241,0,0,0,0
-21.162,-24.4141,0,0,0,0
-21.152,-24.4041,0,0,0,0
-21.142,-24.3941,0,0,0,0
-21.132,-24.3841,0,0,0,0
-21.122,-24.3741,0,0,0,0
-21.112,-24.3641,0,0,0,0
-21.102,-24.3541,0,0,0,0
-21.092,-24.3441,0,0,0,0
-21.082,-24.3341,0,0,0,0
-21.072,-24.3241,0,0,0,0
-21.062,-24.3141,0,0,0,0
-21.052,-24.3041,0,0,0,0
-21.042,-24.2941,0,0,0,0
-21.032,-24.2841,0,0,0,0
-21.022,-24.2741,0,0,0,0
-21.012,-24.2641,0,0,0,0
-21.002,-24.2541,0,0,0,0
-20.992,-24.2441,0,0,0,0
-20.982,-24.2341,0,0,0,0
-20.972,-24.2241,0,0,0,0
-20.962,-24.2141,0,0,0,0
-20.952,-24.2041,0,0,0,0
-20.942,-24.1941,0,0,0,0
-20.932,-24.1841,0,0,0,0
-20.922,-24.1741,0,0,0,0
-20.912,-24.1641,0,0,0,0
-20.902,-24.1541,0,0,0,0
-20.892,-24.1441,0,0,0,0
-20.882,-24.1341,0,0,0,0
-20.872,-24.1241,0,0,0,0
-20.862,-24.1141,0,0,0,0
-20.852,-24.1041,0,0,0,0
-20.842,-24.0941,0,0,0,0
-20.832,-24.0841,0,0,0,0
-20.822,-24.0741,0,0,0,0
-20.812,-24.0641,0,0,0,0
-20.802,-24.0541,0,0,0,0
-20.792,-24.0441,0,0,0,0
-20.782,-24.0341,0,0,0,0
-20.772,-24.0241,0,0,0,0
-20.762,-24.0141,0,0,0,0
-20.752,-24.0041,0,0,0,0
-20.742,-23.9941,0,0,0,0
-20.732,-23.9841,0,0,0,0
-20.722,-23.9741,0,0,0,0
-20.712,-23.9641,0,0,0,0
-20.702,-23.9541,0,0,0,0
-20.692,-23.9441,0,0,0,0
-20.682,-23.9341,0,0,0,0
-20.672,-23.9241,0,0,0,0
-20.662,-23.9141,0,0,0,0
-20.652,-23.9041,0,0,0,0
-20.642,-23.8941,0,0,0,0
-20.632,-23.8841,0,0,0,0
-20.622,-23.8741,0,0,0,0
-20.612,-23.8641,0,0,0,0
-20.602,-23.8541,0,0,0,0
-20.592,-23.8441,0,0,0,0
-20.582,-23.8341,0,0,0,0
-20.572,-23.8241,0,0,0,0
-20.562,-23.8141,0,0,0,0
-20.552,-23.8041,0,0,0,0
-20.542,-23.7941,0,0,0,0
-20.532,-23.7841,0,0,0,0
-20.522,-23.7741,0,0,0,0
-20.512,-23.7641,0,0,0,0
-20.502,-23.7541,0,0,0,0
-20.492,-23.7441,0,0,0,0
-20.482,-23.7341,0,0,0,0
-20.472,-23.7241,0,0,0,0
-20.462,-23.7141,0,0,0,0
-20.452,-23.7041,0,0,0,0
-20.442,-23.6941,0,0,0,0
-20.432,-23.6841,0,0,0,0
-20.422,-23.6741,0,0,0,0
-20.412,-23.6641,0,0,0,0
-20.402,-23.6541,0,0,0,0
-20.392,-23.6441,0,0,0,0
-20.382,-23.6341,0,0,0,0
-20.372,-23.6241,0,0,0,0
-20.362,-23.6141,0,0,0,0
-20.352,-23.6041,0,0,0,0
-20.342,-23.5941,0,0,0,0
-20.332,-23.5841,0,0,0,0
-20.322,-23.5741,0,0,0,0
-20.312,-23.5641,0,0,0,0
-20.302,-23.5541,0,0,0,0
-20.292,-23.5441,0,0,0,0
-20.282,-23.5341,0,0,0,0
-20.272,-23.5241,0,0,0,0
-20.262,-23.5141,0,0,0,0
-20.252,-23.5041,0,0,0,0
-20.242,-23.4941,0,0,0,0
-20.232,-23.4841,0,0,0,0
-20.222,-23.4741,0,0,0,0
-20.212,-23.4641,0,0,0,0
-20.202,-23.4541,0,0,0,0
-20.192,-23.4441,0,0,0,0
-20.182,-23.4341,0,0,0,0
-20.172,-23.4241,0,0,0,0
-20.162,-23.4141,0,0,0,0
-20.152,-23.4041,0,0,0,0
-20.142,-23.3941,0,0,0,0
-20.132,-23.3841,0,0,0,0
-20.122,-23.3741,0,0,0,0
-20.112,-23.3641,0,0,0,0
-20.102,-23.3541,0,0,0,0
-20.092,-23.3441,0,0,0,0
-20.082,-23.3341,0,0,0,0
-20.072,-23.3241,0,0,0,0
-20.062,-23.3141,0,0,0,0
-20.052,-23.3041,0,0,0,0
-20.042,-23.2941,0,0,0,0
-20.032,-23.2841,0,0,0,0
-20.022,-23.2741,0,0,0,0
-20.012,-23.2641,0,0,0,0
-20.002,-23.2541,0,0,0,0
-19.992,-23.2441,0,0,0,0
-19.982,-23.2341,0,0,0,0
-19.972,-23.2241,0,0,0,0
-19.962,-23.2141,0,0,0,0
-19.952,-23.2041,0,0,0,0
-19.942,-23.1941,0,0,0,0
-19.932,-23.1841,0,0,0,0
-19.922,-23.1741,0,0,0,0
-19.912,-23.1641,0,0,0,0
-19.902,-23.1541,0,0,0,0
-19.892,-23.1441,0,0,0,0
-19.882,-23.1341,0,0,0,0
-19.872,-23.1241,0,0,0,0
-19.862,-23.1141,0,0,0,0
-19.852,-23.1041,0,0,0,0
-19.842,-23.0941,0,0,0,0
-19.832,-23.0841,0,0,0,0
-19.822,-23.0741,0,0,0,0
-19.812,-23.0641,0,0,0,0
-19.802,-23.0541,0,0,0,0
-19.792,-23.0441,0,0,0,0
-19.782,-23.0341,0,0,0,0
-19.772,-23.0241,0,0,0,0
-19.762,-23.0141,0,0,0,0
-19.752,-23.0041,0,0,0,0
-19.742,-22.9941,0,0,0,0
-19.732,-22.9841,0,0,0,0
-19.722,-22.9741,0,0,0,0
-19.712,-22.9641,0,0,0,0
-19.702,-22.9541,0,0,0,0
-19.692,-22.9441,0,0,0,0
-19.682,-22.9341,0,0,0,0
-19.672,-22.9241,0,0,0,0
-19.662,-22.9141,0,0,0,0
-19.652,-22.9041,0,0,0,0
-19.642,-22.8941,0,0,0,0
-19.632,-22.8841,0,0,0,0
-19.622,-22.8741,0,0,0,0
-19.612,-22.8641,0,0,0,0
-19.602,-22.8541,0,0,0,0
-19.592,-22.8441,0,0,0,0
-19.582,-22.8341,0,0,0,0
-19.572,-22.8241,0,0,0,0
-19.562,-22.8141,0,0,0,0
-19.552,-22.8041,0,0,0,0
-19.542,-22.7941,0,0,0,0
-19.532,-22.7841,0,0,0,0
-19.522,-22.7741,0,0,0,0
-19.512,-22.7641,0,0,0,0
-19.502,-22.7541,0,0,0,0
-19.492,-22.7441,0,0,0,0
-19.482,-22.7341,0,0,0,0
-19.472,-22.7241,0,0,0,0
-19.462,-22.7141,0,0,0,0
-19.452,-22.7041,0,0,0,0
-19.442,-22.6941,0,0,0,0
-19.432,-22.6841,0,0,0,0
-19.422,-22.6741,0,0,0,0
-19.412,-22.6641,0,0,0,0
-19.402,-22.6541,0,0,0,0
-19.392,-22.6441,0,0,0,0
-19.382,-22.6341,0,0,0,0
-19.372,-22.6241,0,0,0,0
-19.362,-22.6141,0,0,0,0
-19.352,-22.6041,0,0,0,0
-19.342,-22.5941,0,0,0,0
-19.332,-22.5841,0,0,0,0
-19.322,-22.5741,0,0,0,0
-19.312,-22.5641,0,0,0,0
-19.302,-22.5541,0,0,0,0
-19.292,-22.5441,0,0,0,0
-19.282,-22.5341,0,0,0,0
-19.272,-22.5241,0,0,0,0
-19.262,-22.5141,0,0,0,0
-19.252,-22.5041,0,0,0,0
-19.242,-22.4941,0,0,0,0
-19.232,-22.4841,0,0,0,0
-19.222,-22.4741,0,0,0,0
-19.212,-22.4641,0,0,0,0
-19.202,-22.4541,0,0,0,0
-19.192,-22.4441,0,0,0,0
-19.182,-22.4341,0,0,0,0
-19.172,-22.4241,0,0,0,0
-19.162,-22.4141,0,0,0,0
-19.152,-22.4041,0,0,0,0
-19.142,-22.3941,0,0,0,0
-19.132,-22.3841,0,0,0,0
-19.122,-22.3741,0,0,0,0
-19.112,-22.3641,0,0,0,0
-19.102,-22.3541,0,0,0,0
-19.092,-22.3441,0,0,0,0
-19.082,-22.3341,0,0,0,0
-19.072,-22.3241,0,0,0,0
-19.062,-22.3141,0,0,0,0
-19.052,-22.3041,0,0,0,0
-19.042,-22.2941,0,0,0,0
-19.032,-22.2841,0,0,0,0
-19.022,-22.2741,0,0,0,0
-19.012,-22.2641,0,0,0,0
-19.002,-22.2541,0,0,0,0
-18.992,-22.2441,0,0,0,0
-18.982,-22.2341,0,0,0,0
-18.972,-22.2241,0,0,0,0
-18.962,-22.2141,0,0,0,0
-18.952,-22.2041,0,0,0,0
-18.942,-22.1941,0,0,0,0
-18.932,-22.1841,0,0,0,0
-18.922,-22.1741,0,0,0,0
-18.912,-22.1641,0,0,0,0
-18.902,-22.1541,0,0,0,0
-18.892,-22.1441,0,0,0,0
-18.882,-22.1341,0,0,0,0
-18.872,-22.1241,0,0,0,0
-18.862,-22.1141,0,0,0,0
-18.852,-22.1041,0,0,0,0
-18.842,-22.0941,0,0,0,0
-18.832,-22.0841,0,0,0,0
-18.822,-22.0741,0,0,0,0
-18.812,-22.0641,0,0,0,0
-18.802,-22.0541,0,0,0,0
-18.792,-22.0441,0,0,0,0
-18.782,-22.0341,0,0,0,0
-18.772,-22.0241,0,0,0,0
-18.762,-22.0141,0,0,0,0
-18.752,-22.0041,0,0,0,0
-18.742,-21.9941,0,0,0,0
-18.732,-21.9841,0,0,0,0
-18.722,-21.9741,0,0,0,0
-18.712,-21.9641,0,0,0,0
-18.702,-21.9541,0,0,0,0
-18.692,-21.9441,0,0,0,0
-18.682,-21.9341,0,0,0,0
-18.672,-21.9241,0,0,0,0
-18.662,-21.9141,0,0,0,0
-18.652,-21.9041,0,0,0,0
-18.642,-21.8941,0,0,0,0
-18.632,-21.8841,0,0,0,0
-18.622,-21.8741,0,0,0,0
-18.612,-21.8641,0,0,0,0
-18.602,-21.8541,0,0,0,0
-18.592,-21.8441,0,0,0,0
-18.582,-21.8341,0,0,0,0
-18.572,-21.8241,0,0,0,0
-18.562,-21.8141,0,0,0,0
-18.552,-21.8041,0,0,0,0
-18.542,-21.7941,0,0,0,0
-18.532,-21.7841,0,0,0,0
-18.522,-21.7741,0,0,0,0
-18.512,-21.7641,0,0,0,0
-18.502,-21.7541,0,0,0,0
-18.492,-21.7441,0,0,0,0
-18.482,-21.7341,0,0,0,0
-18.472,-21.7241,0,0,0,0
-18.462,-21.7141,0,0,0,0
-18.452,-21.7041,0,0,0,0
-18.442,-21.6941,0,0,0,0
-18.432,-21.6841,0,0,0,0
-18.422,-21.6741,0,0,0,0
-18.412,-21.6641,0,0,0,0
-18.402,-21.6541,0,0,0,0
-18.392,-21.6441,0,0,0,0
-18.382,-21.6341,0,0,0,0
-18.372,-21.6241,0,0,0,0
-18.362,-21.6141,0,0,0,0
-18.352,-21.6041,0,0,0,0
-18.342,-21.5941,0,0,0,0
-18.332,-21.5841,0,0,0,0
-18.322,-21.5741,0,0,0,0
-18.312,-21.5641,0,0,0,0
-18.302,-21.5541,0,0,0,0
-18.292,-21.5441,0,0,0,0
-18.282,-21.5341,0,0,0,0
-18.272,-21.5241,0,0,0,0
-18.262,-21.5141,0,0,0,0
-18.252,-21.5041,0,0,0,0
-18.242,-21.4941,0,0,0,0
-18.232,-21.4841,0,0,0,0
-18.222,-21.4741,0,0,0,0
-18.212,-21.4641,0,0,0,0
-18.202,-21.4541,0,0,0,0
-18.192,-21.4441,0,0,0,0
-18.182,-21.4341,0,0,0,0
-18.172,-21.4241,0,0,0,0
-18.162,-21.4141,0,0,0,0
-18.152,-21.4041,0,0,0,0
-18.142,-21.3941,0,0,0,0
-18.132,-21.3841,0,0,0,0
-18.122,-21.3741,0,0,0,0
-18.112,-21.3641,0,0,0,0
-18.102,-21.3541,0,0,0,0
-18.092,-21.3441,0,0,0,0
-18.082,-21.3341,0,0,0,0
-18.072,-21.3241,0,0,0,0
-18.062,-21.3141,0,0,0,0
-18.052,-21.3041,0,0,0,0
-18.042,-21.2941,0,0,0,0
-18.032,-21.2841,0,0,0,0
-18.022,-21.2741,0,0,0,0
-18.012,-21.2641,0,0,0,0
-18.002,-21.2541,0,0,0,0
-17.992,-21.2441,0,0,0,0
-17.982,-21.2341,0,0,0,0
-17.972,-21.2241,0,0,0,0
-17.962,-21.2141,0,0,0,0
-17.952,-21.2041,0,0,0,0
-17.942,-21.1941,0,0,0,0
-17.932,-21.1841,0,0,0,0
-17.922,-21.1741,0,0,0,0
-17.912,-21.1641,0,0,0,0
-17.902,-21.1541,0,0,0,0
-17.892,-21.1441,0,0,0,0
-17.882,-21.1341,0,0,0,0
-17.872,-21.1241,0,0,0,0
-17.862,-21.1141,0,0,0,0
-17.852,-21.1041,0,0,0,0
-17.842,-21.0941,0,0,0,0
-17.832,-21.0841,0,0,0,0
-17.822,-21.0741,0,0,0,0
-17.812,-21.0641,0,0,0,0
-17.802,-21.0541,0,0,0,0
-17.792,-21.0441,0,0,0,0
-17.782,-21.0341,0,0,0,0
-17.772,-21.0241,0,0,0,0
-17.762,-21.0141,0,0,0,0
-17.752,-21.0041,0,0,0,0
-17.742,-20.9941,0,0,0,0
-17.732,-20.9841,0,0,0,0
-17.722,-20.9741,0,0,0,0
-17.712,-20.9641,0,0,0,0
-17.702,-20.9541,0,0,0,0
-17.692,-20.9441,0,0,0,0
-17.682,-20.9341,0,0,0,0
-17.672,-20.9241,0,0,0,0
-17.662,-20.9141,0,0,0,0
-17.652,-20.9041,0,0,0,0
-17.642,-20.8941,0,0,0,0
-17.632,-20.8841,0,0,0,0
-17.622,-20.8741,0,0,0,0
-17.612,-20.8641,0,0,0,0
-17.602,-20.8541,0,0,0,0
-17.592,-20.8441,0,0,0,0
-17.582,-20.8341,0,0,0,0
-17.572,-20.8241,0,0,0,0
-17.562,-20.8141,0,0,0,0
-17.552,-20.8041,0,0,0,0
-17.542,-20.7941,0,0,0,0
-17.532,-20.7841,0,0,0,0
-17.522,-20.7741,0,0,0,0
-17.512,-20.7641,0,0,0,0
-17.502,-20.7541,0,0,0,0
-17.492,-20.7441,0,0,0,0
-17.482,-20.7341,0,0,0,0
-17.472,-20.7241,0,0,0,0
-17.462,-20.7141,0,0,0,0
-17.452,-20.7041,0,0,0,0
-17.442,-20.6941,0,0,0,0
-17.432,-20.6841,0,0,0,0
-17.422,-20.6741,0,0,0,0
-17.412,-20.6641,0,0,0,0
-17.402,-20.6541,0,0,0,0
-17.392,-20.6441,0,0,0,0
-17.382,-20.6341,0,0,0,0
-17.372,-20.6241,0,0,0,0
-17.362,-20.6141,0,0,0,0
-17.352,-20.6041,0,0,0,0
-17.342,-20.5941,0,0,0,0
-17.332,-20.5841,0,0,0,0
-17.322,-20.5741,0,0,0,0
-17.312,-20.5641,0,0,0,0
-17.302,-20.5541,0,0,0,0
-17.292,-20.5441,0,0,0,0
-17.282,-20.5341,0,0,0,0
-17.272,-20.5241,0,0,0,0
-17.262,-20.5141,0,0,0,0
-17.252,-20.5041,0,0,0,0
-17.242,-20.4941,0,0,0,0
-17.232,-20.4841,0,0,0,0
-17.222,-20.4741,0,0,0,0
-17.212,-20.4641,0,0,0,0
-17.202,-20.4541,0,0,0,0
-17.192,-20.4441,0,0,0,0
-17.182,-20.4341,0,0,0,0
-17.172,-20.4241,0,0,0,0
-17.162,-20.4141,0,0,0,0
-17.152,-20.4041,0,0,0,0
-17.142,-20.3941,0,0,0,0
-17.132,-20.3841,0,0,0,0
-17.122,-20.3741,0,0,0,0
-17.112,-20.3641,0,0,0,0
-17.102,-20.3541,0,0,0,0
-17.092,-20.3441,0,0,0,0
-17.082,-20.3341,0,0,0,0
-17.072,-20.3241,0,0,0,0
-17.062,-20.3141,0,0,0,0
-17.052,-20.3041,0,0,0,0
-17.042,-20.2941,0,0,0,0
-17.032,-20.2841,0,0,0,0
-17.022,-20.2741,0,0,0,0
-17.012,-20.2641,0,0,0,0
-17.002,-20.2541,0,0,0,0
-16.992,-20.2441,0,0,0,0
-16.982,-20.2341,0,0,0,0
-16.972,-20.2241,0,0,0,0
-16.962,-20.2141,0,0,0,0
-16.952,-20.2041,0,0,0,0
-16.942,-20.1941,0,0,0,0
-16.932,-20.1841,0,0,0,0
-16.922,-20.1741,0,0,0,0
-16.912,-20.1641,0,0,0,0
-16.902,-20.1541,0,0,0,0
-16.892,-20.1441,0,0,0,0
-16.882,-20.1341,0,0,0,0
-16.872,-20.1241,0,0,0,0
-16.862,-20.1141,0,0,0,0
-16.852,-20.1041,0,0,0,0
-16.842,-20.0941,0,0,0,0
-16.832,-20.0841,0,0,0,0
-16.822,-20.0741,0,0,0,0
-16.812,-20.0641,0,0,0,0
-16.802,-20.0541,0,0,0,0
-16.792,-20.0441,0,0,0,0
-16.782,-20.0341,0,0,0,0
-16.772,-20.0241,0,0,0,0
-16.762,-20.0141,0,0,0,0
-16.752,-20.0041,0,0,0,0
-16.742,-19.9941,0,0,0,0
-16.732,-19.9841,0,0,0,0
-16.722,-19.9741,0,0,0,0
-16.712,-19.9641,0,0,0,0
-16.702,-19.9541,0,0,0,0
-16.692,-19.9441,0,0,0,0
-16.682,-19.9341,0,0,0,0
-16.672,-19.9241,0,0,0,0
-16.662,-19.9141,0,0,0,0
-16.652,-19.9041,0,0,0,0
-16.642,-19.8941,0,0,0,0
-16.632,-19.8841,0,0,0,0
-16.622,-19.8741,0,0,0,0
-16.612,-19.8641,0,0,0,0
-16.602,-19.8541,0,0,0,0
-16.592,-19.8441,0,0,0,0
-16.582,-19.8341,0,0,0,0
-16.572,-19.8241,0,0,0,0
-16.562,-19.8141,0,0,0,0
-16.552,-19.8041,0,0,0,0
-16.542,-19.7941,0,0,0,0
-16.532,-19.7841,0,0,0,0
-16.522,-19.7741,0,0,0,0
-16.512,-19.7641,0,0,0,0
-16.502,-19.7541,0,0,0,0
-16.492,-19.7441,0,0,0,0
-16.482,-19.7341,0,0,0,0
-16.472,-19.7241,0,0,0,0
-16.462,-19.7141,0,0,0,0
-16.452,-19.7041,0,0,0,0
-16.442,-19.6941,0,0,0,0
-16.432,-19.6841,0,0,0,0
-16.422,-19.6741,0,0,0,0
-16.412,-19.6641,0,0,0,0
-16.402,-19.6541,0,0,0,0
-16.392,-19.6441,0,0,0,0
-16.382,-19.6341,0,0,0,0
-16.372,-19.6241,0,0,0,0
-16.362,-19.6141,0,0,0,0
-16.352,-19.6041,0,0,0,0
-16.342,-19.5941,0,0,0,0
-16.332,-19.5841,0,0,0,0
-16.322,-19.5741,0,0,0,0
-16.312,-19.5641,0,0,0,0
-16.302,-19.5541,0,0,0,0
-16.292,-19.5441,0,0,0,0
-16.282,-19.5341,0,0,0,0
-16.272,-19.5241,0,0,0,0
-16.262,-19.5141,0,0,0,0
-16.252,-19.5041,0,0,0,0
-16.242,-19.4941,0,0,0,0
-16.232,-19.4841,0,0,0,0
-16.222,-19.4741,0,0,0,0
-16.212,-19.4641,0,0,0,0
-16.202,-19.4541,0,0,0,0
-16.192,-19.4441,0,0,0,0
-16.182,-19.4341,0,0,0,0
-16.172,-19.4241,0,0,0,0
-16.162,-19.4141,0,0,0,0
-16.152,-19.4041,0,0,0,0
-16.142,-19.3941,0,0,0,0
-16.132,-19.3841,0,0,0,0
-16.122,-19.3741,0,0,0,0
-16.112,-19.3641,0,0,0,0
-16.102,-19.3541,0,0,0,0
-16.092,-19.3441,0,0,0,0
-16.082,-19.3341,0,0,0,0
-16.072,-19.3241,0,0,0,0
-16.062,-19.3141,0,0,0,0
-16.052,-19.3041,0,0,0,0
-16.042,-19.2941,0,0,0,0
-16.032,-19.2841,0,0,0,0
-16.022,-19.2741,0,0,0,0
-16.012,-19.2641,0,0,0,0
-16.002,-19.2541,0,0,0,0
-15.992,-19.2441,0,0,0,0
-15.982,-19.2341,0,0,0,0
-15.972,-19.2241,0,0,0,0
-15.962,-19.2141,0,0,0,0
-15.952,-19.2041,0,0,0,0
-15.942,-19.1941,0,0,0,0
-15.932,-19.1841,0,0,0,0
-15.922,-19.1741,0,0,0,0
-15.912,-19.1641,0,0,0,0
-15.902,-19.1541,0,0,0,0
-15.892,-19.1441,0,0,0,0
-15.882,-19.1341,0,0,0,0
-15.872,-19.1241,0,0,0,0
-15.862,-19.1141,0,0,0,0
-15.852,-19.1041,0,0,0,0
-15.842,-19.0941,0,0,0,0
-15.832,-19.0841,0,0,0,0
-15.822,-19.0741,0,0,0,0
-15.812,-19.0641,0,0,0,0
-15.802,-19.0541,0,0,0,0
-15.792,-19.0441,0,0,0,0
-15.782,-19.0341,0,0,0,0
-15.772,-19.0241,0,0,0,0
-15.762,-19.0141,0,0,0,0
-15.752,-19.0041,0,0,0,0
-15.742,-18.9941,0,0,0,0
-15.732,-18.9841,0,0,0,0
-15.722,-18.9741,0,0,0,0
-15.712,-18.9641,0,0,0,0
-15.702,-18.9541,0,0,0,0
-15.692,-18.9441,0,0,0,0
-15.682,-18.9341,0,0,0,0
-15.672,-18.9241,0,0,0,0
-15.662,-18.9141,0,0,0,0
-15.652,-18.9041,0,0,0,0
-15.642,-18.8941,0,0,0,0
-15.632,-18.8841,0,0,0,0
-15.622,-18.8741,0,0,0,0
-15.612,-18.8641,0,0,0,0
-15.602,-18.8541,0,0,0,0
-15.592,-18.8441,0,0,0,0
-15.582,-18.8341,0,0,0,0
-15.572,-18.8241,0,0,0,0
-15.562,-18.8141,0,0,0,0
-15.552,-18.8041,0,0,0,0
-15.542,-18.7941,0,0,0,0
-15.532,-18.7841,0,0,0,0
-15.522,-18.7741,0,0,0,0
-15.512,-18.7641,0,0,0,0
-15.502,-18.7541,0,0,0,0
-15.492,-18.7441,0,0,0,0
-15.482,-18.7341,0,0,0,0
-15.472,-18.7241,0,0,0,0
-15.462,-18.7141,0,0,0,0
-15.452,-18.7041,0,0,0,0
-15.442,-18.6941,0,0,0,0
-15.432,-18.6841,0,0,0,0
-15.422,-18.6741,0,0,0,0
-15.412,-18.6641,0,0,0,0
-15.402,-18.6541,0,0,0,0
-15.392,-18.6441,0,0,0,0
-15.382,-18.6341,0,0,0,0
-15.372,-18.6241,0,0,0,0
-15.362,-18.6141,0,0,0,0
-15.352,-18.6041,0,0,0,0
-15.342,-18.5941,0,0,0,0
-15.332,-18.5841,0,0,0,0
-15.322,-18.5741,0,0,0,0
-15.312,-18.5641,0,0,0,0
-15.302,-18.5541,0,0,0,0
-15.292,-18.5441,0,0,0,0
-15.282,-18.5341,0,0,0,0
-15.272,-18.5241,0,0,0,0
-15.262,-18.5141,0,0,0,0
-15.252,-18.5041,0,0,0,0
-15.242,-18.4941,0,0,0,0
-15.232,-18.4841,0,0,0,0
-15.222,-18.4741,0,0,0,0
-15.212,-18.4641,0,0,0,0
-15.202,-18.4541,0,0,0,0
-15.192,-18.4441,0,0,0,0
-15.182,-18.4341,0,0,0,0
-15.172,-18.4241,0,0,0,0
-15.162,-18.4141,0,0,0,0
-15.152,-18.4041,0,0,0,0
-15.142,-18.3941,0,0,0,0
-15.132,-18.3841,0,0,0,0
-15.122,-18.3741,0,0,0,0
-15.112,-18.3641,0,0,0,0
-15.102,-18.3541,0,0,0,0
-15.092,-18.3441,0,0,0,0
-15.082,-18.3341,0,0,0,0
-15.072,-18.3241,0,0,0,0
-15.062,-18.3141,0,0,0,0
-15.052,-18.3041,0,0,0,0
-15.042,-18.2941,0,0,0,0
-15.032,-18.2841,0,0,0,0
-15.022,-18.2741,0,0,0,0
-15.012,-18.2641,0,0,0,0
-15.002,-18.2541,0,0,0,0
-14.992,-18.2441,0,0,0,0
-14.982,-18.2341,0,0,0,0
-14.972,-18.2241,0,0,0,0
-14.962,-18.2141,0,0,0,0
-14.952,-18.2041,0,0,0,0
-14.942,-18.1941,0,0,0,0
-14.932,-18.1841,0,0,0,0
-14.922,-18.1741,0,0,0,0
-14.912,-18.1641,0,0,0,0
-14.902,-18.1541,0,0,0,0
-14.892,-18.1441,0,0,0,0
-14.882,-18.1341,0,0,0,0
-14.872,-18.1241,0,0,0,0
-14.862,-18.1141,0,0,0,0
-14.852,-18.1041,0,0,0,0
-14.842,-18.0941,0,0,0,0
-14.832,-18.0841,0,0,0,0
-14.822,-18.0741,0,0,0,0
-14.812,-18.0641,0,0,0,0
-14.802,-18.0541,0,0,0,0
-14.792,-18.0441,0,0,0,0
-14.782,-18.0341,0,0,0,0
-14.772,-18.0241,0,0,0,0
-14.762,-18.0141,0,0,0,0
-14.752,-18.0041,0,0,0,0
-14.742,-17.9941,0,0,0,0
-14.732,-17.9841,0,0,0,0
-14.722,-17.9741,0,0,0,0
-14.712,-17.9641,0,0,0,0
-14.702,-17.9541,0,0,0,0
-14.692,-17.9441,0,0,0,0
-14.682,-17.9341,0,0,0,0
-14.672,-17.9241,0,0,0,0
-14.662,-17.9141,0,0,0,0
-14.652,-17.9041,0,0,0,0
-14.642,-17.8941,0,0,0,0
-14.632,-17.8841,0,0,0,0
-14.622,-17.8741,0,0,0,0
-14.612,-17.8641,0,0,0,0
-14.602,-17.8541,0,0,0,0
-14.592,-17.8441,0,0,0,0
-14.582,-17.8341,0,0,0,0
-14.572,-17.8241,0,0,0,0
-14.562,-17.8141,0,0,0,0
-14.552,-17.8041,0,0,0,0
-14.542,-17.7941,0,0,0,0
-14.532,-17.7841,0,0,0,0
-14.522,-17.7741,0,0,0,0
-14.512,-17.7641,0,0,0,0
-14.502,-17.7541,0,0,0,0
-14.492,-17.7441,0,0,0,0
-14.482,-17.7341,0,0,0,0
-14.472,-17.7241,0,0,0,0
-14.462,-17.7141,0,0,0,0
-14.452,-17.7041,0,0,0,0
-14.442,-17.6941,0,0,0,0
-14.432,-17.6841,0,0,0,0
-14.422,-17.6741,0,0,0,0
-14.412,-17.6641,0,0,0,0
