# li2s_mp-1153 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.243 eV. Gap is the fixed-occ nscf value (3.438 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,S_p,S_s
9.33,7.0866,1.44,0.42814,0.121,0.0549
9.34,7.0966,1.486,0.4182,0.121,0.0479
9.35,7.1066,1.536,0.41432,0.121,0.0414
9.36,7.1166,1.586,0.4205,0.121,0.0355
9.37,7.1266,1.638,0.43478,0.121,0.0304
9.38,7.1366,1.694,0.45714,0.123,0.0262
9.39,7.1466,1.756,0.48756,0.126,0.023
9.4,7.1566,1.822,0.52606,0.129,0.0208
9.41,7.1666,1.894,0.57058,0.134,0.0198
9.42,7.1766,1.972,0.61714,0.14,0.02
9.43,7.1866,2.06,0.6637,0.148,0.0213
9.44,7.1966,2.14,0.70822,0.155,0.0238
9.45,7.2066,2.22,0.74872,0.164,0.0274
9.46,7.2166,2.32,0.78118,0.173,0.0321
9.47,7.2266,2.4,0.80758,0.182,0.0378
9.48,7.2366,2.46,0.82792,0.19,0.0443
9.49,7.2466,2.54,0.84022,0.199,0.0515
9.5,7.2566,2.58,0.84648,0.207,0.0591
9.51,7.2666,2.62,0.8467,0.214,0.067
9.52,7.2766,2.64,0.84688,0.22,0.0748
9.53,7.2866,2.66,0.84506,0.225,0.0824
9.54,7.2966,2.64,0.8432,0.228,0.0895
9.55,7.3066,2.62,0.83934,0.23,0.0961
9.56,7.3166,2.58,0.83742,0.23,0.102
9.57,7.3266,2.52,0.83348,0.229,0.107
9.58,7.3366,2.44,0.82946,0.225,0.112
9.59,7.3466,2.34,0.81938,0.22,0.117
9.6,7.3566,2.24,0.8052,0.212,0.121
9.61,7.3666,2.1,0.78492,0.204,0.126
9.62,7.3766,1.978,0.75656,0.194,0.131
9.63,7.3866,1.842,0.72208,0.183,0.136
9.64,7.3966,1.702,0.68152,0.172,0.141
9.65,7.4066,1.56,0.6349,0.161,0.145
9.66,7.4166,1.422,0.58224,0.149,0.149
9.67,7.4266,1.29,0.52954,0.138,0.152
9.68,7.4366,1.162,0.47488,0.127,0.153
9.69,7.4466,1.042,0.42224,0.116,0.153
9.7,7.4566,0.93,0.37366,0.106,0.15
9.71,7.4666,0.826,0.33118,0.0966,0.145
9.72,7.4766,0.73,0.29682,0.0878,0.138
9.73,7.4866,0.642,0.27056,0.0798,0.129
9.74,7.4966,0.564,0.25446,0.0728,0.118
9.75,7.5066,0.494,0.2485,0.0668,0.106
9.76,7.5166,0.432,0.2547,0.0621,0.0935
9.77,7.5266,0.382,0.27102,0.0588,0.0808
9.78,7.5366,0.34,0.2995,0.0569,0.0684
9.79,7.5466,0.308,0.3381,0.0565,0.0569
9.8,7.5566,0.286,0.38278,0.0575,0.0465
9.81,7.5666,0.27,0.43354,0.0597,0.0375
9.82,7.5766,0.262,0.48834,0.0628,0.0298
9.83,7.5866,0.26,0.5431,0.0664,0.0234
9.84,7.5966,0.26,0.59182,0.0702,0.0184
9.85,7.6066,0.262,0.63442,0.0737,0.0144
9.86,7.6166,0.264,0.66688,0.0765,0.0114
9.87,7.6266,0.266,0.68718,0.0783,0.00911
9.88,7.6366,0.262,0.69328,0.0788,0.00743
9.89,7.6466,0.256,0.68316,0.0778,0.00617
9.9,7.6566,0.246,0.66086,0.0753,0.00522
9.91,7.6666,0.232,0.62438,0.0714,0.00447
9.92,7.6766,0.216,0.57576,0.0663,0.00385
9.93,7.6866,0.1948,0.52102,0.0603,0.00332
9.94,7.6966,0.1728,0.46022,0.0536,0.00285
9.95,7.7066,0.1502,0.3994,0.0467,0.00242
9.96,7.7166,0.1276,0.33856,0.0398,0.00203
9.97,7.7266,0.1062,0.27978,0.0332,0.00168
9.98,7.7366,0.0864,0.22708,0.0271,0.00136
9.99,7.7466,0.0688,0.17964,0.0216,0.00109
10,7.7566,0.0538,0.139292,0.0169,0.00086
10.01,7.7666,0.0412,0.105836,0.013,0.000678
10.02,7.7766,0.031,0.079068,0.0099,0.000545
10.03,7.7866,0.0232,0.05798,0.00754,0.000464
10.04,7.7966,0.01758,0.04236,0.0059,0.00044
10.05,7.8066,0.01394,0.031398,0.00498,0.000484
10.06,7.8166,0.01224,0.024486,0.00477,0.000612
10.07,7.8266,0.01248,0.021214,0.00533,0.000844
10.08,7.8366,0.01484,0.021375,0.00678,0.00121
10.09,7.8466,0.01964,0.0247668,0.0093,0.00176
10.1,7.8566,0.0274,0.0319862,0.0131,0.00253
10.11,7.8666,0.0386,0.043034,0.0186,0.00358
10.12,7.8766,0.0544,0.05871,0.026,0.00497
10.13,7.8866,0.0754,0.07962,0.0358,0.00676
10.14,7.8966,0.1028,0.106368,0.0484,0.009
10.15,7.9066,0.1374,0.139754,0.0641,0.0117
10.16,7.9166,0.1798,0.179588,0.0832,0.0149
10.17,7.9266,0.23,0.227266,0.106,0.0186
10.18,7.9366,0.29,0.279592,0.132,0.0228
10.19,7.9466,0.358,0.33796,0.161,0.0272
10.2,7.9566,0.43,0.40036,0.192,0.0318
10.21,7.9666,0.51,0.4628,0.225,0.0364
10.22,7.9766,0.59,0.52524,0.259,0.0407
10.23,7.9866,0.67,0.58568,0.291,0.0446
10.24,7.9966,0.746,0.63808,0.321,0.0479
10.25,8.0066,0.814,0.68044,0.347,0.0502
10.26,8.0166,0.87,0.71274,0.368,0.0516
10.27,8.0266,0.912,0.73096,0.382,0.0519
10.28,8.0366,0.936,0.7351,0.389,0.0512
10.29,8.0466,0.944,0.72312,0.389,0.0493
10.3,8.0566,0.932,0.69906,0.381,0.0466
10.31,8.0666,0.902,0.66088,0.366,0.0431
10.32,8.0766,0.858,0.61462,0.345,0.039
10.33,8.0866,0.798,0.5583,0.319,0.0346
10.34,8.0966,0.73,0.49992,0.29,0.0301
10.35,8.1066,0.654,0.43752,0.258,0.0256
10.36,8.1166,0.576,0.3751,0.226,0.0214
10.37,8.1266,0.498,0.31668,0.195,0.0176
10.38,8.1366,0.424,0.2623,0.165,0.0142
10.39,8.1466,0.356,0.213956,0.139,0.0114
10.4,8.1566,0.296,0.170266,0.116,0.00912
10.41,8.1666,0.248,0.13404,0.0971,0.00744
10.42,8.1766,0.21,0.10428,0.083,0.00635
10.43,8.1866,0.1828,0.080588,0.0734,0.00585
10.44,8.1966,0.1686,0.062564,0.0684,0.00597
10.45,8.2066,0.1666,0.0498,0.0676,0.00672
10.46,8.2166,0.1766,0.041494,0.0709,0.00814
10.47,8.2266,0.1984,0.037236,0.0779,0.0103
10.48,8.2366,0.232,0.036414,0.0881,0.0132
10.49,8.2466,0.276,0.03882,0.101,0.0168
10.5,8.2566,0.33,0.04404,0.116,0.0212
10.51,8.2666,0.396,0.05206,0.133,0.0264
10.52,8.2766,0.468,0.06288,0.15,0.0321
10.53,8.2866,0.546,0.07648,0.168,0.0384
10.54,8.2966,0.63,0.09308,0.185,0.045
10.55,8.3066,0.716,0.11304,0.201,0.0517
10.56,8.3166,0.804,0.1364,0.216,0.0581
10.57,8.3266,0.888,0.16394,0.229,0.064
10.58,8.3366,0.968,0.1957,0.239,0.0691
10.59,8.3466,1.04,0.23166,0.247,0.0732
10.6,8.3566,1.106,0.27386,0.253,0.076
10.61,8.3666,1.164,0.31808,0.256,0.0775
10.62,8.3766,1.214,0.36836,0.258,0.0777
10.63,8.3866,1.254,0.41866,0.258,0.0765
10.64,8.3966,1.288,0.47302,0.257,0.0742
10.65,8.4066,1.318,0.52538,0.256,0.0708
10.66,8.4166,1.342,0.57572,0.254,0.0668
10.67,8.4266,1.362,0.62206,0.253,0.0622
10.68,8.4366,1.382,0.65834,0.252,0.0574
10.69,8.4466,1.398,0.68652,0.251,0.0525
10.7,8.4566,1.416,0.70462,0.251,0.0479
10.71,8.4666,1.432,0.7106,0.252,0.0436
10.72,8.4766,1.448,0.70246,0.253,0.0398
10.73,8.4866,1.462,0.68422,0.255,0.0366
10.74,8.4966,1.476,0.65586,0.257,0.0341
10.75,8.5066,1.486,0.62142,0.259,0.0325
10.76,8.5166,1.496,0.57892,0.261,0.0316
10.77,8.5266,1.502,0.53638,0.263,0.0316
10.78,8.5366,1.508,0.49184,0.266,0.0324
10.79,8.5466,1.51,0.45132,0.268,0.0339
10.8,8.5566,1.512,0.41284,0.269,0.036
10.81,8.5666,1.512,0.38042,0.271,0.0386
10.82,8.5766,1.512,0.35408,0.272,0.0415
10.83,8.5866,1.508,0.333828,0.273,0.0445
10.84,8.5966,1.504,0.31967,0.273,0.0473
10.85,8.6066,1.5,0.311618,0.272,0.0497
10.86,8.6166,1.492,0.309674,0.27,0.0517
10.87,8.6266,1.482,0.313848,0.268,0.0531
10.88,8.6366,1.472,0.32216,0.265,0.054
10.89,8.6466,1.46,0.33858,0.261,0.0544
10.9,8.6566,1.45,0.36316,0.258,0.0545
10.91,8.6666,1.444,0.3939,0.256,0.0546
10.92,8.6766,1.444,0.43478,0.256,0.0549
10.93,8.6866,1.454,0.4838,0.258,0.0558
10.94,8.6966,1.478,0.54096,0.265,0.0575
10.95,8.7066,1.522,0.60622,0.276,0.0602
10.96,8.7166,1.584,0.67756,0.293,0.0642
10.97,8.7266,1.668,0.75292,0.316,0.0695
10.98,8.7366,1.776,0.82826,0.344,0.0758
10.99,8.7466,1.902,0.90152,0.377,0.0831
11,8.7566,2.04,0.96866,0.414,0.091
11.01,8.7666,2.2,1.02358,0.452,0.099
11.02,8.7766,2.34,1.06826,0.49,0.107
11.03,8.7866,2.48,1.09668,0.526,0.113
11.04,8.7966,2.62,1.10678,0.556,0.119
11.05,8.8066,2.7,1.0986,0.578,0.122
11.06,8.8166,2.76,1.0721,0.592,0.123
11.07,8.8266,2.78,1.02934,0.594,0.122
11.08,8.8366,2.76,0.97236,0.586,0.119
11.09,8.8466,2.7,0.90522,0.566,0.114
11.1,8.8566,2.6,0.82994,0.538,0.106
11.11,8.8666,2.46,0.75262,0.501,0.097
11.12,8.8766,2.3,0.6733,0.458,0.087
11.13,8.8866,2.12,0.60004,0.413,0.0764
11.14,8.8966,1.92,0.53088,0.366,0.0657
11.15,8.9066,1.732,0.47182,0.321,0.0554
11.16,8.9166,1.552,0.42292,0.279,0.0458
11.17,8.9266,1.386,0.38418,0.242,0.0372
11.18,8.9366,1.24,0.35556,0.21,0.0297
11.19,8.9466,1.118,0.33308,0.185,0.0234
11.2,8.9566,1.018,0.32072,0.165,0.0182
11.21,8.9666,0.944,0.31244,0.15,0.0142
11.22,8.9766,0.892,0.30824,0.14,0.0111
11.23,8.9866,0.86,0.3041,0.134,0.009
11.24,8.9966,0.846,0.301968,0.132,0.00763
11.25,9.0066,0.848,0.299858,0.131,0.0069
11.26,9.0166,0.858,0.295752,0.132,0.0067
11.27,9.0266,0.878,0.291644,0.134,0.00695
11.28,9.0366,0.898,0.285534,0.137,0.00755
11.29,9.0466,0.92,0.27942,0.139,0.00843
11.3,9.0566,0.938,0.273308,0.142,0.00952
11.31,9.0666,0.948,0.269202,0.144,0.0107
11.32,9.0766,0.95,0.265106,0.145,0.012
11.33,9.0866,0.942,0.26303,0.146,0.0132
11.34,9.0966,0.924,0.26298,0.146,0.0144
11.35,9.1066,0.896,0.262958,0.145,0.0154
11.36,9.1166,0.858,0.266976,0.142,0.0162
11.37,9.1266,0.812,0.271038,0.139,0.0167
11.38,9.1366,0.76,0.279152,0.135,0.0169
11.39,9.1466,0.704,0.28932,0.13,0.017
11.4,9.1566,0.646,0.303552,0.125,0.0168
11.41,9.1666,0.592,0.321848,0.12,0.0165
11.42,9.1766,0.542,0.3462,0.115,0.0162
11.43,9.1866,0.498,0.37464,0.112,0.016
11.44,9.1966,0.464,0.4111,0.111,0.016
11.45,9.2066,0.44,0.45162,0.112,0.0163
11.46,9.2166,0.424,0.49616,0.115,0.0169
11.47,9.2266,0.42,0.5447,0.12,0.018
11.48,9.2366,0.424,0.5932,0.127,0.0196
11.49,9.2466,0.438,0.63964,0.137,0.0215
11.5,9.2566,0.456,0.68202,0.147,0.0238
11.51,9.2666,0.476,0.71826,0.158,0.0263
11.52,9.2766,0.498,0.7424,0.168,0.0288
11.53,9.2866,0.516,0.7564,0.177,0.0313
11.54,9.2966,0.53,0.75628,0.185,0.0334
11.55,9.3066,0.536,0.74402,0.189,0.035
11.56,9.3166,0.536,0.71764,0.19,0.0361
11.57,9.3266,0.524,0.68118,0.188,0.0365
11.58,9.3366,0.504,0.63266,0.183,0.0361
11.59,9.3466,0.476,0.5781,0.174,0.0349
11.6,9.3566,0.442,0.51754,0.162,0.0331
11.61,9.3666,0.4,0.455,0.148,0.0308
11.62,9.3766,0.356,0.39248,0.132,0.0279
11.63,9.3866,0.31,0.332,0.116,0.0248
11.64,9.3966,0.264,0.275588,0.0994,0.0216
11.65,9.4066,0.22,0.223232,0.0835,0.0183
11.66,9.4166,0.1804,0.178938,0.0687,0.0153
11.67,9.4266,0.1446,0.1403,0.0554,0.0124
11.68,9.4366,0.1132,0.10771,0.0437,0.00988
11.69,9.4466,0.087,0.081366,0.0337,0.0077
11.7,9.4566,0.0654,0.060056,0.0255,0.00586
11.71,9.4666,0.048,0.0435764,0.0188,0.00437
11.72,9.4766,0.0346,0.030919,0.0136,0.00319
11.73,9.4866,0.0244,0.0216786,0.00965,0.00227
11.74,9.4966,0.0168,0.014751,0.00669,0.00159
11.75,9.5066,0.01132,0.0098724,0.00454,0.00108
11.76,9.5166,0.00748,0.0064802,0.00301,0.000723
11.77,9.5266,0.00484,0.00417238,0.00196,0.000473
11.78,9.5366,0.00306,0.00262744,0.00124,0.000302
11.79,9.5466,0.00189,0.00162238,0.000774,0.000189
11.8,9.5566,0.001144,0.00098054,0.000471,0.000115
11.81,9.5666,0.000678,0.000581438,0.000281,6.91e-05
11.82,9.5766,0.000392,0.0003368,0.000163,4.04e-05
11.83,9.5866,0.000222,0.000191638,9.32e-05,2.32e-05
11.84,9.5966,0.0001236,0.000106634,5.2e-05,1.3e-05
11.85,9.6066,6.7e-05,5.81234e-05,2.84e-05,7.11e-06
11.86,9.6166,3.58e-05,3.10636e-05,1.52e-05,3.81e-06
11.87,9.6266,1.88e-05,1.61722e-05,7.94e-06,2e-06
11.88,9.6366,1.008e-05,8.27602e-06,4.09e-06,1.03e-06
11.89,9.6466,6.14e-06,4.12782e-06,2.13e-06,5.14e-07
11.9,9.6566,5.3e-06,2.02374e-06,1.21e-06,2.53e-07
11.91,9.6666,7.22e-06,9.71752e-07,9.19e-07,1.21e-07
11.92,9.6766,1.268e-05,4.54806e-07,1.1e-06,5.7e-08
11.93,9.6866,2.38e-05,2.08364e-07,1.81e-06,2.62e-08
11.94,9.6966,4.48e-05,9.39606e-08,3.28e-06,1.18e-08
11.95,9.7066,8.3e-05,4.12696e-08,6.02e-06,5.18e-09
11.96,9.7166,0.0001504,1.77896e-08,1.09e-05,2.23e-09
11.97,9.7266,0.000266,7.4923e-09,1.93e-05,9.39e-10
11.98,9.7366,0.000464,3.08502e-09,3.34e-05,3.86e-10
11.99,9.7466,0.000788,1.244e-09,5.67e-05,1.56e-10
12,9.7566,0.001308,4.90784e-10,9.41e-05,6.14e-11
12.01,9.7666,0.00212,1.8667e-10,0.000153,2.37e-11
12.02,9.7766,0.00338,7.05028e-11,0.000243,8.92e-12
12.03,9.7866,0.00528,2.60382e-11,0.000378,3.29e-12
12.04,9.7966,0.00806,9.45388e-12,0.000574,1.19e-12
12.05,9.8066,0.01202,3.3492e-12,0.000854,5.82e-13
12.06,9.8166,0.01756,8.398e-13,0.00124,5.47e-13
12.07,9.8266,0.0252,4.2e-14,0.00177,1.31e-12
12.08,9.8366,0.0352,6.201e-12,0.00247,3.69e-12
12.09,9.8466,0.0482,1.7498e-11,0.00337,9.93e-12
12.1,9.8566,0.0648,4.8342e-11,0.0045,2.61e-11
12.11,9.8666,0.0854,1.3034e-10,0.00588,6.73e-11
12.12,9.8766,0.11,3.4312e-10,0.00752,1.69e-10
12.13,9.8866,0.139,8.87e-10,0.00941,4.18e-10
12.14,9.8966,0.1724,2.237e-09,0.0115,1.01e-09
12.15,9.9066,0.21,5.5378e-09,0.0138,2.37e-09
12.16,9.9166,0.25,1.3386e-08,0.0163,5.47e-09
12.17,9.9266,0.292,3.1756e-08,0.0187,1.24e-08
12.18,9.9366,0.334,7.3316e-08,0.0211,2.73e-08
12.19,9.9466,0.376,1.6582e-07,0.0233,5.89e-08
12.2,9.9566,0.416,3.6628e-07,0.0252,1.24e-07
12.21,9.9666,0.452,7.9362e-07,0.0267,2.57e-07
12.22,9.9766,0.482,1.6826e-06,0.0278,5.2e-07
12.23,9.9866,0.506,3.4948e-06,0.0283,1.03e-06
12.24,9.9966,0.522,7.069e-06,0.0284,1.99e-06
12.25,10.0066,0.53,1.4012e-05,0.0279,3.77e-06
12.26,10.0166,0.53,2.7156e-05,0.0269,6.99e-06
12.27,10.0266,0.52,5.164e-05,0.0254,1.27e-05
12.28,10.0366,0.502,9.5702e-05,0.0237,2.25e-05
12.29,10.0466,0.478,0.0001736,0.0218,3.9e-05
12.3,10.0566,0.448,0.00030796,0.0197,6.61e-05
12.31,10.0666,0.412,0.00053624,0.0177,0.00011
12.32,10.0766,0.374,0.00091118,0.0159,0.000178
12.33,10.0866,0.334,0.0015122,0.0144,0.000283
12.34,10.0966,0.296,0.0024654,0.0134,0.000441
12.35,10.1066,0.26,0.0039114,0.0131,0.00067
12.36,10.1166,0.23,0.00609,0.0138,0.000998
12.37,10.1266,0.204,0.0092658,0.0156,0.00145
12.38,10.1366,0.1866,0.013804,0.019,0.00207
12.39,10.1466,0.1786,0.020092,0.0244,0.00289
12.4,10.1566,0.1816,0.028698,0.032,0.00394
12.41,10.1666,0.1968,0.039888,0.0424,0.00526
12.42,10.1766,0.226,0.05453,0.056,0.00686
12.43,10.1866,0.268,0.072632,0.0732,0.00877
12.44,10.1966,0.326,0.094796,0.0942,0.011
12.45,10.2066,0.4,0.12102,0.119,0.0134
12.46,10.2166,0.488,0.15112,0.148,0.0161
12.47,10.2266,0.588,0.18486,0.181,0.0188
12.48,10.2366,0.702,0.22162,0.216,0.0216
12.49,10.2466,0.822,0.25822,0.254,0.0242
12.5,10.2566,0.948,0.29682,0.293,0.0266
12.51,10.2666,1.076,0.33138,0.331,0.0286
12.52,10.2766,1.198,0.36388,0.368,0.03
12.53,10.2866,1.314,0.3923,0.402,0.0309
12.54,10.2966,1.416,0.4126,0.432,0.0311
12.55,10.3066,1.502,0.4248,0.456,0.0307
12.56,10.3166,1.57,0.43086,0.474,0.0297
12.57,10.3266,1.616,0.4268,0.485,0.0281
12.58,10.3366,1.638,0.41462,0.489,0.026
12.59,10.3466,1.64,0.39634,0.485,0.0236
12.6,10.3566,1.618,0.36998,0.476,0.021
12.61,10.3666,1.578,0.34156,0.46,0.0183
12.62,10.3766,1.52,0.3111,0.439,0.0157
12.63,10.3866,1.446,0.27862,0.415,0.0132
12.64,10.3966,1.362,0.24614,0.387,0.0109
12.65,10.4066,1.27,0.2157,0.358,0.00895
12.66,10.4166,1.174,0.18848,0.328,0.00726
12.67,10.4266,1.076,0.16432,0.298,0.0059
12.68,10.4366,0.982,0.14402,0.271,0.00484
12.69,10.4466,0.896,0.12798,0.245,0.0041
12.7,10.4566,0.82,0.11682,0.223,0.00365
12.71,10.4666,0.756,0.11054,0.205,0.00348
12.72,10.4766,0.706,0.10936,0.192,0.00359
12.73,10.4866,0.672,0.11366,0.184,0.00395
12.74,10.4966,0.656,0.12324,0.182,0.00456
12.75,10.5066,0.654,0.13792,0.184,0.0054
12.76,10.5166,0.668,0.1577,0.19,0.00645
12.77,10.5266,0.69,0.18196,0.2,0.00768
12.78,10.5366,0.72,0.21008,0.213,0.00904
12.79,10.5466,0.754,0.23862,0.227,0.0105
12.8,10.5566,0.786,0.2712,0.241,0.0119
12.81,10.5666,0.812,0.30174,0.254,0.0133
12.82,10.5766,0.83,0.33026,0.264,0.0146
12.83,10.5866,0.834,0.35668,0.271,0.0156
12.84,10.5966,0.826,0.37902,0.274,0.0163
12.85,10.6066,0.804,0.39724,0.273,0.0168
12.86,10.6166,0.768,0.40934,0.268,0.0168
12.87,10.6266,0.72,0.41934,0.259,0.0165
12.88,10.6366,0.662,0.42524,0.247,0.0159
12.89,10.6466,0.598,0.43104,0.233,0.015
12.9,10.6566,0.532,0.4348,0.219,0.0138
12.91,10.6666,0.466,0.44054,0.205,0.0125
12.92,10.6766,0.404,0.44828,0.192,0.0111
12.93,10.6866,0.346,0.45804,0.181,0.00976
12.94,10.6966,0.296,0.47182,0.173,0.00846
12.95,10.7066,0.254,0.48966,0.167,0.0073
12.96,10.7166,0.22,0.50752,0.164,0.00633
12.97,10.7266,0.1954,0.52744,0.164,0.00561
12.98,10.7366,0.1796,0.54536,0.165,0.00516
12.99,10.7466,0.172,0.56132,0.169,0.00501
13,10.7566,0.1726,0.57526,0.173,0.00518
13.01,10.7666,0.181,0.5852,0.18,0.00571
13.02,10.7766,0.1968,0.58916,0.187,0.0066
13.03,10.7866,0.22,0.5911,0.195,0.00787
13.04,10.7966,0.25,0.59108,0.204,0.00955
13.05,10.8066,0.29,0.58712,0.214,0.0116
13.06,10.8166,0.334,0.5832,0.226,0.0141
13.07,10.8266,0.386,0.57936,0.238,0.0171
13.08,10.8366,0.446,0.57764,0.251,0.0203
13.09,10.8466,0.508,0.57602,0.264,0.0239
13.1,10.8566,0.576,0.57452,0.277,0.0278
13.11,10.8666,0.646,0.57512,0.29,0.0318
13.12,10.8766,0.714,0.57378,0.301,0.0357
13.13,10.8866,0.782,0.57248,0.309,0.0396
13.14,10.8966,0.844,0.56718,0.315,0.0431
13.15,10.9066,0.898,0.55784,0.318,0.0461
13.16,10.9166,0.942,0.54438,0.318,0.0484
13.17,10.9266,0.978,0.52476,0.314,0.05
13.18,10.9366,1.002,0.50098,0.306,0.0507
13.19,10.9466,1.018,0.47098,0.296,0.0504
13.2,10.9566,1.024,0.43676,0.283,0.0492
13.21,10.9666,1.026,0.40036,0.268,0.0471
13.22,10.9766,1.024,0.36174,0.252,0.0442
13.23,10.9866,1.026,0.323,0.236,0.0407
13.24,10.9966,1.034,0.28412,0.222,0.0367
13.25,11.0066,1.05,0.2492,0.209,0.0324
13.26,11.0166,1.078,0.21826,0.199,0.028
13.27,11.0266,1.12,0.19234,0.192,0.0238
13.28,11.0366,1.174,0.17188,0.188,0.0197
13.29,11.0466,1.24,0.15752,0.187,0.016
13.3,11.0566,1.312,0.14908,0.189,0.0128
13.31,11.0666,1.384,0.14694,0.193,0.00994
13.32,11.0766,1.454,0.15034,0.198,0.00758
13.33,11.0866,1.512,0.159056,0.204,0.00566
13.34,11.0966,1.554,0.171882,0.209,0.00413
13.35,11.1066,1.576,0.188402,0.214,0.00295
13.36,11.1166,1.572,0.2076,0.216,0.00207
13.37,11.1266,1.544,0.227658,0.216,0.00142
13.38,11.1366,1.49,0.247754,0.214,0.000949
13.39,11.1466,1.414,0.26587,0.209,0.000623
13.4,11.1566,1.318,0.281988,0.201,0.000401
13.41,11.1666,1.208,0.2941,0.191,0.000254
13.42,11.1766,1.09,0.30218,0.179,0.00016
13.43,11.1866,0.968,0.30422,0.166,0.000104
13.44,11.1966,0.85,0.30022,0.151,7.62e-05
13.45,11.2066,0.74,0.29018,0.137,7.01e-05
13.46,11.2166,0.642,0.2761,0.122,8.51e-05
13.47,11.2266,0.558,0.257996,0.108,0.000125
13.48,11.2366,0.49,0.235866,0.0947,0.000197
13.49,11.2466,0.438,0.211732,0.0828,0.000316
13.5,11.2566,0.4,0.18741,0.0722,0.000502
13.51,11.2666,0.376,0.16352,0.0632,0.000785
13.52,11.2766,0.366,0.141886,0.0557,0.0012
13.53,11.2866,0.364,0.123334,0.0499,0.00181
13.54,11.2966,0.37,0.109288,0.0458,0.00266
13.55,11.3066,0.384,0.100378,0.0432,0.00383
13.56,11.3166,0.404,0.09764,0.0422,0.00541
13.57,11.3266,0.428,0.10168,0.0429,0.00748
13.58,11.3366,0.46,0.11274,0.0453,0.0101
13.59,11.3466,0.498,0.13126,0.0494,0.0134
13.6,11.3566,0.546,0.15722,0.0554,0.0174
13.61,11.3666,0.602,0.19044,0.0632,0.0222
13.62,11.3766,0.666,0.22988,0.0729,0.0276
13.63,11.3866,0.742,0.27592,0.0843,0.0337
13.64,11.3966,0.826,0.32612,0.0972,0.0403
13.65,11.4066,0.916,0.37838,0.111,0.0472
13.66,11.4166,1.008,0.43062,0.126,0.0542
13.67,11.4266,1.1,0.4808,0.14,0.0609
13.68,11.4366,1.184,0.5266,0.154,0.067
13.69,11.4466,1.258,0.5642,0.166,0.0722
13.7,11.4566,1.316,0.5932,0.176,0.0762
13.71,11.4666,1.354,0.6118,0.184,0.0787
13.72,11.4766,1.368,0.618,0.188,0.0797
13.73,11.4866,1.36,0.6116,0.188,0.079
13.74,11.4966,1.328,0.5926,0.185,0.0767
13.75,11.5066,1.274,0.5612,0.179,0.0729
13.76,11.5166,1.206,0.5234,0.17,0.0679
13.77,11.5266,1.126,0.4754,0.158,0.0619
13.78,11.5366,1.04,0.42518,0.145,0.0552
13.79,11.5466,0.954,0.3709,0.132,0.0482
13.8,11.5566,0.872,0.31866,0.118,0.0413
13.81,11.5666,0.8,0.26654,0.105,0.0346
13.82,11.5766,0.74,0.21858,0.093,0.0283
13.83,11.5866,0.692,0.17624,0.0823,0.0227
13.84,11.5966,0.656,0.13894,0.073,0.0179
13.85,11.6066,0.632,0.10708,0.065,0.0137
13.86,11.6166,0.618,0.08086,0.0583,0.0103
13.87,11.6266,0.608,0.05984,0.0527,0.00763
13.88,11.6366,0.602,0.043408,0.0478,0.0055
13.89,11.6466,0.596,0.03073,0.0435,0.00388
13.9,11.6566,0.586,0.021378,0.0396,0.00268
13.91,11.6666,0.57,0.014502,0.0358,0.00182
13.92,11.6766,0.548,0.009664,0.0321,0.0012
13.93,11.6866,0.52,0.006282,0.0285,0.000778
13.94,11.6966,0.484,0.0040202,0.0249,0.000494
13.95,11.7066,0.444,0.0025068,0.0214,0.000307
13.96,11.7166,0.398,0.0015304,0.0181,0.000187
13.97,11.7266,0.352,0.0009152,0.015,0.000113
13.98,11.7366,0.304,0.0005363,0.0122,6.86e-05
13.99,11.7466,0.258,0.00030882,0.00975,4.46e-05
14,11.7566,0.216,0.00017498,0.00764,3.47e-05
14.01,11.7666,0.176,9.964e-05,0.00589,3.62e-05
14.02,11.7766,0.1412,5.96e-05,0.0045,4.88e-05
14.03,11.7866,0.1116,4.148e-05,0.00344,7.47e-05
14.04,11.7966,0.0872,3.804e-05,0.00271,0.000119
14.05,11.8066,0.0682,4.574e-05,0.00229,0.000188
14.06,11.8166,0.0544,6.42e-05,0.00218,0.000293
14.07,11.8266,0.0454,9.44e-05,0.0024,0.000447
14.08,11.8366,0.0416,0.0001396,0.00297,0.000668
14.09,11.8466,0.0426,0.0002036,0.00395,0.000978
14.1,11.8566,0.0486,0.0002912,0.00541,0.0014
14.11,11.8666,0.0598,0.0004064,0.00742,0.00196
14.12,11.8766,0.0766,0.000558,0.0101,0.00268
14.13,11.8866,0.0994,0.000748,0.0134,0.0036
14.14,11.8966,0.128,0.00098,0.0176,0.00471
14.15,11.9066,0.163,0.001256,0.0225,0.00604
14.16,11.9166,0.204,0.001574,0.0282,0.00757
14.17,11.9266,0.25,0.00193,0.0346,0.00929
14.18,11.9366,0.298,0.002316,0.0416,0.0111
14.19,11.9466,0.35,0.00272,0.0488,0.0131
14.2,11.9566,0.402,0.003122,0.056,0.015
14.21,11.9666,0.452,0.00351,0.0629,0.0169
14.22,11.9766,0.496,0.00386,0.0691,0.0185
14.23,11.9866,0.534,0.00413,0.0742,0.0199
14.24,11.9966,0.56,0.00435,0.078,0.0209
14.25,12.0066,0.576,0.004476,0.0802,0.0215
