# li2o_mp-1960 PDOS summed by element+orbital (QE projwfc.x). Columns are states/eV. VBM 2.795 eV. Gap is the fixed-occ nscf value (4.986 eV), not a DOS threshold.
E_eV,E_minus_VBM_eV,Li_p,Li_s,O_p,O_s
-10.053,-12.8475,0,0,0,0
-10.043,-12.8375,0,0,0,0
-10.033,-12.8275,0,0,0,0
-10.023,-12.8175,0,0,0,0
-10.013,-12.8075,0,0,0,0
-10.003,-12.7975,0,0,0,0
-9.993,-12.7875,0,0,0,0
-9.983,-12.7775,0,0,0,0
-9.973,-12.7675,0,0,0,0
-9.963,-12.7575,0,0,0,0
-9.953,-12.7475,0,0,0,0
-9.943,-12.7375,0,0,0,0
-9.933,-12.7275,0,0,0,0
-9.923,-12.7175,0,0,0,0
-9.913,-12.7075,0,0,0,0
-9.903,-12.6975,0,0,0,0
-9.893,-12.6875,0,0,0,0
-9.883,-12.6775,0,0,0,0
-9.873,-12.6675,0,0,0,0
-9.863,-12.6575,0,0,0,0
-9.853,-12.6475,0,0,0,0
-9.843,-12.6375,0,0,0,0
-9.833,-12.6275,0,0,0,0
-9.823,-12.6175,0,0,0,0
-9.813,-12.6075,0,0,0,0
-9.803,-12.5975,0,0,0,0
-9.793,-12.5875,0,0,0,0
-9.783,-12.5775,0,0,0,0
-9.773,-12.5675,0,0,0,0
-9.763,-12.5575,0,0,0,0
-9.753,-12.5475,0,0,0,0
-9.743,-12.5375,0,0,0,0
-9.733,-12.5275,0,0,0,0
-9.723,-12.5175,0,0,0,0
-9.713,-12.5075,0,0,0,0
-9.703,-12.4975,0,0,0,0
-9.693,-12.4875,0,0,0,0
-9.683,-12.4775,0,0,0,0
-9.673,-12.4675,0,0,0,0
-9.663,-12.4575,0,0,0,0
-9.653,-12.4475,0,0,0,0
-9.643,-12.4375,0,0,0,0
-9.633,-12.4275,0,0,0,0
-9.623,-12.4175,0,0,0,0
-9.613,-12.4075,0,0,0,0
-9.603,-12.3975,0,0,0,0
-9.593,-12.3875,0,0,0,0
-9.583,-12.3775,0,0,0,0
-9.573,-12.3675,0,0,0,0
-9.563,-12.3575,0,0,0,0
-9.553,-12.3475,0,0,0,0
-9.543,-12.3375,0,0,0,0
-9.533,-12.3275,0,0,0,0
-9.523,-12.3175,0,0,0,0
-9.513,-12.3075,0,0,0,0
-9.503,-12.2975,0,0,0,0
-9.493,-12.2875,0,0,0,0
-9.483,-12.2775,0,0,0,0
-9.473,-12.2675,0,0,0,0
-9.463,-12.2575,0,0,0,0
-9.453,-12.2475,0,0,0,0
-9.443,-12.2375,0,0,0,0
-9.433,-12.2275,0,0,0,0
-9.423,-12.2175,0,0,0,0
-9.413,-12.2075,0,0,0,0
-9.403,-12.1975,0,0,0,0
-9.393,-12.1875,0,0,0,0
-9.383,-12.1775,0,0,0,0
-9.373,-12.1675,0,0,0,0
-9.363,-12.1575,0,0,0,0
-9.353,-12.1475,0,0,0,0
-9.343,-12.1375,0,0,0,0
-9.333,-12.1275,0,0,0,0
-9.323,-12.1175,0,0,0,0
-9.313,-12.1075,0,0,0,0
-9.303,-12.0975,0,0,0,0
-9.293,-12.0875,0,0,0,0
-9.283,-12.0775,0,0,0,0
-9.273,-12.0675,0,0,0,0
-9.263,-12.0575,0,0,0,0
-9.253,-12.0475,0,0,0,0
-9.243,-12.0375,0,0,0,0
-9.233,-12.0275,0,0,0,0
-9.223,-12.0175,0,0,0,0
-9.213,-12.0075,0,0,0,0
-9.203,-11.9975,0,0,0,0
-9.193,-11.9875,0,0,0,0
-9.183,-11.9775,0,0,0,0
-9.173,-11.9675,0,0,0,0
-9.163,-11.9575,0,0,0,0
-9.153,-11.9475,0,0,0,0
-9.143,-11.9375,0,0,0,0
-9.133,-11.9275,0,0,0,0
-9.123,-11.9175,0,0,0,0
-9.113,-11.9075,0,0,0,0
-9.103,-11.8975,0,0,0,0
-9.093,-11.8875,0,0,0,0
-9.083,-11.8775,0,0,0,0
-9.073,-11.8675,0,0,0,0
-9.063,-11.8575,0,0,0,0
-9.053,-11.8475,0,0,0,0
-9.043,-11.8375,0,0,0,0
-9.033,-11.8275,0,0,0,0
-9.023,-11.8175,0,0,0,0
-9.013,-11.8075,0,0,0,0
-9.003,-11.7975,0,0,0,0
-8.993,-11.7875,0,0,0,0
-8.983,-11.7775,0,0,0,0
-8.973,-11.7675,0,0,0,0
-8.963,-11.7575,0,0,0,0
-8.953,-11.7475,0,0,0,0
-8.943,-11.7375,0,0,0,0
-8.933,-11.7275,0,0,0,0
-8.923,-11.7175,0,0,0,0
-8.913,-11.7075,0,0,0,0
-8.903,-11.6975,0,0,0,0
-8.893,-11.6875,0,0,0,0
-8.883,-11.6775,0,0,0,0
-8.873,-11.6675,0,0,0,0
-8.863,-11.6575,0,0,0,0
-8.853,-11.6475,0,0,0,0
-8.843,-11.6375,0,0,0,0
-8.833,-11.6275,0,0,0,0
-8.823,-11.6175,0,0,0,0
-8.813,-11.6075,0,0,0,0
-8.803,-11.5975,0,0,0,0
-8.793,-11.5875,0,0,0,0
-8.783,-11.5775,0,0,0,0
-8.773,-11.5675,0,0,0,0
-8.763,-11.5575,0,0,0,0
-8.753,-11.5475,0,0,0,0
-8.743,-11.5375,0,0,0,0
-8.733,-11.5275,0,0,0,0
-8.723,-11.5175,0,0,0,0
-8.713,-11.5075,0,0,0,0
-8.703,-11.4975,0,0,0,0
-8.693,-11.4875,0,0,0,0
-8.683,-11.4775,0,0,0,0
-8.673,-11.4675,0,0,0,0
-8.663,-11.4575,0,0,0,0
-8.653,-11.4475,0,0,0,0
-8.643,-11.4375,0,0,0,0
-8.633,-11.4275,0,0,0,0
-8.623,-11.4175,0,0,0,0
-8.613,-11.4075,0,0,0,0
-8.603,-11.3975,0,0,0,0
-8.593,-11.3875,0,0,0,0
-8.583,-11.3775,0,0,0,0
-8.573,-11.3675,0,0,0,0
-8.563,-11.3575,0,0,0,0
-8.553,-11.3475,0,0,0,0
-8.543,-11.3375,0,0,0,0
-8.533,-11.3275,0,0,0,0
-8.523,-11.3175,0,0,0,0
-8.513,-11.3075,0,0,0,0
-8.503,-11.2975,0,0,0,0
-8.493,-11.2875,0,0,0,0
-8.483,-11.2775,0,0,0,0
-8.473,-11.2675,0,0,0,0
-8.463,-11.2575,0,0,0,0
-8.453,-11.2475,0,0,0,0
-8.443,-11.2375,0,0,0,0
-8.433,-11.2275,0,0,0,0
-8.423,-11.2175,0,0,0,0
-8.413,-11.2075,0,0,0,0
-8.403,-11.1975,0,0,0,0
-8.393,-11.1875,0,0,0,0
-8.383,-11.1775,0,0,0,0
-8.373,-11.1675,0,0,0,0
-8.363,-11.1575,0,0,0,0
-8.353,-11.1475,0,0,0,0
-8.343,-11.1375,0,0,0,0
-8.333,-11.1275,0,0,0,0
-8.323,-11.1175,0,0,0,0
-8.313,-11.1075,0,0,0,0
-8.303,-11.0975,0,0,0,0
-8.293,-11.0875,0,0,0,0
-8.283,-11.0775,0,0,0,0
-8.273,-11.0675,0,0,0,0
-8.263,-11.0575,0,0,0,0
-8.253,-11.0475,0,0,0,0
-8.243,-11.0375,0,0,0,0
-8.233,-11.0275,0,0,0,0
-8.223,-11.0175,0,0,0,0
-8.213,-11.0075,0,0,0,0
-8.203,-10.9975,0,0,0,0
-8.193,-10.9875,0,0,0,0
-8.183,-10.9775,0,0,0,0
-8.173,-10.9675,0,0,0,0
-8.163,-10.9575,0,0,0,0
-8.153,-10.9475,0,0,0,0
-8.143,-10.9375,0,0,0,0
-8.133,-10.9275,0,0,0,0
-8.123,-10.9175,0,0,0,0
-8.113,-10.9075,0,0,0,0
-8.103,-10.8975,0,0,0,0
-8.093,-10.8875,0,0,0,0
-8.083,-10.8775,0,0,0,0
-8.073,-10.8675,0,0,0,0
-8.063,-10.8575,0,0,0,0
-8.053,-10.8475,0,0,0,0
-8.043,-10.8375,0,0,0,0
-8.033,-10.8275,0,0,0,0
-8.023,-10.8175,0,0,0,0
-8.013,-10.8075,0,0,0,0
-8.003,-10.7975,0,0,0,0
-7.993,-10.7875,0,0,0,0
-7.983,-10.7775,0,0,0,0
-7.973,-10.7675,0,0,0,0
-7.963,-10.7575,0,0,0,0
-7.953,-10.7475,0,0,0,0
-7.943,-10.7375,0,0,0,0
-7.933,-10.7275,0,0,0,0
-7.923,-10.7175,0,0,0,0
-7.913,-10.7075,0,0,0,0
-7.903,-10.6975,0,0,0,0
-7.893,-10.6875,0,0,0,0
-7.883,-10.6775,0,0,0,0
-7.873,-10.6675,0,0,0,0
-7.863,-10.6575,0,0,0,0
-7.853,-10.6475,0,0,0,0
-7.843,-10.6375,0,0,0,0
-7.833,-10.6275,0,0,0,0
-7.823,-10.6175,0,0,0,0
-7.813,-10.6075,0,0,0,0
-7.803,-10.5975,0,0,0,0
-7.793,-10.5875,0,0,0,0
-7.783,-10.5775,0,0,0,0
-7.773,-10.5675,0,0,0,0
-7.763,-10.5575,0,0,0,0
-7.753,-10.5475,0,0,0,0
-7.743,-10.5375,0,0,0,0
-7.733,-10.5275,0,0,0,0
-7.723,-10.5175,0,0,0,0
-7.713,-10.5075,0,0,0,0
-7.703,-10.4975,0,0,0,0
-7.693,-10.4875,0,0,0,0
-7.683,-10.4775,0,0,0,0
-7.673,-10.4675,0,0,0,0
-7.663,-10.4575,0,0,0,0
-7.653,-10.4475,0,0,0,0
-7.643,-10.4375,0,0,0,0
-7.633,-10.4275,0,0,0,0
-7.623,-10.4175,0,0,0,0
-7.613,-10.4075,0,0,0,0
-7.603,-10.3975,0,0,0,0
-7.593,-10.3875,0,0,0,0
-7.583,-10.3775,0,0,0,0
-7.573,-10.3675,0,0,0,0
-7.563,-10.3575,0,0,0,0
-7.553,-10.3475,0,0,0,0
-7.543,-10.3375,0,0,0,0
-7.533,-10.3275,0,0,0,0
-7.523,-10.3175,0,0,0,0
-7.513,-10.3075,0,0,0,0
-7.503,-10.2975,0,0,0,0
-7.493,-10.2875,0,0,0,0
-7.483,-10.2775,0,0,0,0
-7.473,-10.2675,0,0,0,0
-7.463,-10.2575,0,0,0,0
-7.453,-10.2475,0,0,0,0
-7.443,-10.2375,0,0,0,0
-7.433,-10.2275,0,0,0,0
-7.423,-10.2175,0,0,0,0
-7.413,-10.2075,0,0,0,0
-7.403,-10.1975,0,0,0,0
-7.393,-10.1875,0,0,0,0
-7.383,-10.1775,0,0,0,0
-7.373,-10.1675,0,0,0,0
-7.363,-10.1575,0,0,0,0
-7.353,-10.1475,0,0,0,0
-7.343,-10.1375,0,0,0,0
-7.333,-10.1275,0,0,0,0
-7.323,-10.1175,0,0,0,0
-7.313,-10.1075,0,0,0,0
-7.303,-10.0975,0,0,0,0
-7.293,-10.0875,0,0,0,0
-7.283,-10.0775,0,0,0,0
-7.273,-10.0675,0,0,0,0
-7.263,-10.0575,0,0,0,0
-7.253,-10.0475,0,0,0,0
-7.243,-10.0375,0,0,0,0
-7.233,-10.0275,0,0,0,0
-7.223,-10.0175,0,0,0,0
-7.213,-10.0075,0,0,0,0
-7.203,-9.9975,0,0,0,0
-7.193,-9.9875,0,0,0,0
-7.183,-9.9775,0,0,0,0
-7.173,-9.9675,0,0,0,0
-7.163,-9.9575,0,0,0,0
-7.153,-9.9475,0,0,0,0
-7.143,-9.9375,0,0,0,0
-7.133,-9.9275,0,0,0,0
-7.123,-9.9175,0,0,0,0
-7.113,-9.9075,0,0,0,0
-7.103,-9.8975,0,0,0,0
-7.093,-9.8875,0,0,0,0
-7.083,-9.8775,0,0,0,0
-7.073,-9.8675,0,0,0,0
-7.063,-9.8575,0,0,0,0
-7.053,-9.8475,0,0,0,0
-7.043,-9.8375,0,0,0,0
-7.033,-9.8275,0,0,0,0
-7.023,-9.8175,0,0,0,0
-7.013,-9.8075,0,0,0,0
-7.003,-9.7975,0,0,0,0
-6.993,-9.7875,0,0,0,0
-6.983,-9.7775,0,0,0,0
-6.973,-9.7675,0,0,0,0
-6.963,-9.7575,0,0,0,0
-6.953,-9.7475,0,0,0,0
-6.943,-9.7375,0,0,0,0
-6.933,-9.7275,0,0,0,0
-6.923,-9.7175,0,0,0,0
-6.913,-9.7075,0,0,0,0
-6.903,-9.6975,0,0,0,0
-6.893,-9.6875,0,0,0,0
-6.883,-9.6775,0,0,0,0
-6.873,-9.6675,0,0,0,0
-6.863,-9.6575,0,0,0,0
-6.853,-9.6475,0,0,0,0
-6.843,-9.6375,0,0,0,0
-6.833,-9.6275,0,0,0,0
-6.823,-9.6175,0,0,0,0
-6.813,-9.6075,0,0,0,0
-6.803,-9.5975,0,0,0,0
-6.793,-9.5875,0,0,0,0
-6.783,-9.5775,0,0,0,0
-6.773,-9.5675,0,0,0,0
-6.763,-9.5575,0,0,0,0
-6.753,-9.5475,0,0,0,0
-6.743,-9.5375,0,0,0,0
-6.733,-9.5275,0,0,0,0
-6.723,-9.5175,0,0,0,0
-6.713,-9.5075,0,0,0,0
-6.703,-9.4975,0,0,0,0
-6.693,-9.4875,0,0,0,0
-6.683,-9.4775,0,0,0,0
-6.673,-9.4675,0,0,0,0
-6.663,-9.4575,0,0,0,0
-6.653,-9.4475,0,0,0,0
-6.643,-9.4375,0,0,0,0
-6.633,-9.4275,0,0,0,0
-6.623,-9.4175,0,0,0,0
-6.613,-9.4075,0,0,0,0
-6.603,-9.3975,0,0,0,0
-6.593,-9.3875,0,0,0,0
-6.583,-9.3775,0,0,0,0
-6.573,-9.3675,0,0,0,0
-6.563,-9.3575,0,0,0,0
-6.553,-9.3475,0,0,0,0
-6.543,-9.3375,0,0,0,0
-6.533,-9.3275,0,0,0,0
-6.523,-9.3175,0,0,0,0
-6.513,-9.3075,0,0,0,0
-6.503,-9.2975,0,0,0,0
-6.493,-9.2875,0,0,0,0
-6.483,-9.2775,0,0,0,0
-6.473,-9.2675,0,0,0,0
-6.463,-9.2575,0,0,0,0
-6.453,-9.2475,0,0,0,0
-6.443,-9.2375,0,0,0,0
-6.433,-9.2275,0,0,0,0
-6.423,-9.2175,0,0,0,0
-6.413,-9.2075,0,0,0,0
-6.403,-9.1975,0,0,0,0
-6.393,-9.1875,0,0,0,0
-6.383,-9.1775,0,0,0,0
-6.373,-9.1675,0,0,0,0
-6.363,-9.1575,0,0,0,0
-6.353,-9.1475,0,0,0,0
-6.343,-9.1375,0,0,0,0
-6.333,-9.1275,0,0,0,0
-6.323,-9.1175,0,0,0,0
-6.313,-9.1075,0,0,0,0
-6.303,-9.0975,0,0,0,0
-6.293,-9.0875,0,0,0,0
-6.283,-9.0775,0,0,0,0
-6.273,-9.0675,0,0,0,0
-6.263,-9.0575,0,0,0,0
-6.253,-9.0475,0,0,0,0
-6.243,-9.0375,0,0,0,0
-6.233,-9.0275,0,0,0,0
-6.223,-9.0175,0,0,0,0
-6.213,-9.0075,0,0,0,0
-6.203,-8.9975,0,0,0,0
-6.193,-8.9875,0,0,0,0
-6.183,-8.9775,0,0,0,0
-6.173,-8.9675,0,0,0,0
-6.163,-8.9575,0,0,0,0
-6.153,-8.9475,0,0,0,0
-6.143,-8.9375,0,0,0,0
-6.133,-8.9275,0,0,0,0
-6.123,-8.9175,0,0,0,0
-6.113,-8.9075,0,0,0,0
-6.103,-8.8975,0,0,0,0
-6.093,-8.8875,0,0,0,0
-6.083,-8.8775,0,0,0,0
-6.073,-8.8675,0,0,0,0
-6.063,-8.8575,0,0,0,0
-6.053,-8.8475,0,0,0,0
-6.043,-8.8375,0,0,0,0
-6.033,-8.8275,0,0,0,0
-6.023,-8.8175,0,0,0,0
-6.013,-8.8075,0,0,0,0
-6.003,-8.7975,0,0,0,0
-5.993,-8.7875,0,0,0,0
-5.983,-8.7775,0,0,0,0
-5.973,-8.7675,0,0,0,0
-5.963,-8.7575,0,0,0,0
-5.953,-8.7475,0,0,0,0
-5.943,-8.7375,0,0,0,0
-5.933,-8.7275,0,0,0,0
-5.923,-8.7175,0,0,0,0
-5.913,-8.7075,0,0,0,0
-5.903,-8.6975,0,0,0,0
-5.893,-8.6875,0,0,0,0
-5.883,-8.6775,0,0,0,0
-5.873,-8.6675,0,0,0,0
-5.863,-8.6575,0,0,0,0
-5.853,-8.6475,0,0,0,0
-5.843,-8.6375,0,0,0,0
-5.833,-8.6275,0,0,0,0
-5.823,-8.6175,0,0,0,0
-5.813,-8.6075,0,0,0,0
-5.803,-8.5975,0,0,0,0
-5.793,-8.5875,0,0,0,0
-5.783,-8.5775,0,0,0,0
-5.773,-8.5675,0,0,0,0
-5.763,-8.5575,0,0,0,0
-5.753,-8.5475,0,0,0,0
-5.743,-8.5375,0,0,0,0
-5.733,-8.5275,0,0,0,0
-5.723,-8.5175,0,0,0,0
-5.713,-8.5075,0,0,0,0
-5.703,-8.4975,0,0,0,0
-5.693,-8.4875,0,0,0,0
-5.683,-8.4775,0,0,0,0
-5.673,-8.4675,0,0,0,0
-5.663,-8.4575,0,0,0,0
-5.653,-8.4475,0,0,0,0
-5.643,-8.4375,0,0,0,0
-5.633,-8.4275,0,0,0,0
-5.623,-8.4175,0,0,0,0
-5.613,-8.4075,0,0,0,0
-5.603,-8.3975,0,0,0,0
-5.593,-8.3875,0,0,0,0
-5.583,-8.3775,0,0,0,0
-5.573,-8.3675,0,0,0,0
-5.563,-8.3575,0,0,0,0
-5.553,-8.3475,0,0,0,0
-5.543,-8.3375,0,0,0,0
-5.533,-8.3275,0,0,0,0
-5.523,-8.3175,0,0,0,0
-5.513,-8.3075,0,0,0,0
-5.503,-8.2975,0,0,0,0
-5.493,-8.2875,0,0,0,0
-5.483,-8.2775,0,0,0,0
-5.473,-8.2675,0,0,0,0
-5.463,-8.2575,0,0,0,0
-5.453,-8.2475,0,0,0,0
-5.443,-8.2375,0,0,0,0
-5.433,-8.2275,0,0,0,0
-5.423,-8.2175,0,0,0,0
-5.413,-8.2075,0,0,0,0
-5.403,-8.1975,0,0,0,0
-5.393,-8.1875,0,0,0,0
-5.383,-8.1775,0,0,0,0
-5.373,-8.1675,0,0,0,0
-5.363,-8.1575,0,0,0,0
-5.353,-8.1475,0,0,0,0
-5.343,-8.1375,0,0,0,0
-5.333,-8.1275,0,0,0,0
-5.323,-8.1175,0,0,0,0
-5.313,-8.1075,0,0,0,0
-5.303,-8.0975,0,0,0,0
-5.293,-8.0875,0,0,0,0
-5.283,-8.0775,0,0,0,0
-5.273,-8.0675,0,0,0,0
-5.263,-8.0575,0,0,0,0
-5.253,-8.0475,0,0,0,0
-5.243,-8.0375,0,0,0,0
-5.233,-8.0275,0,0,0,0
-5.223,-8.0175,0,0,0,0
-5.213,-8.0075,0,0,0,0
-5.203,-7.9975,0,0,0,0
-5.193,-7.9875,0,0,0,0
-5.183,-7.9775,0,0,0,0
-5.173,-7.9675,0,0,0,0
-5.163,-7.9575,0,0,0,0
-5.153,-7.9475,0,0,0,0
-5.143,-7.9375,0,0,0,0
-5.133,-7.9275,0,0,0,0
-5.123,-7.9175,0,0,0,0
-5.113,-7.9075,0,0,0,0
-5.103,-7.8975,0,0,0,0
-5.093,-7.8875,0,0,0,0
-5.083,-7.8775,0,0,0,0
-5.073,-7.8675,0,0,0,0
-5.063,-7.8575,0,0,0,0
-5.053,-7.8475,0,0,0,0
-5.043,-7.8375,0,0,0,0
-5.033,-7.8275,0,0,0,0
-5.023,-7.8175,0,0,0,0
-5.013,-7.8075,0,0,0,0
-5.003,-7.7975,0,0,0,0
-4.993,-7.7875,0,0,0,0
-4.983,-7.7775,0,0,0,0
-4.973,-7.7675,0,0,0,0
-4.963,-7.7575,0,0,0,0
-4.953,-7.7475,0,0,0,0
-4.943,-7.7375,0,0,0,0
-4.933,-7.7275,0,0,0,0
-4.923,-7.7175,0,0,0,0
-4.913,-7.7075,0,0,0,0
-4.903,-7.6975,0,0,0,0
-4.893,-7.6875,0,0,0,0
-4.883,-7.6775,0,0,0,0
-4.873,-7.6675,0,0,0,0
-4.863,-7.6575,0,0,0,0
-4.853,-7.6475,0,0,0,0
-4.843,-7.6375,0,0,0,0
-4.833,-7.6275,0,0,0,0
-4.823,-7.6175,0,0,0,0
-4.813,-7.6075,0,0,0,0
-4.803,-7.5975,0,0,0,0
-4.793,-7.5875,0,0,0,0
-4.783,-7.5775,0,0,0,0
-4.773,-7.5675,0,0,0,0
-4.763,-7.5575,0,0,0,0
-4.753,-7.5475,0,0,0,0
-4.743,-7.5375,0,0,0,0
-4.733,-7.5275,0,0,0,0
-4.723,-7.5175,0,0,0,0
-4.713,-7.5075,0,0,0,0
-4.703,-7.4975,0,0,0,0
-4.693,-7.4875,0,0,0,0
-4.683,-7.4775,0,0,0,0
-4.673,-7.4675,0,0,0,0
-4.663,-7.4575,0,0,0,0
-4.653,-7.4475,0,0,0,0
-4.643,-7.4375,0,0,0,0
-4.633,-7.4275,0,0,0,0
-4.623,-7.4175,0,0,0,0
-4.613,-7.4075,0,0,0,0
-4.603,-7.3975,0,0,0,0
-4.593,-7.3875,0,0,0,0
-4.583,-7.3775,0,0,0,0
-4.573,-7.3675,0,0,0,0
-4.563,-7.3575,0,0,0,0
-4.553,-7.3475,0,0,0,0
-4.543,-7.3375,0,0,0,0
-4.533,-7.3275,0,0,0,0
-4.523,-7.3175,0,0,0,0
-4.513,-7.3075,0,0,0,0
-4.503,-7.2975,0,0,0,0
-4.493,-7.2875,0,0,0,0
-4.483,-7.2775,0,0,0,0
-4.473,-7.2675,0,0,0,0
-4.463,-7.2575,0,0,0,0
-4.453,-7.2475,0,0,0,0
-4.443,-7.2375,0,0,0,0
-4.433,-7.2275,0,0,0,0
-4.423,-7.2175,0,0,0,0
-4.413,-7.2075,0,0,0,0
-4.403,-7.1975,0,0,0,0
-4.393,-7.1875,0,0,0,0
-4.383,-7.1775,0,0,0,0
-4.373,-7.1675,0,0,0,0
-4.363,-7.1575,0,0,0,0
-4.353,-7.1475,0,0,0,0
-4.343,-7.1375,0,0,0,0
-4.333,-7.1275,0,0,0,0
-4.323,-7.1175,0,0,0,0
-4.313,-7.1075,0,0,0,0
-4.303,-7.0975,0,0,0,0
-4.293,-7.0875,0,0,0,0
-4.283,-7.0775,0,0,0,0
-4.273,-7.0675,0,0,0,0
-4.263,-7.0575,0,0,0,0
-4.253,-7.0475,0,0,0,0
-4.243,-7.0375,0,0,0,0
-4.233,-7.0275,0,0,0,0
-4.223,-7.0175,0,0,0,0
-4.213,-7.0075,0,0,0,0
-4.203,-6.9975,0,0,0,0
-4.193,-6.9875,0,0,0,0
-4.183,-6.9775,0,0,0,0
-4.173,-6.9675,0,0,0,0
-4.163,-6.9575,0,0,0,0
-4.153,-6.9475,0,0,0,0
-4.143,-6.9375,0,0,0,0
-4.133,-6.9275,0,0,0,0
-4.123,-6.9175,0,0,0,0
-4.113,-6.9075,0,0,0,0
-4.103,-6.8975,0,0,0,0
-4.093,-6.8875,0,0,0,0
-4.083,-6.8775,0,0,0,0
-4.073,-6.8675,0,0,0,0
-4.063,-6.8575,0,0,0,0
-4.053,-6.8475,0,0,0,0
-4.043,-6.8375,0,0,0,0
-4.033,-6.8275,0,0,0,0
-4.023,-6.8175,0,0,0,0
-4.013,-6.8075,0,0,0,0
-4.003,-6.7975,0,0,0,0
-3.993,-6.7875,0,0,0,0
-3.983,-6.7775,0,0,0,0
-3.973,-6.7675,0,0,0,0
-3.963,-6.7575,0,0,0,0
-3.953,-6.7475,0,0,0,0
-3.943,-6.7375,0,0,0,0
-3.933,-6.7275,0,0,0,0
-3.923,-6.7175,0,0,0,0
-3.913,-6.7075,0,0,0,0
-3.903,-6.6975,0,0,0,0
-3.893,-6.6875,0,0,0,0
-3.883,-6.6775,0,0,0,0
-3.873,-6.6675,0,0,0,0
-3.863,-6.6575,0,0,0,0
-3.853,-6.6475,0,0,0,0
-3.843,-6.6375,0,0,0,0
-3.833,-6.6275,0,0,0,0
-3.823,-6.6175,0,0,0,0
-3.813,-6.6075,0,0,0,0
-3.803,-6.5975,0,0,0,0
-3.793,-6.5875,0,0,0,0
-3.783,-6.5775,0,0,0,0
-3.773,-6.5675,0,0,0,0
-3.763,-6.5575,0,0,0,0
-3.753,-6.5475,0,0,0,0
-3.743,-6.5375,0,0,0,0
-3.733,-6.5275,0,0,0,0
-3.723,-6.5175,0,0,0,0
-3.713,-6.5075,0,0,0,0
-3.703,-6.4975,0,0,0,0
-3.693,-6.4875,0,0,0,0
-3.683,-6.4775,0,0,0,0
-3.673,-6.4675,0,0,0,0
-3.663,-6.4575,0,0,0,0
-3.653,-6.4475,0,0,0,0
-3.643,-6.4375,0,0,0,0
-3.633,-6.4275,0,0,0,0
-3.623,-6.4175,0,0,0,0
-3.613,-6.4075,0,0,0,0
-3.603,-6.3975,0,0,0,0
-3.593,-6.3875,0,0,0,0
-3.583,-6.3775,0,0,0,0
-3.573,-6.3675,0,0,0,0
-3.563,-6.3575,0,0,0,0
-3.553,-6.3475,0,0,0,0
-3.543,-6.3375,0,0,0,0
-3.533,-6.3275,0,0,0,0
-3.523,-6.3175,0,0,0,0
-3.513,-6.3075,0,0,0,0
-3.503,-6.2975,0,0,0,0
-3.493,-6.2875,0,0,0,0
-3.483,-6.2775,0,0,0,0
-3.473,-6.2675,0,0,0,0
-3.463,-6.2575,0,0,0,0
-3.453,-6.2475,0,0,0,0
-3.443,-6.2375,0,0,0,0
-3.433,-6.2275,0,0,0,0
-3.423,-6.2175,0,0,0,0
-3.413,-6.2075,0,0,0,0
-3.403,-6.1975,0,0,0,0
-3.393,-6.1875,0,0,0,0
-3.383,-6.1775,0,0,0,0
-3.373,-6.1675,0,0,0,0
-3.363,-6.1575,0,0,0,0
-3.353,-6.1475,0,0,0,0
-3.343,-6.1375,0,0,0,0
-3.333,-6.1275,0,0,0,0
-3.323,-6.1175,0,0,0,0
-3.313,-6.1075,0,0,0,0
-3.303,-6.0975,0,0,0,0
-3.293,-6.0875,0,0,0,0
-3.283,-6.0775,0,0,0,0
-3.273,-6.0675,0,0,0,0
-3.263,-6.0575,0,0,0,0
-3.253,-6.0475,0,0,0,0
-3.243,-6.0375,0,0,0,0
-3.233,-6.0275,0,0,0,0
-3.223,-6.0175,0,0,0,0
-3.213,-6.0075,0,0,0,0
-3.203,-5.9975,0,0,0,0
-3.193,-5.9875,0,0,0,0
-3.183,-5.9775,0,0,0,0
-3.173,-5.9675,0,0,0,0
-3.163,-5.9575,0,0,0,0
-3.153,-5.9475,0,0,0,0
-3.143,-5.9375,0,0,0,0
-3.133,-5.9275,0,0,0,0
-3.123,-5.9175,0,0,0,0
-3.113,-5.9075,0,0,0,0
-3.103,-5.8975,0,0,0,0
-3.093,-5.8875,0,0,0,0
-3.083,-5.8775,0,0,0,0
-3.073,-5.8675,0,0,0,0
-3.063,-5.8575,0,0,0,0
-3.053,-5.8475,0,0,0,0
-3.043,-5.8375,0,0,0,0
-3.033,-5.8275,0,0,0,0
-3.023,-5.8175,0,0,0,0
-3.013,-5.8075,0,0,0,0
-3.003,-5.7975,0,0,0,0
-2.993,-5.7875,0,0,0,0
-2.983,-5.7775,0,0,0,0
-2.973,-5.7675,0,0,0,0
-2.963,-5.7575,0,0,0,0
-2.953,-5.7475,0,0,0,0
-2.943,-5.7375,0,0,0,0
-2.933,-5.7275,0,0,0,0
-2.923,-5.7175,0,0,0,0
-2.913,-5.7075,0,0,0,0
-2.903,-5.6975,0,0,0,0
-2.893,-5.6875,0,0,0,0
-2.883,-5.6775,0,0,0,0
-2.873,-5.6675,0,0,0,0
-2.863,-5.6575,0,0,0,0
-2.853,-5.6475,0,0,0,0
-2.843,-5.6375,0,0,0,0
-2.833,-5.6275,0,0,0,0
-2.823,-5.6175,0,0,0,0
-2.813,-5.6075,0,0,0,0
-2.803,-5.5975,0,0,0,0
-2.793,-5.5875,0,0,0,0
-2.783,-5.5775,0,0,0,0
-2.773,-5.5675,0,0,0,0
-2.763,-5.5575,0,0,0,0
